id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,assist,qualifier/16/value,qualifier/18/value,qualifier/19/value
2493913475,11,7,1,0,50,80jtkz2echk6yyyb9e2595cxr,1,24.7,32.2,2022-12-29T19:47:29.221Z,2023-01-01T17:47:04Z,3959689995,285,,3961071589,384,,3959689993,56,Back,3959690055,233,15,3962941591,178,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913483,12,1,1,0,50,80jtkz2echk6yyyb9e2595cxr,1,20,34,2022-12-29T19:47:29.627Z,2023-01-01T17:47:18Z,3959690035,141,30.3,3959690037,212,3.0,3959690039,213,5.3,3959690033,140,21.5,3962941743,178,,3959690031,56,Back,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913485,13,49,1,0,52,80jtkz2echk6yyyb9e2595cxr,1,21.5,30.3,2022-12-29T19:47:31.011Z,2023-01-01T17:47:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913549,14,1,1,0,52,80jtkz2echk6yyyb9e2595cxr,0,21.9,20,2022-12-29T19:47:31.809Z,2023-01-01T17:47:36Z,3959690357,141,6.8,3959690359,212,68.8,3959690355,140,86.9,3959690351,157,,3959690361,213,6.2,3962941911,178,,3959690363,1,,3959690353,56,Right,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913561,16,49,1,0,57,8b523ujgl21tbc01me65q0aoh,1,31.9,88.9,2022-12-29T19:47:35.920Z,2023-01-01T17:47:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913623,17,1,1,0,58,8b523ujgl21tbc01me65q0aoh,1,17.2,92.7,2022-12-29T19:47:37.188Z,2023-01-01T17:47:50Z,3959690713,56,Back,3962941975,178,,3959690721,213,4.6,3959690715,140,14.5,3959690717,141,62.1,3959690719,212,21.0,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913647,18,1,1,1,1,8b523ujgl21tbc01me65q0aoh,1,15.8,62.6,2022-12-29T19:47:40.392Z,2023-01-01T17:47:54Z,3959690863,140,30.6,3959690861,56,Back,3959690865,141,64.6,3959690867,212,15.6,3959690869,213,0.1,3962942039,178,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913695,20,61,1,1,2,8b523ujgl21tbc01me65q0aoh,1,29.4,46.4,2022-12-29T19:47:41.580Z,2023-01-01T17:48:46Z,3962942525,178,,3959691075,56,Back,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913693,19,43,1,1,3,8b523ujgl21tbc01me65q0aoh,1,0,0,2022-12-29T19:47:41.834Z,2022-12-29T19:47:49Z,3959691063,212,12.4,3959691065,213,4.6,3959691525,144,1,3959691057,56,Back,3959691059,140,29.4,3959691061,141,46.4,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494531421,628,67,1,1,3,80jtkz2echk6yyyb9e2595cxr,1,75.3,45.7,2022-12-29T19:47:42.447Z,2023-01-02T06:09:38Z,3962956685,233,1022,,,,,,,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494531417,1022,67,1,1,3,8b523ujgl21tbc01me65q0aoh,0,24.7,54.3,2022-12-29T19:47:42.448Z,2023-01-01T18:14:41Z,3962956701,233,628,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913705,15,61,1,1,3,80jtkz2echk6yyyb9e2595cxr,1,76.2,47.2,2022-12-29T19:47:42.471Z,2023-01-02T06:09:38Z,3959691131,56,Center,3962942567,178,,,,,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913909,21,1,1,1,8,8b523ujgl21tbc01me65q0aoh,0,19.6,6.8,2022-12-29T19:47:47.380Z,2023-01-01T17:48:58Z,3959692179,213,0.2,3959692177,212,6.4,3959692169,155,,3959692171,56,Back,3959692497,236,,3959692499,233,16,3962942677,178,,3959692175,141,8.8,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,3959692503,286,3959692173,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913801,16,74,1,1,8,80jtkz2echk6yyyb9e2595cxr,1,82,96.8,2022-12-29T19:47:47.481Z,2023-01-01T17:49:16Z,3962942889,389,,3962942887,21,,3959692541,233,21,3959691599,56,Left,3959691601,285,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913847,17,1,1,1,10,80jtkz2echk6yyyb9e2595cxr,1,79.4,95.6,2022-12-29T19:47:49.541Z,2023-01-01T17:49:22Z,3959691829,141,86.2,3959691827,140,77.1,3962942947,178,,3959691837,213,4.4,3959691833,212,6.8,3959691823,56,Left,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913853,18,49,1,1,11,80jtkz2echk6yyyb9e2595cxr,1,77.1,86.2,2022-12-29T19:47:50.113Z,2023-01-01T17:49:28Z,,,,,,,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913873,19,1,1,1,11,80jtkz2echk6yyyb9e2595cxr,1,77.1,86.2,2022-12-29T19:47:50.158Z,2023-01-01T17:49:32Z,3959691963,140,67.2,3959691971,212,11.2,3959691959,56,Left,3959691975,213,2.8,3959691967,141,92.3,3962943029,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913893,20,1,1,1,13,80jtkz2echk6yyyb9e2595cxr,1,67.2,92.3,2022-12-29T19:47:51.850Z,2023-01-01T17:49:40Z,3962943135,178,,3959692097,141,80.2,3959692099,212,8.5,3959692095,140,69.2,3959692101,213,5.0,3959692093,56,Left,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913929,21,1,1,1,15,80jtkz2echk6yyyb9e2595cxr,1,68.7,79.7,2022-12-29T19:47:53.973Z,2023-01-01T17:49:46Z,3959692261,56,Back,3959692273,212,32.7,3962943249,178,,3959692269,141,57.8,3959692265,140,41.0,3959692283,1,,3959692279,213,3.6,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913969,22,1,1,1,17,80jtkz2echk6yyyb9e2595cxr,1,41,57.8,2022-12-29T19:47:56.658Z,2023-01-01T17:49:51Z,3959692483,140,40.5,3959692481,56,Back,3959692485,141,17.9,3962943301,178,,3959692489,213,4.7,3959692487,212,27.1,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913977,23,1,1,1,21,80jtkz2echk6yyyb9e2595cxr,1,40.5,17.9,2022-12-29T19:47:59.916Z,2023-01-01T17:49:57Z,3959692565,212,14.2,3959692559,56,Right,3959692567,213,5.7,3959692563,141,5.6,3959692561,140,51.4,3962943365,178,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914023,24,1,1,1,23,80jtkz2echk6yyyb9e2595cxr,1,51.4,5.6,2022-12-29T19:48:02.130Z,2023-01-01T17:49:59Z,3959692835,141,8.5,3959692839,213,3.0,3959692837,212,16.1,3962943401,178,,3959692833,140,36.2,3959692831,56,Back,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914075,25,1,1,1,25,80jtkz2echk6yyyb9e2595cxr,1,27.8,10.4,2022-12-29T19:48:04.553Z,2023-01-01T17:50:03Z,3959693143,141,36.0,3959693139,56,Back,3959693141,140,7.2,3959693145,212,27.8,3959693147,213,2.5,3962943433,178,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914199,26,1,1,1,30,80jtkz2echk6yyyb9e2595cxr,1,12.4,27.3,2022-12-29T19:48:09.753Z,2023-01-01T17:50:06Z,3959693757,212,70.6,3959693759,213,0.4,3959693749,157,,3959693755,141,69.9,3959693751,56,Center,3962943461,178,,3959693761,1,,3959693753,140,73.7,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914225,27,1,1,1,38,80jtkz2echk6yyyb9e2595cxr,1,86.9,75.3,2022-12-29T19:48:17.580Z,2023-01-01T17:50:10Z,3959693885,213,3.9,3962943503,178,,3959693881,141,69.4,3959693883,212,5.7,3959693879,140,83.1,3959693877,56,Center,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914231,22,45,1,1,40,8b523ujgl21tbc01me65q0aoh,0,21.1,31.2,2022-12-29T19:48:19.282Z,2023-01-01T17:50:17Z,3959694021,233,28,3959693923,285,,3959693921,56,Back,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914243,28,3,1,1,40,80jtkz2echk6yyyb9e2595cxr,1,78.9,68.8,2022-12-29T19:48:19.282Z,2023-01-01T17:50:17Z,3959693999,233,22,3959693989,56,Center,3959693991,286,,3962943591,178,,3961077893,464,,,,,,,,,,,307tfvtl56s1rf61x8kjevjzd,J. Koroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914259,29,1,1,1,42,80jtkz2echk6yyyb9e2595cxr,1,75.2,64.9,2022-12-29T19:48:21.055Z,2023-01-01T17:50:23Z,3959694083,212,4.7,3959694079,141,71.5,3959694075,140,76.5,3959694085,213,1.3,3962943647,178,,3959694073,56,Center,,,,,,,307tfvtl56s1rf61x8kjevjzd,J. Koroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914281,30,1,1,1,44,80jtkz2echk6yyyb9e2595cxr,1,76.5,71.5,2022-12-29T19:48:22.858Z,2023-01-01T17:50:28Z,3959694185,56,Left,3959694193,213,0.7,3959694187,140,88.0,3959694191,212,15.8,3962943681,178,,3959694189,141,86.5,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914315,31,1,1,1,45,80jtkz2echk6yyyb9e2595cxr,1,88,86.5,2022-12-29T19:48:24.107Z,2023-01-01T17:50:31Z,3959694367,212,17.8,3959694369,213,2.9,3962943695,178,,3959694365,141,92.9,3959694361,56,Left,3959694363,140,71.6,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914339,32,1,1,1,46,80jtkz2echk6yyyb9e2595cxr,0,71.6,92.9,2022-12-29T19:48:25.757Z,2023-01-01T17:50:36Z,3961079151,224,,3959694481,155,,3959694495,1,,3959694489,141,43.3,3959694493,213,5.2,3959694483,56,Center,3961079153,72,,3959694479,2,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,3959694491,212,3962943731,178,,39.1,3959694485,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
