id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/13/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2484598621,7,5,1,0,7,b3vbyitzi3nrw9ehj1eoko219,0,70.4,-1.6,2022-11-12T15:02:13.655Z,2022-11-15T01:23:06Z,3910449117,233,4,3910448029,347,,3910448027,56,Right,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598935,5,1,1,0,18,5g1fnexeromjl0lvnxp8hpnhi,1,30.8,100,2022-11-12T15:02:24.356Z,2022-11-15T01:23:08Z,3910449545,213,3.8,3910449537,140,20.2,3910449541,141,87.8,3910449543,212,14.5,3910449533,56,Back,3910449531,107,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599023,6,1,1,0,20,5g1fnexeromjl0lvnxp8hpnhi,0,20.2,87.8,2022-11-12T15:02:26.867Z,2022-11-15T01:23:11Z,3910450031,141,100.0,3910450033,212,38.7,3910450029,140,56.0,3917241647,178,,3910450035,213,0.2,3910450027,56,Left,3910450025,157,,3910450037,1,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599033,7,5,1,0,23,5g1fnexeromjl0lvnxp8hpnhi,0,56.5,101.8,2022-11-12T15:02:29.910Z,2022-11-15T01:23:14Z,3910450085,56,Left,3910451835,233,8,3910450087,347,,,,,,,,,,,,,,,,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599387,8,5,1,0,23,b3vbyitzi3nrw9ehj1eoko219,1,43.5,-1.8,2022-11-12T15:02:29.910Z,2022-11-15T01:23:13Z,3910451727,347,,3910451803,233,7,3910451725,56,Back,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599421,9,1,1,0,37,b3vbyitzi3nrw9ehj1eoko219,1,46.4,0,2022-11-12T15:02:43.865Z,2022-11-15T01:23:17Z,3910451893,213,1.7,3910451891,212,13.2,3910451889,141,17.3,3910451883,107,,3910451885,56,Back,3910451887,140,44.7,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599493,10,1,1,0,38,b3vbyitzi3nrw9ehj1eoko219,1,44.7,17.3,2022-11-12T15:02:44.755Z,2022-11-15T01:23:23Z,3910452233,141,1.9,3910452229,140,41.5,3910452235,212,11.0,3917241719,178,,3910452225,56,Back,3910452237,213,4.4,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599635,11,1,1,0,39,b3vbyitzi3nrw9ehj1eoko219,0,41.5,1.9,2022-11-12T15:02:45.682Z,2022-11-15T01:23:27Z,3910452853,56,Center,3910452859,212,23.5,3910452851,157,,3910452863,1,,3910452861,213,0.8,3910452857,141,26.2,3917241741,178,,3910452855,140,57.4,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805235,851,44,1,0,42,5g1fnexeromjl0lvnxp8hpnhi,1,44.2,79.5,2022-11-12T15:02:49.185Z,2022-11-15T08:46:51Z,3916866599,233,734,3916813019,285,,3916813017,56,Back,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805227,734,44,1,0,42,b3vbyitzi3nrw9ehj1eoko219,0,55.8,20.5,2022-11-12T15:02:49.186Z,2022-11-15T01:23:34Z,3916812979,286,,3916866603,233,851,3916812977,56,Right,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805243,852,1,1,0,43,5g1fnexeromjl0lvnxp8hpnhi,0,44.2,79.5,2022-11-12T15:02:49.257Z,2022-11-15T08:46:52Z,3916813077,141,79.5,3916813075,140,45.0,3916813081,213,0,3917241835,178,,3916813073,56,Back,3916813079,212,0.8,3916813071,3,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599673,12,61,1,0,43,b3vbyitzi3nrw9ehj1eoko219,1,57.4,26.2,2022-11-12T15:02:49.300Z,2022-11-15T01:23:50Z,3917241865,15,,3910453061,56,Center,3917241867,388,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805281,853,44,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,1,38,73.8,2022-11-12T15:02:51.132Z,2022-11-15T08:46:53Z,3916813319,285,,3916866607,233,735,3916813317,56,Back,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805273,735,44,1,0,44,b3vbyitzi3nrw9ehj1eoko219,0,62,26.2,2022-11-12T15:02:51.133Z,2022-11-15T01:23:53Z,3916813261,56,Center,3916813263,286,,3916866619,233,853,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599715,8,1,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,1,32.3,75.9,2022-11-12T15:02:51.217Z,2022-11-15T08:46:53Z,3910453293,213,0.1,3910453291,212,15.5,3910453283,3,,3910453289,141,77.2,3910453287,140,47.0,3910453285,56,Back,3917241901,388,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599859,9,1,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,0,47,77.2,2022-11-12T15:02:52.916Z,2022-11-15T01:24:10Z,3910453981,213,5.2,3910453983,1,,3910453969,155,,3910453973,56,Right,3910453979,212,58.9,3910453971,196,,3910453977,141,0.0,3910453975,140,71.5,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,3917241989,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599869,10,5,1,0,52,5g1fnexeromjl0lvnxp8hpnhi,0,69,-1.4,2022-11-12T15:02:59.163Z,2022-11-15T01:24:15Z,3910455921,233,13,3910454023,347,,3910454021,56,Right,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600271,13,5,1,0,52,b3vbyitzi3nrw9ehj1eoko219,1,31,101.4,2022-11-12T15:02:59.163Z,2022-11-15T01:24:14Z,3910455857,347,,3910455877,233,10,3910455855,56,Back,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600417,14,1,1,1,8,b3vbyitzi3nrw9ehj1eoko219,0,33.6,100,2022-11-12T15:03:14.253Z,2022-11-15T01:24:19Z,3910456497,213,6.1,3910456495,212,26.5,3910456485,56,Left,3910456481,107,,3910456499,1,,3910456491,140,58.2,3910456493,141,93.6,,,,292fas4iqplshrbyvtj5ins9h,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600463,11,1,1,1,9,5g1fnexeromjl0lvnxp8hpnhi,0,49.3,6.2,2022-11-12T15:03:15.705Z,2022-11-15T01:24:23Z,3910456733,213,0.4,3910456731,212,14.7,3910456729,141,13.8,3910456721,3,,3917242081,388,,3910456727,140,62.4,3910456725,56,Right,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600547,15,1,1,1,11,b3vbyitzi3nrw9ehj1eoko219,0,45.7,86,2022-11-12T15:03:17.290Z,2022-11-15T01:24:27Z,3917242107,388,,3910457165,3,,3910457175,141,97.7,3910457169,56,Left,3910457183,213,0.7,3910457173,140,54.6,3910457179,212,12.3,,,,76j19abwcie5w5hptkewlh0bt,M. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600569,12,1,1,1,12,5g1fnexeromjl0lvnxp8hpnhi,0,54.5,9.8,2022-11-12T15:03:18.919Z,2022-11-15T01:24:32Z,3910457303,213,1.0,3910457291,141,35.4,3910457289,140,66.1,3917242149,388,,3910457285,3,,3910457295,212,21.2,3910457287,56,Center,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600661,16,1,1,1,14,b3vbyitzi3nrw9ehj1eoko219,1,41.3,75.6,2022-11-12T15:03:20.547Z,2022-11-15T01:24:36Z,3910457749,3,,3910457751,56,Back,3910457753,140,35.0,3910457759,213,4.3,3917242161,388,,3910457757,212,15.7,3910457755,141,54.6,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600673,17,49,1,1,15,b3vbyitzi3nrw9ehj1eoko219,1,34.6,50.9,2022-11-12T15:03:22.244Z,2022-11-15T01:24:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600699,18,1,1,1,16,b3vbyitzi3nrw9ehj1eoko219,1,34.6,50.9,2022-11-12T15:03:22.259Z,2022-11-15T01:24:43Z,3917242225,178,,3910457927,56,Center,3910457935,213,0.3,3910457929,140,60.4,3916814145,157,,3910457931,141,63.4,3910457933,212,28.4,3916814147,1,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600773,19,1,1,1,17,b3vbyitzi3nrw9ehj1eoko219,0,60.4,63.4,2022-11-12T15:03:23.531Z,2022-11-15T01:24:47Z,3910458247,212,15.6,3910458245,141,84.7,3917242235,178,,3910458241,56,Left,3910458249,213,1.2,3910458243,140,66.0,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600707,13,61,1,1,18,5g1fnexeromjl0lvnxp8hpnhi,0,31.3,25.9,2022-11-12T15:03:24.311Z,2022-11-15T01:24:55Z,3910457965,56,Back,3917242291,178,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600813,20,1,1,1,18,b3vbyitzi3nrw9ehj1eoko219,0,63.4,78.7,2022-11-12T15:03:25.084Z,2022-11-15T01:24:57Z,3917242307,178,,3910458491,213,0.0,3910458489,212,0.8,3910458483,56,Center,3910458487,141,78.7,3910458485,140,64.2,,,,,,,dz4jeb7rhr5jt3grs4evbs5bd,C. Vernam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805569,854,61,1,1,18,5g1fnexeromjl0lvnxp8hpnhi,1,36.5,18.5,2022-11-12T15:03:25.150Z,2022-11-15T01:25:05Z,3916814921,56,Back,3917242321,178,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600849,21,1,1,1,20,b3vbyitzi3nrw9ehj1eoko219,0,61.3,59.1,2022-11-12T15:03:26.716Z,2022-11-15T01:25:11Z,3917242369,178,,3910458681,212,27.1,3910458683,213,0.6,3910458677,140,82.0,3910458675,56,Left,3910458679,141,82.9,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600955,14,12,1,1,22,5g1fnexeromjl0lvnxp8hpnhi,1,21.7,23.4,2022-11-12T15:03:28.773Z,2022-11-15T01:25:16Z,3910459229,212,16.7,3910459223,56,Back,3917242401,178,,3910459231,213,4.5,3910459225,140,17.9,3910459227,141,0.0,3910459321,167,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484600965,15,5,1,1,23,5g1fnexeromjl0lvnxp8hpnhi,0,14.9,-1.2,2022-11-12T15:03:30.093Z,2022-11-15T01:25:20Z,3910461627,233,22,3910459271,56,Back,3910459273,347,,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601457,22,5,1,1,23,b3vbyitzi3nrw9ehj1eoko219,1,85.1,101.2,2022-11-12T15:03:30.093Z,2022-11-15T01:25:19Z,3910461521,56,Left,3910461523,347,,3910461583,233,15,,,,,,,,,,,,,,,,dz4jeb7rhr5jt3grs4evbs5bd,C. Vernam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601499,23,1,1,1,39,b3vbyitzi3nrw9ehj1eoko219,1,86.9,100,2022-11-12T15:03:45.803Z,2022-11-15T01:25:22Z,3910461705,107,,3910461721,213,4.8,3910461711,140,87.7,3910461719,212,12.2,3910461709,56,Left,3910461715,141,82.9,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601571,24,1,1,1,40,b3vbyitzi3nrw9ehj1eoko219,1,87.7,82.9,2022-11-12T15:03:46.952Z,2022-11-15T01:25:27Z,3910462093,56,Left,3910462099,212,8.9,3917242441,178,,3910462097,141,95.6,3910462095,140,89.7,3910462101,213,1.3,,,,,,,76j19abwcie5w5hptkewlh0bt,M. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601611,25,1,1,1,43,b3vbyitzi3nrw9ehj1eoko219,0,92.7,96.5,2022-11-12T15:03:49.582Z,2022-11-15T01:25:32Z,3917242459,178,,3916815171,224,,3916815111,72,,3910462309,56,Left,3910462315,212,8.2,3910462651,233,16,3910462649,236,,3910462305,2,,5j1eftktnca9eso1vvhu2hf55,J. Robson,3910462655,286,3910462307,155,3910462311,140,92.6,3910462313,141,84.4,3910462319,213,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601647,16,12,1,1,43,5g1fnexeromjl0lvnxp8hpnhi,1,7.2,6.8,2022-11-12T15:03:49.588Z,2022-11-15T01:25:35Z,3917242467,178,,3910462551,56,Back,3910462549,185,,3910462703,233,25,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601735,17,5,1,1,44,5g1fnexeromjl0lvnxp8hpnhi,0,13.4,-1.4,2022-11-12T15:03:50.917Z,2022-11-15T01:25:39Z,3910462973,347,,3910464439,233,26,3910462967,56,Back,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601979,26,5,1,1,44,b3vbyitzi3nrw9ehj1eoko219,1,86.6,101.4,2022-11-12T15:03:50.917Z,2022-11-15T01:25:38Z,3910464401,233,17,3910464323,56,Left,3910464325,347,,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602095,27,1,1,1,54,b3vbyitzi3nrw9ehj1eoko219,1,83.7,100,2022-11-12T15:04:00.573Z,2022-11-15T01:25:41Z,3910464915,213,5.8,3910464903,140,92.7,3910464899,56,Left,3910464909,141,94.5,3910464913,212,10.7,3910464895,107,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602173,28,50,1,1,55,b3vbyitzi3nrw9ehj1eoko219,1,91.8,95.1,2022-11-12T15:04:02.118Z,2022-11-15T01:25:51Z,3916865491,233,855,3916815465,286,,3910465245,56,Left,,,,,,,,,,,,,,,,76j19abwcie5w5hptkewlh0bt,M. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485805735,855,7,1,1,56,5g1fnexeromjl0lvnxp8hpnhi,0,8.2,4.9,2022-11-12T15:04:02.881Z,2022-11-15T01:25:55Z,3916815783,56,Back,3917242577,178,,3916815787,384,,3916815785,285,,3916865473,233,28,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602239,29,1,1,1,58,b3vbyitzi3nrw9ehj1eoko219,0,90.5,85.9,2022-11-12T15:04:04.524Z,2022-11-15T01:26:01Z,3916816203,72,,3916816201,224,,3910465561,212,2.2,3910465553,140,91.2,3910465551,56,Left,3910465549,155,,3910465557,141,82.8,3910465547,2,,5j1eftktnca9eso1vvhu2hf55,J. Robson,3910465567,213,3917242619,178,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2485806083,856,61,1,1,58,5g1fnexeromjl0lvnxp8hpnhi,1,8.2,14.4,2022-11-12T15:04:04.561Z,2022-11-15T01:26:05Z,3916817799,56,Back,3917242641,178,,,,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485806159,737,43,1,2,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2022-11-12T15:04:06.405Z,2022-11-14T16:18:23Z,3916818187,286,0,3916818185,56,Center,3916866269,144,44,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485813629,886,44,1,2,0,5g1fnexeromjl0lvnxp8hpnhi,1,9.6,52.9,2022-11-12T15:04:06.422Z,2022-11-15T08:46:54Z,3916866625,233,736,3916866623,56,Back,3916866629,285,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
