id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2529663567,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-07T13:15:58.050Z,2023-04-07T13:18:14Z,4169187609,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4169187619,197,4206,4169187617,194,62azuux8vuk6956cuyjjtped,4169187611,59,"1, 6, 26, 3, 22, 5, 7, 8, 18, 24, 9, 13, 14, 17, 27, 30, 36",4169187615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4169187607,30,"ezg39hlg3h14utboy2h3lijmd, diw7je3i5mkvwf0kj898yi0gl, bydla0otire1a58193o1buqjt, 62azuux8vuk6956cuyjjtped, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, ap3mja91coq7mbr6xkqvbss7p, 6t0n68hbpi4fa6lzt815gyc5w, 1g9uh6aokaevbg7s6v2jh8h78, cmq9t6wadet4rrj3cvkjst7ca, 79a7csp3rppvt5e5q02zmolhx, 4qris4sdzvtlkw5i3cmhhowrt, 6hkzb4vehsx4wwm9y98euwacq, 31xl77lt8tax7bta6s45p9fpx, 1l9z6glh9h9yt7awb7t9rsgoa, 3mudv2ein3iuv9smhmkk9vod0, ev5cd97tl1gpgy4e7lrljenmc",4169187621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169187613,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529663601,1,34,16,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-07T13:16:01.460Z,2023-04-07T13:16:01Z,4169187783,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169187779,194,dxndu5lwom3srja7xhiadmdw5,4169187773,59,"1, 12, 15, 18, 6, 4, 23, 8, 11, 9, 10, 3, 5, 16, 17, 22, 28, 39",4169187781,197,16179,4169187769,30,"4s848k6xkf7jqp11jkoit2a51, 93hm64q02lz37wj7xzbkv1m1h, 9ofz3mgz4077lbkuba1l3kru1, boc9kr63xs5j2lx89tl1vjxsl, 6cfr9qa1khqzv5oxsi8d3ug9h, em0i6q0h6q80melaxwx2nvz3e, kxfjnow9ky2mxefjujv392ol, 4y9ghbncgfgpv4qd604g8jw15, 37ea7qzvbzt3zr4y2q4o5boq, dxndu5lwom3srja7xhiadmdw5, 6ictgtdi9ogl7n8dqh4dm1fxl, 2k02tiy3x2a7o11h0kxw33fmd, azp9bk80ozwjy2xx7tvqot5gp, czsjz7u9u01z5a4pyue7tu5wq, 3e79d5436l57bfj3ywbjvfr6y, ewtroels9b5fc9hv9c2laj90q, 45i2fz3wya2x8gsa1hn8yd65m, dzboc2cmovo7k3g70y5socpn9",4169187777,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169187775,130,2,4169187771,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691497,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-07T14:02:05.408Z,2023-04-09T18:07:21Z,4169338873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691485,2,32,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-04-07T14:02:05.408Z,2023-04-07T14:02:05Z,4169338823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691595,3,1,1,0,0,5jjqm8h6qm1w4s5f93uubhdrj,1,49.9,50,2023-04-07T14:02:05.436Z,2023-04-09T18:13:23Z,4169339323,213,2.6,4169339325,279,S,4169339321,212,24.5,4177551045,178,,4169339317,140,30.1,4169339315,56,Back,4169339319,141,69.0,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691657,4,1,1,0,2,5jjqm8h6qm1w4s5f93uubhdrj,1,29.9,66.4,2023-04-07T14:02:07.503Z,2023-04-09T18:13:26Z,4169339673,56,Back,4177551285,178,,4169339681,212,19.5,4169339679,141,39.4,4169339683,213,4.4,4169339677,140,23.7,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691721,5,1,1,0,5,5jjqm8h6qm1w4s5f93uubhdrj,1,24.8,27.3,2023-04-07T14:02:11.034Z,2023-04-09T18:13:30Z,4169339969,212,11.8,4177551583,178,,4169339971,213,5.4,4169339965,140,31.5,4169339967,141,13.4,4169339963,56,Back,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691787,6,1,1,0,7,5jjqm8h6qm1w4s5f93uubhdrj,1,30.2,7,2023-04-07T14:02:13.337Z,2023-04-09T18:13:34Z,4169340313,155,,4169340323,213,0.6,4177551883,178,,4169340319,141,29.8,4169340315,56,Center,4169340317,140,50.3,4169340321,212,26.2,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531551529,959,67,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,1,59.5,26,2023-04-07T14:02:14.613Z,2023-04-10T10:53:02Z,4179217945,233,632,,,,,,,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531551525,632,67,1,0,9,82kapkjwonlv9j1ui0ytv5sii,0,40.5,74,2023-04-07T14:02:14.614Z,2023-04-10T09:01:17Z,4179217981,233,959,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
