id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2475365739,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-10-22T13:17:51.109Z,2022-10-22T13:17:51Z,3861881855,30,"1aq6osi0b0c580dlu9ugnjaei, 2asjeedy6igcuixqktdmk5k2x, a2g77lv071rnz76ujh30364tl, 6ipjgy0ewyx7mnmolu0pp0mw9, 74x5iaolqfr7r3on2uuriooyy, 23s9kwgzvgh27d393ymk0006h, 7uhajc3suc68vemamuc3dyvp, 4i9u8cvqi0326gzqouf7uqju1, 8i4qnoil4877e0wpwx3fj5b10, 7d9la6gbbobi9yie2ejf9uj1l, dzitwscdk6ogkf6bstbrik53p, 8w9kh0cuund2pw8wzs0rjrbah, 1vigb3e3dsxufbtvt4ed48e09, 9sbbk3dgso5zk3g48c8q8ypcl, a5cmnj0nhdbux68291ipqcei2, emr44tyxp0paz40ay1336hh0q, ag8f1ksvfel1a0y49d0iypuui, 3wew9tjsjrsoyioiuzd7ve356",3861881859,59,"40, 2, 16, 6, 34, 5, 7, 10, 8, 4, 11, 14, 17, 18, 22, 27, 50, 1",3861881857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3861881869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861881865,194,dzitwscdk6ogkf6bstbrik53p,3861881861,130,7,3861881863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861881867,197,16212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475369237,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-22T13:22:16.093Z,2022-10-22T14:01:48Z,3861901757,30,"1c4nu9s3t3p83pufjf3n3xqay, ltd25ksbai4wbpl56pwg0dlh, 16rur8pbshrs9xypsq7mnxzhl, do0vklx8voqfr05b3j04ilex, aqu903olqgqkljzwr658cogd1, 9eaozqsxv2347nryh9pkmg251, 9bpm5m1tsplxq77m3cbpfm4t1, dndv2nbwzzvgrlgf6gmeqtryt, 8zcwhxcdh09wxdn29kzpox591, b1yok7nf3a2fu9voe0oy7o6ad, 7h6eazahfe5epf6zgx1b1urpx, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, 4luphb29oi2p9ftkag6xb69jp, dxk79tuyij7y3gg7j1ad651t6, 6q06inb8ukzfsrxy0arxl78q1, az767vfe6ig8vwir9uu2eu3th, 7ybjr8x5s8j4zj17p544h6rmy",3861901759,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3861901763,130,18,3861901767,194,aqu903olqgqkljzwr658cogd1,3861901769,197,16113,3861901765,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861901761,59,"19, 23, 17, 6, 5, 2, 4, 22, 20, 10, 9, 7, 8, 11, 14, 16, 24, 25",3861901771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405467,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-10-22T14:00:22.434Z,2022-10-24T22:40:46Z,3862083209,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405459,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2022-10-22T14:00:22.434Z,2022-10-22T14:00:22Z,3862083177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405525,3,1,1,0,0,69t8imcdaqlgfbds2p58596my,1,50,50,2022-10-22T14:00:22.524Z,2022-10-25T06:30:14Z,3862083429,56,Back,3862083439,212,15.4,3862083431,140,35.7,3862083435,141,44.8,3862083447,279,S,3870991527,178,,3862083443,213,3.4,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405535,4,1,1,0,2,69t8imcdaqlgfbds2p58596my,1,35.7,44.8,2022-10-22T14:00:24.647Z,2022-10-25T06:30:18Z,3870991597,178,,3862083483,141,23.3,3862083487,213,4.6,3862083481,140,33.6,3862083485,212,14.8,3862083479,56,Back,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405555,5,1,1,0,4,69t8imcdaqlgfbds2p58596my,1,32.3,23.4,2022-10-22T14:00:26.658Z,2022-10-25T06:30:20Z,3870991623,178,,3862083557,141,32.8,3862083553,56,Back,3862083555,140,34.5,3862083559,212,6.8,3862083561,213,1.2,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405591,6,1,1,0,5,69t8imcdaqlgfbds2p58596my,1,34.5,32.8,2022-10-22T14:00:28.215Z,2022-10-25T06:30:21Z,3862083739,141,15.5,3862083735,56,Back,3870991633,178,,3862083737,140,28.5,3862083743,213,4.2,3862083741,212,13.3,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405631,7,1,1,0,7,69t8imcdaqlgfbds2p58596my,0,28.5,15.5,2022-10-22T14:00:29.439Z,2022-10-25T06:30:32Z,3862083907,1,,3862083885,155,,3862083889,56,Center,3862083905,213,0.4,3862083901,212,35.4,3870991835,178,,3862083895,140,60.0,3862083897,141,33.9,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405669,3,1,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,0,27.9,74.2,2022-10-22T14:00:31.268Z,2022-10-25T06:30:37Z,3862084089,212,21.6,3862084085,140,48.5,3862084081,3,,3862084083,56,Back,3870991883,388,,3862084087,141,75.3,3862084091,213,0.0,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405691,8,8,1,0,10,69t8imcdaqlgfbds2p58596my,1,43.1,27.7,2022-10-22T14:00:32.877Z,2022-10-25T06:30:42Z,3870991979,388,,3869908737,384,,3862084183,56,Back,3862709845,15,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405743,9,61,1,0,10,69t8imcdaqlgfbds2p58596my,1,44.1,21.3,2022-10-22T14:00:33.153Z,2022-10-25T06:30:59Z,3870992273,21,,3870992275,178,,3862084341,56,Back,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405899,10,1,1,0,12,69t8imcdaqlgfbds2p58596my,1,54,25.2,2022-10-22T14:00:34.568Z,2022-10-25T06:31:04Z,3862085013,1,,3862085011,213,5.9,3862085005,140,82.8,3862085009,212,32.4,3862085001,155,,3862085007,141,7.9,3862085003,56,Right,3870992371,178,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405909,11,3,1,0,17,69t8imcdaqlgfbds2p58596my,0,89.3,4.6,2022-10-22T14:00:39.774Z,2022-10-25T06:31:09Z,3869909011,464,,3862085139,233,4,3862085049,286,,3862085047,56,Right,3870992449,178,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405879,4,7,1,0,18,5qwskbjpa17fvmtuu5qijy7cz,1,10.7,95.4,2022-10-22T14:00:40.497Z,2022-10-25T06:31:13Z,3862085091,233,11,3870992525,178,,3862084925,167,,3862084929,285,,3862084927,56,Back,3869909039,385,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405891,5,5,1,0,19,5qwskbjpa17fvmtuu5qijy7cz,0,9.6,101.2,2022-10-22T14:00:41.535Z,2022-10-25T06:31:19Z,3862086151,233,12,3862084975,56,Back,3862084977,347,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406129,12,5,1,0,19,69t8imcdaqlgfbds2p58596my,1,90.4,-1.2,2022-10-22T14:00:41.535Z,2022-10-25T06:31:19Z,3862086137,233,5,3862086017,56,Right,3862086019,347,,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406225,13,1,1,0,28,69t8imcdaqlgfbds2p58596my,1,89.9,0,2022-10-22T14:00:50.553Z,2022-10-25T06:31:27Z,3862086489,140,71.4,3862086485,107,,3862086487,56,Right,3862086493,212,21.0,3862086495,213,2.8,3862086491,141,9.8,,,,,,,ltd25ksbai4wbpl56pwg0dlh,L. Isgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406263,14,1,1,0,31,69t8imcdaqlgfbds2p58596my,1,71.4,9.8,2022-10-22T14:00:53.591Z,2022-10-25T06:31:40Z,3862086657,212,17.2,3870992839,178,,3862086653,140,55.8,3862086659,213,2.8,3862086651,56,Right,3862086655,141,17.3,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406291,15,1,1,0,33,69t8imcdaqlgfbds2p58596my,1,55.8,17.3,2022-10-22T14:00:56.413Z,2022-10-25T06:31:46Z,3870993039,178,,3862086803,141,43.1,3862086807,213,2.3,3862086801,140,41.8,3862086805,212,22.9,3862086799,56,Back,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406413,16,1,1,0,36,69t8imcdaqlgfbds2p58596my,1,41.8,43.1,2022-10-22T14:00:59.261Z,2022-10-25T06:31:50Z,3862087383,213,2.9,3862087385,1,,3862087381,212,32.4,3870993111,178,,3862087379,141,54.5,3862087371,56,Back,3862087377,140,11.8,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406449,17,1,1,0,40,69t8imcdaqlgfbds2p58596my,0,21.8,55.4,2022-10-22T14:01:03.032Z,2022-10-25T06:31:53Z,3862087569,56,Center,3862087573,141,39.5,3862087577,213,6.0,3862087579,1,,3862087571,140,53.8,3862087575,212,35.3,3870993161,178,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
