id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/10/value,assist,qualifier/14/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2494655735,10,7,1,0,26,5qwskbjpa17fvmtuu5qijy7cz,1,65.6,14.6,2023-01-02T15:03:04.587Z,2023-01-04T06:01:45Z,3964586837,384,,3963588205,285,,3963588203,56,Right,3965115131,178,,3963588259,233,7,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494847601,835,61,1,0,26,3ptd7zlc5isrongig0wij2id4,1,36.1,88.7,2023-01-02T15:03:04.670Z,2023-01-04T06:05:06Z,3965115083,178,,3964587355,56,Back,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655739,8,1,1,0,27,3ptd7zlc5isrongig0wij2id4,1,31.8,88.3,2023-01-02T15:03:05.720Z,2023-01-04T06:05:41Z,3963588207,56,Back,3965116183,178,,3963588211,141,77.6,3963588215,213,5.0,3963588213,212,7.6,3963588209,140,33.9,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655755,9,1,1,0,27,3ptd7zlc5isrongig0wij2id4,0,33.9,77.6,2023-01-02T15:03:06.390Z,2023-01-04T06:05:52Z,3965116249,178,,3963588295,141,78.4,3963588293,140,44.2,3963588291,56,Back,3963588299,213,0.1,3963588297,212,10.8,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655745,11,49,1,0,28,5qwskbjpa17fvmtuu5qijy7cz,1,59.8,17.1,2023-01-02T15:03:07.085Z,2023-01-04T06:06:03Z,,,,,,,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655783,12,1,1,0,30,5qwskbjpa17fvmtuu5qijy7cz,1,52.9,24.6,2023-01-02T15:03:08.922Z,2023-01-04T06:06:14Z,3963588431,212,25.2,3963588427,140,40.2,3963588433,213,2.1,3963588429,141,56.1,3963588425,56,Back,3965116357,178,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655877,13,1,1,0,33,5qwskbjpa17fvmtuu5qijy7cz,1,40.2,56.1,2023-01-02T15:03:11.856Z,2023-01-05T05:33:56Z,3963588887,140,14.7,3963588893,213,3.4,3963588891,212,28.0,3963588889,141,44.2,3965116457,178,,3963588885,56,Back,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655931,14,1,1,0,39,5qwskbjpa17fvmtuu5qijy7cz,0,12,37.1,2023-01-02T15:03:18.067Z,2023-01-05T04:58:35Z,3963589133,1,,3963589127,141,53.4,3963589131,213,0.2,3963589129,212,58.3,3965116615,178,,3963589121,155,,3963589125,140,66.5,3963589123,56,Center,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655961,10,1,1,0,42,3ptd7zlc5isrongig0wij2id4,1,32.7,47.3,2023-01-02T15:03:21.309Z,2023-01-05T04:58:44Z,3963589293,3,,3963589313,213,1.6,3963589309,212,12.0,3963589301,140,32.1,3963589305,141,64.9,3965116785,388,,3963589297,56,Back,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495134927,1002,67,1,0,45,3ptd7zlc5isrongig0wij2id4,1,32.6,64.6,2023-01-02T15:03:23.768Z,2023-01-05T05:52:16Z,3966145365,233,920,,,,,,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495134925,920,67,1,0,45,5qwskbjpa17fvmtuu5qijy7cz,0,67.4,35.4,2023-01-02T15:03:23.769Z,2023-01-05T05:26:34Z,3966145373,233,1002,,,,,,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655979,11,1,1,0,45,3ptd7zlc5isrongig0wij2id4,1,32.1,64.9,2023-01-02T15:03:23.787Z,2023-01-05T05:52:17Z,3963589381,212,8.8,3963589383,213,3.1,3963589377,140,23.7,3965116907,178,,3963589375,56,Back,3963589379,141,65.5,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494655989,12,49,1,0,46,3ptd7zlc5isrongig0wij2id4,1,23.7,65.5,2023-01-02T15:03:24.820Z,2023-01-04T06:09:07Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656027,13,1,1,0,47,3ptd7zlc5isrongig0wij2id4,0,25,66.6,2023-01-02T15:03:26.066Z,2023-01-04T06:10:14Z,3963589587,56,Left,3965117493,178,,3963589595,213,0.4,3963589593,212,36.5,3963589591,141,89.6,3963589585,155,,3963589589,140,56.4,3963589597,1,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656047,15,1,1,0,50,5qwskbjpa17fvmtuu5qijy7cz,1,35.3,22.4,2023-01-02T15:03:29.339Z,2023-01-04T06:10:22Z,3963589707,141,36.4,3963589701,3,,3963589705,140,54.6,3963589703,56,Center,3963589709,212,22.4,3963589711,213,0.4,3965117535,388,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656073,16,1,1,0,52,5qwskbjpa17fvmtuu5qijy7cz,1,53.3,30.6,2023-01-02T15:03:31.094Z,2023-01-04T06:11:08Z,3963589837,141,42.8,3963589841,213,2.1,3963589839,212,9.4,3963589831,3,,3963589833,56,Back,3963589835,140,49.0,3965117753,178,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656083,17,44,1,0,53,5qwskbjpa17fvmtuu5qijy7cz,1,48.6,37,2023-01-02T15:03:32.453Z,2023-01-05T05:52:17Z,3963589885,56,Back,3963589887,285,,3963589891,233,14,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656077,14,44,1,0,53,3ptd7zlc5isrongig0wij2id4,0,51.4,63,2023-01-02T15:03:32.454Z,2023-01-04T06:11:26Z,3963589899,233,17,3963589865,286,,3963589863,56,Center,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656089,18,1,1,0,53,5qwskbjpa17fvmtuu5qijy7cz,0,49,42.8,2023-01-02T15:03:32.492Z,2023-01-05T05:52:18Z,3963589931,213,1.8,3963589927,141,43.4,3963589929,212,0.4,3963589923,56,Back,3963589925,140,48.9,3963589921,3,,3965117933,388,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656079,15,61,1,0,54,3ptd7zlc5isrongig0wij2id4,1,51.8,68.7,2023-01-02T15:03:32.547Z,2023-01-04T06:12:44Z,3963589867,56,Center,3965118235,388,,3965118233,15,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656129,16,1,1,0,57,3ptd7zlc5isrongig0wij2id4,1,47.7,46.1,2023-01-02T15:03:36.057Z,2023-01-04T06:12:57Z,3963590129,141,21.9,3963590125,56,Back,3965118301,178,,3963590127,140,40.5,3963590133,213,4.3,3963590131,212,18.1,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656155,17,1,1,1,0,3ptd7zlc5isrongig0wij2id4,0,41,16.5,2023-01-02T15:03:38.671Z,2023-01-04T06:13:06Z,3965118357,178,,3963590249,213,6.0,3963590247,212,15.9,3963590245,141,9.5,3963590241,56,Right,3963590243,140,55.4,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656161,19,49,1,1,1,5qwskbjpa17fvmtuu5qijy7cz,1,40.1,93.9,2023-01-02T15:03:40.257Z,2023-01-05T04:59:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656179,20,12,1,1,1,5qwskbjpa17fvmtuu5qijy7cz,1,40.6,94.5,2023-01-02T15:03:40.338Z,2023-01-04T06:13:18Z,3963590347,141,100.0,3965118389,178,,3963590349,212,6.7,3963590371,167,,3963590351,213,0.9,3963590345,140,44.7,3963590343,56,Back,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656209,18,5,1,1,2,3ptd7zlc5isrongig0wij2id4,1,55.8,-1.6,2023-01-02T15:03:40.969Z,2023-01-04T06:13:27Z,3963590461,347,,3963590467,233,21,3963590457,56,Right,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656183,21,5,1,1,2,5qwskbjpa17fvmtuu5qijy7cz,0,44.2,101.6,2023-01-02T15:03:40.969Z,2023-01-04T06:13:27Z,3963590355,347,,3963590353,56,Back,3963590479,233,18,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656275,19,1,1,1,5,3ptd7zlc5isrongig0wij2id4,1,56.4,0,2023-01-02T15:03:44.283Z,2023-01-04T06:13:37Z,3963590763,107,,3963590765,56,Right,3963590769,141,2.9,3963590775,1,,3963590771,212,37.4,3963590773,213,0.1,3963590767,140,91.9,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656277,20,50,1,1,12,3ptd7zlc5isrongig0wij2id4,1,84,5.3,2023-01-02T15:03:50.915Z,2023-01-04T06:15:11Z,3963590855,233,22,3963590781,286,,3963590779,56,Right,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656289,22,7,1,1,14,5qwskbjpa17fvmtuu5qijy7cz,1,16,94.7,2023-01-02T15:03:52.516Z,2023-01-05T05:35:50Z,3964594339,383,,3965118917,178,,3963590843,56,Back,3963590845,285,,3963590851,233,20,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656291,23,49,1,1,15,5qwskbjpa17fvmtuu5qijy7cz,1,19.5,95.1,2023-01-02T15:03:53.645Z,2023-01-04T06:16:07Z,,,,,,,,,,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495155101,1390,83,1,1,16,3ptd7zlc5isrongig0wij2id4,1,81.1,3.7,2023-01-02T15:03:54.821Z,2023-01-05T09:02:54Z,3966230381,399,217633,,,,,,,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656319,24,1,1,1,17,5qwskbjpa17fvmtuu5qijy7cz,1,21.3,95.4,2023-01-02T15:03:55.908Z,2023-01-04T06:15:59Z,3963590899,213,5.5,3963590895,141,83.9,3963590893,140,29.2,3963590891,56,Back,3965119139,178,,3963590897,212,11.4,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656325,25,1,1,1,18,5qwskbjpa17fvmtuu5qijy7cz,1,28.7,84.5,2023-01-02T15:03:57.092Z,2023-01-04T06:16:32Z,3963590925,140,16.5,3963590923,56,Back,3963590929,212,13.0,3963590931,213,3.0,3963590927,141,87.5,3965119337,389,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656341,26,1,1,1,19,5qwskbjpa17fvmtuu5qijy7cz,0,15.2,83.8,2023-01-02T15:03:58.305Z,2023-01-05T05:36:05Z,3963590995,1,,3963590991,212,49.3,3963590993,213,0.2,3965119505,178,,3963590987,140,60.8,3963590983,155,,3963590985,56,Left,3963590989,141,100.0,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656375,21,5,1,1,21,3ptd7zlc5isrongig0wij2id4,1,49.6,-1.2,2023-01-02T15:04:00.505Z,2023-01-04T06:17:15Z,3963591147,347,,3963591151,233,27,3963591145,56,Back,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656343,27,5,1,1,21,5qwskbjpa17fvmtuu5qijy7cz,0,50.4,101.2,2023-01-02T15:04:00.505Z,2023-01-04T06:17:15Z,3963591003,347,,3963591001,56,Left,3963591195,233,21,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656433,22,1,1,1,28,3ptd7zlc5isrongig0wij2id4,1,48,0,2023-01-02T15:04:07.019Z,2023-01-04T06:17:22Z,3963591461,1,,3963591449,107,,3963591459,213,2.4,3963591453,140,26.8,3963591455,141,26.4,3963591451,56,Back,3963591457,212,29.2,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656443,23,1,1,1,31,3ptd7zlc5isrongig0wij2id4,1,26.6,29.4,2023-01-02T15:04:10.394Z,2023-01-05T04:59:35Z,3963591493,213,1.3,3963591491,212,19.9,3963591487,140,32.4,3963591489,141,57.3,3965119601,178,,3963591485,56,Back,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656487,24,1,1,1,34,3ptd7zlc5isrongig0wij2id4,1,34.2,63.3,2023-01-02T15:04:13.485Z,2023-01-04T06:17:34Z,3963591731,140,38.6,3963591733,141,89.3,3963591735,212,18.3,3965119611,178,,3963591737,213,1.3,3963591729,56,Back,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494656555,25,1,1,1,37,3ptd7zlc5isrongig0wij2id4,1,38.6,89.3,2023-01-02T15:04:15.838Z,2023-01-04T06:17:39Z,3963592057,56,Left,3965119633,178,,3963592071,213,6.3,3963592065,141,88.3,3963592061,140,60.0,3963592069,212,22.5,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
