id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2503777339,7,1,1,0,28,5g1fnexeromjl0lvnxp8hpnhi,0,69.7,92.3,2023-02-04T15:00:41.177Z,2023-02-06T18:22:05Z,4011494041,212,7.0,4011494043,213,4.6,4011494035,56,Left,4011494037,140,68.7,4011494033,3,,4011494039,141,82.1,4017656057,388,,,,,e713hl3clivldop8wln53rsyy,B. Waine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777343,8,43,1,0,30,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-04T15:00:43.434Z,2023-02-06T07:17:20Z,4016991827,144,49,,,,,,,,,,,,,,,,,,,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777361,5,1,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,28.6,31.6,2023-02-04T15:00:43.668Z,2023-02-06T18:22:13Z,4011494111,213,5.0,4011494101,3,,4011494103,56,Back,4011494109,212,9.5,4011494105,140,31.0,4011494107,141,18.2,4017656347,388,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777559,9,43,1,0,31,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-02-04T15:00:44.146Z,2023-02-06T07:17:19Z,4011495013,155,0,4011495019,141,88.0,4016991807,144,1,4011495015,56,Left,4011495023,213,2.0,4011495017,140,64.4,4011495021,212,5.2,,,,4mjzjj2p0pzyw0hcq4no9y0o9,F. Azaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777373,6,49,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,1,32.5,11.9,2023-02-04T15:00:46.093Z,2023-02-06T18:22:26Z,,,,,,,,,,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777429,7,1,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,0,32.6,11.4,2023-02-04T15:00:46.104Z,2023-02-06T18:22:30Z,4011494409,140,60.1,4011494413,212,28.9,4011494411,141,9.4,4017656689,178,,4011494407,56,Right,4011494417,1,,4011494415,213,6.2,4011494405,157,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777563,10,49,1,0,36,5g1fnexeromjl0lvnxp8hpnhi,1,24.1,86,2023-02-04T15:00:49.281Z,2023-02-06T18:57:41Z,,,,,,,,,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504967187,707,83,1,0,37,1musyruv2ufjrjnj6gvdbr8kt,1,70.7,11.5,2023-02-04T15:00:50.951Z,2023-02-06T18:58:48Z,4017699701,399,219333,,,,,,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777639,11,1,1,0,37,5g1fnexeromjl0lvnxp8hpnhi,1,24.1,86,2023-02-04T15:00:50.956Z,2023-02-06T18:22:40Z,4011495347,141,53.7,4011495345,140,11.5,4011495351,213,4.2,4011495349,212,25.6,4011495343,56,Back,4017656925,178,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777745,12,1,1,0,41,5g1fnexeromjl0lvnxp8hpnhi,0,11.5,53.7,2023-02-04T15:00:54.238Z,2023-02-06T18:22:48Z,4011495803,141,53.4,4011495805,212,50.1,4011495801,140,59.2,4017657129,178,,4011495797,157,,4011495799,56,Center,4011495807,213,6.3,4011495809,1,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777739,8,44,1,0,44,1musyruv2ufjrjnj6gvdbr8kt,1,40.1,46,2023-02-04T15:00:57.745Z,2023-02-07T01:04:01Z,4011495775,56,Back,4011495779,285,,4011495975,233,13,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777755,13,44,1,0,44,5g1fnexeromjl0lvnxp8hpnhi,0,59.9,54,2023-02-04T15:00:57.746Z,2023-02-06T18:22:53Z,4011495849,56,Center,4011495995,233,8,4011495851,286,,,,,,,,,,,,,,,,,e713hl3clivldop8wln53rsyy,B. Waine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777765,9,1,1,0,44,1musyruv2ufjrjnj6gvdbr8kt,0,39,45.4,2023-02-04T15:00:57.802Z,2023-02-07T01:04:01Z,4011495909,212,19.0,4011495911,213,0.2,4017657563,178,,4011495901,3,,4011495903,56,Center,4011495907,141,51.8,4011495905,140,56.6,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777851,14,1,1,0,46,5g1fnexeromjl0lvnxp8hpnhi,0,39.8,50.1,2023-02-04T15:00:59.895Z,2023-02-06T18:23:27Z,4011496235,56,Center,4011496243,213,0.4,4011496241,212,43.1,4011496237,140,77.5,4011496233,3,,4017658169,178,,4011496245,1,,4011496239,141,75.1,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777935,10,1,1,0,49,1musyruv2ufjrjnj6gvdbr8kt,0,32.9,27.6,2023-02-04T15:01:02.230Z,2023-02-06T18:23:42Z,4011496597,3,,4011496607,140,50.1,4011496613,141,9.8,4011496601,56,Right,4017658601,388,,4011496619,212,21.7,4011496625,213,5.7,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777993,15,1,1,0,52,5g1fnexeromjl0lvnxp8hpnhi,0,38.9,92.1,2023-02-04T15:01:05.529Z,2023-02-06T18:23:50Z,4011496825,140,59.3,4011496833,212,21.5,4017658819,178,,4011496823,56,Left,4011496837,213,6.2,4011496829,141,89.3,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777999,11,49,1,0,53,1musyruv2ufjrjnj6gvdbr8kt,1,35.8,13.4,2023-02-04T15:01:06.856Z,2023-02-06T18:23:59Z,,,,,,,,,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778121,12,1,1,0,55,1musyruv2ufjrjnj6gvdbr8kt,0,36.5,3.7,2023-02-04T15:01:08.984Z,2023-02-06T18:24:12Z,4011497455,212,21.0,4011497449,56,Right,4011497457,213,6.2,4011497451,140,56.5,4017659431,178,,4011497453,141,1.7,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778151,16,49,1,0,56,5g1fnexeromjl0lvnxp8hpnhi,1,37.1,93.9,2023-02-04T15:01:09.839Z,2023-02-06T18:24:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778241,17,1,1,0,58,5g1fnexeromjl0lvnxp8hpnhi,0,37.1,93.9,2023-02-04T15:01:11.347Z,2023-02-06T18:24:22Z,4011498047,213,0.0,4011498039,56,Left,4011498045,212,52.3,4017659739,178,,4011498049,1,,4011498037,155,,4011498043,141,94.8,4011498041,140,86.9,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778321,13,4,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,1,10.5,10.8,2023-02-04T15:01:16.344Z,2023-02-06T18:24:38Z,4011498449,265,,4011498437,13,,4011498441,56,Back,4011499173,233,18,4011498453,285,,4011498445,152,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503778451,18,4,1,1,3,5g1fnexeromjl0lvnxp8hpnhi,0,89.5,89.2,2023-02-04T15:01:16.345Z,2023-02-06T18:24:37Z,4011499111,286,,4011499103,13,,4011499109,265,,4011499273,233,13,4011499105,56,Left,4017660165,178,,4011499107,152,,,,,e713hl3clivldop8wln53rsyy,B. Waine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779217,14,1,1,1,33,1musyruv2ufjrjnj6gvdbr8kt,1,12.6,11.7,2023-02-04T15:01:46.241Z,2023-02-06T18:24:43Z,4011502673,213,6.2,4011502671,212,56.8,4011502665,56,Right,4011502661,157,,4011502663,152,,4011502667,140,66.7,4017660261,178,,4011502659,5,,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,4011502669,141,8.5,4011502677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779249,15,1,1,1,36,1musyruv2ufjrjnj6gvdbr8kt,0,66.5,8.5,2023-02-04T15:01:49.710Z,2023-02-06T18:25:39Z,4011502795,140,77.3,4011502801,213,0.4,4017661599,178,,4011502797,141,15.6,4011502791,168,,4011502793,56,Right,4011502789,3,,4011502799,212,12.3,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779347,19,1,1,1,37,5g1fnexeromjl0lvnxp8hpnhi,1,23.8,70,2023-02-04T15:01:50.591Z,2023-02-06T18:26:25Z,4011503305,141,87.8,4017662759,178,,4011503299,3,,4011503309,212,21.7,4011503303,140,40.9,4011503301,56,Back,4011503313,213,0.6,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779393,20,1,1,1,38,5g1fnexeromjl0lvnxp8hpnhi,1,40.9,87.8,2023-02-04T15:01:52.041Z,2023-02-06T18:28:25Z,4011503537,56,Back,4011503557,212,13.1,4011503563,213,4.5,4011503541,140,38.1,4011503535,3,,4017665133,388,,4011503545,141,69.0,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779405,21,49,1,1,39,5g1fnexeromjl0lvnxp8hpnhi,1,38.1,69,2023-02-04T15:01:52.864Z,2023-02-06T18:28:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779433,22,1,1,1,39,5g1fnexeromjl0lvnxp8hpnhi,0,38.1,69,2023-02-04T15:01:52.880Z,2023-02-06T18:28:34Z,4011503721,56,Center,4011503723,140,71.6,4011503717,155,,4011503729,213,0.1,4011503725,141,73.6,4011503733,1,,4017665411,178,,4011503727,212,35.3,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779561,16,1,1,1,42,1musyruv2ufjrjnj6gvdbr8kt,1,39.7,25.6,2023-02-04T15:01:55.342Z,2023-02-06T18:28:40Z,4017665581,388,,4011504295,140,64.9,4011504297,141,55.7,4011504301,213,0.7,4011504303,1,,4011504293,56,Center,4011504291,3,,4011504299,212,33.5,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779597,17,44,1,1,45,1musyruv2ufjrjnj6gvdbr8kt,1,67.4,65.2,2023-02-04T15:01:58.704Z,2023-02-07T01:04:01Z,4011504441,56,Center,4011504443,286,,4011504639,233,23,,,,,,,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779611,23,44,1,1,45,5g1fnexeromjl0lvnxp8hpnhi,0,32.6,34.8,2023-02-04T15:01:58.705Z,2023-02-06T18:28:46Z,4011504659,233,17,4011504495,56,Back,4011504497,285,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779617,18,1,1,1,45,1musyruv2ufjrjnj6gvdbr8kt,0,64.9,55.7,2023-02-04T15:01:58.772Z,2023-02-07T01:04:02Z,4011504531,140,74.7,4017665733,388,,4011504539,213,0.1,4011504525,3,,4011504529,56,Center,4011504535,141,57.8,4011504537,212,10.4,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779833,24,1,1,1,48,5g1fnexeromjl0lvnxp8hpnhi,0,23.2,18,2023-02-04T15:02:01.253Z,2023-02-06T18:28:54Z,4011505469,157,,4011505477,212,47.8,4011505483,1,,4011505475,141,0.0,4017665795,178,,4011505479,213,6.0,4011505473,140,67.0,4011505471,56,Right,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780363,19,5,1,1,52,1musyruv2ufjrjnj6gvdbr8kt,1,32.1,101.2,2023-02-04T15:02:05.270Z,2023-02-06T18:29:19Z,4011508081,347,,4011508079,56,Back,4011508099,233,25,,,,,,,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503779845,25,5,1,1,52,5g1fnexeromjl0lvnxp8hpnhi,0,67.9,-1.2,2023-02-04T15:02:05.270Z,2023-02-06T18:29:20Z,4011505531,56,Right,4011505533,347,,4011508175,233,19,,,,,,,,,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780395,20,1,1,2,4,1musyruv2ufjrjnj6gvdbr8kt,1,35.2,100,2023-02-04T15:02:17.213Z,2023-02-06T18:29:26Z,4011508243,107,,4011508249,141,86.9,4011508245,56,Back,4011508253,213,4.4,4011508251,212,9.8,4011508247,140,32.7,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780435,21,1,1,2,5,1musyruv2ufjrjnj6gvdbr8kt,0,32.7,86.9,2023-02-04T15:02:18.166Z,2023-02-06T18:29:36Z,4011508469,213,0.7,4011508467,212,8.4,4017666423,388,,4011508461,56,Back,4011508465,141,95.3,4011508463,140,38.6,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780533,26,8,1,2,5,5g1fnexeromjl0lvnxp8hpnhi,1,54.7,4.7,2023-02-04T15:02:19.083Z,2023-02-06T18:29:42Z,4011508867,56,Right,4016997587,385,,4017666501,178,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781393,22,5,1,2,6,1musyruv2ufjrjnj6gvdbr8kt,1,38.8,101,2023-02-04T15:02:19.915Z,2023-02-06T18:29:50Z,4011513215,233,27,4011513129,56,Back,4011513131,347,,,,,,,,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503780651,27,5,1,2,6,5g1fnexeromjl0lvnxp8hpnhi,0,61.2,-1,2023-02-04T15:02:19.915Z,2023-02-06T18:29:51Z,4011513263,233,22,4011509465,347,,4011509459,56,Right,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781473,23,1,1,2,28,1musyruv2ufjrjnj6gvdbr8kt,0,42.9,100,2023-02-04T15:02:41.941Z,2023-02-06T18:29:55Z,4011513635,1,,4011513629,141,91.8,4011513623,107,,4011513631,212,25.6,4011513633,213,6.0,4011513627,140,66.5,4011513625,56,Left,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781493,28,44,1,2,30,5g1fnexeromjl0lvnxp8hpnhi,1,32,7.9,2023-02-04T15:02:43.687Z,2023-02-07T01:04:02Z,4011513741,285,,4011513805,233,24,4011513739,56,Back,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781491,24,44,1,2,30,1musyruv2ufjrjnj6gvdbr8kt,0,68,92.1,2023-02-04T15:02:43.688Z,2023-02-06T18:30:00Z,4011513725,286,,4011513723,56,Left,4011514035,233,28,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781523,29,1,1,2,30,5g1fnexeromjl0lvnxp8hpnhi,1,29.8,8.5,2023-02-04T15:02:43.726Z,2023-02-07T01:04:02Z,4011513901,140,32.3,4011513903,141,20.2,4011513899,56,Back,4017666865,388,,4011513897,3,,4011513905,212,8.4,4011513907,213,1.3,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503781633,30,1,1,2,32,5g1fnexeromjl0lvnxp8hpnhi,1,27.8,30.7,2023-02-04T15:02:45.828Z,2023-02-06T18:30:28Z,4016997971,141,39.2,4016997973,212,7.2,4011514423,56,Back,4016997969,140,31.9,4017667007,178,,4016997975,213,0.9,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504824643,792,49,1,2,34,5g1fnexeromjl0lvnxp8hpnhi,1,30.3,42.4,2023-02-04T15:02:47.648Z,2023-02-06T18:30:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6q0zzgnbbzsbubnekye5dunai,J. Matete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
