id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2506334563,221,1,1,24,11,jv3jh5m5t7qy5t37vwwmnj16,0,40,37.9,2023-02-11T15:27:20.756Z,2023-02-14T03:15:51Z,4024926575,56,Right,4024926579,141,14.1,4024926577,140,60.0,4024926585,213,5.6,4024926581,212,26.5,4031730477,178,,4024926573,3,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334597,224,49,1,24,13,3ptd7zlc5isrongig0wij2id4,1,43,82.7,2023-02-11T15:27:22.346Z,2023-02-14T03:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506334905,225,1,1,24,15,3ptd7zlc5isrongig0wij2id4,1,52.3,90.9,2023-02-11T15:27:25.086Z,2023-02-14T03:16:08Z,4024928471,140,59.9,4024928477,213,5.4,4024928475,212,12.1,4024928469,56,Center,4024928473,141,77.5,4031730555,178,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507644987,1004,83,1,24,17,jv3jh5m5t7qy5t37vwwmnj16,1,33.8,15.4,2023-02-11T15:27:27.193Z,2023-02-14T06:17:11Z,4031802837,399,461421,,,,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335013,226,1,1,24,22,3ptd7zlc5isrongig0wij2id4,1,67.5,88,2023-02-11T15:27:31.608Z,2023-02-14T03:16:08Z,4024928997,140,70.9,4024928999,141,68.7,4031730563,178,,4024928995,56,Center,4024929005,213,5.0,4024929001,212,13.6,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335063,222,45,1,24,24,jv3jh5m5t7qy5t37vwwmnj16,0,27.4,34,2023-02-11T15:27:33.697Z,2023-02-14T03:16:15Z,4024929433,233,227,4024929319,56,Back,4024929321,285,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335033,227,3,1,24,24,3ptd7zlc5isrongig0wij2id4,1,72.6,66,2023-02-11T15:27:33.697Z,2023-02-14T03:16:15Z,4024929135,286,,4024929389,233,222,4024929131,56,Center,4031730605,178,,4031150153,465,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335043,228,3,1,24,25,3ptd7zlc5isrongig0wij2id4,0,73.2,62,2023-02-11T15:27:34.396Z,2023-02-14T03:16:19Z,4024929199,56,Center,4024929201,286,,4031730623,178,,4031150287,465,,4024929753,233,223,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335131,223,7,1,24,25,jv3jh5m5t7qy5t37vwwmnj16,1,26.8,38,2023-02-11T15:27:34.557Z,2023-02-14T03:16:22Z,4031730635,178,,4024929741,233,228,4024929699,285,,4024929697,56,Back,4031150323,383,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335141,224,49,1,24,26,jv3jh5m5t7qy5t37vwwmnj16,1,25.4,47.6,2023-02-11T15:27:35.597Z,2023-02-14T03:16:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335221,225,4,1,24,27,jv3jh5m5t7qy5t37vwwmnj16,1,27.2,48.7,2023-02-11T15:27:37.116Z,2023-02-14T03:16:34Z,4024930103,56,Back,4024930105,152,,4024930109,285,,4024930235,233,229,4024930101,295,,4024930099,13,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506335231,229,4,1,24,27,3ptd7zlc5isrongig0wij2id4,0,72.8,51.3,2023-02-11T15:27:37.117Z,2023-02-14T03:16:34Z,4024930153,295,,4031730717,178,,4024930303,233,225,4024930155,56,Center,4024930159,286,,4024930157,152,,4024930151,13,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336197,226,1,1,24,56,jv3jh5m5t7qy5t37vwwmnj16,0,32.1,47.2,2023-02-11T15:28:05.399Z,2023-02-14T03:16:39Z,4024935141,213,0.2,4024935137,141,61.2,4024935139,212,47.1,4024935133,56,Center,4024935135,140,76.0,4024935131,152,,4024935129,155,,4031730749,178,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,4024935127,5,,4024935143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336309,230,12,1,24,59,3ptd7zlc5isrongig0wij2id4,1,20.8,31.2,2023-02-11T15:28:08.389Z,2023-02-14T03:16:46Z,4031730783,388,,4024935723,15,,4024935645,212,13.1,4024935639,56,Back,4024935643,141,18.0,4024935647,213,5.5,4024935641,140,29.9,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336339,227,61,1,25,0,jv3jh5m5t7qy5t37vwwmnj16,0,72.4,82.4,2023-02-11T15:28:09.761Z,2023-02-14T06:18:37Z,4024935771,56,Left,4031803517,388,,4031803515,21,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336395,228,5,1,25,2,jv3jh5m5t7qy5t37vwwmnj16,0,70,101.6,2023-02-11T15:28:11.920Z,2023-02-14T03:17:04Z,4024936067,347,,4024936065,56,Left,4024938781,233,231,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336863,231,5,1,25,2,3ptd7zlc5isrongig0wij2id4,1,30,-1.6,2023-02-11T15:28:11.920Z,2023-02-14T03:17:04Z,4024938697,233,228,4024938607,56,Back,4024938609,347,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506336979,232,1,1,25,16,3ptd7zlc5isrongig0wij2id4,0,33.4,0,2023-02-11T15:28:25.800Z,2023-02-14T03:17:12Z,4024939243,107,,4024939255,1,,4024939251,212,25.3,4024939249,141,9.2,4024939247,140,56.4,4024939245,56,Right,4024939253,213,0.3,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337073,229,1,1,25,19,jv3jh5m5t7qy5t37vwwmnj16,1,42.9,96.8,2023-02-11T15:28:28.551Z,2023-02-14T03:18:16Z,4024939655,141,92.0,4024939659,212,7.9,4024939663,213,3.6,4024939649,56,Back,4024939653,140,36.1,4024939645,3,,4031731293,388,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337171,230,1,1,25,20,jv3jh5m5t7qy5t37vwwmnj16,1,34.3,91.7,2023-02-11T15:28:30.141Z,2023-02-14T03:18:10Z,4024940077,56,Center,4024940079,140,50.7,4024940075,3,,4024940081,141,71.1,4024940085,213,5.6,4031731267,178,,4024940083,212,22.2,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337215,231,1,1,25,22,jv3jh5m5t7qy5t37vwwmnj16,0,49.4,70.5,2023-02-11T15:28:31.861Z,2023-02-14T03:18:23Z,4031731335,388,,4024940361,56,Back,4024940369,141,100.0,4024940365,140,43.5,4024940371,212,22.3,4024940359,3,,4024940373,213,1.9,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337225,232,5,1,25,25,jv3jh5m5t7qy5t37vwwmnj16,0,43,102,2023-02-11T15:28:34.322Z,2023-02-14T03:18:25Z,4024941091,233,233,4024940415,347,,4024940413,56,Back,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337337,233,5,1,25,25,3ptd7zlc5isrongig0wij2id4,1,57,-2,2023-02-11T15:28:34.322Z,2023-02-14T03:18:25Z,4024941059,233,232,4024941001,347,,4024940999,56,Right,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337395,234,1,1,25,28,3ptd7zlc5isrongig0wij2id4,1,61.3,0,2023-02-11T15:28:37.641Z,2023-02-14T03:18:28Z,4024941351,212,14.7,4024941343,107,,4024941353,213,2.9,4024941345,56,Back,4024941347,140,47.9,4024941349,141,4.1,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337457,235,1,1,25,29,3ptd7zlc5isrongig0wij2id4,1,47.9,4.1,2023-02-11T15:28:38.591Z,2023-02-14T03:18:36Z,4024941635,213,1.7,4024941631,141,23.3,4031731423,178,,4024941633,212,13.1,4024941629,140,46.6,4024941625,56,Back,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337489,236,1,1,25,30,3ptd7zlc5isrongig0wij2id4,0,46.6,23.3,2023-02-11T15:28:39.852Z,2023-02-14T03:18:45Z,4024941809,141,27.3,4024941807,140,69.8,4024941805,56,Center,4024941811,212,24.5,4024941815,1,,4024941803,157,,4031731483,178,,4024941813,213,0.1,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337613,233,1,1,25,31,jv3jh5m5t7qy5t37vwwmnj16,1,25.9,81.7,2023-02-11T15:28:41.011Z,2023-02-14T03:18:51Z,4024942463,3,,4024942483,212,16.2,4024942471,56,Back,4024942479,141,61.4,4031731527,388,,4024942475,140,34.0,4024942487,213,5.3,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337629,234,44,1,25,34,jv3jh5m5t7qy5t37vwwmnj16,1,33.8,60.4,2023-02-11T15:28:43.783Z,2023-02-14T06:51:01Z,4024942543,56,Back,4024942553,233,237,4024942545,285,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337599,237,44,1,25,34,3ptd7zlc5isrongig0wij2id4,0,66.2,39.6,2023-02-11T15:28:43.784Z,2023-02-14T03:18:57Z,4024942381,286,,4024942577,233,234,4024942377,56,Center,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337647,235,1,1,25,34,jv3jh5m5t7qy5t37vwwmnj16,1,34.1,61.2,2023-02-11T15:28:43.862Z,2023-02-14T06:51:02Z,4024942695,213,5.8,4024942691,141,53.6,4024942683,3,,4024942685,168,,4024942689,140,43.8,4024942693,212,11.4,4024942687,56,Back,4031731613,388,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507645237,1014,67,1,25,36,jv3jh5m5t7qy5t37vwwmnj16,1,44.2,53.6,2023-02-11T15:28:45.445Z,2023-02-14T06:51:02Z,4031803957,233,1296,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507645235,1296,67,1,25,36,3ptd7zlc5isrongig0wij2id4,0,55.8,46.4,2023-02-11T15:28:45.446Z,2023-02-14T06:19:33Z,4031803963,233,1014,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337669,236,1,1,25,36,jv3jh5m5t7qy5t37vwwmnj16,0,43.8,53.6,2023-02-11T15:28:45.453Z,2023-02-14T06:51:02Z,4031731667,178,,4024942801,141,48.5,4024942805,212,3.7,4024942889,236,,4024942893,233,238,4024942789,56,Back,4024942809,213,5.1,4024942903,286,,93kxb8ch3auv9li22mh1aidey,L. Wing,,4024942795,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337677,238,74,1,25,36,3ptd7zlc5isrongig0wij2id4,1,56.2,45.1,2023-02-11T15:28:45.662Z,2023-02-14T03:19:24Z,4024942829,285,,4024942965,233,236,4024942827,56,Center,4031731725,178,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507666325,1515,67,1,25,37,3ptd7zlc5isrongig0wij2id4,1,53.3,53.9,2023-02-11T15:28:47.198Z,2023-02-14T09:26:29Z,4031900469,233,1099,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507666323,1099,67,1,25,37,jv3jh5m5t7qy5t37vwwmnj16,0,46.7,46.1,2023-02-11T15:28:47.199Z,2023-02-14T09:15:18Z,4031900477,233,1515,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507523007,862,1,1,25,37,3ptd7zlc5isrongig0wij2id4,1,53.8,54.4,2023-02-11T15:28:47.243Z,2023-02-14T09:26:30Z,4031152757,212,23.6,4031152751,56,Back,4031731757,178,,4031152759,213,3.0,4031152755,141,59.2,4031152753,140,31.5,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506337943,239,1,1,25,42,3ptd7zlc5isrongig0wij2id4,0,26.2,56.9,2023-02-11T15:28:52.113Z,2023-02-14T03:19:32Z,4024944161,141,57.9,4024944165,213,0.2,4031731773,178,,4024944163,212,3.3,4024944159,140,29.3,4024944157,56,Back,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507523065,762,61,1,25,42,jv3jh5m5t7qy5t37vwwmnj16,1,70.3,33.4,2023-02-11T15:28:52.153Z,2023-02-14T03:19:37Z,4031731805,178,,4031153305,56,Center,,,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506338333,240,4,1,25,44,3ptd7zlc5isrongig0wij2id4,1,42.4,66.4,2023-02-11T15:28:54.171Z,2023-02-14T03:19:41Z,4024946261,13,,4024946267,265,,4024946269,286,,4024946265,152,,4024950967,233,237,4024946263,56,Back,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506338163,237,4,1,25,44,jv3jh5m5t7qy5t37vwwmnj16,0,57.6,33.6,2023-02-11T15:28:54.172Z,2023-02-14T03:19:40Z,4031731825,178,,4024951063,233,240,4024945343,13,,4024950885,285,,4024945345,56,Center,4024945349,265,,4024945347,152,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506338681,241,1,1,26,1,3ptd7zlc5isrongig0wij2id4,1,44.4,73.5,2023-02-11T15:29:10.945Z,2023-02-14T03:19:45Z,4024948205,212,12.6,4024948207,213,4.2,4024948201,140,38.4,4024948191,5,,4024948199,56,Back,4024948195,152,,4024948203,141,57.5,4031731849,178,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506338811,242,1,1,26,4,3ptd7zlc5isrongig0wij2id4,1,38.1,56.3,2023-02-11T15:29:13.694Z,2023-02-14T03:19:50Z,4024948913,213,4.9,4024948897,56,Back,4031731885,178,,4024948899,140,42.2,4024948905,141,21.2,4024948911,212,24.3,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339031,243,1,1,26,7,3ptd7zlc5isrongig0wij2id4,1,42.2,20.6,2023-02-11T15:29:16.875Z,2023-02-14T03:19:56Z,4031731909,178,,4024950131,212,26.0,4024950125,56,Back,4024950127,140,45.9,4024950129,141,58.4,4024950133,213,1.4,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339085,244,1,1,26,13,3ptd7zlc5isrongig0wij2id4,1,71.2,57.3,2023-02-11T15:29:22.956Z,2023-02-14T03:20:02Z,4024950491,140,77.0,4024950497,212,14.2,4024950499,213,5.2,4024950495,141,38.5,4031731951,178,,4024950487,56,Center,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339325,245,1,1,26,15,3ptd7zlc5isrongig0wij2id4,1,76.4,38.6,2023-02-11T15:29:24.845Z,2023-02-14T03:20:16Z,4024956165,210,15,4031731971,178,,4024951815,56,Right,4024951817,140,88.1,4024951821,212,20.7,4024951819,141,14.1,4024951823,213,5.3,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339337,246,15,1,26,19,3ptd7zlc5isrongig0wij2id4,1,89.6,30.6,2023-02-11T15:29:28.916Z,2023-02-14T03:20:17Z,4024956193,55,245,4024956189,78,,4024956201,215,,4024956205,147,37.7,4031732021,178,,4024951881,63,,4024956199,103,19,4024953221,72,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,4024956197,102,51.3,4024951879,22,4024951883,56,4024953305,233,238,4024956209,231,46.6,4024956207,230,98.0,,Center,4024953229,82,,4024956191,29,4024956203,146,93.2,,,,,,,,,,,,
2506339331,238,10,1,26,20,jv3jh5m5t7qy5t37vwwmnj16,1,7.7,60.2,2023-02-11T15:29:30.195Z,2023-02-14T03:20:23Z,4031732059,178,,4024953389,233,246,4024951845,94,,4024951847,56,Back,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339449,239,6,1,26,21,jv3jh5m5t7qy5t37vwwmnj16,0,9,64.8,2023-02-11T15:29:30.376Z,2023-02-14T03:20:28Z,4024952487,73,,4024952593,233,247,4024952483,56,Back,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339437,247,6,1,26,21,3ptd7zlc5isrongig0wij2id4,1,91,35.2,2023-02-11T15:29:30.376Z,2023-02-14T03:20:28Z,4024952427,75,,4024952425,56,Center,4024952545,233,239,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506340387,248,1,1,26,50,3ptd7zlc5isrongig0wij2id4,0,99.5,0.5,2023-02-11T15:29:59.328Z,2023-02-14T03:20:32Z,4024957417,223,,4024957427,213,1.7,4024957419,56,Center,4024957423,141,55.2,4024957413,6,,4024958185,233,240,4024957431,1,,4031173609,72,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,4024957411,2,,4024957421,140,4024957425,212,4024957415,155,,4031732105,178,,,,,96.1,37.4,,,,,,,,,,,,,,,,,,,,
2506340485,240,41,1,26,51,jv3jh5m5t7qy5t37vwwmnj16,1,2.7,49.7,2023-02-11T15:30:01.257Z,2023-02-14T03:20:37Z,4024958031,213,5.7,4031173635,378,,4024958207,233,248,4024958023,141,28.5,4031732135,388,,4024958019,140,23.9,4024958027,212,26.5,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506340497,241,61,1,26,54,jv3jh5m5t7qy5t37vwwmnj16,0,22.9,24.6,2023-02-11T15:30:03.916Z,2023-02-14T03:20:56Z,4031732145,178,,4024958081,56,Back,,,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506340725,249,3,1,26,56,3ptd7zlc5isrongig0wij2id4,0,78.3,95.1,2023-02-11T15:30:05.727Z,2023-02-14T03:22:19Z,4024959347,211,,4024959325,56,Left,4024959327,286,,4031173785,465,,4031732627,178,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506340749,242,56,1,27,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-02-11T15:30:09.479Z,2023-02-14T03:22:23Z,4024959451,56,Back,,,,,,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506341721,243,5,1,27,3,jv3jh5m5t7qy5t37vwwmnj16,1,6,-1,2023-02-11T15:30:13.080Z,2023-02-14T03:22:24Z,4024964905,233,250,4024964861,56,Back,4024964865,347,,,,,,,,,,,,,,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506340777,250,5,1,27,3,3ptd7zlc5isrongig0wij2id4,0,94,101,2023-02-11T15:30:13.080Z,2023-02-14T03:22:25Z,4024959551,347,,4024959549,56,Left,4024964959,233,243,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506341941,244,1,1,27,33,jv3jh5m5t7qy5t37vwwmnj16,1,8.3,0,2023-02-11T15:30:42.472Z,2023-02-14T03:22:34Z,4024965873,212,21.4,4024965883,1,,4024965863,107,,4024965877,213,0.1,4024965865,56,Back,4024965867,140,28.5,4024965869,141,3.5,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342029,245,1,1,27,36,jv3jh5m5t7qy5t37vwwmnj16,0,27.6,10.4,2023-02-11T15:30:45.940Z,2023-02-14T03:22:39Z,4024966333,1,,4024966325,140,74.1,4031732703,178,,4024966329,212,58.8,4024966321,155,,4024966327,141,58.5,4024966331,213,0.6,4024966323,56,Center,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342051,251,1,1,27,40,3ptd7zlc5isrongig0wij2id4,1,28.5,29.1,2023-02-11T15:30:49.432Z,2023-02-14T03:22:57Z,4024966473,140,32.3,4024966479,213,1.3,4024966471,56,Back,4024966477,212,16.3,4031732793,388,,4024966475,141,52.4,4024966469,3,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342121,252,1,1,27,41,3ptd7zlc5isrongig0wij2id4,1,32.3,52.4,2023-02-11T15:30:51.142Z,2023-02-14T03:23:12Z,4024966837,213,3.2,4024966831,140,13.4,4031732891,388,,4024966835,212,19.9,4024966829,56,Back,4024966827,3,,4024966833,141,49.4,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342147,253,52,1,27,43,3ptd7zlc5isrongig0wij2id4,1,13.4,49.4,2023-02-11T15:30:52.883Z,2023-02-14T03:23:14Z,4031732907,178,,4031174155,377,,,,,,,,,,,,,,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342331,254,1,1,27,46,3ptd7zlc5isrongig0wij2id4,1,14,48.1,2023-02-11T15:30:55.541Z,2023-02-14T03:23:19Z,4024968015,56,Back,4024968011,123,,4024968027,141,41.0,4024968021,140,24.3,4024968033,212,11.8,4031732933,178,,4024968037,213,5.9,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342429,255,1,1,27,49,3ptd7zlc5isrongig0wij2id4,1,25.3,40.9,2023-02-11T15:30:58.602Z,2023-02-14T03:23:23Z,4024968543,141,69.0,4031732953,178,,4024968539,56,Back,4024968545,212,19.2,4024968541,140,24.0,4024968547,213,1.6,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506342633,256,1,1,27,52,3ptd7zlc5isrongig0wij2id4,1,24.8,68.2,2023-02-11T15:31:01.622Z,2023-02-14T03:23:29Z,4024969669,56,Back,4024969677,213,3.8,4024969671,140,8.3,4024969675,212,21.1,4031732975,178,,4024969673,141,50.4,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
