id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2533583219,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-04-15T13:15:19.397Z,2023-04-15T13:15:17Z,4190040421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4190040435,194,f1g68yocf85lxkf17pt2j7v85,4190040425,59,"1, 17, 6, 7, 20, 4, 15, 8, 9, 10, 18, 19, 21, 23, 24, 28, 29, 34",4190040429,130,8,4190040447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4190040419,30,"21hyrpedxxu2ilkspxq4uril1, 9ovnysf6fd2ophwdyfznztsk5, 541yhibvfn0fv2izdfudm7651, dypefa5ubw9m9xefxdd4365lh, cn988bjn09tb806b05wgp7ys5, f1g68yocf85lxkf17pt2j7v85, eswokn90i34kdbfvax0y7365l, f4l762ob8j0izfocnmofytcyd, 6d9maq3oecwobp2t2220vf4r9, 41cihaqh4lxje5nx17g0rbgt1, 2iy84h1v8wt8l6prv701uohk9, 33h8s55zcj0j535g2dyz9tnqi, c23tcl4dl40wu4i8vntbv0tm1, 3zmb22ct3lkf04kbpuxr22hud, dgl4fbdrmolqgg0xzejl7ve8l, 5ykgwunfc9pg5iq8h5cihg3xl, a70y8ayeh05hzo5yc8gotsbh0, 9kacd96xriqrc23e0a8vzov3e",4190040433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4190040441,197,16888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533588409,1,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-15T13:20:22.147Z,2023-04-15T13:20:22Z,4190069529,130,18,4190069535,194,62azuux8vuk6956cuyjjtped,4190069525,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4190069531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4190069527,59,"1, 17, 26, 33, 22, 6, 3, 7, 8, 14, 18, 13, 27, 30, 34, 36, 43",4190069537,197,4206,4190069523,30,"ezg39hlg3h14utboy2h3lijmd, 31xl77lt8tax7bta6s45p9fpx, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, diw7je3i5mkvwf0kj898yi0gl, 62azuux8vuk6956cuyjjtped, ap3mja91coq7mbr6xkqvbss7p, 6t0n68hbpi4fa6lzt815gyc5w, 6hkzb4vehsx4wwm9y98euwacq, 1g9uh6aokaevbg7s6v2jh8h78, 4qris4sdzvtlkw5i3cmhhowrt, 1l9z6glh9h9yt7awb7t9rsgoa, 3mudv2ein3iuv9smhmkk9vod0, a45h8jzwe5033cy49jtc1gphw, ev5cd97tl1gpgy4e7lrljenmc, bm3k1knugkwa8z319dscr2yhg",4190069541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630813,2,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-15T14:02:35.662Z,2023-04-18T00:25:24Z,4190281681,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630787,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-04-15T14:02:35.662Z,2023-04-15T14:02:35Z,4190281581,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630945,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,50,50,2023-04-15T14:02:35.682Z,2023-04-18T02:34:39Z,4190282249,56,Back,4190282251,140,32.6,4199429961,178,,4190282261,213,3.2,4190282257,212,18.3,4190282263,279,S,4190282253,141,49.4,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630961,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,1,32.6,49.4,2023-04-15T14:02:38.187Z,2023-04-18T02:34:43Z,4190282317,212,23.8,4190282313,140,55.2,4190282319,213,6.2,4199429985,178,,4190282311,56,Center,4190282315,141,46.6,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631091,5,1,1,0,4,80jtkz2echk6yyyb9e2595cxr,1,55.2,46.6,2023-04-15T14:02:39.708Z,2023-04-18T02:34:45Z,4190282895,213,5.4,4190282891,141,38.2,4190282889,140,59.6,4199429997,178,,4190282887,56,Center,4190282893,212,7.3,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631185,7,4,1,0,4,80jtkz2echk6yyyb9e2595cxr,1,62.8,36.6,2023-04-15T14:02:40.593Z,2023-04-18T02:36:17Z,4190283371,152,,4190283369,56,Center,4190283379,286,,4190283373,265,,4190283431,233,3,4190283367,13,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631177,3,4,1,0,4,82kapkjwonlv9j1ui0ytv5sii,0,37.2,63.4,2023-04-15T14:02:40.594Z,2023-04-18T02:36:16Z,4190283339,285,,4190419087,265,,4190283331,13,,4190283335,56,Back,4190283337,152,,4190283475,233,7,4199430769,178,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631099,6,43,1,0,7,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-04-15T14:02:42.905Z,2023-04-15T14:02:48Z,4190283949,144,42,,,,,,,,,,,,,,,,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631455,8,1,1,0,14,80jtkz2echk6yyyb9e2595cxr,1,59.9,39.2,2023-04-15T14:02:50.573Z,2023-04-18T02:36:20Z,4190284859,56,Center,4190284865,141,77.3,4190284869,213,1.9,4190284847,5,,4190284863,140,51.3,4190284853,152,,4190284867,212,27.4,4199430827,178,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631539,9,1,1,0,17,80jtkz2echk6yyyb9e2595cxr,1,52.3,77.8,2023-04-15T14:02:53.511Z,2023-04-18T02:36:24Z,4190285327,141,97.5,4199430851,178,,4190285329,212,25.1,4190285331,213,0.6,4190285325,140,72.5,4190285321,56,Left,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631585,10,1,1,0,19,80jtkz2echk6yyyb9e2595cxr,0,74,96.3,2023-04-15T14:02:54.766Z,2023-04-18T02:36:27Z,4190285533,141,79.6,4190285523,56,Left,4190285527,140,84.5,4190285519,155,,4190285543,213,5.5,4199430863,178,,4190285539,212,15.8,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631661,4,1,1,0,20,82kapkjwonlv9j1ui0ytv5sii,1,16.5,25.9,2023-04-15T14:02:56.598Z,2023-04-18T02:36:31Z,4190285895,56,Back,4190285899,141,18.0,4190285901,212,9.4,4190285897,140,23.9,4190285893,3,,4190285903,213,5.7,4199430897,388,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631681,5,1,1,0,22,82kapkjwonlv9j1ui0ytv5sii,0,22.2,15.6,2023-04-15T14:02:58.279Z,2023-04-18T02:36:38Z,4190285973,212,11.7,4199430931,178,,4190285967,56,Back,4190285971,141,16.8,4190285975,213,0.1,4190285969,140,33.3,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631869,11,1,1,0,26,80jtkz2echk6yyyb9e2595cxr,1,68.5,96,2023-04-15T14:03:02.264Z,2023-04-18T02:36:41Z,4190286897,212,15.5,4190286893,140,53.7,4190286895,141,96.6,4190286891,56,Left,4190286899,213,3.1,4199430941,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632121,12,1,1,0,29,80jtkz2echk6yyyb9e2595cxr,1,53.7,96,2023-04-15T14:03:04.880Z,2023-04-18T03:01:36Z,4190288133,56,Back,4190288149,213,4.3,4190288147,212,29.5,4190288143,141,55.5,4199436269,178,,4190288139,140,43.6,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632265,13,1,1,0,36,80jtkz2echk6yyyb9e2595cxr,1,54.3,30.7,2023-04-15T14:03:12.568Z,2023-04-18T03:01:38Z,4190288893,141,7.1,4190288897,213,4.0,4190288889,56,Back,4190288895,212,20.7,4190288891,140,41.9,4199436277,178,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632355,14,1,1,0,38,80jtkz2echk6yyyb9e2595cxr,1,36.6,7.4,2023-04-15T14:03:14.493Z,2023-04-18T03:01:41Z,4190289327,56,Back,4190289349,1,,4190289335,141,58.8,4190289343,213,1.7,4190289331,140,31.3,4190289339,212,35.4,4199436285,178,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632431,15,1,1,0,42,80jtkz2echk6yyyb9e2595cxr,1,31.3,58.7,2023-04-15T14:03:18.328Z,2023-04-18T03:01:44Z,4190289793,213,1.2,4199436297,178,,4190289787,140,42.0,4190289785,56,Back,4190289789,141,97.4,4190289791,212,28.6,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632533,16,1,1,0,44,80jtkz2echk6yyyb9e2595cxr,1,41.7,95,2023-04-15T14:03:20.510Z,2023-04-18T03:01:47Z,4190290271,141,85.4,4190290275,213,3.7,4190290269,140,32.7,4199436307,178,,4190290267,56,Back,4190290273,212,11.5,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632805,17,1,1,0,46,80jtkz2echk6yyyb9e2595cxr,1,32.7,85.4,2023-04-15T14:03:22.471Z,2023-04-18T03:01:49Z,4199436311,178,,4190291667,56,Back,4190291673,212,29.4,4190291675,213,4.7,4190291671,141,42.2,4190291669,140,31.9,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632983,18,1,1,0,54,80jtkz2echk6yyyb9e2595cxr,1,34.9,31.2,2023-04-15T14:03:30.153Z,2023-04-18T03:01:51Z,4199436315,178,,4190292531,212,21.7,4190292525,56,Back,4190292529,141,63.0,4190292533,213,1.6,4190292527,140,33.6,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633039,19,1,1,0,59,80jtkz2echk6yyyb9e2595cxr,1,47.3,76.4,2023-04-15T14:03:35.325Z,2023-04-18T03:01:55Z,4190292899,56,Left,4190292905,141,97.1,4190292909,213,0.5,4199436329,178,,4190292907,212,29.8,4190292903,140,72.3,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633167,20,1,1,1,1,80jtkz2echk6yyyb9e2595cxr,1,72.3,97.1,2023-04-15T14:03:37.639Z,2023-04-18T03:01:57Z,4199436333,178,,4190293467,212,8.4,4190293463,140,71.7,4190293465,141,84.8,4190293461,56,Left,4190293469,213,4.6,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
