id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2533633247,21,1,1,1,5,80jtkz2echk6yyyb9e2595cxr,1,69.2,89,2023-04-15T14:03:40.703Z,2023-04-18T03:01:59Z,4190293867,56,Back,4199436337,178,,4190293879,212,23.8,4190293871,140,46.5,4190293875,141,90.0,4190293883,213,3.1,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633339,22,1,1,1,7,80jtkz2echk6yyyb9e2595cxr,1,46.6,90.3,2023-04-15T14:03:43.113Z,2023-04-18T03:02:02Z,4190294357,140,39.1,4190294363,141,45.8,4190294367,212,31.3,4199436349,178,,4190294355,56,Back,4190294371,213,4.5,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633555,23,1,1,1,10,80jtkz2echk6yyyb9e2595cxr,1,39.1,45.8,2023-04-15T14:03:46.016Z,2023-04-18T03:02:05Z,4190295475,140,43.2,4190295479,212,27.9,4190295481,213,4.9,4190295477,141,5.3,4190295473,56,Back,4199436361,178,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633641,24,1,1,1,16,80jtkz2echk6yyyb9e2595cxr,1,37.8,9.1,2023-04-15T14:03:51.765Z,2023-04-18T03:02:08Z,4190295949,1,,4190295945,212,33.8,4190295941,140,13.3,4190295947,213,2.4,4199436375,178,,4190295939,56,Back,4190295943,141,41.3,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634151,25,1,1,1,22,80jtkz2echk6yyyb9e2595cxr,1,11.5,43.1,2023-04-15T14:03:57.678Z,2023-04-18T03:02:10Z,4190298767,56,Back,4190298773,212,12.8,4190298771,141,29.5,4190298775,213,5.5,4190298769,140,19.9,4199436379,178,,,,,,,,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634269,26,1,1,1,32,80jtkz2echk6yyyb9e2595cxr,1,31.9,18.9,2023-04-15T14:04:07.945Z,2023-04-18T03:02:13Z,4190299429,212,40.8,4199436395,178,,4198249105,155,,4190299439,1,,4190299425,141,11.6,4190299421,140,70.5,4190299435,213,6.2,4190299417,56,Right,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535354171,683,83,1,1,35,82kapkjwonlv9j1ui0ytv5sii,1,26.8,95.8,2023-04-15T14:04:10.743Z,2023-04-18T03:14:03Z,4199438417,399,178016,,,,,,,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634383,27,1,1,1,35,80jtkz2echk6yyyb9e2595cxr,0,72.2,4,2023-04-15T14:04:10.746Z,2023-04-18T03:13:53Z,4190300093,56,Right,4199436407,178,,4190300101,213,0.5,4190300095,140,92.8,4190300097,141,19.4,4190300099,212,24.0,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634373,6,49,1,1,40,82kapkjwonlv9j1ui0ytv5sii,1,5.6,81.5,2023-04-15T14:04:16.229Z,2023-04-18T03:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634577,7,1,1,1,40,82kapkjwonlv9j1ui0ytv5sii,1,5.6,81.8,2023-04-15T14:04:16.293Z,2023-04-18T03:02:23Z,4190301087,56,Center,4190301093,212,48.0,4199436429,178,,4190301089,140,51.1,4190301085,155,,4190301091,141,74.8,4190301101,1,,4190301095,213,6.2,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634595,8,44,1,1,43,82kapkjwonlv9j1ui0ytv5sii,1,59.9,63.6,2023-04-15T14:04:19.206Z,2023-04-18T07:05:43Z,4190301191,56,Center,4190301251,233,28,4190301193,286,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634589,28,44,1,1,43,80jtkz2echk6yyyb9e2595cxr,0,40.1,36.4,2023-04-15T14:04:19.207Z,2023-04-18T03:02:26Z,4190301167,285,,4190301165,56,Back,4190301291,233,8,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634637,9,1,1,1,43,82kapkjwonlv9j1ui0ytv5sii,0,55.1,70.3,2023-04-15T14:04:19.265Z,2023-04-18T07:05:44Z,4190301385,56,Center,4190301389,141,51.3,4190301399,213,5.2,4190301393,212,14.3,4190301387,140,61.0,4190301383,3,,4199436449,388,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634781,29,1,1,1,45,80jtkz2echk6yyyb9e2595cxr,0,39.5,59.9,2023-04-15T14:04:21.453Z,2023-04-18T03:02:41Z,4199436463,178,,4190302149,140,78.5,4190302151,141,53.3,4190302155,213,6.2,4190302145,157,,4190302153,212,41.2,4190302147,56,Center,4190302157,1,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634861,10,1,1,1,49,82kapkjwonlv9j1ui0ytv5sii,1,25.5,43.1,2023-04-15T14:04:25.660Z,2023-04-18T03:02:45Z,4190302585,213,2.9,4190302581,212,20.6,4190302577,140,6.6,4190302573,3,,4199436473,388,,4190302575,56,Back,4190302579,141,51.0,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533634871,11,52,1,1,51,82kapkjwonlv9j1ui0ytv5sii,1,9.7,50.6,2023-04-15T14:04:27.078Z,2023-04-18T03:02:48Z,4199436481,178,,4198249829,377,,,,,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635443,12,1,1,2,4,82kapkjwonlv9j1ui0ytv5sii,0,15.4,44.5,2023-04-15T14:04:39.916Z,2023-04-18T03:02:51Z,4190305547,212,76.8,4190305553,1,,4190305535,199,,4190305543,140,86.0,4190305549,213,6.0,4190305545,141,15.0,4190305541,56,Right,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635545,30,1,1,2,10,80jtkz2echk6yyyb9e2595cxr,0,8.1,86.9,2023-04-15T14:04:45.664Z,2023-04-18T03:02:53Z,4190306039,140,36.9,4190306035,157,,4190306043,212,30.3,4199436487,178,,4190306047,1,,4190306037,56,Back,4190306045,213,0.0,4190306041,141,88.9,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635661,13,1,1,2,13,82kapkjwonlv9j1ui0ytv5sii,1,65.2,23.4,2023-04-15T14:04:48.691Z,2023-04-18T03:02:57Z,4190306669,141,5.0,4190306665,56,Right,4190306671,212,13.6,4199436491,388,,4190306663,3,,4190306673,213,4.3,4190306667,140,60.1,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635667,14,49,1,2,15,82kapkjwonlv9j1ui0ytv5sii,1,60.1,5,2023-04-15T14:04:50.741Z,2023-04-18T03:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635719,15,1,1,2,16,82kapkjwonlv9j1ui0ytv5sii,0,60.1,5,2023-04-15T14:04:51.835Z,2023-04-18T03:03:04Z,4190306935,213,0.1,4190309215,286,,4190306931,141,5.5,4199436501,178,,4190309211,233,32,4190306929,140,64.3,4190306933,212,4.4,4190309207,236,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,4190306927,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635967,32,74,1,2,16,80jtkz2echk6yyyb9e2595cxr,1,38,95.1,2023-04-15T14:04:52.006Z,2023-04-18T03:03:08Z,4190309249,233,15,4190308163,56,Back,4190308169,285,,4199436505,178,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533636153,16,5,1,2,16,82kapkjwonlv9j1ui0ytv5sii,1,62.2,-1.4,2023-04-15T14:04:52.432Z,2023-04-18T03:03:11Z,4190312823,233,31,4190309121,347,,4190309119,56,Right,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533635953,31,5,1,2,16,80jtkz2echk6yyyb9e2595cxr,0,37.8,101.4,2023-04-15T14:04:52.432Z,2023-04-18T03:03:11Z,4190308115,347,,4190312863,233,16,4190308113,56,Back,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533636215,17,1,1,2,32,82kapkjwonlv9j1ui0ytv5sii,0,63,0,2023-04-15T14:05:08.485Z,2023-04-18T03:03:14Z,4190309469,141,18.6,4190309471,212,27.3,4190309465,56,Right,4190309475,1,,4190309467,140,85.5,4190309473,213,0.5,4190309463,107,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533636335,33,1,1,2,34,80jtkz2echk6yyyb9e2595cxr,0,11.2,89.7,2023-04-15T14:05:10.237Z,2023-04-18T03:03:18Z,4190309917,213,6.1,4190309907,3,,4199436533,388,,4190309913,141,82.4,4190309909,56,Back,4190309915,212,27.2,4190309911,140,36.7,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535140619,638,8,1,2,36,82kapkjwonlv9j1ui0ytv5sii,1,63.9,25.4,2023-04-15T14:05:11.857Z,2023-04-18T03:03:24Z,4198251191,56,Center,4199436541,178,,4198251243,384,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535354191,1013,67,1,2,37,80jtkz2echk6yyyb9e2595cxr,1,28.3,75,2023-04-15T14:05:13.480Z,2023-04-18T07:05:44Z,4199438629,233,686,,,,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535354189,686,67,1,2,37,82kapkjwonlv9j1ui0ytv5sii,0,71.7,25,2023-04-15T14:05:13.481Z,2023-04-18T03:15:30Z,4199438633,233,1013,,,,,,,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533636437,34,1,1,2,37,80jtkz2echk6yyyb9e2595cxr,0,27.9,76.3,2023-04-15T14:05:13.487Z,2023-04-18T07:05:44Z,4198251381,212,16.9,4190310467,56,Back,4198251377,140,43.7,4198251383,213,0.2,4198251379,141,81.0,4199436549,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533636467,18,49,1,2,38,82kapkjwonlv9j1ui0ytv5sii,1,59.6,19.1,2023-04-15T14:05:14.606Z,2023-04-18T03:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
