id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2521505237,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-03-18T14:15:01.070Z,2023-03-18T15:07:12Z,4105102269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4105102267,130,10,4105102259,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4105102273,194,f1rmwe24zg4697bqpc3z0y40l,4105102255,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 90ljpsmc6jf9657bs8cwkavl6, 2eu3cz65piv0j91gi396p9ega, emuuuhvah1jtq2fqs9ybfovvu, 6tqiy5a5cfpfm90j8r5udl8bu, 3je74tc5emuou6ckwdbscsbu, 71or1ne6d9zuo038qdt6vcvoq, 74p53a79q1tlis3a3gladqor9, e8whj7tdfmuk66shr30htmhud, f1rmwe24zg4697bqpc3z0y40l, e4xeswr8cpdkmlhijuf7oonsa, b5j2ib54sum2pmzthjmfmr55h, 3tlocewlh3mb53wd0hk8nucbt, 74fouzsgp25muot2pp6as5otl, dw7bhxe9mbg94udlycw98gpgp, 937mkgz0gstvxyjiwfe9xiuzu, b1cn7i49cjjiifnfw6xu18xsk",4105102279,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105102277,197,4616,4105102263,59,"13, 26, 5, 32, 18, 4, 7, 16, 9, 14, 8, 21, 22, 23, 24, 27, 28, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521505543,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-18T14:15:13.291Z,2023-03-18T14:15:13Z,4105104005,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4105104017,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105104009,130,8,4105104015,197,4925,4105104007,59,"1, 12, 3, 4, 33, 6, 11, 8, 9, 17, 22, 7, 10, 15, 18, 23, 32, 38",4105104011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4105104003,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, ebsspe8jslej9a253w4xpf55h, 8y3obwxpwckjfl7hkrrg97sgl, 6kz7c7i4wzph7qlzi9nzt266t, 69lg8jmug501h6biol5itk02y, e2sj7bhk2s9du1bs1vza1b4k5, bwu80wn3lca4x2txuelku0a21, a64e8yqggr7fmtdlyr9v80yxh, 85vh43wsin67z2dj0iod12fop, 13squddw07mvcu7mo6xk5mjqi, ddc712ebtmrrpvj4shekecus5, f2d0i9t2qeyppfqrdv6xzc3px, h4x8lz5ou8esdao80mvls9yi, 6kxph7ulzz58v8tm3aaomy1ka, 6ge15340tp9n57m88z6rli6i2, 535ecbyyd28elesvxtvbxurpx, 1la1hsnuheliwojwmcbxroy96",4105104013,194,ebsspe8jslej9a253w4xpf55h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557627,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-03-18T15:00:19.509Z,2023-03-20T22:54:59Z,4105369997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557605,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-03-18T15:00:19.509Z,2023-03-18T15:00:19Z,4105369901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557727,3,1,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,49.9,49.9,2023-03-18T15:00:19.580Z,2023-03-21T06:07:47Z,4113706615,178,,4105370423,56,Back,4105370431,213,3.1,4105370425,140,22.3,4105370429,212,29.1,4105370427,141,53.3,4105370433,279,S,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557747,4,1,1,0,2,8rfydplrc9ki0sirqi0drcybk,0,23,53.4,2023-03-18T15:00:22.123Z,2023-03-21T06:07:52Z,4105370631,236,,4105370521,140,24.9,4105370509,155,,4105370527,141,50.6,4105370533,213,5.5,4105370633,233,3,4113706693,178,,4105370529,212,2.8,2eu3cz65piv0j91gi396p9ega,J. Earl,4105370513,56,Back,4105370637,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557755,3,74,1,0,2,3ptd7zlc5isrongig0wij2id4,1,73.3,48.5,2023-03-18T15:00:22.181Z,2023-03-21T06:07:58Z,4105370657,233,4,4113706745,178,,4105370563,285,,4105370561,56,Center,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522970027,826,61,1,0,5,3ptd7zlc5isrongig0wij2id4,0,75.5,42.4,2023-03-18T15:00:24.863Z,2023-03-21T06:08:08Z,4113706875,178,,4112878595,56,Center,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557839,5,1,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,16.4,60.9,2023-03-18T15:00:26.243Z,2023-03-21T06:08:10Z,4105370985,213,3.9,4105370977,140,4.5,4113706901,178,,4105370979,141,44.8,4105370981,212,16.6,4105370975,56,Back,,,,,,,2eu3cz65piv0j91gi396p9ega,J. Earl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558035,6,1,1,0,8,8rfydplrc9ki0sirqi0drcybk,1,4.5,44.8,2023-03-18T15:00:27.760Z,2023-03-21T06:08:14Z,4105371935,1,,4105371923,157,,4105371927,140,44.1,4105371933,213,5.9,4105371929,141,23.1,4113706949,178,,4105371925,56,Back,4105371931,212,44.1,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558017,4,4,1,0,11,3ptd7zlc5isrongig0wij2id4,1,56.9,70.6,2023-03-18T15:00:31.472Z,2023-03-21T06:08:20Z,4105371851,56,Center,4105371853,152,,4105372063,233,7,4105371849,294,,4105371847,13,,4105371855,286,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558041,7,4,1,0,11,8rfydplrc9ki0sirqi0drcybk,0,43.1,29.4,2023-03-18T15:00:31.473Z,2023-03-21T06:08:20Z,4105371943,13,,4105371951,285,,4105372153,233,4,4113707059,388,,4105371945,294,,4105371949,152,,4105371947,56,Back,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
