id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2533628373,7,1,1,0,6,1musyruv2ufjrjnj6gvdbr8kt,0,68.4,27,2023-04-15T14:01:22.433Z,2023-04-18T03:23:46Z,4190270079,212,10.8,4190270075,140,75.8,4190270077,141,15.9,4190270081,213,5.5,4199440699,178,,4190270073,56,Right,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628375,5,49,1,0,8,8mbtyq0has0uu0565fm9t5cdo,1,24.6,85.4,2023-04-15T14:01:24.014Z,2023-04-18T03:23:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628481,6,1,1,0,8,8mbtyq0has0uu0565fm9t5cdo,0,24.6,85.4,2023-04-15T14:01:24.114Z,2023-04-18T03:24:05Z,4190270567,141,80.8,4190270573,1,,4190270563,56,Left,4199440745,178,,4190270561,157,,4190270571,213,6.2,4190270565,140,68.7,4190270569,212,46.4,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628615,8,1,1,0,12,1musyruv2ufjrjnj6gvdbr8kt,0,38.5,15.3,2023-04-15T14:01:27.868Z,2023-04-18T03:24:19Z,4199440811,178,,4190271141,3,,4190271145,140,58.3,4190271155,213,6.1,4190271151,212,21.0,4190271143,56,Right,4190271147,141,11.1,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210953,776,44,1,0,13,8mbtyq0has0uu0565fm9t5cdo,1,37,87,2023-04-15T14:01:29.781Z,2023-04-18T06:25:41Z,4198644925,285,,4199169681,233,865,4198644923,56,Back,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210961,865,44,1,0,13,1musyruv2ufjrjnj6gvdbr8kt,0,63,13,2023-04-15T14:01:29.782Z,2023-04-18T03:24:38Z,4198644957,286,,4199169691,233,776,4198644955,56,Right,,,,,,,,,,,,,,,,8lvhd97efhjcg03fj1num1bzd,D. Adeniran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210955,777,61,1,0,14,8mbtyq0has0uu0565fm9t5cdo,1,37,87,2023-04-15T14:01:29.918Z,2023-04-18T06:25:41Z,4198644931,56,Back,4199440965,388,,4199440963,15,,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535210963,866,61,1,0,14,1musyruv2ufjrjnj6gvdbr8kt,1,63,13,2023-04-15T14:01:30.340Z,2023-04-18T03:25:24Z,4199441023,15,,4198644959,56,Right,4199441025,178,,,,,,,,,,,,,,,,,8lvhd97efhjcg03fj1num1bzd,D. Adeniran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628749,7,1,1,0,15,8mbtyq0has0uu0565fm9t5cdo,1,37.6,95.6,2023-04-15T14:01:31.818Z,2023-04-18T03:25:30Z,4199441193,178,,4190271879,213,0.1,4190271875,141,96.9,4190271871,56,Back,4190271873,140,48.2,4190271877,212,11.2,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628753,8,61,1,0,16,8mbtyq0has0uu0565fm9t5cdo,1,48.2,96.9,2023-04-15T14:01:32.164Z,2023-04-18T03:25:50Z,4190271899,56,Back,4199441277,178,,,,,,,,,,,,,,,,,,,,enwfqkgv2m6hfwwjmbvfx9m1h,M. Carayol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628765,9,5,1,0,18,8mbtyq0has0uu0565fm9t5cdo,0,48.3,101.6,2023-04-15T14:01:34.364Z,2023-04-18T03:25:57Z,4190271939,347,,4190271937,56,Back,4190272035,233,9,,,,,,,,,,,,,,,,enwfqkgv2m6hfwwjmbvfx9m1h,M. Carayol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628773,9,5,1,0,18,1musyruv2ufjrjnj6gvdbr8kt,1,51.7,-1.6,2023-04-15T14:01:34.364Z,2023-04-18T03:25:57Z,4190271971,56,Right,4190271999,233,9,4190271973,347,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628841,10,1,1,0,19,1musyruv2ufjrjnj6gvdbr8kt,0,54,0,2023-04-15T14:01:35.733Z,2023-04-18T03:26:10Z,4190272293,213,0.2,4190272287,140,72.2,4190272283,107,,4190272285,56,Right,4190272289,141,4.4,4190272291,212,19.6,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628901,10,1,1,0,22,8mbtyq0has0uu0565fm9t5cdo,0,27.4,95.1,2023-04-15T14:01:37.988Z,2023-04-18T03:26:16Z,4190272623,140,35.6,4199441411,388,,4190272627,212,8.9,4190272619,56,Back,4190272615,3,,4190272629,213,6.0,4190272625,141,91.8,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628949,12,1,1,0,23,8mbtyq0has0uu0565fm9t5cdo,0,35.6,91.8,2023-04-15T14:01:38.973Z,2023-04-18T03:26:31Z,4190272849,168,,4190272851,56,Back,4190272855,141,91.2,4190272859,213,6.2,4199441483,388,,4190272847,3,,4190272857,212,10.5,4190272853,140,45.6,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628973,11,1,1,0,24,1musyruv2ufjrjnj6gvdbr8kt,0,68,6.7,2023-04-15T14:01:40.114Z,2023-04-18T03:26:42Z,4190272959,213,0.5,4190272949,155,,4190272951,56,Center,4190272955,141,25.9,4190272957,212,27.2,4199441559,178,,4190272953,140,90.7,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629065,12,43,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-15T14:01:41.040Z,2023-04-17T17:03:01Z,4190273305,56,Right,4190273307,286,0,4198646281,144,44,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628929,11,43,1,0,25,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-15T14:01:41.041Z,2023-04-17T17:03:00Z,4190272761,285,0,4198646277,144,44,4190275555,233,12,4190272759,56,Back,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629041,13,12,1,0,27,8mbtyq0has0uu0565fm9t5cdo,1,7.9,70.2,2023-04-15T14:01:42.954Z,2023-04-18T03:26:50Z,4190273221,213,0.9,4199441595,178,,4190273219,212,19.1,4190273215,140,19.1,4190273213,56,Back,4190273217,141,92.4,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533858579,864,44,1,0,28,1musyruv2ufjrjnj6gvdbr8kt,1,83.7,9.7,2023-04-15T14:01:44.536Z,2023-04-18T06:25:41Z,4191487505,286,,4191487535,233,14,4191487503,56,Right,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629049,14,44,1,0,28,8mbtyq0has0uu0565fm9t5cdo,0,16.3,90.3,2023-04-15T14:01:44.537Z,2023-04-18T03:26:58Z,4190273337,233,864,4190273257,56,Back,4190273259,285,,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629119,13,1,1,0,28,1musyruv2ufjrjnj6gvdbr8kt,1,89.6,8.3,2023-04-15T14:01:44.547Z,2023-04-18T06:25:42Z,4190273489,3,,4190273499,213,1.0,4190273491,56,Center,4199441673,388,,4190273495,141,25.8,4190273493,140,96.2,4190273497,212,13.8,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629125,14,1,1,0,31,1musyruv2ufjrjnj6gvdbr8kt,0,98.3,26.4,2023-04-15T14:01:47.115Z,2023-04-18T03:27:25Z,4190273831,286,,4190273825,236,,4190273531,141,21.3,4190273535,212,4.2,4190273537,213,4.1,4190273827,233,15,4190273527,140,96.1,4199441717,178,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,4190273523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629175,15,74,1,0,31,8mbtyq0has0uu0565fm9t5cdo,1,6.7,83.2,2023-04-15T14:01:47.184Z,2023-04-18T03:27:30Z,4190273839,233,14,4190273753,285,,4199441773,178,,4190273747,56,Back,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629213,15,6,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,1,98.2,18.4,2023-04-15T14:01:48.121Z,2023-04-18T03:27:35Z,4190273909,75,,4190285471,233,16,4190273907,56,Right,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629203,16,6,1,0,32,8mbtyq0has0uu0565fm9t5cdo,0,1.8,81.6,2023-04-15T14:01:48.121Z,2023-04-18T03:27:35Z,4190285417,73,,4190273875,56,Back,4190285501,233,15,,,,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630301,16,1,1,1,1,1musyruv2ufjrjnj6gvdbr8kt,0,99.5,0.5,2023-04-15T14:02:17.064Z,2023-04-18T03:27:41Z,4190279113,141,50.7,4190279117,213,1.7,4190279115,212,34.6,4190279109,56,Center,4190279111,140,94.3,4190279103,6,,4190279107,223,,4199441829,178,,ekbsso6hq913ss7jerbusyled,B. Bannan,4198647149,72,,4190279105,155,4190279119,1,4190279101,2,4190279561,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630281,17,44,1,1,3,8mbtyq0has0uu0565fm9t5cdo,1,5.5,49.4,2023-04-15T14:02:18.994Z,2023-04-18T06:25:42Z,4190279025,285,,4190279019,56,Back,4190279377,233,17,,,,,,,,,,,,,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630309,17,44,1,1,3,1musyruv2ufjrjnj6gvdbr8kt,0,94.5,50.6,2023-04-15T14:02:18.995Z,2023-04-18T03:27:50Z,4190281107,233,17,4190279149,56,Center,4190280737,286,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630287,18,11,1,1,3,8mbtyq0has0uu0565fm9t5cdo,1,4.9,49.7,2023-04-15T14:02:19.061Z,2023-04-18T06:25:42Z,4198647473,378,,4190279053,88,,4199441891,388,,4190279623,233,16,4190279051,56,Back,,,,,,,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630345,19,43,1,1,4,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-15T14:02:20.538Z,2023-04-15T14:02:26Z,4190279537,233,17,4190279335,286,0,4190279333,56,Center,4190280065,144,44,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630323,18,43,1,1,5,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-15T14:02:21.726Z,2023-04-15T14:02:24Z,4190279253,286,0,4190279247,56,Center,4190279647,144,44,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631259,19,1,1,1,22,8mbtyq0has0uu0565fm9t5cdo,1,13.3,42.2,2023-04-15T14:02:38.057Z,2023-04-18T03:28:01Z,4190283787,212,59.0,4190283779,56,Right,4190283793,1,,4190283783,141,17.4,4190283777,199,,4190283781,140,67.1,4190283791,213,6.0,,,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631271,20,61,1,1,29,8mbtyq0has0uu0565fm9t5cdo,0,67,17.6,2023-04-15T14:02:45.095Z,2023-04-18T03:28:19Z,4199442009,178,,4199442007,15,,4190283841,56,Right,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631321,20,1,1,1,29,1musyruv2ufjrjnj6gvdbr8kt,1,37.3,90,2023-04-15T14:02:45.591Z,2023-04-18T03:28:26Z,4190284117,213,6.2,4190284107,157,,4190284113,141,87.2,4190284119,1,,4190284111,140,58.2,4190284115,212,22.0,4190284109,56,Left,4199442049,178,,94opm6ljk3l7yqa2rzwq2gw6h,T. Bakinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631339,21,44,1,1,32,1musyruv2ufjrjnj6gvdbr8kt,1,57.6,86.4,2023-04-15T14:02:48.029Z,2023-04-18T06:25:43Z,4190284267,233,21,4190284201,56,Left,4190284203,286,,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631329,21,44,1,1,32,8mbtyq0has0uu0565fm9t5cdo,0,42.4,13.6,2023-04-15T14:02:48.030Z,2023-04-18T03:28:35Z,4190284155,56,Back,4190284157,285,,4190284301,233,21,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631415,22,1,1,1,32,1musyruv2ufjrjnj6gvdbr8kt,0,58.6,87.7,2023-04-15T14:02:48.079Z,2023-04-18T06:25:43Z,4190284609,56,Left,4190284615,141,100.0,4190284613,140,72.5,4199442207,178,,4190284619,212,17.4,4190284605,168,,4190284601,3,,4190284623,213,0.6,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631511,22,5,1,1,35,8mbtyq0has0uu0565fm9t5cdo,1,26.4,-1.2,2023-04-15T14:02:51.516Z,2023-04-18T03:28:49Z,4190285209,233,23,4190285163,56,Back,4190285167,347,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631417,23,5,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,0,73.6,101.2,2023-04-15T14:02:51.516Z,2023-04-18T03:28:50Z,4190285277,233,22,4190284625,56,Left,4190284627,347,,,,,,,,,,,,,,,,,btey8i9vnkak8ww7diqnb8lat,C. Paterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632787,23,1,1,2,6,8mbtyq0has0uu0565fm9t5cdo,0,32,0,2023-04-15T14:03:22.486Z,2023-04-18T03:29:09Z,4190291545,212,30.2,4190291541,140,60.5,4190291549,1,,4190291537,107,,4190291547,213,0.1,4190291543,141,4.3,4190291539,56,Right,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211975,867,44,1,2,8,1musyruv2ufjrjnj6gvdbr8kt,1,32.9,88.7,2023-04-15T14:03:24.448Z,2023-04-18T06:25:44Z,4198650857,56,Back,4198650859,285,,4199169699,233,778,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535211943,778,44,1,2,8,8mbtyq0has0uu0565fm9t5cdo,0,67.1,11.3,2023-04-15T14:03:24.449Z,2023-04-18T03:29:17Z,4198650687,286,,4198650685,56,Right,4199169703,233,867,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632717,24,1,1,2,8,1musyruv2ufjrjnj6gvdbr8kt,1,33,93.2,2023-04-15T14:03:24.478Z,2023-04-18T06:25:44Z,4190291177,212,10.0,4190291173,140,39.1,4190291169,3,,4190291179,213,5.4,4190291171,56,Back,4190291175,141,82.0,4199442337,388,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632761,25,1,1,2,9,1musyruv2ufjrjnj6gvdbr8kt,1,39.1,82,2023-04-15T14:03:25.646Z,2023-04-18T03:29:37Z,4190291423,140,40.1,4190291427,212,7.9,4190291419,3,,4199442413,388,,4190291429,213,1.4,4190291421,56,Back,4190291425,141,93.5,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632773,26,49,1,2,10,1musyruv2ufjrjnj6gvdbr8kt,1,40.1,93.5,2023-04-15T14:03:26.797Z,2023-04-18T03:29:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
