id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2539178049,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-25T17:58:30.994Z,2023-04-25T18:23:56Z,4219813563,59,"1, 34, 3, 5, 6, 15, 7, 25, 27, 10, 33, 9, 11, 12, 19, 21, 29, 31",4219813567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4219813559,30,"4905drgcc9husos98ppdup4gl, b7yfyzrvj7yjo48pu8faqnvft, a9352zsh3xr7rcxs0jmho7o8a, dgzuswl2pnk7t03ts7nguholx, 91f9qkusefgcrv2ri2h1nci96, 1244ja0ma2r0071i7d45t6yfp, 6v9kb953ugi8odu4tdly7v3yt, 6o9v88iiwvbulajrwpd7uvkr9, 1uyg5c61jzqickqaegb07yk15, 28izur14k14lcgegg8qede7yt, 7fpcipp26a9fqes841ad7lh3p, 1feu2co3n49llnckcxffuo79x, ab2bx5qzhdzlduh46iacngbf9, 932abz8zmqv4ilfnmq7m2ew9h, 6b7fxcw7upr57pku6gf6dteqd, 1oeekgzkzju2jce7651vbdrrp, b7lmlxy1s3atzgtud5ofsc92h, coupcn8k43jf15nqge220qo5x",4219813571,197,4778,4219813569,194,dgzuswl2pnk7t03ts7nguholx,4219813573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219813561,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4219813565,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539178073,1,34,16,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-25T17:58:43.365Z,2023-04-25T18:51:24Z,4219813729,197,16169,4219813717,30,"eirc5i9gcpe0ap6gntxoomcix, 4nm1tx8buxym4bf9f2pti2fhl, 3k9tjd5wgpufcbq4od8jpo89h, dwrnys3htjlb3asfou6425g16, 49ca952ot1c3ytut2s281ds6h, 5raent8a0bdt01n7769n3dw16, cruhiz25b3bbd4unocpu9bvf9, 1iy0goeaf5btyw09tr2ywbe8l, 32crcj18u4qnf8f07fbsopvpx, 1r9aj50371x6f0xf7mmvldz9x, 9gfxdw176mc8yn7dowedmvtgp, 4nph9aqyr2kz1gmdh7v9n3w89, 7fwprbpdcdb7qcgaoe2humwo9, dn7t1mhie8papl90qlp4rljhl, i1bzoqwi1u382l4yx3n864x6, ddjh4t18kk75bz9sgga2g2f3d, c3nbdw1440h1uwwmixrjxwclx, acvgu9prqaeucmvi9fx070i22",4219813725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4219813721,59,"1, 2, 7, 5, 6, 12, 30, 8, 44, 9, 3, 10, 16, 17, 26, 31, 40, 47",4219813723,130,12,4219813727,194,49ca952ot1c3ytut2s281ds6h,4219813719,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4219813731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189697,2,32,1,0,0,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-25T18:49:00.622Z,2023-04-27T13:12:38Z,4219878491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189701,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-25T18:49:00.622Z,2023-04-25T18:49:03Z,4219878511,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189707,3,1,1,0,0,8b523ujgl21tbc01me65q0aoh,1,50,49.3,2023-04-25T18:49:00.629Z,2023-04-28T12:35:28Z,4219878541,213,2.4,4219878535,140,36.0,4230768315,178,,4219878539,212,19.3,4219878543,279,S,4219878533,56,Back,4219878537,141,67.6,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189787,4,1,1,0,3,8b523ujgl21tbc01me65q0aoh,0,29.6,60.9,2023-04-25T18:49:03.890Z,2023-04-28T04:00:53Z,4219879021,141,90.2,4219879025,212,50.0,4219879033,1,,4230768331,178,,4219879013,56,Left,4219879017,140,73.3,4219879031,213,0.4,4219879009,155,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189835,3,1,1,0,5,9db4t34qy4owglhvvgwf5l22i,0,24.5,9.7,2023-04-25T18:49:06.584Z,2023-04-28T04:01:04Z,4219879237,56,Right,4219879247,1,,4230768387,388,,4219879243,212,39.4,4219879239,140,61.6,4219879245,213,6.1,4219879235,3,,4219879241,141,1.4,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189795,5,43,1,0,7,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-04-25T18:49:08.096Z,2023-04-25T18:49:34Z,4219879045,286,0,4219880637,144,44,4219879043,56,Left,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189871,6,1,1,0,9,8b523ujgl21tbc01me65q0aoh,0,34.5,94.8,2023-04-25T18:49:10.345Z,2023-04-28T04:01:14Z,4230768409,178,,4219879465,157,,4219879473,212,41.4,4219879469,140,72.4,4219879477,1,,4219879475,213,6.0,4219879471,141,78.1,4219879467,56,Center,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539189867,4,44,1,0,12,9db4t34qy4owglhvvgwf5l22i,1,25.4,22.3,2023-04-25T18:49:13.156Z,2023-04-28T06:19:52Z,4219879423,56,Back,4219879519,233,7,4219879425,285,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
