id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/15/value,keyPass,qualifier/18/value,qualifier/19/value,qualifier/21/id,qualifier/21/qualifierId
2499209507,210,1,1,25,0,9db4t34qy4owglhvvgwf5l22i,0,98.4,36.3,2023-01-21T15:27:59.201Z,2023-01-24T02:39:07Z,3987589029,141,38.8,3987589027,140,98.7,3992522661,233,775,3992631375,178,,3992057285,236,,3987589031,212,1.7,3987589033,213,1.4,3992057287,286,,49ca952ot1c3ytut2s281ds6h,M. Andersen,3987589023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500057617,775,74,1,25,0,5qwskbjpa17fvmtuu5qijy7cz,1,2.2,62.5,2023-01-21T15:27:59.337Z,2023-01-24T02:39:18Z,3992631459,178,,3992057281,285,,3992057279,56,Back,3992522665,233,210,,,,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209619,202,12,1,25,1,5qwskbjpa17fvmtuu5qijy7cz,1,6.6,50.6,2023-01-21T15:28:00.440Z,2023-01-24T02:39:23Z,3987589607,213,0.3,3987589605,212,42.5,3992631545,178,,3987589599,56,Back,3987589603,141,68.5,3987589601,140,45.4,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209625,211,1,1,25,3,9db4t34qy4owglhvvgwf5l22i,0,60.7,33.1,2023-01-21T15:28:02.645Z,2023-01-24T02:39:30Z,3987589639,1,,3992631645,388,,3987589637,213,4.9,3987589631,140,66.0,3987589635,212,23.7,3987589629,56,Right,3987589633,141,0.0,3987589627,157,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209699,203,5,1,25,8,5qwskbjpa17fvmtuu5qijy7cz,1,29.2,101.1,2023-01-21T15:28:07.693Z,2023-01-24T02:39:37Z,3987590035,56,Back,3987590067,233,212,3987590037,347,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209633,212,5,1,25,8,9db4t34qy4owglhvvgwf5l22i,0,70.8,-1.1,2023-01-21T15:28:07.693Z,2023-01-24T02:39:37Z,3987589661,347,,3987589659,56,Right,3987590071,233,203,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209761,204,1,1,25,11,5qwskbjpa17fvmtuu5qijy7cz,0,24.4,100,2023-01-21T15:28:10.931Z,2023-01-24T02:39:38Z,3987590349,56,Left,3987590347,107,,3987590351,140,66.8,3987590353,141,85.0,3987590359,1,,3987590357,213,6.0,3987590355,212,45.9,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209783,213,1,1,25,13,9db4t34qy4owglhvvgwf5l22i,1,38.1,9.2,2023-01-21T15:28:12.694Z,2023-01-24T02:39:46Z,3987590467,141,9.5,3987590469,212,7.1,3987590471,213,0.0,3987590465,140,44.9,3992631877,388,,3987590463,56,Back,3987590461,3,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209853,214,1,1,25,14,9db4t34qy4owglhvvgwf5l22i,1,44.9,9.5,2023-01-21T15:28:13.660Z,2023-01-24T02:39:52Z,3987590847,141,26.5,3987590849,212,11.7,3987590851,213,1.7,3987590843,140,43.4,3992631957,178,,3987590839,56,Back,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209859,215,4,1,25,16,9db4t34qy4owglhvvgwf5l22i,1,43.3,30.2,2023-01-21T15:28:15.573Z,2023-01-24T02:40:03Z,3987590889,286,,3987590887,265,,3987590885,152,,3987591011,233,206,3987590881,13,,3987590883,56,Back,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209867,206,4,1,25,16,5qwskbjpa17fvmtuu5qijy7cz,0,56.7,69.8,2023-01-21T15:28:15.574Z,2023-01-24T02:40:02Z,3987590941,265,,3987590937,152,,3987590935,56,Center,3987590945,285,,3992632031,389,,3987590931,13,,3987591039,233,215,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499209823,205,43,1,25,17,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-21T15:28:16.930Z,2023-01-21T15:28:20Z,3987591161,144,42,,,,,,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499210337,207,17,1,25,47,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-01-21T15:28:46.857Z,2023-01-24T02:40:56Z,3987593543,392,,3987593545,13,243,3987593541,31,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499210889,216,1,1,26,12,9db4t34qy4owglhvvgwf5l22i,1,40.4,31.9,2023-01-21T15:29:11.347Z,2023-01-24T02:41:07Z,3987596647,152,,3987596639,5,,3987596643,155,,3987596663,212,55.5,3987596653,56,Center,3987627205,154,,3987596659,141,67.5,3987596667,1,,49ca952ot1c3ytut2s281ds6h,M. Andersen,3987596657,140,88.0,3987627203,210,3992632263,178,,15,3987596665,213,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2499210921,217,15,1,26,15,9db4t34qy4owglhvvgwf5l22i,1,88.6,67.5,2023-01-21T15:29:14.627Z,2023-01-24T02:41:07Z,3987623519,233,233,3987623479,15,,3987627339,147,53.1,3987627293,76,,3992632289,388,,3987617545,64,,3987627307,55,216,3987596839,56,Center,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,3987627325,103,8.9,3987627337,146,3987623477,24,,98.5,3987627295,29,,,3987627319,102,53.2,3987627301,154,3987623483,328,,,,,,,,,,,,,,,,,,,,,,,
2499214619,233,10,1,26,17,5qwskbjpa17fvmtuu5qijy7cz,1,1.8,47.1,2023-01-21T15:29:16.044Z,2023-01-24T02:41:11Z,3987617323,182,,3987617321,178,,3987623593,233,217,3987618495,177,,3992058077,377,,3987617325,56,Back,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499210925,208,52,1,26,17,5qwskbjpa17fvmtuu5qijy7cz,1,3.3,45.1,2023-01-21T15:29:16.190Z,2023-01-24T02:41:18Z,3992632341,178,,3992058093,377,,,,,,,,,,,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211155,209,1,1,26,28,5qwskbjpa17fvmtuu5qijy7cz,1,13.9,43.9,2023-01-21T15:29:27.543Z,2023-01-24T02:41:22Z,3987598195,287,,3987598163,213,1.3,3987598153,123,,3987598161,212,32.8,3987598159,141,90.0,3987598157,140,23.0,3987598155,56,Back,3987598165,1,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,3992632365,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211249,210,1,1,26,32,5qwskbjpa17fvmtuu5qijy7cz,0,25.1,94.4,2023-01-21T15:29:31.665Z,2023-01-24T02:41:25Z,3987598679,140,52.0,3992632385,178,,3987598677,56,Left,3987598683,212,29.0,3987598681,141,85.0,3987598685,213,6.1,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500169235,1099,67,1,26,33,9db4t34qy4owglhvvgwf5l22i,1,44.5,19.3,2023-01-21T15:29:32.473Z,2023-01-24T06:49:41Z,3992709123,233,947,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500169231,947,67,1,26,33,5qwskbjpa17fvmtuu5qijy7cz,0,55.5,80.7,2023-01-21T15:29:32.474Z,2023-01-24T05:52:15Z,3992709127,233,1099,,,,,,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211261,218,8,1,26,33,9db4t34qy4owglhvvgwf5l22i,1,43,17,2023-01-21T15:29:32.506Z,2023-01-24T06:49:41Z,3992058209,384,,3987598731,56,Back,3992632405,178,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211273,219,49,1,26,34,9db4t34qy4owglhvvgwf5l22i,1,52.1,22.5,2023-01-21T15:29:33.507Z,2023-01-24T02:41:36Z,,,,,,,,,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211301,220,1,1,26,34,9db4t34qy4owglhvvgwf5l22i,1,52.1,22.5,2023-01-21T15:29:33.548Z,2023-01-24T02:41:42Z,3987598913,212,13.8,3987598911,141,42.8,3992632465,178,,3987598907,56,Center,3987598909,140,52.9,3987598915,213,1.5,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211335,221,1,1,26,35,9db4t34qy4owglhvvgwf5l22i,1,52.9,42.8,2023-01-21T15:29:34.794Z,2023-01-24T02:41:51Z,3992632497,178,,3987599091,141,61.5,3987599095,213,1.0,3987599089,140,60.4,3987599087,56,Center,3987599093,212,15.0,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211349,222,1,1,26,38,9db4t34qy4owglhvvgwf5l22i,1,61.4,63.3,2023-01-21T15:29:37.683Z,2023-01-24T02:41:57Z,3987599189,213,6.1,3987599187,212,9.8,3987599185,141,60.9,3992632527,178,,3987599181,56,Center,3987599183,140,70.6,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211379,223,1,1,26,39,9db4t34qy4owglhvvgwf5l22i,1,70.6,60.9,2023-01-21T15:29:38.828Z,2023-01-24T02:42:06Z,3992632587,178,,3987599375,213,4.4,3987599369,140,68.8,3992058333,156,,3987599367,56,Center,3987599373,212,7.3,3987599371,141,50.6,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211441,224,1,1,26,40,9db4t34qy4owglhvvgwf5l22i,1,70.7,48.8,2023-01-21T15:29:39.907Z,2023-01-24T02:42:10Z,3987599681,140,96.4,3987599673,155,,3987599691,213,0.5,3987599685,141,72.1,3992632635,178,,3987599689,212,31.3,3987599677,56,Center,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500169325,1104,67,1,26,43,9db4t34qy4owglhvvgwf5l22i,1,96.4,71.1,2023-01-21T15:29:42.732Z,2023-01-24T06:49:42Z,3992709401,233,955,,,,,,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500169323,955,67,1,26,43,5qwskbjpa17fvmtuu5qijy7cz,0,3.6,28.9,2023-01-21T15:29:42.733Z,2023-01-24T05:52:53Z,3992709409,233,1104,,,,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211459,225,1,1,26,43,9db4t34qy4owglhvvgwf5l22i,0,97.7,72.1,2023-01-21T15:29:42.817Z,2023-01-24T06:49:42Z,3987599803,140,97.3,3992632701,178,,3987599801,56,Center,3987599807,212,1.4,3987599809,213,4.4,3987599805,141,70.1,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211451,211,61,1,26,43,5qwskbjpa17fvmtuu5qijy7cz,1,4,30.1,2023-01-21T15:29:42.895Z,2023-01-24T02:42:36Z,3987599767,56,Back,3992632727,178,,,,,,,,,,,,,,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211481,212,52,1,26,45,5qwskbjpa17fvmtuu5qijy7cz,1,3,42.9,2023-01-21T15:29:44.186Z,2023-01-24T02:42:39Z,3992058505,376,,3992632747,178,,,,,,,,,,,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211647,213,1,1,26,50,5qwskbjpa17fvmtuu5qijy7cz,0,16.3,44.2,2023-01-21T15:29:49.836Z,2023-01-24T02:42:44Z,3987600853,199,,3987600861,212,48.1,3987600863,213,0.4,3987600865,1,,3987600855,56,Center,3987600857,140,58.7,3987600859,141,71.1,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211675,226,49,1,26,53,9db4t34qy4owglhvvgwf5l22i,1,42.9,34.9,2023-01-21T15:29:52.058Z,2023-01-24T02:42:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211711,227,1,1,26,54,9db4t34qy4owglhvvgwf5l22i,1,45.7,35.2,2023-01-21T15:29:53.653Z,2023-01-24T02:42:57Z,3987601207,140,46.4,3987601211,141,46.3,3987601205,56,Back,3987601219,213,1.5,3987601217,212,7.6,3992632801,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211755,228,1,1,26,56,9db4t34qy4owglhvvgwf5l22i,1,46.7,46.3,2023-01-21T15:29:55.340Z,2023-01-24T02:43:02Z,3987601451,213,4.8,3987601445,140,47.5,3987601449,212,13.9,3987601447,141,25.9,3987601443,56,Back,3992632821,178,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211779,229,1,1,26,58,9db4t34qy4owglhvvgwf5l22i,1,46.4,23.3,2023-01-21T15:29:57.540Z,2023-01-24T02:43:06Z,3987601631,213,5.4,3987601621,140,54.9,3987601619,56,Right,3987601629,212,14.9,3987601627,141,5.8,3992632833,178,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211875,230,1,1,27,0,9db4t34qy4owglhvvgwf5l22i,1,54.9,5.8,2023-01-21T15:29:59.373Z,2023-01-24T02:43:08Z,3987602143,212,21.5,3987602137,56,Center,3992632837,178,,3987602145,213,0.9,3987602141,141,31.0,3987602139,140,67.3,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211923,231,61,1,27,2,9db4t34qy4owglhvvgwf5l22i,1,56,33.4,2023-01-21T15:30:01.934Z,2023-01-24T02:43:18Z,3987602341,56,Center,3992632883,178,,,,,,,,,,,,,,,,,,,,878xi84rsiw5uj1doiy894lwp,J. Aitchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211991,232,1,1,27,4,9db4t34qy4owglhvvgwf5l22i,0,52.6,40.4,2023-01-21T15:30:03.764Z,2023-01-24T02:43:23Z,3987602629,212,28.6,3987602627,141,35.1,3987602625,140,79.6,3987602631,213,6.2,3992632899,178,,3987602621,155,,3987602623,56,Center,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499211977,214,49,1,27,7,5qwskbjpa17fvmtuu5qijy7cz,1,23.1,63,2023-01-21T15:30:06.621Z,2023-01-24T05:54:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212075,215,1,1,27,11,5qwskbjpa17fvmtuu5qijy7cz,1,34.3,56.6,2023-01-21T15:30:10.929Z,2023-01-24T02:43:30Z,3987603105,213,5.3,3987603097,56,Back,3987603099,140,40.4,3987603103,212,10.9,3987603101,141,43.7,3992632927,178,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212121,216,1,1,27,13,5qwskbjpa17fvmtuu5qijy7cz,1,40.4,43.7,2023-01-21T15:30:12.620Z,2023-01-24T02:43:37Z,3987603333,212,21.9,3987603327,56,Back,3987603335,213,3.0,3987603329,140,19.9,3987603331,141,49.3,3992632953,178,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212213,217,1,1,27,14,5qwskbjpa17fvmtuu5qijy7cz,1,19.9,49.3,2023-01-21T15:30:13.769Z,2023-01-24T02:43:38Z,3987603813,213,4.9,3987603805,56,Back,3987603811,212,24.8,3987603807,140,25.2,3987603809,141,13.8,3992632957,178,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212301,218,1,1,27,18,5qwskbjpa17fvmtuu5qijy7cz,1,25.2,13.8,2023-01-21T15:30:17.101Z,2023-01-24T02:43:42Z,3987604435,213,0.0,3987604425,141,13.8,3987604431,212,17.2,3992632965,178,,3987604407,56,Back,3987604411,140,41.6,,,,,,,23s9kwgzvgh27d393ymk0006h,R. Astley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212439,219,1,1,27,22,5qwskbjpa17fvmtuu5qijy7cz,0,36.8,20.9,2023-01-21T15:30:21.899Z,2023-01-24T02:43:45Z,3987605215,141,94.2,3987605217,212,84.2,3987605219,213,0.6,3987605213,140,100.0,3992632979,178,,3987605221,1,,3987605211,56,Left,3987605207,155,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,3987605209,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212449,220,5,1,27,29,5qwskbjpa17fvmtuu5qijy7cz,0,101.5,94.5,2023-01-21T15:30:28.858Z,2023-01-24T02:43:49Z,3987605479,233,233,3987605281,346,,3987605279,56,Left,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499212465,233,5,1,27,29,9db4t34qy4owglhvvgwf5l22i,1,-1.5,5.5,2023-01-21T15:30:28.858Z,2023-01-24T02:43:49Z,3987605433,233,220,3987605391,346,,3987605387,56,Back,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213299,234,1,1,28,4,9db4t34qy4owglhvvgwf5l22i,0,4.3,47.3,2023-01-21T15:31:03.446Z,2023-01-24T02:43:53Z,3987609861,141,33.4,3987609863,212,58.8,3987609857,56,Center,3987609859,140,59.6,3987609867,1,,3987609865,213,6.1,3987609855,124,,3987609871,74,,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213393,221,1,1,28,8,5qwskbjpa17fvmtuu5qijy7cz,1,39.7,70.6,2023-01-21T15:31:07.200Z,2023-01-24T02:43:58Z,3987610407,213,0.9,3992633027,388,,3987610399,56,Back,3987610405,212,16.2,3987610397,3,,3987610403,141,89.4,3987610401,140,49.2,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213397,222,44,1,28,10,5qwskbjpa17fvmtuu5qijy7cz,1,46.5,86.8,2023-01-21T15:31:09.714Z,2023-01-24T06:49:43Z,3987610461,233,235,3987610431,285,,3987610429,56,Back,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213381,235,44,1,28,10,9db4t34qy4owglhvvgwf5l22i,0,53.5,13.2,2023-01-21T15:31:09.715Z,2023-01-24T02:44:02Z,3987610495,233,222,3987610317,56,Right,3987610319,286,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213419,223,1,1,28,10,5qwskbjpa17fvmtuu5qijy7cz,0,49.2,89.4,2023-01-21T15:31:09.745Z,2023-01-24T06:49:43Z,3987610519,3,,3987610535,213,1.0,3987610527,140,53.8,3992633061,388,,3987610523,56,Left,3987610531,141,100.0,3987610533,212,9.7,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213425,224,5,1,28,12,5qwskbjpa17fvmtuu5qijy7cz,0,55.3,101.6,2023-01-21T15:31:11.736Z,2023-01-24T02:44:13Z,3987610561,56,Left,3987610563,347,,3987611723,233,236,,,,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213599,236,5,1,28,12,9db4t34qy4owglhvvgwf5l22i,1,44.7,-1.6,2023-01-21T15:31:11.736Z,2023-01-24T02:44:13Z,3987611611,56,Back,3987611701,233,224,3987611613,347,,,,,,,,,,,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213651,237,1,1,28,20,9db4t34qy4owglhvvgwf5l22i,0,43.2,0,2023-01-21T15:31:19.819Z,2023-01-24T02:44:15Z,3987611855,140,65.1,3987611865,1,,3987611859,212,23.6,3987611857,141,6.1,3987611851,107,,3987611853,56,Right,3987611861,213,0.2,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213669,225,8,1,28,22,5qwskbjpa17fvmtuu5qijy7cz,1,30.3,87.4,2023-01-21T15:31:21.176Z,2023-01-24T02:44:31Z,3992633149,178,,3987611945,56,Back,3992059281,385,,3987613369,15,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213759,238,1,1,28,24,9db4t34qy4owglhvvgwf5l22i,1,42.6,10.6,2023-01-21T15:31:23.267Z,2023-01-24T02:44:29Z,3987612507,213,0.6,3987612505,212,3.9,3987612499,140,45.7,3987612503,141,13.7,3987612495,56,Back,3992633131,178,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213769,239,61,1,28,24,9db4t34qy4owglhvvgwf5l22i,1,58.8,23.3,2023-01-21T15:31:23.324Z,2023-01-24T02:44:41Z,3992633189,178,,3992633187,21,,3987612545,56,Center,,,,,,,,,,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213737,226,49,1,28,25,5qwskbjpa17fvmtuu5qijy7cz,1,45.4,64.8,2023-01-21T15:31:24.533Z,2023-01-24T02:44:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213839,227,1,1,28,26,5qwskbjpa17fvmtuu5qijy7cz,1,45.8,64.8,2023-01-21T15:31:25.856Z,2023-01-24T02:44:54Z,3987612885,140,39.5,3987612889,212,6.8,3992633251,178,,3987612887,141,67.0,3987612883,56,Back,3987612891,213,2.9,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213873,228,1,1,28,29,5qwskbjpa17fvmtuu5qijy7cz,1,39.5,67,2023-01-21T15:31:28.159Z,2023-01-24T02:44:57Z,3987613067,141,44.5,3992633259,178,,3987613069,212,15.3,3987613071,213,4.7,3987613065,140,38.9,3987613063,56,Back,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
