id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2493222523,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-26T14:15:16.288Z,2022-12-26T14:15:16Z,3956022999,30,"1etperk4v88ohoddjdb5dj2l1, 8nzkkwhmox9lgbmwomq1rruju, 5ozfcga88glwzazkg65ahwa8l, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, a2gluxzt6a3z5xwgu2q482rqh, aclrl318d420oqe1fjgl1m3xm, a1muz32ocg2650ll5kjc02u39, bybpo6v76mntngcl9xwpil7u1, 1yzyn48jb8yd8bc0xywrhg0r9, bojsqjfaoi810xuyz0qeqs0r9, 41lv87i23sxmdyrs4xxh96m3u, 2uyrcl2hf5xunxm8zm98kh1at, b0l7hknmc27qttjxv094mi5zp, agvyoqarq5zhflge7bm1hn36d, ef2y32lrxfsagikwuhjrovy3u, 4y3hm9ljv62c5jswanl0gk5, 4m9vn1q30f1c8ksiyxtei63ft",3956023003,59,"25, 27, 11, 3, 6, 2, 8, 10, 17, 19, 22, 1, 5, 9, 14, 21, 23, 26",3956023009,194,a1muz32ocg2650ll5kjc02u39,3956023011,197,4680,3956023001,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956023005,130,18,3956023013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956023007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493222539,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-12-26T14:15:17.486Z,2022-12-26T14:21:01Z,3956023111,30,"af0te77bq4mgr7rkkqateiswl, dqgptypyedqzff38kn24en3s9, babqz0ziyoyw9ycgxh4stfh0p, 3nxrsmys3v8ci6xeqsx8yaac5, cqbxzfg7eb97z1rx01kms6ay1, a69q0jj7tjwzxpo6b4i1ed3h1, a06js9xdgcoqq2mjjp9bbozu2, dhty303ilcb4cocqv68324xk9, 3hjfotlalegyuxqoidz99f1ii, 8f5io2957l6ye5u7bsan0ecfe, apgbqplqtvuc1dmdxi5gqhd04, 3ft5brlvxvw8otiyjppxkk6ad, 3ujxqdy1k9w7hf33scf16hm8l, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 2ykne43vtv8c00rvviyr3rre2, b1or5u4dfuf4pvg7cgqnp3nxl, 5h89f4rz70l545xkozdp99ck5",3956023117,130,17,3956023115,59,"1, 2, 3, 5, 16, 6, 20, 4, 23, 15, 25, 9, 11, 12, 14, 17, 21, 22",3956023123,197,4868,3956023125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956023121,194,dqgptypyedqzff38kn24en3s9,3956023113,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956023119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237037,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2022-12-26T15:02:00.237Z,2022-12-26T15:02:03Z,3956101885,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493236999,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-12-26T15:02:00.237Z,2022-12-28T05:22:24Z,3956101737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237105,3,1,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,50,50,2022-12-26T15:02:00.287Z,2022-12-28T11:27:18Z,3956102169,140,31.0,3956102173,212,20.0,3958390963,178,,3956102171,141,50.1,3956102177,279,S,3956102175,213,3.1,3956102167,56,Back,,,,bybpo6v76mntngcl9xwpil7u1,R. Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237151,4,1,1,0,2,ejm092fnt9zoxbpuklzd52ji8,0,31,50.1,2022-12-26T15:02:02.807Z,2022-12-28T11:27:22Z,3956102371,140,62.0,3956102375,212,38.9,3956102377,213,0.6,3958391005,178,,3956102367,155,,3956102369,56,Left,3956102373,141,81.4,3956102379,1,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237201,3,1,1,0,5,8xeuwzxnm7hdlbjjuezgfkz3w,0,35.9,14.1,2022-12-26T15:02:05.493Z,2022-12-28T11:27:26Z,3958391073,388,,3956102605,3,,3956102607,56,Back,3956102613,212,12.0,3956102609,140,44.9,3956102611,141,25.0,3956102615,213,0.7,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237259,5,1,1,0,7,ejm092fnt9zoxbpuklzd52ji8,1,54.1,80.6,2022-12-26T15:02:07.505Z,2022-12-28T11:27:29Z,3956102871,212,10.9,3956102867,140,52.7,3956102865,56,Left,3956102869,141,96.5,3958391127,178,,3956102873,213,1.7,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237269,6,1,1,0,9,ejm092fnt9zoxbpuklzd52ji8,0,52.5,96.9,2022-12-26T15:02:09.718Z,2022-12-28T11:27:34Z,3956102933,212,3.7,3958391183,178,,3956103135,236,,3956103141,286,,3956102923,155,,3956102929,140,56.0,3956102931,141,96.6,3956103137,233,4,5ozfcga88glwzazkg65ahwa8l,M. Benning,3956102935,213,6.2,3956102927,56,Left,,,,,,,,,,,,,,,,,,,,,,,
2493237289,4,74,1,0,9,8xeuwzxnm7hdlbjjuezgfkz3w,1,44.1,4.6,2022-12-26T15:02:09.914Z,2022-12-28T11:27:48Z,3956103033,285,,3956103161,233,6,3958391381,388,,3956103031,56,Back,,,,,,,,,,,,,dqgptypyedqzff38kn24en3s9,D. Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
