id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2488741235,7,1,1,0,10,8w89tsles26jm12aoelwvlttt,1,63.9,9.8,2022-12-03T12:31:01.841Z,2022-12-06T01:19:53Z,3932228239,141,19.2,3935649583,178,,3932228237,140,60.2,3935649585,21,,3932228235,56,Right,3932228241,212,7.5,3932228243,213,2.1,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741245,8,1,1,0,11,8w89tsles26jm12aoelwvlttt,0,60.2,19.2,2022-12-03T12:31:02.640Z,2022-12-06T01:19:59Z,3932228287,213,5.5,3932228285,212,6.6,3932228279,56,Right,3935649609,178,,3932228283,141,12.3,3932228281,140,64.6,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489268145,960,3,1,0,11,8w89tsles26jm12aoelwvlttt,0,65,9,2022-12-03T12:31:03.391Z,2022-12-06T01:20:26Z,3935020989,286,,3935027309,233,5,3935649653,178,,3935021021,465,,3935020987,56,Right,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741241,5,7,1,0,11,8mbtyq0has0uu0565fm9t5cdo,1,35,91,2022-12-03T12:31:03.418Z,2022-12-06T01:20:23Z,3932228273,56,Back,3935649685,178,,3935027305,233,960,3935021057,383,,3935020833,285,,,,,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741251,6,49,1,0,13,8mbtyq0has0uu0565fm9t5cdo,1,38.5,96.2,2022-12-03T12:31:04.776Z,2022-12-06T01:21:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741295,7,1,1,0,13,8mbtyq0has0uu0565fm9t5cdo,1,38.5,96.2,2022-12-03T12:31:04.830Z,2022-12-06T01:21:34Z,3932228573,141,91.2,3932228571,140,57.1,3935649859,178,,3932228577,213,6.1,3932228575,212,19.8,3932228569,56,Left,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741303,8,1,1,0,20,8mbtyq0has0uu0565fm9t5cdo,0,83.3,87.2,2022-12-03T12:31:12.469Z,2022-12-06T01:21:51Z,3932228597,56,Center,3932228605,213,4.2,3932228599,140,79.6,3935649901,178,,3932228601,141,77.6,3932228603,212,7.6,,,,,,,39gerw0vkyeriats1e0rgdn56,B. Kamwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741307,9,8,1,0,21,8w89tsles26jm12aoelwvlttt,1,28,22.2,2022-12-03T12:31:12.762Z,2022-12-06T01:21:56Z,3932228633,56,Back,3935649919,178,,3935021295,383,,,,,,,,,,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741321,10,49,1,0,22,8w89tsles26jm12aoelwvlttt,1,28,22.2,2022-12-03T12:31:13.864Z,2022-12-06T01:22:02Z,,,,,,,,,,,,,,,,,,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741361,11,1,1,0,24,8w89tsles26jm12aoelwvlttt,1,28.1,15.5,2022-12-03T12:31:15.819Z,2022-12-06T01:22:08Z,3932228885,140,9.8,3935649961,178,,3932228887,141,16.8,3932228889,212,19.2,3932228891,213,3.1,3932228883,56,Back,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741401,12,1,1,0,25,8w89tsles26jm12aoelwvlttt,0,9.8,16.8,2022-12-03T12:31:17.383Z,2022-12-06T01:22:12Z,3932229087,1,,3932229085,213,6.2,3932229079,140,49.0,3932229077,56,Back,3935649985,178,,3932229075,157,,3932229083,212,41.2,3932229081,141,13.5,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741457,9,1,1,0,28,8mbtyq0has0uu0565fm9t5cdo,1,33.3,61.5,2022-12-03T12:31:20.518Z,2022-12-06T01:22:19Z,3932229319,140,43.0,3932229325,212,23.7,3932229327,213,5.2,3932229321,141,30.1,3932229317,56,Back,3935650001,388,,3932229315,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741459,10,49,1,0,31,8mbtyq0has0uu0565fm9t5cdo,1,43.2,29.1,2022-12-03T12:31:22.904Z,2022-12-06T01:22:25Z,,,,,,,,,,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741467,11,1,1,0,31,8mbtyq0has0uu0565fm9t5cdo,1,43.2,29.1,2022-12-03T12:31:22.944Z,2022-12-06T01:22:30Z,3932229395,141,40.7,3932229399,213,2.5,3935650047,178,,3932229397,212,14.1,3932229391,56,Back,3932229393,140,32.1,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741477,12,1,1,0,32,8mbtyq0has0uu0565fm9t5cdo,0,32.1,40.7,2022-12-03T12:31:24.319Z,2022-12-06T01:22:33Z,3932229441,212,45.0,3932229443,213,0.6,3935650057,178,,3932229437,140,67.0,3932229435,56,Left,3932229445,1,,3932229877,157,,3932229439,141,79.1,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741493,13,1,1,0,35,8w89tsles26jm12aoelwvlttt,1,40.2,17.6,2022-12-03T12:31:27.107Z,2022-12-06T01:22:50Z,3932229517,56,Right,3932229521,141,16.2,3932229523,212,14.1,3935650085,178,,3932229525,213,6.2,3932229519,140,53.6,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741507,14,1,1,0,36,8w89tsles26jm12aoelwvlttt,1,53.6,16.2,2022-12-03T12:31:28.017Z,2022-12-06T01:22:56Z,3932229595,212,19.2,3935021851,3,,3932229597,213,3.3,3932229591,140,35.7,3932229593,141,10.4,3935650107,178,,3932229589,56,Back,,,,7wgynxj11urhizi5r3girip2i,D. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741509,15,49,1,0,37,8w89tsles26jm12aoelwvlttt,1,35.7,10.4,2022-12-03T12:31:29.043Z,2022-12-06T01:23:34Z,,,,,,,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741557,16,1,1,0,40,8w89tsles26jm12aoelwvlttt,1,36.9,6.4,2022-12-03T12:31:32.059Z,2022-12-06T01:23:39Z,3932229833,213,2.9,3932229827,140,17.7,3932229831,212,20.5,3932229825,56,Back,3932229829,141,12.2,3935650249,178,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741593,17,1,1,0,42,8w89tsles26jm12aoelwvlttt,1,17.7,12.2,2022-12-03T12:31:34.579Z,2022-12-06T01:23:48Z,3932229997,56,Back,3932230005,213,1.9,3932229999,140,9.6,3932230001,141,43.9,3935650293,178,,3932230003,212,23.2,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741625,18,1,1,0,47,8w89tsles26jm12aoelwvlttt,1,12,46.3,2022-12-03T12:31:38.964Z,2022-12-06T01:23:51Z,3932230171,56,Back,3932230173,140,24.5,3932230179,213,1.1,3935650311,178,,3932230175,141,88.4,3932230177,212,31.5,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741649,19,1,1,0,51,8w89tsles26jm12aoelwvlttt,0,23.8,87.7,2022-12-03T12:31:42.740Z,2022-12-06T01:23:58Z,3932230269,213,6.2,3932230259,155,,3932230261,56,Left,3932230263,140,66.7,3932230265,141,80.0,3935650325,178,,3932230267,212,45.3,3932230271,1,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741681,13,1,1,0,53,8mbtyq0has0uu0565fm9t5cdo,1,34.6,23.6,2022-12-03T12:31:45.145Z,2022-12-06T01:24:06Z,3932230445,213,2.9,3932230439,140,19.8,3935650345,388,,3932230437,56,Back,3932230435,3,,3932230441,141,30.1,3932230443,212,16.2,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741685,14,49,1,0,54,8mbtyq0has0uu0565fm9t5cdo,1,19.6,29.7,2022-12-03T12:31:45.859Z,2022-12-06T01:24:24Z,,,,,,,,,,,,,,,,,,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741717,15,1,1,0,58,8mbtyq0has0uu0565fm9t5cdo,1,6.2,16.2,2022-12-03T12:31:49.925Z,2022-12-06T01:24:30Z,3932230607,213,5.7,3932230605,212,13.9,3932230599,56,Back,3932230603,141,5.6,3935650413,178,,3932230601,140,17.5,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741729,16,1,1,1,0,8mbtyq0has0uu0565fm9t5cdo,1,17,5.6,2022-12-03T12:31:51.900Z,2022-12-06T01:24:38Z,3932230709,212,8.8,3932230711,213,2.1,3932230703,56,Back,3932230705,140,13.1,3935650433,178,,3932230707,141,17.0,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741755,17,1,1,1,1,8mbtyq0has0uu0565fm9t5cdo,1,13.1,17,2022-12-03T12:31:52.904Z,2022-12-06T01:24:42Z,3932230841,213,6.2,3932230843,1,,3932230837,141,8.3,3932230835,140,55.5,3932230833,56,Right,3932230831,157,,3935650437,178,,3932230839,212,44.9,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741759,18,61,1,1,3,8mbtyq0has0uu0565fm9t5cdo,0,55.5,8.3,2022-12-03T12:31:54.903Z,2022-12-06T01:25:00Z,3935650485,21,,3935650487,178,,3932230859,56,Right,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741761,19,5,1,1,4,8mbtyq0has0uu0565fm9t5cdo,0,54.8,-1.4,2022-12-03T12:31:56.512Z,2022-12-06T01:25:07Z,3932231729,233,20,3932230863,347,,3932230861,56,Right,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741931,20,5,1,1,4,8w89tsles26jm12aoelwvlttt,1,45.2,101.4,2022-12-03T12:31:56.512Z,2022-12-06T01:25:07Z,3932231721,233,19,3932231677,56,Back,3932231679,347,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741973,21,1,1,1,23,8w89tsles26jm12aoelwvlttt,0,45.8,100,2022-12-03T12:32:15.389Z,2022-12-06T01:25:14Z,3932231839,56,Left,3932231847,213,6.0,3932231845,212,21.6,3932231843,141,92.7,3932231841,140,65.5,3932231849,1,,3932231837,107,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741997,20,1,1,1,25,8mbtyq0has0uu0565fm9t5cdo,0,30.8,4.9,2022-12-03T12:32:17.176Z,2022-12-06T01:25:31Z,3932231959,3,,3932231969,141,23.9,3935650575,388,,3932231963,56,Back,3932231965,140,43.5,3932231971,212,18.6,3932231973,213,0.8,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742045,22,1,1,1,27,8w89tsles26jm12aoelwvlttt,1,60.8,76.1,2022-12-03T12:32:19.551Z,2022-12-06T01:26:31Z,3932232183,141,80.9,3932232181,140,62.3,3932232187,213,1.1,3932232179,56,Left,3932232185,212,3.6,3935650703,178,,,,,,,,bhtwzoyaqug2p0ezr7c6wxuui,D. Devoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489387043,702,83,1,1,29,8mbtyq0has0uu0565fm9t5cdo,1,36.8,18.3,2022-12-03T12:32:20.642Z,2022-12-06T02:21:24Z,3935657961,399,450273,,,,,,,,,,,,,,,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742065,23,1,1,1,29,8w89tsles26jm12aoelwvlttt,1,62.3,80.9,2022-12-03T12:32:21.216Z,2022-12-06T01:27:22Z,3932232287,140,55.7,3932232285,56,Center,3935650829,178,,3932232289,141,70.2,3932232293,213,4.0,3932232291,212,10.0,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742097,24,1,1,1,31,8w89tsles26jm12aoelwvlttt,1,55.7,70.2,2022-12-03T12:32:23.140Z,2022-12-06T01:27:27Z,3932232483,212,25.5,3932232481,141,53.9,3932232477,56,Back,3935650835,178,,3932232485,213,3.6,3932232479,140,33.8,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742155,25,1,1,1,34,8w89tsles26jm12aoelwvlttt,1,33.8,53.9,2022-12-03T12:32:25.988Z,2022-12-06T01:27:31Z,3932232739,141,9.7,3932232745,1,,3932232743,213,5.3,3932232741,212,36.7,3932232735,56,Right,3932232737,140,53.9,3935650847,178,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742169,26,1,1,1,37,8w89tsles26jm12aoelwvlttt,1,59.5,10.2,2022-12-03T12:32:29.490Z,2022-12-06T01:27:35Z,3932232787,56,Right,3932232795,213,5.9,3932232793,212,14.9,3932232791,141,1.5,3935650855,178,,3932232789,140,72.5,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742171,27,43,1,1,39,8w89tsles26jm12aoelwvlttt,1,0,0,2022-12-03T12:32:30.966Z,2022-12-03T12:38:34Z,3932232809,56,Right,3932257115,144,5,3932232811,347,0,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742235,28,1,1,1,40,8w89tsles26jm12aoelwvlttt,1,71.1,1.6,2022-12-03T12:32:32.469Z,2022-12-06T01:27:40Z,3932233139,140,56.9,3935650875,178,,3932233145,213,2.3,3932233137,56,Center,3932233143,212,23.1,3932233141,141,27.6,,,,,,,7wgynxj11urhizi5r3girip2i,D. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742275,29,1,1,1,44,8w89tsles26jm12aoelwvlttt,1,51.2,34.9,2022-12-03T12:32:35.797Z,2022-12-06T01:27:47Z,3932233307,140,43.5,3932233305,56,Back,3932233315,213,2.0,3932233311,212,18.7,3932233309,141,59.7,3935650895,178,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742301,30,1,1,1,45,8w89tsles26jm12aoelwvlttt,1,43.5,59.7,2022-12-03T12:32:37.604Z,2022-12-06T01:27:50Z,3935650909,178,,3932233455,140,55.7,3932233457,141,84.1,3932233461,213,0.9,3932233453,56,Left,3932233459,212,21.0,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742321,31,1,1,1,48,8w89tsles26jm12aoelwvlttt,0,55.7,84.1,2022-12-03T12:32:40.023Z,2022-12-06T01:27:53Z,3932233589,141,60.8,3932233591,212,22.9,3935650927,178,,3932233593,213,5.5,3932233585,56,Center,3932233587,140,71.4,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742333,21,1,1,1,49,8mbtyq0has0uu0565fm9t5cdo,1,26.8,48.5,2022-12-03T12:32:41.571Z,2022-12-06T01:28:03Z,3935022989,140,33.0,3935022993,212,8.2,3935650965,178,,3935022991,141,41.2,3935022995,213,5.6,3932233651,56,Back,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742355,22,49,1,1,50,8mbtyq0has0uu0565fm9t5cdo,1,32.8,38.5,2022-12-03T12:32:42.497Z,2022-12-06T01:28:08Z,,,,,,,,,,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
