id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2509082545,1,34,16,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-02-18T14:15:46.201Z,2023-02-18T17:19:50Z,4039408939,197,16116,4039408931,59,"31, 3, 12, 48, 5, 23, 2, 7, 21, 25, 11, 14, 22, 24, 29, 30, 39, 20",4039408935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039408927,30,"dgcocw72ey734nwc3omi02sid, 3x8j3d4oygoxsu75ipz0idt6, 5j1eftktnca9eso1vvhu2hf55, a90bv7xfjlfi8s3kvbpyjvn8q, 3dy32ujo7srhl6rq7vb9e97xm, 9e0t58fp461sn2pele7we3fu1, 5kg7eu8b1wktru5ohpid8e9qt, c3a6jpeg16b9zn02uf1yf9cyx, 4luphb29oi2p9ftkag6xb69jp, 43knl3z17afypz27sz4qzkxnu, 41ntkkxxtjznfdz7966j64161, 1pvtzz67xdo2wonyds33h9iei, bn65q0jh5fmyit8g8y4k9wsq2, dirgn9z2tdz1603md8x3dni6t, 829ig7aac7nm8a7nb78jsf9at, 1oxfxpbvol3526lbe42wxxze2, 1u0dx8gnofeuqn1oceth322y2, as885sgoqhqie6xuony3pqrfu",4039408937,194,43knl3z17afypz27sz4qzkxnu,4039408941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039408933,130,8,4039408929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509082599,1,34,16,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-02-18T14:15:49.673Z,2023-02-18T17:19:48Z,4039409269,197,4778,4039409261,59,"1, 34, 3, 30, 6, 15, 7, 5, 27, 10, 33, 9, 11, 19, 25, 29, 31, 44",4039409265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4039409257,30,"4905drgcc9husos98ppdup4gl, b7yfyzrvj7yjo48pu8faqnvft, a9352zsh3xr7rcxs0jmho7o8a, d3si5voqkdc8did5gkp67tg5w, 91f9qkusefgcrv2ri2h1nci96, 1244ja0ma2r0071i7d45t6yfp, 6v9kb953ugi8odu4tdly7v3yt, dgzuswl2pnk7t03ts7nguholx, 1uyg5c61jzqickqaegb07yk15, 28izur14k14lcgegg8qede7yt, 7fpcipp26a9fqes841ad7lh3p, 1feu2co3n49llnckcxffuo79x, ab2bx5qzhdzlduh46iacngbf9, 6b7fxcw7upr57pku6gf6dteqd, 6o9v88iiwvbulajrwpd7uvkr9, b7lmlxy1s3atzgtud5ofsc92h, coupcn8k43jf15nqge220qo5x, 6bejhzrjgg7dz6cp6s45rah91",4039409263,130,8,4039409271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039409267,194,dgzuswl2pnk7t03ts7nguholx,4039409259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124267,2,32,1,0,0,8b523ujgl21tbc01me65q0aoh,1,0,0,2023-02-18T15:02:05.310Z,2023-02-20T10:16:59Z,4039626525,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124289,2,32,1,0,0,17zuelixesst1z59fwcix2dil,1,0,0,2023-02-18T15:02:05.310Z,2023-02-18T15:02:08Z,4039626621,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124319,3,1,1,0,0,17zuelixesst1z59fwcix2dil,1,49.9,49.5,2023-02-18T15:02:05.329Z,2023-02-20T17:39:39Z,4039626767,212,10.4,4039626763,140,40.0,4039626771,213,3.2,4046569979,178,,4039626765,141,48.7,4039626757,56,Back,4039626773,279,S,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124515,4,1,1,0,2,17zuelixesst1z59fwcix2dil,0,38,52.7,2023-02-18T15:02:07.463Z,2023-02-20T17:39:41Z,4039627761,213,5.9,4039627757,141,25.8,4039627753,56,Center,4039627755,140,87.5,4039627759,212,55.1,4046570043,178,,4039627791,1,,4039629747,157,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124521,3,52,1,0,6,8b523ujgl21tbc01me65q0aoh,1,9.4,73.4,2023-02-18T15:02:11.659Z,2023-02-20T17:39:49Z,4046570249,178,,4044464935,377,,,,,,,,,,,,,,,,,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124787,4,1,1,0,8,8b523ujgl21tbc01me65q0aoh,1,14.1,66.1,2023-02-18T15:02:13.409Z,2023-02-20T17:39:53Z,4046570303,178,,4039629103,56,Back,4039629111,213,4.8,4039629107,141,36.3,4039629101,123,,4039629109,212,20.3,4039629105,140,14.9,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124931,5,1,1,0,14,8b523ujgl21tbc01me65q0aoh,1,30.6,39,2023-02-18T15:02:20.250Z,2023-02-20T17:39:58Z,4046570427,178,,4039629845,212,10.7,4039629837,140,32.3,4039629841,141,23.5,4039629835,56,Back,4039629847,213,4.9,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125099,6,1,1,0,18,8b523ujgl21tbc01me65q0aoh,1,42.4,19,2023-02-18T15:02:23.583Z,2023-02-20T17:40:01Z,4039630687,1,,4039630675,155,,4039630679,140,90.6,4046570493,178,,4039630683,212,50.8,4039630681,141,24.8,4039630677,56,Center,4039630685,213,0.1,b7yfyzrvj7yjo48pu8faqnvft,H. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125233,7,1,1,0,22,8b523ujgl21tbc01me65q0aoh,0,93.6,27,2023-02-18T15:02:27.669Z,2023-02-20T17:40:08Z,4039631303,56,Center,4039631307,141,40.6,4039631313,213,1.8,4044468135,195,,4039631305,140,91.9,4046570611,178,,4039631309,212,9.4,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125331,5,12,1,0,24,17zuelixesst1z59fwcix2dil,1,7.8,60,2023-02-18T15:02:29.364Z,2023-02-20T17:40:16Z,4039631857,141,61.0,4039631861,213,0.1,4046570845,178,,4039631853,56,Back,4039631859,212,6.8,4039631855,140,14.2,,,,,,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125249,8,15,1,0,25,8b523ujgl21tbc01me65q0aoh,1,86.2,40.4,2023-02-18T15:02:30.607Z,2023-02-20T17:40:21Z,4039635429,79,,4039631385,22,,4039635443,458,,4039635431,102,51.0,4044470689,17,,4039632385,72,,4039635495,233,6,4039635447,146,98.4,28izur14k14lcgegg8qede7yt,C. Chaplin,4039635435,103,23.4,4039631389,56,Center,4039635451,147,48.7,4046571033,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125343,6,10,1,0,25,17zuelixesst1z59fwcix2dil,1,1.9,51.7,2023-02-18T15:02:31.164Z,2023-02-20T17:40:45Z,4039631903,182,,4044471211,378,,4039631899,173,,4039633403,233,8,4039631901,178,,4039631905,56,Back,,,,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125777,7,52,1,0,26,17zuelixesst1z59fwcix2dil,1,2.8,50.3,2023-02-18T15:02:32.260Z,2023-02-20T17:40:48Z,4046571741,178,,4044471675,377,,,,,,,,,,,,,,,,,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126151,8,1,1,0,46,17zuelixesst1z59fwcix2dil,1,14.9,51.3,2023-02-18T15:02:51.997Z,2023-02-20T17:40:53Z,4039635803,199,,4039635811,140,50.2,4039635819,1,,4039635815,212,37.1,4039635813,141,52.5,4039635809,56,Center,4039635817,213,0.0,4044472987,189,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126183,9,61,1,0,48,17zuelixesst1z59fwcix2dil,1,49.1,50.9,2023-02-18T15:02:53.462Z,2023-02-20T17:41:08Z,4039635979,56,Back,4046572089,178,,4044472917,189,,,,,,,,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126199,9,52,1,0,51,8b523ujgl21tbc01me65q0aoh,1,14.7,44.5,2023-02-18T15:02:57.011Z,2023-02-20T17:41:17Z,4046572205,178,,4044473379,376,,,,,,,,,,,,,,,,,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126615,10,1,1,0,53,8b523ujgl21tbc01me65q0aoh,1,15.2,37.6,2023-02-18T15:02:58.754Z,2023-02-20T17:41:22Z,4039638291,140,20.7,4039638287,123,,4039638295,212,8.4,4046572307,178,,4039638297,213,5.5,4039638289,56,Back,4039638293,141,28.6,,,,4905drgcc9husos98ppdup4gl,C. Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126895,11,1,1,1,2,8b523ujgl21tbc01me65q0aoh,1,32.3,38,2023-02-18T15:03:07.321Z,2023-02-20T17:41:27Z,4046572483,178,,4039639627,141,2.1,4044476157,1,,4039639617,56,Right,4039639635,213,5.5,4039639631,212,33.4,4039639623,140,54.0,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126943,12,3,1,1,7,8b523ujgl21tbc01me65q0aoh,0,69.4,12.4,2023-02-18T15:03:12.591Z,2023-02-20T17:41:44Z,4039641825,233,10,4039639891,286,,4039639889,56,Right,4046572843,178,,4044478399,464,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127307,10,7,1,1,7,17zuelixesst1z59fwcix2dil,1,30.6,87.6,2023-02-18T15:03:13.231Z,2023-02-20T17:41:48Z,4039641619,56,Back,4039641623,285,,4046572903,178,,4044477969,385,,4039641771,233,12,,,,,,,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127323,11,4,1,1,11,17zuelixesst1z59fwcix2dil,1,31.2,89.1,2023-02-18T15:03:16.734Z,2023-02-20T17:42:08Z,4039641677,13,,4039642381,233,13,4039642385,285,,4039641681,56,Back,4039641683,152,,4039641679,295,,,,,,,,41ntkkxxtjznfdz7966j64161,J. Garrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127435,13,4,1,1,11,8b523ujgl21tbc01me65q0aoh,0,68.8,10.9,2023-02-18T15:03:16.735Z,2023-02-20T17:42:07Z,4039642265,56,Right,4039642263,295,,4039642271,286,,4046573233,178,,4039642475,233,11,4039642267,152,,4039642259,13,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128117,12,1,1,1,40,17zuelixesst1z59fwcix2dil,0,34.7,85.7,2023-02-18T15:03:45.486Z,2023-02-20T17:42:13Z,4039646077,152,,4039646089,1,,4039646073,5,,4039646079,56,Center,4039646087,213,6.0,4039646083,141,69.4,4039646085,212,39.4,4039646081,140,70.7,dgcocw72ey734nwc3omi02sid,R. Doohan,4046573397,178,,4039646075,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128111,14,44,1,1,43,8b523ujgl21tbc01me65q0aoh,1,28.2,30.2,2023-02-18T15:03:48.473Z,2023-02-20T18:24:57Z,4039646023,285,,4039646229,233,14,4039646021,56,Back,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128137,14,44,1,1,43,17zuelixesst1z59fwcix2dil,0,71.8,69.8,2023-02-18T15:03:48.474Z,2023-02-20T17:42:25Z,4039646345,233,14,4039646177,56,Center,4039646179,286,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128155,15,1,1,1,43,8b523ujgl21tbc01me65q0aoh,0,27.1,29.8,2023-02-18T15:03:48.553Z,2023-02-20T18:24:58Z,4039646261,212,12.8,4039646257,140,39.1,4039646253,3,,4046573581,388,,4039646255,56,Back,4039646259,141,33.3,4039646263,213,0.2,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128129,13,43,1,1,44,17zuelixesst1z59fwcix2dil,1,0,0,2023-02-18T15:03:49.337Z,2023-02-18T15:04:00Z,4039646163,286,0,4039648225,144,44,4039646157,56,Center,,,,,,,,,,,,,,,,41ntkkxxtjznfdz7966j64161,J. Garrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510445637,807,67,1,1,44,17zuelixesst1z59fwcix2dil,1,60.6,66.9,2023-02-18T15:03:49.811Z,2023-02-20T18:24:58Z,4046615431,233,1062,,,,,,,,,,,,,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
