id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2510445635,1062,67,1,1,44,8b523ujgl21tbc01me65q0aoh,0,39.4,33.1,2023-02-18T15:03:49.812Z,2023-02-20T18:13:26Z,4046615465,233,807,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128271,15,1,1,1,44,17zuelixesst1z59fwcix2dil,1,67.8,63.3,2023-02-18T15:03:49.823Z,2023-02-20T18:24:59Z,4044490825,140,77.4,4046573921,178,,4044490833,212,10.8,4044490829,141,68.8,4039646889,56,Center,4044490837,213,0.4,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128281,16,61,1,1,46,17zuelixesst1z59fwcix2dil,0,79.1,68.2,2023-02-18T15:03:51.418Z,2023-02-20T17:43:13Z,4039646943,56,Center,4046574529,178,,,,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128249,16,49,1,1,46,8b523ujgl21tbc01me65q0aoh,1,28.3,36,2023-02-18T15:03:51.447Z,2023-02-20T17:43:17Z,,,,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128415,17,1,1,1,48,8b523ujgl21tbc01me65q0aoh,0,14.1,30.1,2023-02-18T15:03:54.281Z,2023-02-20T17:43:21Z,4039647653,140,45.3,4039647649,56,Back,4039647661,213,5.7,4039648759,155,,4039647663,1,,4039647655,141,0.0,4039647659,212,38.9,4046574669,178,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128551,17,5,1,1,52,17zuelixesst1z59fwcix2dil,1,57.3,101.1,2023-02-18T15:03:57.313Z,2023-02-20T17:43:23Z,4039648417,347,,4039648415,56,Left,4039648631,233,18,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128517,18,5,1,1,52,8b523ujgl21tbc01me65q0aoh,0,42.7,-1.1,2023-02-18T15:03:57.313Z,2023-02-20T17:43:24Z,4039648647,233,17,4039648251,347,,4039648247,56,Back,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128643,18,1,1,1,54,17zuelixesst1z59fwcix2dil,1,62.8,100,2023-02-18T15:04:00.102Z,2023-02-20T17:43:27Z,4039648887,107,,4039648891,140,44.9,4039648893,141,93.6,4039648889,56,Back,4039648901,213,3.4,4039648897,212,19.5,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128695,19,1,1,1,58,17zuelixesst1z59fwcix2dil,1,55.7,92.4,2023-02-18T15:04:03.732Z,2023-02-20T17:43:32Z,4039649179,141,97.2,4039649175,56,Left,4039649183,213,2.0,4046574971,178,,4039649177,140,54.4,4039649181,212,3.5,,,,,,,9e0t58fp461sn2pele7we3fu1,B. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128845,20,1,1,2,0,17zuelixesst1z59fwcix2dil,1,52.8,96.5,2023-02-18T15:04:05.628Z,2023-02-20T17:43:37Z,4039649903,56,Back,4039649915,213,3.7,4046575039,178,,4039649907,140,30.4,4039649911,212,28.6,4039649909,141,72.7,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128981,21,1,1,2,2,17zuelixesst1z59fwcix2dil,1,25.9,73.5,2023-02-18T15:04:08.242Z,2023-02-20T17:43:40Z,4039650553,140,16.7,4039650557,212,22.6,4039650561,213,4.3,4039650551,56,Back,4046575137,178,,4039650555,141,43.4,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129109,22,1,1,2,5,17zuelixesst1z59fwcix2dil,1,16.6,40.1,2023-02-18T15:04:10.911Z,2023-02-20T17:43:43Z,4046575185,178,,4039651231,141,14.6,4039651239,213,5.5,4039651237,212,23.9,4039651227,140,32.2,4039651221,56,Back,,,,,,,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129219,23,1,1,2,10,17zuelixesst1z59fwcix2dil,1,41.9,12.4,2023-02-18T15:04:15.344Z,2023-02-20T17:43:47Z,4039651811,212,18.3,4039651807,140,56.7,4039651809,141,26.6,4039651805,56,Center,4039651813,213,0.6,4046575249,178,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129235,24,50,1,2,11,17zuelixesst1z59fwcix2dil,1,58.4,31.6,2023-02-18T15:04:16.641Z,2023-02-20T17:43:58Z,4039651879,56,Center,4039713115,233,19,4039712865,286,,,,,,,,,,,,,,,,,4luphb29oi2p9ftkag6xb69jp,A. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129283,19,7,1,2,11,8b523ujgl21tbc01me65q0aoh,1,41.6,68.4,2023-02-18T15:04:16.893Z,2023-02-20T17:44:03Z,4044494417,384,,4039652079,285,,4039713017,233,24,4039652077,56,Back,4046575503,178,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129297,20,49,1,2,12,8b523ujgl21tbc01me65q0aoh,1,47.3,63.7,2023-02-18T15:04:18.066Z,2023-02-20T17:44:09Z,,,,,,,,,,,,,,,,,,,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129361,21,1,1,2,13,8b523ujgl21tbc01me65q0aoh,1,53.7,67.6,2023-02-18T15:04:18.933Z,2023-02-20T17:44:12Z,4046575617,178,,4039652495,213,2.6,4039652491,141,74.2,4039652487,56,Back,4039652489,140,46.4,4039652493,212,8.9,,,,,,,28izur14k14lcgegg8qede7yt,C. Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129403,22,1,1,2,16,8b523ujgl21tbc01me65q0aoh,1,53.4,71.7,2023-02-18T15:04:21.793Z,2023-02-20T17:44:16Z,4046575629,178,,4039652725,56,Left,4039652729,141,91.7,4039652733,212,15.3,4039652739,213,1.1,4039652727,140,60.1,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129461,23,1,1,2,17,8b523ujgl21tbc01me65q0aoh,1,61.1,91.3,2023-02-18T15:04:22.935Z,2023-02-20T17:44:28Z,4039653053,140,62.3,4039653057,212,11.4,4039653055,141,74.6,4039653059,213,4.8,4039653051,56,Center,4046575789,178,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129563,24,1,1,2,19,8b523ujgl21tbc01me65q0aoh,1,64.2,87.2,2023-02-18T15:04:25.093Z,2023-02-20T17:44:34Z,4039653487,56,Left,4039653491,141,88.8,4039653495,213,3.0,4039653489,140,58.0,4046575873,178,,4039653493,212,6.6,,,,,,,7fpcipp26a9fqes841ad7lh3p,N. Broadhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129611,25,1,1,2,22,8b523ujgl21tbc01me65q0aoh,1,60.4,84.1,2023-02-18T15:04:28.062Z,2023-02-20T17:44:42Z,4039653723,140,61.3,4039653727,212,11.9,4046576001,178,,4039653725,141,66.6,4039653729,213,4.8,4039653721,56,Center,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129709,26,1,1,2,23,8b523ujgl21tbc01me65q0aoh,1,61.8,69.3,2023-02-18T15:04:29.032Z,2023-02-20T17:44:50Z,4039654173,140,58.1,4046576099,178,,4039654177,212,9.8,4039654175,141,82.6,4039654171,56,Left,4039654179,213,2.0,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129941,27,1,1,2,25,8b523ujgl21tbc01me65q0aoh,1,58.5,77.7,2023-02-18T15:04:31.022Z,2023-02-20T17:44:53Z,4039655355,141,51.5,4039655359,213,4.4,4039655351,56,Center,4039655353,140,53.3,4046576227,178,,4039655357,212,18.6,,,,,,,d3si5voqkdc8did5gkp67tg5w,C. Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509130109,28,1,1,2,30,8b523ujgl21tbc01me65q0aoh,1,60,35.7,2023-02-18T15:04:36.263Z,2023-02-20T17:44:56Z,4039656259,212,26.7,4039656255,140,72.9,4046576263,178,,4039656253,56,Right,4039656257,141,1.9,4039656261,213,5.2,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509130139,29,1,1,2,35,8b523ujgl21tbc01me65q0aoh,0,77.6,9.2,2023-02-18T15:04:41.054Z,2023-02-20T17:45:04Z,4039656425,140,79.6,4039656429,212,6.1,4039656431,213,1.2,4039656423,56,Right,4046576417,178,,4039656427,141,17.6,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509130187,25,8,1,2,36,17zuelixesst1z59fwcix2dil,1,24.4,75.8,2023-02-18T15:04:41.438Z,2023-02-20T17:45:09Z,4046576599,178,,4039656663,56,Back,4044499083,385,,,,,,,,,,,,,,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
