id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/14/value
2511828987,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-25T11:45:04.266Z,2023-02-25T13:19:39Z,4053928079,130,8,4053928069,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 33ci88veciqvd4w5y145dyooa, 8olbkp9lqy3em5s9h7a4aod4a, 5qek4jlkgmuv5vcda1hkiagnp, 8g19rw3eni5p8jt5v1j9skwdl, 1lu7wsceoivdbsvqanykrr07p, 7cznyew8xg3fxfqeexid7pxt6, 6fphke4c1tsj6xvvp7aki65sl, 2nqvzywi67fy7tx5p7d4kgo6i, exrh01dw52b651aet2am7v015, 5rmk7be4cd9cg1c9re06r1r3e, uluqgj69z6yunsl8m505lyi, 3cy13tw0tdconbwzlwteg6xas",4053928075,59,"13, 2, 16, 8, 5, 4, 22, 14, 10, 11, 30, 3, 17, 20, 21, 25, 27, 39",4053928091,197,18076,4053928083,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053928071,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053928087,194,3jzhwh7lq7xzcz7clm28h0mvp,4053928095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511828993,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-02-25T11:45:05.277Z,2023-02-25T12:35:41Z,4053928129,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053928133,197,4819,4053928125,130,4,4053928131,194,fjnzx6b57qsj6o7hdm6r0mhh,4053928113,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, fjnzx6b57qsj6o7hdm6r0mhh, c4hif6j7tldh0w7oeq8v9pcve, 6hq92cx2829wfuzxmfhg1xpm1, 9jj7t00bb5zflz78nlz3bvllg, 6q5iqhaxdzqhj3jt0eptjvbv9, dz04k2zt87y78ku9g14sxm21h, 9s6ec1a12gozqwjlsyo7y8gr9, bdquc37ytagmw19zgrehnryz9, 6wax1hh875vpvfi1fbetwmtey, 3pxdg41xbkbajeuxovusa2v9x, f4qyrav5wfp55jyprdoq1upcl, 4n37rih2qtphgtjxzo2id5f55, c651trgr0pihuppxxd31z6go9, 6axta520v9f4z56hctbq3a4mh, 5pafzbbuucga9ut20l6ckj7u2",4053928135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053928121,59,"1, 30, 3, 15, 5, 17, 22, 6, 9, 7, 10, 2, 8, 19, 21, 28, 35, 40",4053928117,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849361,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-25T12:30:38.034Z,2023-02-27T21:09:27Z,4054027517,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849375,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-02-25T12:30:38.034Z,2023-02-25T12:30:41Z,4054027597,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849405,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,49.9,50.3,2023-02-25T12:30:38.094Z,2023-02-28T04:47:24Z,4054027707,279,S,4054027703,212,15.8,4054027697,56,Back,4054027701,141,49.5,4062860499,178,,4054027699,140,34.9,4054027705,213,3.2,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849443,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,0,34.8,56.4,2023-02-25T12:30:40.509Z,2023-02-28T04:47:31Z,4054027841,155,,4054027853,1,,4054027845,140,64.3,4062860729,178,,4054027851,213,0.8,4054027847,141,100.0,4054027849,212,43.5,4054027843,56,Left,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849601,3,5,1,0,5,ahm0t06rup1bkd9z0mxl2lmph,1,35.1,-1.6,2023-02-25T12:30:43.174Z,2023-02-28T04:47:38Z,4054028451,56,Back,4054028453,347,,4054028463,233,5,,,,,,,,,,,,,,,,5qek4jlkgmuv5vcda1hkiagnp,S. Baldock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849447,5,5,1,0,5,5pfqedkme2kabtqhkln35pf3l,0,64.9,101.6,2023-02-25T12:30:43.174Z,2023-02-28T04:47:39Z,4054028489,233,3,4054027859,56,Left,4054027861,347,,,,,,,,,,,,,,,,,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849627,4,1,1,0,19,ahm0t06rup1bkd9z0mxl2lmph,1,36.9,0,2023-02-25T12:30:57.752Z,2023-02-28T04:47:41Z,4054028589,213,0.3,4054028583,140,56.0,4054028587,212,21.2,4054028585,141,8.3,4054028579,107,,4054028581,56,Right,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511849657,5,1,1,0,21,ahm0t06rup1bkd9z0mxl2lmph,1,56,8.3,2023-02-25T12:30:59.436Z,2023-02-28T04:47:49Z,4054028715,140,64.4,4054028713,56,Right,4054028719,212,11.0,4062861309,178,,4054028717,141,17.9,4054028721,213,0.6,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
