id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/16/value
2531685209,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-04-10T13:08:12.041Z,2023-04-10T13:52:32Z,4179901517,194,e3ff2af2lxs0rl8c4r5ns4wd1,4179901513,130,12,4179901509,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4179901507,30,"3j589r3jhjkgpxxopsfit7aad, 58yhuku61yc06xpc55v5cdtec, c48yjuxzle51y3k7kr1fcyk4q, 9c3iyi7y3hdraso115kxmd87p, 6s4sb4st1ploeraxawlckr4r9, asy3qn4557iy3r55yl4v9xj9x, b6ctnwazqrxkw1639gn3vbahh, 2oqi7v6d676hbe9i9agdl9ckp, 5kyyaapya2gv5awlfgckmwpux, b3cehdu46pljqap9xw1j7pcyx, e3ff2af2lxs0rl8c4r5ns4wd1, aral6zvx8qxkfqkqwb7ldfk5x, 8x2yublirj5430deybqft0xxx, 7b7ca1dklnp7reqcs5s4aauei, 4lws9jepuxzs33zbt3w1ff9ih, 4jdmkdjk3nyontplaz0evug9h, 886i2kpcsn38tt7wqios1ip5, 2u4m2ja4yhgtqjgwns2om5y7e",4179901515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179901521,197,17032,4179901525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179901511,59,"1, 28, 42, 6, 21, 23, 24, 7, 10, 26, 4, 9, 11, 14, 18, 20, 25, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531692239,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-10T13:15:11.629Z,2023-04-10T13:52:31Z,4179939797,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4179939801,130,18,4179939811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179939805,194,9eaozqsxv2347nryh9pkmg251,4179939799,59,"19, 21, 3, 28, 6, 2, 25, 8, 17, 29, 35, 4, 10, 11, 16, 20, 24, 27",4179939795,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 64tpd90skhh1yj8yztefhahn9, 96hgdxqla3prs8zusk58lmdey, do0vklx8voqfr05b3j04ilex, 9eaozqsxv2347nryh9pkmg251, 7ybjr8x5s8j4zj17p544h6rmy, 7iruezvsore21eboc96g7oqtx, awsbedog2zaz7zpjucbcba82y, d866x81xlp0h24rtpg9jbczbp, dd5h02pcz142eha2peyc0j2s5, 9bpm5m1tsplxq77m3cbpfm4t1, b1yok7nf3a2fu9voe0oy7o6ad, cqcwoymcrgf7wdi6091zplecp, 6q06inb8ukzfsrxy0arxl78q1, 8zcwhxcdh09wxdn29kzpox591, az767vfe6ig8vwir9uu2eu3th, 7edc89hg3r6ueacgnkde7fzvu",4179939807,197,16113,4179939803,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531726997,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-04-10T14:00:38.712Z,2023-04-10T14:00:38Z,4180139983,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727009,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-10T14:00:38.712Z,2023-04-12T11:15:31Z,4180140027,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727035,3,1,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,50,50,2023-04-10T14:00:38.751Z,2023-04-12T19:26:12Z,4180140141,56,Back,4180140145,141,48.5,4180140149,213,3.2,4180140151,279,S,4180140143,140,26.5,4184948241,178,,4180140147,212,24.7,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727075,4,1,1,0,3,dmz37633qbsvl7gncq5s51yjw,0,26.3,49.3,2023-04-10T14:00:42.066Z,2023-04-12T19:26:15Z,4180140339,140,79.3,4180140347,1,,4180140343,212,60.1,4184948387,178,,4180140337,56,Left,4180140345,213,0.4,4180140335,157,,4180140341,141,82.7,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727115,3,12,1,0,6,69t8imcdaqlgfbds2p58596my,1,25.7,22.7,2023-04-10T14:00:44.937Z,2023-04-12T19:26:17Z,4180140585,56,Back,4180140697,15,,4180140593,213,4.4,4184948511,388,,4180140587,140,20.3,4180140591,212,17.7,4180140589,141,0.0,4180140665,167,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727121,4,5,1,0,7,69t8imcdaqlgfbds2p58596my,0,22.3,-1.6,2023-04-10T14:00:46.086Z,2023-04-12T19:26:19Z,4180140613,347,,4180140609,56,Back,4180140671,233,5,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727117,5,5,1,0,7,dmz37633qbsvl7gncq5s51yjw,1,77.7,101.6,2023-04-10T14:00:46.086Z,2023-04-12T19:26:19Z,4180140599,56,Left,4180140601,347,,4180140667,233,4,,,,,,,,,,,,,,,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531727245,6,1,1,0,21,dmz37633qbsvl7gncq5s51yjw,1,73.4,100,2023-04-10T14:00:59.818Z,2023-04-12T19:26:22Z,4180141245,140,72.5,4180141241,107,,4180141251,213,4.6,4180141247,141,88.6,4180141243,56,Left,4180141249,212,8.9,,,,,,,c48yjuxzle51y3k7kr1fcyk4q,S. Seddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
