id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2486542557,1,34,16,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-18T19:16:00.093Z,2022-11-18T20:01:38Z,3920627529,59,"1, 12, 17, 6, 3, 34, 16, 4, 9, 10, 8, 7, 18, 19, 21, 23, 28, 30",3920627525,30,"2xd9g0s3888o99iq0eb5j6ead, 8thtb5uqqv63f880cwhpc5zv9, 85vh43wsin67z2dj0iod12fop, 69lg8jmug501h6biol5itk02y, ebsspe8jslej9a253w4xpf55h, akatb6qaa078a72zvl8gapoiy, e01znd47zh4hk0g8jx67wzl9m, 8y3obwxpwckjfl7hkrrg97sgl, a64e8yqggr7fmtdlyr9v80yxh, f2d0i9t2qeyppfqrdv6xzc3px, bwu80wn3lca4x2txuelku0a21, ddc712ebtmrrpvj4shekecus5, 6kxph7ulzz58v8tm3aaomy1ka, edro98mz0sqrfjed1o4bvl7md, 67j73dckmb73ntxo81hc840r9, bf7ph89zhr5y6rtct5k9bvqc4, 7fw5vy7jl1m614rrnahikdwmi, 7878ck2ln3c0ek9jvugwbuezu",3920627531,130,12,3920627527,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3920627539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3920627533,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3920627535,194,bwu80wn3lca4x2txuelku0a21,3920627537,197,4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486542577,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-11-18T19:16:07.092Z,2022-11-18T19:19:41Z,3920627673,194,f1g68yocf85lxkf17pt2j7v85,3920627669,130,2,3920627663,30,"8xyeap5blm4g6swv05g95aesq, dfpogkmamlohb4ta3q5ehecq1, 541yhibvfn0fv2izdfudm7651, 610hp1px6mp6lbyube9b0swrt, cn988bjn09tb806b05wgp7ys5, f1g68yocf85lxkf17pt2j7v85, eswokn90i34kdbfvax0y7365l, dypefa5ubw9m9xefxdd4365lh, 33h8s55zcj0j535g2dyz9tnqi, 6d9maq3oecwobp2t2220vf4r9, 307tfvtl56s1rf61x8kjevjzd, 89wk8a6aqw64nub8dgdj7zjl5, f4l762ob8j0izfocnmofytcyd, 41cihaqh4lxje5nx17g0rbgt1, 6m5uypsr6dj6l74khrez38355, 2iy84h1v8wt8l6prv701uohk9, c23tcl4dl40wu4i8vntbv0tm1, asy3qn4557iy3r55yl4v9xj9x",3920627677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3920627667,59,"1, 2, 6, 25, 20, 4, 15, 7, 19, 9, 27, 3, 8, 10, 11, 18, 21, 28",3920627675,197,16220,3920627665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3920627671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547379,2,32,1,0,0,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-11-18T20:00:35.653Z,2022-11-18T20:00:38Z,3920653769,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547377,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-11-18T20:00:35.653Z,2022-11-20T22:07:40Z,3920653767,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547385,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,50,50,2022-11-18T20:00:35.667Z,2022-11-20T22:34:25Z,3920653795,279,S,3920653793,213,3.0,3920653791,212,12.5,3920653785,56,Back,3920653787,140,38.3,3923129669,178,,3920653789,141,53.3,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547387,4,1,1,0,3,80jtkz2echk6yyyb9e2595cxr,1,38.4,52.5,2022-11-18T20:00:38.790Z,2022-11-20T22:34:30Z,3920653807,141,40.0,3920653805,140,37.7,3920653811,213,4.6,3920653803,56,Back,3920653809,212,8.5,3923129681,178,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547391,5,1,1,0,4,80jtkz2echk6yyyb9e2595cxr,0,37.7,40,2022-11-18T20:00:40.511Z,2022-11-20T22:34:32Z,3920653833,140,48.2,3920653839,213,0.8,3920653837,212,15.8,3920653835,141,56.7,3923129687,178,,3920653831,56,Back,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547393,3,49,1,0,6,3ptd7zlc5isrongig0wij2id4,1,55.6,42.4,2022-11-18T20:00:42.064Z,2022-11-20T22:34:36Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547397,4,1,1,0,7,3ptd7zlc5isrongig0wij2id4,0,57.6,40.7,2022-11-18T20:00:43.062Z,2022-11-20T22:34:40Z,3920653871,141,51.9,3920653869,140,73.4,3920653873,212,18.3,3920653875,213,0.4,3920653867,56,Center,3923129705,178,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547399,6,49,1,0,8,80jtkz2echk6yyyb9e2595cxr,1,28.8,44.7,2022-11-18T20:00:44.447Z,2022-11-20T22:34:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547403,7,1,1,0,8,80jtkz2echk6yyyb9e2595cxr,1,31.1,44.5,2022-11-18T20:00:44.504Z,2022-11-20T22:34:45Z,3920653917,213,2.6,3923129725,178,,3920653915,212,15.0,3920653913,141,55.0,3920653911,140,18.5,3920653909,56,Back,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547405,8,1,1,0,11,80jtkz2echk6yyyb9e2595cxr,1,13.6,55.4,2022-11-18T20:00:46.923Z,2022-11-20T22:34:48Z,3920653949,213,3.7,3920653943,140,3.4,3923129737,178,,3920653947,212,12.3,3920653945,141,46.4,3920653941,56,Back,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547411,9,1,1,0,12,80jtkz2echk6yyyb9e2595cxr,0,3.4,46.4,2022-11-18T20:00:47.990Z,2022-11-20T22:34:50Z,3920653981,56,Center,3920653987,212,65.6,3920653991,1,,3920653985,141,34.0,3920653989,213,6.2,3920653983,140,65.4,3923129747,178,,3920653979,157,,8xyeap5blm4g6swv05g95aesq,J. Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547419,5,1,1,0,16,3ptd7zlc5isrongig0wij2id4,1,43.1,65.5,2022-11-18T20:00:51.676Z,2022-11-20T22:34:55Z,3920654023,3,,3920654029,141,92.9,3920654027,140,46.2,3920654025,56,Back,3920654031,212,18.9,3920654033,213,1.4,3923129759,178,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547421,6,49,1,0,20,3ptd7zlc5isrongig0wij2id4,1,46.7,95,2022-11-18T20:00:56.121Z,2022-11-20T22:35:02Z,,,,,,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547427,7,1,1,0,22,3ptd7zlc5isrongig0wij2id4,1,58,92.7,2022-11-18T20:00:57.940Z,2022-11-20T22:35:05Z,3920654073,212,15.2,3920654069,140,64.8,3923129781,178,,3920654067,56,Center,3920654075,213,5.2,3920654071,141,73.0,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547439,8,1,1,0,24,3ptd7zlc5isrongig0wij2id4,0,64.3,75.1,2022-11-18T20:01:00.337Z,2022-11-20T22:35:14Z,3920656323,286,,3923129815,178,,3920656317,236,,3920654117,141,72.7,3920654115,140,69.9,3920654119,212,6.1,3920654113,56,Center,3920656319,233,10,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,3920654121,213,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547433,10,74,1,0,24,80jtkz2echk6yyyb9e2595cxr,1,32.4,29.1,2022-11-18T20:01:00.386Z,2022-11-20T22:35:18Z,3923129835,178,,3920656325,233,8,3920654095,285,,3920654093,56,Back,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547869,19,61,1,0,25,3ptd7zlc5isrongig0wij2id4,1,61.7,67.3,2022-11-18T20:01:00.683Z,2022-11-20T22:35:21Z,3923129843,178,,3920656435,56,Center,,,,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547437,11,49,1,0,27,80jtkz2echk6yyyb9e2595cxr,1,33.7,30.6,2022-11-18T20:01:02.773Z,2022-11-20T22:35:26Z,,,,,,,,,,,,,,,,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547441,9,45,1,0,27,3ptd7zlc5isrongig0wij2id4,0,65.4,67.1,2022-11-18T20:01:03.562Z,2022-11-20T22:35:33Z,3920654125,56,Center,3920654127,285,,3920654139,233,12,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547443,12,3,1,0,27,80jtkz2echk6yyyb9e2595cxr,1,34.6,32.9,2022-11-18T20:01:03.562Z,2022-11-20T22:35:32Z,3922848495,464,,3920654133,233,9,3923129867,178,,3920654131,286,,3920654129,56,Back,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486547445,13,1,1,0,29,80jtkz2echk6yyyb9e2595cxr,1,35.8,36.1,2022-11-18T20:01:04.933Z,2022-11-20T22:35:35Z,3920654151,212,12.6,3920654145,56,Back,3920654147,140,45.5,3920654149,141,47.0,3923129879,178,,3920654153,213,0.6,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
