id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId
2526444375,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-01T13:15:15.078Z,2023-04-01T13:35:13Z,4152068755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4152068761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152068759,197,16162,4152068745,30,"24g3kj5853y2af5ncqhwlfbp, cyrr9517kjkt2l5tuqe966zth, 3fjobcho19bkofw9h042i2v9x, 76tis9hdvmec3jcvgnsf6cdex, 77yt60bz6k3rqv316v9qxxyad, 4mg6kr1jernr98unfp5p8shqt, ekbsso6hq913ss7jerbusyled, 2gf1wld07zyiuvq7iikfrvoid, 1szy525fae134zxfbt7vyw991, 583ujnml31x2cnl6jxwnbs2xh, 3hq7q7p30s923cbbvw1070lp1, 9r7ngbyjgfukassxtl07wnn55, 997jc41apd3dtrwgx79mu67e1, 8lvhd97efhjcg03fj1num1bzd, 7f87a26gzayk0bfzbm42huuw9, 94opm6ljk3l7yqa2rzwq2gw6h, 2nm6gmvnf6bmqpgd286p3yeqc, 4c56c2zanbiv8q28f54i5rp3p",4152068747,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4152068757,194,ekbsso6hq913ss7jerbusyled,4152068751,59,"31, 2, 18, 15, 44, 6, 10, 4, 24, 9, 33, 3, 7, 8, 17, 19, 22, 25",4152068753,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526445169,1,34,16,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-01T13:16:02.295Z,2023-04-01T14:10:44Z,4152073085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4152073091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152073079,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4152073089,197,4886,4152073087,194,5mx96hmn7ophhuvmybmf1esid,4152073077,30,"9tlowuu89l3fnv5iowela1ca2, 6g8w8yuvkuayxcegsvzcjmmzt, 91mshvbc4rk9cf0chhgukakiy, 1y7e8a23pc4xlc6ori1o1b8tm, e9zi7fb2t4akk1pzjpuhe4bf9, 5mx96hmn7ophhuvmybmf1esid, 5dsht0mnmpm2asallpju46ms5, 76j19abwcie5w5hptkewlh0bt, 43dtg3eg858i3agncnpq3p1wp, 4wzaq9gqohygfo22tjibldfjd, 2sqsqi4h0d982a171bfuqnd91, 4db9vewyt9kiqtqd5e0rloodm, 33eqc4ye34v5r0ix9cqg9fo4p, cz9jf3ozld7o0hns2xmn54b56, uc2ekz3foqyl9djmicme4t4a, e7wnuabfcue5japm1i85fs02y, 322ut6dhdlh98w6dh7a2wcmqc",4152073081,59,"1, 21, 3, 24, 5, 2, 26, 6, 18, 19, 10, 9, 11, 12, 28, 31, 32",4152073083,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485643,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-01T14:01:04.856Z,2023-04-03T15:19:56Z,4152277341,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485663,2,32,1,0,0,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2023-04-01T14:01:04.856Z,2023-04-01T14:01:09Z,4152277413,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485743,3,1,1,0,1,1musyruv2ufjrjnj6gvdbr8kt,1,49.8,50.4,2023-04-01T14:01:06.404Z,2023-04-03T15:19:46Z,4152277839,56,Back,4152277843,140,37.0,4152277853,212,13.5,4152277857,213,3.1,4152277859,279,S,4152277849,141,51.2,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485787,4,1,1,0,5,1musyruv2ufjrjnj6gvdbr8kt,1,37,51.2,2023-04-01T14:01:10.131Z,2023-04-01T14:01:12Z,4152278035,1,,4152278027,140,56.5,4152278029,141,96.6,4152278025,56,Left,4152278031,212,37.0,4152278033,213,1.0,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485841,5,1,1,0,7,1musyruv2ufjrjnj6gvdbr8kt,1,55.6,94.5,2023-04-01T14:01:12.004Z,2023-04-01T14:01:14Z,4152278297,140,41.4,4152278295,56,Back,4152278303,213,4.1,4152278301,212,24.5,4152278299,141,66.0,,,,,,,,,,3fjobcho19bkofw9h042i2v9x,M. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485947,6,1,1,0,9,1musyruv2ufjrjnj6gvdbr8kt,1,42.6,64.8,2023-04-01T14:01:14.372Z,2023-04-01T14:01:19Z,4152278859,1,,4152278849,56,Back,4152278855,212,39.2,4152278851,140,44.7,4152278853,141,7.3,4152278857,213,4.8,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486063,7,1,1,0,14,1musyruv2ufjrjnj6gvdbr8kt,1,52.6,2.3,2023-04-01T14:01:18.948Z,2023-04-01T14:04:21Z,4152279451,140,40.8,4152279453,141,32.8,4152279449,56,Back,4152279455,212,24.2,4152279457,213,2.1,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486135,8,1,1,0,17,1musyruv2ufjrjnj6gvdbr8kt,1,43.2,31,2023-04-01T14:01:22.772Z,2023-04-01T14:01:26Z,4152279745,56,Right,4152279749,141,1.7,4152279747,140,53.5,4152279751,212,22.7,4152279753,213,5.2,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
