id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2483669453,2,34,16,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-09T18:59:40.961Z,2022-11-09T22:03:47Z,3905617103,197,4206,3905617105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905617099,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3905617101,194,62azuux8vuk6956cuyjjtped,3905617089,30,"ezg39hlg3h14utboy2h3lijmd, 31xl77lt8tax7bta6s45p9fpx, bydla0otire1a58193o1buqjt, dbe9gwg6ggyqh9fvdruelz8wl, 1tkhk7k78uqvkegtn5i9r132t, cjroc2z4lnw58m804ihu8tm1h, diw7je3i5mkvwf0kj898yi0gl, 62azuux8vuk6956cuyjjtped, 7joniozhpy10veujjibxmbu2, 6hkzb4vehsx4wwm9y98euwacq, cmq9t6wadet4rrj3cvkjst7ca, ap3mja91coq7mbr6xkqvbss7p, 79a7csp3rppvt5e5q02zmolhx, 4qris4sdzvtlkw5i3cmhhowrt, dovxfzsqb5e7by2q6kq0j2z1l, 1g9uh6aokaevbg7s6v2jh8h78, 8ulmmc45jlajkkd0v8qev4w2y, 3fu2g2b7g9e5dvtj7a5qxq238",3905617095,130,18,3905617093,59,"1, 17, 26, 33, 22, 5, 6, 3, 20, 14, 24, 7, 9, 13, 15, 18, 19, 35",3905617091,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483669531,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T18:59:53.144Z,2022-11-09T22:03:46Z,3905617517,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3905617519,59,"13, 33, 16, 8, 5, 4, 7, 18, 9, 22, 11, 6, 14, 15, 17, 21, 27, 39",3905617527,197,16222,3905617529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905617515,30,"3oyhjrd1ohnwf1x3d65997xzp, cz30ywnq6p6dig7x3hu6h7cnp, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, dq21r0ge09ug4d2crb9j6q6dx, 50flg4aoq4l0glnh61yzngc7p, 5lngv6xyqc7xanqv8ytifc3px, 33ci88veciqvd4w5y145dyooa, 8g19rw3eni5p8jt5v1j9skwdl, 8lcnj37j5nswqsqzud3t1a6l1, 8olbkp9lqy3em5s9h7a4aod4a, dp1q81h7kbbf9qokm7osub0et, 6fphke4c1tsj6xvvp7aki65sl, exrh01dw52b651aet2am7v015, uluqgj69z6yunsl8m505lyi, 3cy13tw0tdconbwzlwteg6xas",3905617521,130,4,3905617525,194,bsrhtxhpnlxho2o4zvli5qmeh,3905617523,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696305,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T19:46:46.832Z,2022-11-09T19:46:50Z,3905746773,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696295,3,32,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-09T19:46:46.832Z,2022-11-11T08:27:28Z,3905746705,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696353,4,1,1,0,0,82kapkjwonlv9j1ui0ytv5sii,1,50.1,50.3,2022-11-09T19:46:46.886Z,2022-11-11T08:48:35Z,3905747017,141,66.1,3905747019,212,18.5,3908046025,178,,3905747013,56,Back,3905747015,140,35.7,3905747023,279,S,3905747021,213,2.5,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696411,5,1,1,0,2,82kapkjwonlv9j1ui0ytv5sii,0,38,63.6,2022-11-09T19:46:49.821Z,2022-11-11T08:48:39Z,3905747311,155,,3905747313,56,Right,3905747315,140,75.7,3905747323,213,5.5,3905747321,212,55.6,3905747317,141,6.1,3908046183,178,,3905747327,1,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696419,3,44,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,1,25.9,90.5,2022-11-09T19:46:53.010Z,2022-11-12T04:07:35Z,3905747365,233,6,3905747337,56,Back,3905747339,285,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696423,6,44,1,0,6,82kapkjwonlv9j1ui0ytv5sii,0,74.1,9.5,2022-11-09T19:46:53.011Z,2022-11-11T08:48:44Z,3905747347,56,Right,3905747349,286,,3905747415,233,3,,,,,,,,,,,,,,,,31xl77lt8tax7bta6s45p9fpx,E. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696439,4,1,1,0,6,ahm0t06rup1bkd9z0mxl2lmph,1,25.8,87,2022-11-09T19:46:53.055Z,2022-11-12T04:07:35Z,3905747389,140,39.2,3908046417,388,,3905747381,3,,3905747385,56,Back,3905747393,212,14.3,3905747395,213,0.2,3905747391,141,90.9,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696451,5,49,1,0,8,ahm0t06rup1bkd9z0mxl2lmph,1,39.3,90,2022-11-09T19:46:55.188Z,2022-11-11T08:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696483,6,1,1,0,8,ahm0t06rup1bkd9z0mxl2lmph,1,37,88.3,2022-11-09T19:46:55.798Z,2022-11-11T08:48:58Z,3905747595,212,9.1,3905747591,141,75.4,3905747589,140,34.7,3905747587,56,Back,3908046727,178,,3905747599,213,4.4,,,,,,,8g19rw3eni5p8jt5v1j9skwdl,M. Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484151847,822,43,1,0,10,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-09T19:46:56.990Z,2022-11-12T04:26:39Z,3908122275,399,147668,3909402505,144,83,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696589,7,1,1,0,11,ahm0t06rup1bkd9z0mxl2lmph,1,33.9,76.6,2022-11-09T19:46:57.933Z,2022-11-11T08:49:02Z,3905748099,213,1.9,3905748091,56,Back,3905748097,212,12.6,3905748095,141,94.4,3905748093,140,30.4,3908046881,178,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696663,7,27,1,0,11,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-09T19:46:57.974Z,2022-11-11T08:49:15Z,3905748473,53,31xl77lt8tax7bta6s45p9fpx,3905748471,41,Injury,3905748481,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696595,8,27,1,0,11,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T19:46:57.974Z,2022-11-11T08:49:16Z,3905748501,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696969,8,28,1,0,31,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-09T19:47:18.736Z,2022-11-11T08:49:23Z,3905749915,233,9,3905749891,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483696963,9,28,1,0,31,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T19:47:18.736Z,2022-11-11T08:49:23Z,3905749947,233,8,3905749855,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697067,10,43,1,0,44,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T19:47:31.195Z,2022-11-09T19:47:35Z,3905750735,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697141,9,68,1,0,47,82kapkjwonlv9j1ui0ytv5sii,0,0,0,2022-11-09T19:47:33.937Z,2022-11-11T08:49:29Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697187,11,68,1,0,47,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2022-11-09T19:47:34.312Z,2022-11-11T08:49:33Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697241,12,1,1,0,48,ahm0t06rup1bkd9z0mxl2lmph,1,27.3,93.3,2022-11-09T19:47:34.947Z,2022-11-11T08:49:41Z,3908048025,178,,3905751055,56,Back,3905751061,212,16.5,3905751059,141,84.8,3905751057,140,12.6,3905751063,213,3.5,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697277,13,1,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,0,12.7,84.8,2022-11-09T19:47:37.159Z,2022-11-11T08:49:45Z,3905751219,212,42.9,3905751211,155,,3905751217,141,55.4,3908048159,178,,3905751213,56,Back,3905751215,140,48.8,3905751223,1,,3905751221,213,5.8,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697323,10,1,1,0,52,82kapkjwonlv9j1ui0ytv5sii,0,52.7,41.2,2022-11-09T19:47:39.034Z,2022-11-11T08:49:56Z,3905751415,3,,3905751423,212,29.2,3905751425,213,5.6,3905751421,141,12.5,3908048461,388,,3905751419,140,73.4,3905751417,56,Right,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697383,14,1,1,0,54,ahm0t06rup1bkd9z0mxl2lmph,1,33.6,78.3,2022-11-09T19:47:41.402Z,2022-11-11T08:50:16Z,3908048933,178,,3905751701,3,,3905751705,140,43.4,3905751703,56,Back,3905751711,213,5.3,3905751709,212,18.6,3905751707,141,55.5,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697433,15,1,1,0,57,ahm0t06rup1bkd9z0mxl2lmph,1,40.6,49.3,2022-11-09T19:47:44.203Z,2022-11-11T08:50:26Z,3905751997,140,7.8,3908049193,178,,3905752007,1,,3905751993,56,Back,3905752005,213,3.1,3905752003,212,34.4,3905752001,141,50.0,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697501,16,1,1,1,0,ahm0t06rup1bkd9z0mxl2lmph,1,7.8,50,2022-11-09T19:47:47.748Z,2022-11-11T08:50:32Z,3905752295,213,5.3,3905752293,212,32.1,3905752291,141,12.0,3908049311,178,,3905752289,140,26.0,3905752287,56,Back,3905752297,1,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697527,17,1,1,1,3,ahm0t06rup1bkd9z0mxl2lmph,0,24.8,9.5,2022-11-09T19:47:50.401Z,2022-11-11T08:50:39Z,3905752393,212,23.0,3905752383,155,,3905752385,56,Back,3908049469,178,,3905752397,213,6.2,3905752389,141,7.3,3905752387,140,46.7,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697537,11,1,1,1,4,82kapkjwonlv9j1ui0ytv5sii,1,60.8,86.3,2022-11-09T19:47:51.406Z,2022-11-11T08:50:49Z,3905752425,56,Left,3907185729,213,0.4,3908049767,388,,3907185727,212,10.9,3907185723,140,70.5,3907185725,141,91.9,3907185721,3,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697553,12,49,1,1,5,82kapkjwonlv9j1ui0ytv5sii,1,74.6,92.9,2022-11-09T19:47:52.674Z,2022-11-11T08:50:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484152195,805,83,1,1,7,ahm0t06rup1bkd9z0mxl2lmph,1,28.7,8.6,2022-11-09T19:47:54.471Z,2022-11-11T09:41:45Z,3908123653,399,461017,,,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697629,13,3,1,1,10,82kapkjwonlv9j1ui0ytv5sii,0,79.8,95,2022-11-09T19:47:57.174Z,2022-11-11T08:51:14Z,3908050445,178,,3905752843,56,Left,3905752845,286,,3905752947,233,18,3907186001,464,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697647,18,7,1,1,11,ahm0t06rup1bkd9z0mxl2lmph,0,20.2,5,2022-11-09T19:47:57.942Z,2022-11-11T08:51:19Z,3907186097,385,,3905752941,233,13,3905752935,285,,3905752933,56,Back,3908050533,178,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697637,14,61,1,1,11,82kapkjwonlv9j1ui0ytv5sii,1,80.9,96.5,2022-11-09T19:47:58.052Z,2022-11-11T08:51:30Z,3908050759,178,,3905752883,56,Left,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697657,15,5,1,1,14,82kapkjwonlv9j1ui0ytv5sii,0,95.8,101.3,2022-11-09T19:48:01.136Z,2022-11-11T08:51:34Z,3905752965,56,Left,3905753437,347,,3905754205,233,19,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697875,19,5,1,1,14,ahm0t06rup1bkd9z0mxl2lmph,1,4.2,-1.3,2022-11-09T19:48:01.136Z,2022-11-11T08:51:34Z,3905754147,347,,3905754145,56,Back,3905754187,233,15,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483697933,20,1,1,1,31,ahm0t06rup1bkd9z0mxl2lmph,0,10.3,0,2022-11-09T19:48:18.208Z,2022-11-11T08:51:38Z,3905754453,140,31.6,3905754455,141,6.1,3905754449,107,,3905754451,56,Back,3905754457,212,23.0,3905754459,213,0.2,3905754461,1,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
