id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2497181821,1,34,16,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-01-14T14:15:18.074Z,2023-01-14T14:15:18Z,3976867363,30,"c23tcl4dl40wu4i8vntbv0tm1, dfpogkmamlohb4ta3q5ehecq1, 89wk8a6aqw64nub8dgdj7zjl5, 541yhibvfn0fv2izdfudm7651, cn988bjn09tb806b05wgp7ys5, asy3qn4557iy3r55yl4v9xj9x, f4l762ob8j0izfocnmofytcyd, dlfoufhh8dc14s10vnbjrfvmd, 6d9maq3oecwobp2t2220vf4r9, eswokn90i34kdbfvax0y7365l, dgl4fbdrmolqgg0xzejl7ve8l, 9kacd96xriqrc23e0a8vzov3e, 41cihaqh4lxje5nx17g0rbgt1, 6m5uypsr6dj6l74khrez38355, 2iy84h1v8wt8l6prv701uohk9, 33h8s55zcj0j535g2dyz9tnqi, 3zmb22ct3lkf04kbpuxr22hud, 2dpsl9g5lkbafz9a389xo9st0",3976867371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976867367,59,"21, 2, 3, 6, 20, 28, 8, 16, 9, 15, 24, 34, 10, 11, 18, 19, 23, 33",3976867375,197,16888,3976867373,194,cn988bjn09tb806b05wgp7ys5,3976867365,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3976867377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976867369,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497181935,1,34,16,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-14T14:15:22.248Z,2023-01-14T14:15:22Z,3976867987,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976867983,194,8zcwhxcdh09wxdn29kzpox591,3976867977,59,"19, 21, 27, 6, 15, 18, 16, 22, 20, 9, 10, 4, 5, 7, 8, 11, 24, 30",3976867973,30,"1c4nu9s3t3p83pufjf3n3xqay, 5tbz2hexz7vind39ot6govqzu, 7edc89hg3r6ueacgnkde7fzvu, do0vklx8voqfr05b3j04ilex, 35f2se8cf2zmpxl45zulorpat, 74vpeqcguo2sb2qgpt3b6zq3t, 6q06inb8ukzfsrxy0arxl78q1, dndv2nbwzzvgrlgf6gmeqtryt, 8zcwhxcdh09wxdn29kzpox591, 7h6eazahfe5epf6zgx1b1urpx, b1yok7nf3a2fu9voe0oy7o6ad, 9bpm5m1tsplxq77m3cbpfm4t1, aqu903olqgqkljzwr658cogd1, 4qafo1hp52b8lqsqkxym0d8lx, 7iruezvsore21eboc96g7oqtx, cqcwoymcrgf7wdi6091zplecp, az767vfe6ig8vwir9uu2eu3th, dlek4e9wgzy10smm0ph933nu2",3976867981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976867985,197,16113,3976867979,130,18,3976867975,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213373,2,32,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-01-14T15:01:45.308Z,2023-01-14T15:01:48Z,3977038069,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213357,2,32,1,0,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-14T15:01:45.308Z,2023-01-16T08:53:28Z,3977038007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213387,3,1,1,0,0,80jtkz2echk6yyyb9e2595cxr,1,50.1,49.5,2023-01-14T15:01:45.350Z,2023-01-16T09:07:46Z,3977038173,213,3.0,3977038161,140,26.8,3977038177,279,S,3977038159,56,Back,3981101535,178,,3977038163,141,53.8,3977038167,212,24.6,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213555,4,1,1,0,2,80jtkz2echk6yyyb9e2595cxr,0,26.7,40.1,2023-01-14T15:01:48.214Z,2023-01-16T09:07:49Z,3977038983,213,0.6,3981101561,178,,3977038973,196,,3977038977,140,90.8,3977038979,141,100.0,3977038981,212,79.4,3977038985,1,,3977038975,56,Left,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,3977038971,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213683,3,5,1,0,8,69t8imcdaqlgfbds2p58596my,1,9.8,-2,2023-01-14T15:01:53.656Z,2023-01-16T09:07:53Z,3977039597,347,,3977039595,56,Back,3977039683,233,5,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213561,5,5,1,0,8,80jtkz2echk6yyyb9e2595cxr,0,90.2,102,2023-01-14T15:01:53.656Z,2023-01-16T09:07:53Z,3977039009,347,,3977039717,233,3,3977039007,56,Left,,,,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213731,4,1,1,0,13,69t8imcdaqlgfbds2p58596my,1,10.5,0,2023-01-14T15:01:58.735Z,2023-01-16T09:07:56Z,3977039865,107,,3977039873,212,14.2,3977039869,140,17.0,3977039875,213,1.1,3977039871,141,16.4,3977039867,56,Back,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213751,5,1,1,0,15,69t8imcdaqlgfbds2p58596my,1,17,16.4,2023-01-14T15:02:00.561Z,2023-01-16T09:07:58Z,3981101627,178,,3977039981,212,8.6,3977039977,141,7.9,3977039973,140,10.9,3977039983,213,3.9,3977039969,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
