id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2475127185,471,1,1,0,58,8b523ujgl21tbc01me65q0aoh,1,36.2,72.1,2022-10-21T19:01:55.428Z,2022-10-24T04:27:21Z,3860627875,141,56.0,3860627877,212,19.4,3869264723,389,,3860627879,213,3.7,3860627873,140,20.9,3860627871,56,Back,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475108407,194,1,1,0,59,8b523ujgl21tbc01me65q0aoh,0,20.3,42.1,2022-10-21T19:01:56.489Z,2022-10-24T04:27:28Z,3860525815,212,3.4,3869264817,178,,3860525811,140,23.5,3860525819,236,,3860525821,233,13,3860525817,213,0.1,3860525813,141,42.5,3860525825,286,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,3860525809,56,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094663,13,74,1,0,59,3ptd7zlc5isrongig0wij2id4,1,71,49.9,2022-10-21T19:01:56.629Z,2022-10-24T04:27:34Z,3860452101,285,,3869264881,178,,3860525835,233,194,3860452099,56,Center,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477062405,1283,67,1,1,0,3ptd7zlc5isrongig0wij2id4,1,71.3,44.6,2022-10-21T19:01:57.202Z,2022-10-25T06:22:34Z,3870898229,233,1472,,,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477062401,1472,67,1,1,0,8b523ujgl21tbc01me65q0aoh,0,28.7,55.4,2022-10-21T19:01:57.203Z,2022-10-25T04:41:21Z,3870898239,233,1283,,,,,,,,,,,,,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094689,14,61,1,1,0,3ptd7zlc5isrongig0wij2id4,0,70.4,52.8,2022-10-21T19:01:57.214Z,2022-10-25T06:22:34Z,3869265105,178,,3860452205,56,Center,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094813,8,1,1,1,1,8b523ujgl21tbc01me65q0aoh,0,23,31.8,2022-10-21T19:01:58.590Z,2022-10-24T04:27:56Z,3860452929,212,46.1,3860452931,213,5.9,3860452923,56,Right,3860452921,157,,3860452933,1,,3860452925,140,64.4,3860452927,141,9.2,3869265171,178,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094799,15,1,1,1,10,3ptd7zlc5isrongig0wij2id4,0,41,93.3,2022-10-21T19:02:07.877Z,2022-10-24T04:28:12Z,3860452831,1,,3860452823,140,75.3,3860452821,56,Center,3860452829,213,6.0,3869265361,178,,3867864005,155,,3860452827,212,37.7,3860452825,141,76.9,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094821,9,1,1,1,12,8b523ujgl21tbc01me65q0aoh,1,25.2,29.5,2022-10-21T19:02:10.033Z,2022-10-24T04:28:20Z,3860452969,56,Back,3860452977,213,6.1,3860452975,212,12.1,3860452973,141,25.5,3869265443,388,,3860452971,140,36.4,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094825,10,49,1,1,14,8b523ujgl21tbc01me65q0aoh,1,36.4,25.5,2022-10-21T19:02:11.444Z,2022-10-24T04:28:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094857,11,1,1,1,14,8b523ujgl21tbc01me65q0aoh,1,36.4,25.5,2022-10-21T19:02:11.470Z,2022-10-24T04:28:41Z,3869265693,388,,3860453119,56,Back,3860453125,141,13.1,3860453127,212,17.1,3860453129,213,3.7,3860453123,140,22.2,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094863,12,1,1,1,16,8b523ujgl21tbc01me65q0aoh,0,22.2,11.3,2022-10-21T19:02:13.859Z,2022-10-24T04:28:45Z,3860453171,140,24.1,3860453353,233,16,3860453357,286,,3860453169,56,Back,3860453175,212,2.1,3860453173,141,10.6,3860453351,236,,3869265745,178,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,3860453177,213,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094895,16,74,1,1,16,3ptd7zlc5isrongig0wij2id4,1,72.2,88,2022-10-21T19:02:13.914Z,2022-10-24T04:28:57Z,3860453313,285,,3860453375,233,12,3860453311,56,Left,3869265865,178,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095073,13,5,1,1,17,8b523ujgl21tbc01me65q0aoh,1,35.4,-2,2022-10-21T19:02:14.860Z,2022-10-24T04:29:00Z,3860454305,56,Back,3860454307,347,,3860454341,233,17,,,,,,,,,,,,,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475094913,17,5,1,1,17,3ptd7zlc5isrongig0wij2id4,0,64.6,102,2022-10-21T19:02:14.860Z,2022-10-24T04:29:01Z,3860453417,56,Left,3860454371,233,13,3860453419,347,,,,,,,,,,,,,,,,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095093,14,1,1,1,33,8b523ujgl21tbc01me65q0aoh,0,36.1,0,2022-10-21T19:02:30.294Z,2022-10-24T04:29:04Z,3860454465,140,39.6,3860454471,213,1.3,3860454467,141,20.4,3860454469,212,15.3,3860454539,189,,3860454461,107,,3860454463,56,Back,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095091,18,1,1,1,34,3ptd7zlc5isrongig0wij2id4,1,56.9,82.9,2022-10-21T19:02:31.873Z,2022-10-24T04:29:11Z,3860454441,140,72.4,3869266049,178,,3860454437,56,Center,3860454457,1,,3860454449,212,19.6,3860454433,157,,3860454453,213,5.7,3860454445,141,66.9,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095099,19,49,1,1,37,3ptd7zlc5isrongig0wij2id4,1,74.1,65.8,2022-10-21T19:02:34.262Z,2022-10-24T04:29:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bf7ph89zhr5y6rtct5k9bvqc4,W. Osula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095185,20,1,1,1,41,3ptd7zlc5isrongig0wij2id4,1,79.2,84.1,2022-10-21T19:02:38.143Z,2022-10-24T04:29:25Z,3860454867,213,1.7,3860454865,212,7.9,3860454859,56,Left,3860454861,140,78.5,3860454863,141,95.6,3869266383,178,,,,,,,,bf7ph89zhr5y6rtct5k9bvqc4,W. Osula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095195,21,1,1,1,44,3ptd7zlc5isrongig0wij2id4,0,81.9,94.5,2022-10-21T19:02:41.149Z,2022-10-24T04:29:29Z,3869266463,178,,3860454939,213,5.0,3860454929,141,84.5,3860454921,155,,3860454935,212,7.1,3860454925,140,83.8,3867871113,223,,3867871115,20,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,3860454923,56,3860455019,233,15,Left,3860454919,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095205,15,61,1,1,44,8b523ujgl21tbc01me65q0aoh,1,13.5,11.1,2022-10-21T19:02:41.300Z,2022-10-24T04:29:34Z,3860454969,56,Back,3869266565,178,,3869266563,21,,,,,,,,,,,,,,,,,ab2bx5qzhdzlduh46iacngbf9,M. Harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095259,22,1,1,1,47,3ptd7zlc5isrongig0wij2id4,1,69,88.6,2022-10-21T19:02:44.809Z,2022-10-24T04:29:53Z,3860455297,140,79.1,3860455295,56,Left,3869266797,178,,3860455301,212,11.1,3860455303,213,0.3,3860455299,141,93.3,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095297,23,1,1,1,49,3ptd7zlc5isrongig0wij2id4,1,79.1,93.3,2022-10-21T19:02:46.360Z,2022-10-24T04:29:57Z,3860455479,212,15.8,3860455473,56,Left,3860455475,140,93.2,3860455477,141,85.1,3869266853,178,,3860455481,213,5.9,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475096213,24,45,1,1,53,8b523ujgl21tbc01me65q0aoh,0,8.2,23.4,2022-10-21T19:02:50.524Z,2022-10-24T04:30:10Z,3860460039,56,Back,3860460127,233,25,3860460041,285,,,,,,,,,,,,,,,,,6v9kb953ugi8odu4tdly7v3yt,W. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095343,25,3,1,1,53,3ptd7zlc5isrongig0wij2id4,1,91.8,76.6,2022-10-21T19:02:50.524Z,2022-10-24T04:30:10Z,3860460113,233,24,3860455697,286,,3869267039,178,,3867873899,464,,3860455695,56,Center,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095333,16,45,1,1,53,8b523ujgl21tbc01me65q0aoh,0,7,13,2022-10-21T19:02:50.665Z,2022-10-24T04:30:03Z,3860455631,56,Back,3860455633,285,,3860455665,233,24,,,,,,,,,,,,,,,,7hduohz6mo32mbtdepyv5u7yt,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095327,24,3,1,1,53,3ptd7zlc5isrongig0wij2id4,1,93,87,2022-10-21T19:02:50.665Z,2022-10-24T04:30:03Z,3867873249,464,,3869266941,178,,3860455605,56,Left,3860455607,286,,3860455649,233,16,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095361,26,1,1,1,54,3ptd7zlc5isrongig0wij2id4,0,93.7,75.9,2022-10-21T19:02:51.664Z,2022-10-24T04:30:26Z,3860455781,140,92.3,3860455783,141,57.8,3860455779,56,Center,3860455785,212,12.4,3869267215,178,,3860455787,213,4.6,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095411,17,12,1,1,55,8b523ujgl21tbc01me65q0aoh,1,3.9,38.3,2022-10-21T19:02:52.200Z,2022-10-24T04:30:30Z,3869267265,388,,3860456007,212,14.2,3860456005,141,49.4,3860456003,140,15.4,3860456001,56,Back,3860631341,15,,3860456011,213,0.6,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095425,18,12,1,1,57,8b523ujgl21tbc01me65q0aoh,1,15.4,49.4,2022-10-21T19:02:54.260Z,2022-10-24T04:30:40Z,3860456089,212,6.8,3860456083,56,Back,3860456119,15,,3860456085,140,21.6,3869267355,178,,3860456093,213,6.0,3860456087,141,46.4,,,,6b7fxcw7upr57pku6gf6dteqd,K. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095449,27,1,1,1,59,3ptd7zlc5isrongig0wij2id4,1,73.2,60.3,2022-10-21T19:02:56.548Z,2022-10-24T04:30:44Z,3860456231,141,54.2,3860456233,212,8.1,3860456229,140,79.8,3869267401,388,,3860456227,56,Center,3860456235,213,5.7,3860456225,3,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095471,28,1,1,2,0,3ptd7zlc5isrongig0wij2id4,1,79.8,54.2,2022-10-21T19:02:57.668Z,2022-10-24T04:30:56Z,3860456363,213,0.1,3860456355,140,87.0,3860456357,141,55.4,3860456349,3,,3860456359,212,7.6,3860456351,168,,3860456353,56,Center,3869267547,388,,6kxph7ulzz58v8tm3aaomy1ka,L. Dobbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095497,29,50,1,2,1,3ptd7zlc5isrongig0wij2id4,1,86.4,56.1,2022-10-21T19:02:58.314Z,2022-10-24T04:31:38Z,3860618531,286,,3860456499,56,Center,3860618769,233,469,,,,,,,,,,,,,,,,bf7ph89zhr5y6rtct5k9bvqc4,W. Osula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475125409,469,7,1,2,1,8b523ujgl21tbc01me65q0aoh,0,13.6,43.9,2022-10-21T19:02:58.692Z,2022-10-24T04:31:51Z,3867878819,383,,3860618751,233,29,3860618745,285,,3869268129,178,,3860618743,56,Back,,,,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095501,30,61,1,2,2,3ptd7zlc5isrongig0wij2id4,0,85.7,60.9,2022-10-21T19:02:59.358Z,2022-10-24T04:31:28Z,3860456529,56,Center,3869267951,178,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095539,19,12,1,2,3,8b523ujgl21tbc01me65q0aoh,1,9.8,58.2,2022-10-21T19:03:00.363Z,2022-10-24T04:31:57Z,3860456731,141,31.9,3860456733,212,42.2,3860456729,140,46.2,3860456727,56,Back,3860456735,213,5.8,3869268189,178,,,,,,,,c4p70bri4hf1ktz4xfv5j87vt,G. Edmundson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475095545,20,61,1,2,7,8b523ujgl21tbc01me65q0aoh,1,46.8,31.9,2022-10-21T19:03:04.224Z,2022-10-24T04:32:10Z,3869268335,15,,3869268337,178,,3860456761,56,Back,,,,,,,,,,,,,,,,epoveky29f4wroi3w6p1xcyy1,T. John-Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
