id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/10/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2529663449,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-04-07T13:15:42.059Z,2023-04-07T15:32:24Z,4169186977,30,"3j589r3jhjkgpxxopsfit7aad, 58yhuku61yc06xpc55v5cdtec, 8x2yublirj5430deybqft0xxx, e3ff2af2lxs0rl8c4r5ns4wd1, 6s4sb4st1ploeraxawlckr4r9, 9c3iyi7y3hdraso115kxmd87p, 2oqi7v6d676hbe9i9agdl9ckp, b6ctnwazqrxkw1639gn3vbahh, 5kyyaapya2gv5awlfgckmwpux, 7b7ca1dklnp7reqcs5s4aauei, b3cehdu46pljqap9xw1j7pcyx, aral6zvx8qxkfqkqwb7ldfk5x, 4lws9jepuxzs33zbt3w1ff9ih, 4jdmkdjk3nyontplaz0evug9h, asy3qn4557iy3r55yl4v9xj9x, 886i2kpcsn38tt7wqios1ip5, 2u4m2ja4yhgtqjgwns2om5y7e, c48yjuxzle51y3k7kr1fcyk4q",4169186987,194,e3ff2af2lxs0rl8c4r5ns4wd1,4169186985,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169186991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169186981,59,"1, 28, 11, 4, 21, 6, 7, 24, 10, 14, 26, 9, 18, 20, 23, 25, 27, 42",4169186983,130,8,4169186989,197,4631,4169186979,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529663473,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-04-07T13:15:45.009Z,2023-04-07T14:02:11Z,4169187113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169187111,197,4616,4169187109,194,f1rmwe24zg4697bqpc3z0y40l,4169187099,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 3tlocewlh3mb53wd0hk8nucbt, 2eu3cz65piv0j91gi396p9ega, b5j2ib54sum2pmzthjmfmr55h, 6tqiy5a5cfpfm90j8r5udl8bu, dw7bhxe9mbg94udlycw98gpgp, f1rmwe24zg4697bqpc3z0y40l, e8whj7tdfmuk66shr30htmhud, 74p53a79q1tlis3a3gladqor9, 71or1ne6d9zuo038qdt6vcvoq, 90ljpsmc6jf9657bs8cwkavl6, f4m43umaxgf5apvbrm1nbrh1w, e4xeswr8cpdkmlhijuf7oonsa, 74fouzsgp25muot2pp6as5otl, 937mkgz0gstvxyjiwfe9xiuzu, 2gqq7q2f23bpdhnbradftoqok, b1cn7i49cjjiifnfw6xu18xsk",4169187103,59,"13, 26, 23, 32, 22, 4, 27, 8, 14, 9, 16, 5, 15, 21, 24, 28, 47, 50",4169187101,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4169187107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169187105,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690841,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-04-07T14:01:41.691Z,2023-04-09T19:41:49Z,4169335703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690831,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-04-07T14:01:41.691Z,2023-04-07T14:01:41Z,4169335633,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529690861,3,1,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,50.3,50.1,2023-04-07T14:01:41.706Z,2023-04-10T07:21:16Z,4169335819,141,50.3,4169335815,56,Back,4169335825,213,3.1,4169335821,212,14.8,4179044739,178,,4169335829,279,S,4169335817,140,36.2,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691051,4,1,1,0,3,dmz37633qbsvl7gncq5s51yjw,0,26.2,50.4,2023-04-07T14:01:45.371Z,2023-04-10T07:21:20Z,4169336739,140,69.9,4169336733,157,,4169336735,56,Left,4169336743,141,100.0,4169336753,1,,4169336751,213,0.7,4169336747,212,57.6,4179045159,178,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691405,3,5,1,0,8,8rfydplrc9ki0sirqi0drcybk,1,28.3,-1.8,2023-04-07T14:01:50.329Z,2023-04-10T07:21:24Z,4169338427,233,5,4169338409,56,Back,4169338415,347,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691059,5,5,1,0,8,dmz37633qbsvl7gncq5s51yjw,0,71.7,101.8,2023-04-07T14:01:50.329Z,2023-04-10T07:21:24Z,4169336773,56,Left,4169336775,347,,4169338489,233,3,,,,,,,,,,,,,,,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691507,4,1,1,0,20,8rfydplrc9ki0sirqi0drcybk,1,26.5,0,2023-04-07T14:02:02.415Z,2023-04-10T07:21:27Z,4169338921,213,0.2,4169338923,1,,4169338919,212,28.6,4169338911,107,,4169338915,140,53.2,4169338913,56,Right,4169338917,141,6.1,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529691525,5,44,1,0,22,8rfydplrc9ki0sirqi0drcybk,1,55,5.8,2023-04-07T14:02:04.652Z,2023-04-10T08:18:56Z,4169339065,233,6,4169338965,286,,4169338963,56,Right,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
