id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/15/value,qualifier/18/value,qualifier/16/value
2488615713,4,1,1,0,22,dv9l02o316cd9hbkxaho2u12f,0,34.5,61.4,2022-12-02T19:45:43.675Z,2022-12-05T05:04:34Z,3931564857,3,,3931564863,56,Center,3931564875,212,32.3,3934887115,178,,3931564879,1,,3931564877,213,0.2,3931564871,141,73.0,3931564867,140,64.3,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615727,8,1,1,0,24,8xeuwzxnm7hdlbjjuezgfkz3w,1,31,29.8,2022-12-02T19:45:46.375Z,2022-12-05T05:04:42Z,3931564945,141,29.5,3931564943,140,44.1,3931564939,3,,3934887155,388,,3931564941,56,Back,3931564947,212,13.8,3931564949,213,6.3,,,,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615741,9,1,1,0,25,8xeuwzxnm7hdlbjjuezgfkz3w,0,44.1,29.5,2022-12-02T19:45:46.963Z,2022-12-05T05:04:51Z,3931565023,3,,3931565025,56,Back,3934887235,178,,3931565033,213,1.3,3931565027,140,46.7,3931565029,141,47.2,3931565031,212,12.3,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615751,10,44,1,0,27,8xeuwzxnm7hdlbjjuezgfkz3w,1,46,50,2022-12-02T19:45:49.303Z,2022-12-05T06:50:54Z,3931565091,285,,3931565097,233,5,3931565089,56,Back,,,,,,,,,,,,,,,,ncyqchqipvfl6nhgecnw3giy,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615747,5,44,1,0,27,dv9l02o316cd9hbkxaho2u12f,0,54,50,2022-12-02T19:45:49.304Z,2022-12-05T05:05:42Z,3931565057,56,Center,3931565059,286,,3931565117,233,10,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615759,11,1,1,0,27,8xeuwzxnm7hdlbjjuezgfkz3w,0,45.6,48.9,2022-12-02T19:45:49.364Z,2022-12-05T06:50:55Z,3931565153,213,2.7,3931565147,140,36.8,3931565149,141,54.8,3934887679,178,,3931565145,56,Back,3931565151,212,10.1,3931565143,3,,,,,ncyqchqipvfl6nhgecnw3giy,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615755,6,49,1,0,28,dv9l02o316cd9hbkxaho2u12f,1,65.6,44.8,2022-12-02T19:45:50.183Z,2022-12-05T05:06:23Z,,,,,,,,,,,,,,,,,,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615757,7,1,1,0,29,dv9l02o316cd9hbkxaho2u12f,0,65.6,44.8,2022-12-02T19:45:50.764Z,2022-12-05T05:06:39Z,3931698519,236,,3931565131,140,65.5,3931565137,213,4.7,3931698521,233,12,3934888005,178,,3931565129,56,Center,3931698525,286,,3931565135,212,3.8,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,3931565133,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615763,12,74,1,0,29,8xeuwzxnm7hdlbjjuezgfkz3w,1,37.2,43.9,2022-12-02T19:45:50.954Z,2022-12-05T05:06:59Z,3931698509,285,,3931565165,56,Back,3934888121,178,,3931698527,233,7,,,,,,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615785,13,1,1,0,30,8xeuwzxnm7hdlbjjuezgfkz3w,1,44.6,56.1,2022-12-02T19:45:52.253Z,2022-12-05T05:07:06Z,3934888175,178,,3931565277,56,Back,3931565279,140,43.4,3931565283,212,6.4,3931565285,213,4.5,3931565281,141,46.8,,,,,,,ncyqchqipvfl6nhgecnw3giy,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615791,15,49,1,0,31,8xeuwzxnm7hdlbjjuezgfkz3w,1,42,44.6,2022-12-02T19:45:52.754Z,2022-12-05T05:07:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615789,14,1,1,0,32,8xeuwzxnm7hdlbjjuezgfkz3w,1,43,39.2,2022-12-02T19:45:53.635Z,2022-12-05T05:07:22Z,3931565307,141,24.4,3931565309,212,11.6,3931565311,213,4.2,3934888301,178,,3931565305,140,37.6,3931565303,56,Back,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488641237,370,1,1,0,33,8xeuwzxnm7hdlbjjuezgfkz3w,1,34,23.3,2022-12-02T19:45:55.203Z,2022-12-05T05:07:27Z,3931699771,140,40.2,3931699777,213,1.2,3931699769,56,Back,3934888349,178,,3931699775,212,16.5,3931699773,141,45.6,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615805,16,1,1,0,35,8xeuwzxnm7hdlbjjuezgfkz3w,1,43.6,48.9,2022-12-02T19:45:57.164Z,2022-12-05T05:07:35Z,3931565391,56,Back,3931565397,212,19.0,3931565399,213,1.5,3934888437,178,,3931565395,141,76.9,3931565393,140,44.0,,,,,,,a06js9xdgcoqq2mjjp9bbozu2,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615827,17,1,1,0,42,8xeuwzxnm7hdlbjjuezgfkz3w,1,69.9,78.9,2022-12-02T19:46:03.724Z,2022-12-05T05:07:44Z,3931565559,212,24.2,3931565557,141,80.6,3931565555,140,92.9,3931565561,213,0.0,3931565553,56,Left,3934888553,178,,,,,,,,dhty303ilcb4cocqv68324xk9,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615847,18,1,1,0,47,8xeuwzxnm7hdlbjjuezgfkz3w,1,92.1,85.4,2022-12-02T19:46:09.434Z,2022-12-05T05:07:50Z,3931565647,213,2.5,3931565641,140,85.8,3934888587,178,,3931565639,56,Left,3931565643,141,92.9,3931565645,212,8.4,,,,,,,apgbqplqtvuc1dmdxi5gqhd04,A. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615853,19,1,1,0,49,8xeuwzxnm7hdlbjjuezgfkz3w,0,84.6,91.7,2022-12-02T19:46:10.513Z,2022-12-05T05:07:56Z,3931565687,212,7.6,3931565689,213,5.3,3931565681,56,Left,3934888631,178,,3933653119,224,,3933653121,72,,3931565683,140,88.5,3931565685,141,82.2,dhty303ilcb4cocqv68324xk9,L. Gibson,3931565679,155,,3931565677,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615845,8,61,1,0,49,dv9l02o316cd9hbkxaho2u12f,1,14.2,13.5,2022-12-02T19:46:10.684Z,2022-12-05T05:08:04Z,3931565633,56,Back,3934888695,388,,3934888693,21,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615863,9,12,1,0,50,dv9l02o316cd9hbkxaho2u12f,1,10.1,61.7,2022-12-02T19:46:11.914Z,2022-12-05T05:08:10Z,3931565743,141,31.5,3934888737,178,,3931565745,212,29.4,3931565773,15,,3931565747,213,5.5,3931565741,140,30.1,3931565739,56,Back,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615877,10,49,1,0,52,dv9l02o316cd9hbkxaho2u12f,1,31.1,30,2022-12-02T19:46:13.608Z,2022-12-05T06:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615911,11,1,1,0,56,dv9l02o316cd9hbkxaho2u12f,1,32.4,18.6,2022-12-02T19:46:17.893Z,2022-12-05T05:08:23Z,3934888841,178,,3931566031,56,Back,3931566039,213,5.7,3931566037,212,13.9,3931566035,141,7.0,3931566033,140,43.3,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615937,12,1,1,0,59,dv9l02o316cd9hbkxaho2u12f,1,41.8,5.9,2022-12-02T19:46:20.795Z,2022-12-05T05:08:26Z,3931566171,56,Back,3931566177,212,18.9,3931566179,213,2.9,3934888861,178,,3931566175,141,12.3,3931566173,140,24.3,,,,,,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615947,13,1,1,1,2,dv9l02o316cd9hbkxaho2u12f,1,24.3,12.3,2022-12-02T19:46:24.024Z,2022-12-05T05:08:32Z,3931566263,1,,3931566251,196,,3931566259,212,43.7,3931566257,141,76.3,3931566255,140,27.8,3931566253,56,Back,3931566261,213,1.5,3934888893,178,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615959,14,1,1,1,6,dv9l02o316cd9hbkxaho2u12f,1,27.8,76.3,2022-12-02T19:46:27.463Z,2022-12-05T05:08:36Z,3931566349,212,19.7,3931566347,141,71.2,3931566351,213,6.1,3931566343,56,Back,3931566345,140,46.3,3934888933,178,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615979,15,1,1,1,8,dv9l02o316cd9hbkxaho2u12f,1,46.3,71.2,2022-12-02T19:46:30.034Z,2022-12-05T05:08:41Z,3931566451,56,Back,3931566459,213,2.5,3931566457,212,20.2,3931566455,141,88.1,3934888967,178,,3931566453,140,30.5,,,,,,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488615995,16,1,1,1,12,dv9l02o316cd9hbkxaho2u12f,1,30.1,85.7,2022-12-02T19:46:33.924Z,2022-12-05T05:08:47Z,3934888999,178,,3931566545,213,4.4,3931566543,212,18.7,3931566539,140,23.8,3931566537,56,Back,3931566541,141,60.0,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616009,17,1,1,1,16,dv9l02o316cd9hbkxaho2u12f,1,25.2,53.8,2022-12-02T19:46:37.445Z,2022-12-05T05:08:51Z,3931566645,141,27.2,3931566643,140,26.6,3931566647,212,18.1,3931566649,213,4.8,3934889039,178,,3931566639,56,Back,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616037,18,1,1,1,20,dv9l02o316cd9hbkxaho2u12f,1,29.6,27.9,2022-12-02T19:46:42.285Z,2022-12-05T05:08:55Z,3934889069,178,,3931566839,140,30.5,3931566837,56,Back,3931566841,141,54.2,3931566845,213,1.5,3931566843,212,17.9,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616055,19,1,1,1,25,dv9l02o316cd9hbkxaho2u12f,1,39.3,66.4,2022-12-02T19:46:46.598Z,2022-12-05T05:09:01Z,3931566953,213,1.4,3931566949,141,95.6,3931566947,140,42.4,3934889113,178,,3931566945,56,Back,3931566951,212,20.1,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616065,20,1,1,1,28,dv9l02o316cd9hbkxaho2u12f,0,42.4,95.6,2022-12-02T19:46:49.587Z,2022-12-05T05:09:07Z,3931567021,1,,3934889155,178,,3931567011,56,Left,3931567019,213,6.1,3931567017,212,35.8,3931567015,141,87.1,3931567013,140,76.0,3931567009,155,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616079,20,12,1,1,30,8xeuwzxnm7hdlbjjuezgfkz3w,1,21.9,16.8,2022-12-02T19:46:52.087Z,2022-12-05T05:09:13Z,3931567093,140,39.7,3931567095,141,0.0,3931567099,213,5.7,3931567097,212,22.6,3931567091,56,Back,3934889205,178,,3931567113,167,,,,,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616085,21,5,1,1,32,8xeuwzxnm7hdlbjjuezgfkz3w,0,39.8,-1.8,2022-12-02T19:46:53.606Z,2022-12-05T05:09:20Z,3931567675,233,21,3931567111,347,,3931567109,56,Back,,,,,,,,,,,,,,,,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616169,21,5,1,1,32,dv9l02o316cd9hbkxaho2u12f,1,60.2,101.8,2022-12-02T19:46:53.606Z,2022-12-05T05:09:19Z,3931567655,56,Left,3931567663,233,21,3931567659,347,,,,,,,,,,,,,,,,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616191,22,1,1,1,49,dv9l02o316cd9hbkxaho2u12f,1,61.7,100,2022-12-02T19:47:10.606Z,2022-12-05T05:10:19Z,3931567791,1,,3931567779,107,,3931567783,140,73.9,3931567785,141,75.4,3931567789,213,5.3,3931567787,212,22.2,3931567781,56,Center,,,,f4p7kokn0a6epac4icy01l9lh,J. Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616197,23,1,1,1,51,dv9l02o316cd9hbkxaho2u12f,0,71.4,67.2,2022-12-02T19:47:12.567Z,2022-12-05T05:10:28Z,3931567833,213,0.3,3931567823,56,Center,3931567831,212,0.4,3931567829,141,67.4,3931567827,140,71.8,3934889633,178,,,,,,,,adfgsbp3tv9wgatujcr9mfuju,J. Stansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489246433,1032,67,1,1,51,dv9l02o316cd9hbkxaho2u12f,1,72.6,68.5,2022-12-02T19:47:12.592Z,2022-12-05T06:50:55Z,3934910617,233,854,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489246431,854,67,1,1,51,8xeuwzxnm7hdlbjjuezgfkz3w,0,27.4,31.5,2022-12-02T19:47:12.593Z,2022-12-05T06:08:05Z,3934910621,233,1032,,,,,,,,,,,,,,,,,,,,,,3ft5brlvxvw8otiyjppxkk6ad,C. Stockton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489013777,885,61,1,1,51,dv9l02o316cd9hbkxaho2u12f,1,72.7,67.7,2022-12-02T19:47:12.627Z,2022-12-05T06:50:56Z,3933662135,56,Center,3934889657,178,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616201,22,1,1,1,52,8xeuwzxnm7hdlbjjuezgfkz3w,1,22.6,35.5,2022-12-02T19:47:13.707Z,2022-12-05T05:10:41Z,3933662497,141,28.1,3933662499,212,14.2,3933662501,213,5.9,3934889689,178,,3933662493,157,,3933662503,1,,3933662495,140,35.2,3931567835,56,Back,5h89f4rz70l545xkozdp99ck5,A. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616213,23,49,1,1,53,8xeuwzxnm7hdlbjjuezgfkz3w,1,25.4,30.4,2022-12-02T19:47:15.426Z,2022-12-05T05:10:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616227,24,1,1,1,54,8xeuwzxnm7hdlbjjuezgfkz3w,1,33.6,25.8,2022-12-02T19:47:15.447Z,2022-12-05T05:11:02Z,3931567959,140,31.1,3931567965,213,4.5,3931567957,56,Back,3931567963,212,10.5,3934889823,178,,3931567961,141,10.8,,,,,,,8f5io2957l6ye5u7bsan0ecfe,J. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616239,25,1,1,1,56,8xeuwzxnm7hdlbjjuezgfkz3w,0,27.5,11,2022-12-02T19:47:17.947Z,2022-12-05T05:11:06Z,3931568025,212,13.2,3931568023,141,28.6,3931568021,140,32.8,3931568027,213,1.1,3934889855,178,,3931568019,56,Back,,,,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616243,25,49,1,1,57,dv9l02o316cd9hbkxaho2u12f,1,58.8,62.5,2022-12-02T19:47:18.655Z,2022-12-05T06:09:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616237,24,43,1,1,59,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-02T19:47:20.621Z,2022-12-04T10:07:38Z,3933663195,144,8,3931568017,56,Center,,,,,,,,,,,,,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616321,26,1,1,2,2,dv9l02o316cd9hbkxaho2u12f,1,68.4,52.7,2022-12-02T19:47:23.806Z,2022-12-05T05:11:15Z,3931568515,212,29.7,3931568513,141,10.6,3931568509,56,Right,3934889919,178,,3931568511,140,76.0,3931568517,213,5.0,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616337,27,1,1,2,6,dv9l02o316cd9hbkxaho2u12f,0,78.5,10.8,2022-12-02T19:47:28.416Z,2022-12-05T05:11:18Z,3931568603,155,,3933664123,224,,3934889939,178,,3931568613,213,1.1,3931568605,56,Center,3933664125,20,,3931568611,212,28.4,3931568601,2,,7qnu4sb2a2vj7nw8gkvv1pxw5,J. Caprice,3931568609,141,48.5,3931568607,140,,,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
