id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2510729467,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-21T19:00:06.303Z,2023-02-21T20:31:10Z,4048135925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4048135919,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4048135929,197,4826,4048135921,59,"13, 26, 23, 4, 22, 18, 8, 16, 7, 9, 14, 5, 17, 20, 21, 27, 32, 50",4048135923,130,18,4048135931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4048135917,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 3tlocewlh3mb53wd0hk8nucbt, 6tqiy5a5cfpfm90j8r5udl8bu, b5j2ib54sum2pmzthjmfmr55h, emuuuhvah1jtq2fqs9ybfovvu, f1rmwe24zg4697bqpc3z0y40l, 71or1ne6d9zuo038qdt6vcvoq, 3je74tc5emuou6ckwdbscsbu, 74p53a79q1tlis3a3gladqor9, e8whj7tdfmuk66shr30htmhud, 90ljpsmc6jf9657bs8cwkavl6, 9vpu031whb1bj006mbw8hv2sp, 8bhf6lrrabp5tw5m8krirsm7e, e4xeswr8cpdkmlhijuf7oonsa, dw7bhxe9mbg94udlycw98gpgp, 2eu3cz65piv0j91gi396p9ega, b1cn7i49cjjiifnfw6xu18xsk",4048135927,194,f1rmwe24zg4697bqpc3z0y40l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510729473,1,34,16,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-02-21T19:00:07.324Z,2023-02-21T20:54:50Z,4048135965,59,"1, 28, 7, 6, 21, 23, 24, 4, 14, 10, 9, 2, 3, 8, 15, 25, 27",4048135967,130,18,4048135969,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4048135961,30,"3j589r3jhjkgpxxopsfit7aad, 58yhuku61yc06xpc55v5cdtec, 2oqi7v6d676hbe9i9agdl9ckp, 9c3iyi7y3hdraso115kxmd87p, 6s4sb4st1ploeraxawlckr4r9, asy3qn4557iy3r55yl4v9xj9x, b6ctnwazqrxkw1639gn3vbahh, e3ff2af2lxs0rl8c4r5ns4wd1, 7b7ca1dklnp7reqcs5s4aauei, 5kyyaapya2gv5awlfgckmwpux, aral6zvx8qxkfqkqwb7ldfk5x, 61aryp2zoj2ymcd318t9i70lx, 2tu177su3bplnt4ru7bn3vsh5, 9mshr96m8q37ng7w30rvhkl3p, bkpr0uwpx5kbu2ms41uxoljah, 886i2kpcsn38tt7wqios1ip5, 2u4m2ja4yhgtqjgwns2om5y7e",4048135973,197,17032,4048135971,194,e3ff2af2lxs0rl8c4r5ns4wd1,4048135963,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4048135975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735867,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2023-02-21T19:45:44.534Z,2023-02-23T22:16:57Z,4048171967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735863,2,32,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-02-21T19:45:44.534Z,2023-02-21T19:45:44Z,4048171941,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735891,3,1,1,0,0,dmz37633qbsvl7gncq5s51yjw,1,50.1,50,2023-02-21T19:45:44.606Z,2023-02-24T06:18:43Z,4048172101,212,26.5,4048172105,279,S,4048172097,140,24.9,4048172095,56,Back,4048172099,141,49.9,4048172103,213,3.1,4051702761,178,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735923,4,1,1,0,3,dmz37633qbsvl7gncq5s51yjw,0,24.9,49.9,2023-02-21T19:45:48.057Z,2023-02-24T06:18:45Z,4051702803,178,,4048172249,213,0.4,4048172241,56,Left,4048172245,141,80.6,4048172243,140,78.2,4048172251,1,,4048172247,212,59.7,4048172239,157,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735937,3,44,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,21.1,16.8,2023-02-21T19:45:51.213Z,2023-02-24T11:17:10Z,4048172321,56,Back,4048172323,285,,4048172339,233,5,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735933,5,44,1,0,6,dmz37633qbsvl7gncq5s51yjw,0,78.9,83.2,2023-02-21T19:45:51.214Z,2023-02-24T06:18:48Z,4048172307,286,,4048172305,56,Left,4048172359,233,3,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735941,4,1,1,0,6,8rfydplrc9ki0sirqi0drcybk,0,20.4,14.1,2023-02-21T19:45:51.256Z,2023-02-24T11:17:11Z,4048172329,56,Back,4048172333,141,14.3,4048172337,213,0.0,4051702935,388,,4048172327,3,,4048172331,140,24.6,4048172335,212,4.4,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510735939,6,61,1,0,6,dmz37633qbsvl7gncq5s51yjw,1,78.2,80.6,2023-02-21T19:45:51.341Z,2023-02-24T06:19:00Z,4048172325,56,Left,4051703049,388,,4051703047,15,,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
