id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2486658243,1,34,16,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-19T14:15:05.459Z,2022-11-19T14:18:19Z,3921229829,197,4823,3921229827,194,5n4yyffs5f8b7exry819c4xxx,3921229823,130,8,3921229825,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921229817,30,"3yamg9wboimwxyklpekdxgxxx, a6sikfu3j1pp7mlfcdte2inoq, dt6qnodvlkioltvbbhn08tqs5, 5n4yyffs5f8b7exry819c4xxx, 2di9tk08yuqcb4wn9dvmwh97t, 5kdcg5tlzqdsmqdvyvxf49rrp, 39gerw0vkyeriats1e0rgdn56, b0hjaqg0on2lrpfcjxfyz7uqy, d866x81xlp0h24rtpg9jbczbp, d41ua67591gafg6gb9iwg3p7u, 2u29ogddmahu2ursn73e5yw9h, 8wnv741y7ghjolf8g5c7psru1, df3lhrpu9m9mqhk1h7hov4ic5, 5djouum2kdazpcjf79gbk2ju1, enwfqkgv2m6hfwwjmbvfx9m1h, 268os78lzi8fggnve9n15h5ux, a6w8k42asmtixpi0orgxh7aj8, 3gecp9ekr3ge4dk1zl4gt8amt",3921229819,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3921229831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921229821,59,"1, 37, 3, 4, 5, 8, 39, 23, 14, 12, 45, 7, 9, 11, 21, 24, 25, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486658265,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-11-19T14:15:08.442Z,2022-11-19T15:08:31Z,3921229987,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921229983,194,5udpap0himq2ggsw4f0o5hqdx,3921229985,197,16367,3921229981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3921229975,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3921229977,59,"1, 8, 17, 22, 3, 21, 4, 7, 16, 19, 20, 9, 11, 14, 25, 36, 37, 44",3921229973,30,"247o80ri7od76lxfrkmccz2ay, 5udpap0himq2ggsw4f0o5hqdx, 4lz9m2nwif7tql9hqsv2u7vft, 48pxorkarv5aq03l6179bes45, 5a86e1pl8b7ibmrkz3h6gs1yh, 4cyf8fcefkz6433g76okyd65m, 2q6bsyszm27v5uvs30j5ty311, 9llmzvk9nw1kwy73o8z9f8usp, 4xxoasz03erxlyonu2t8y5fqh, ady374prjuht3fs9va8n303jd, ab9z3kubalp5l33vbi4a8n0iy, 9w0nk2mz77jqc62v4gv1h0vkl, 6rzq8xkkst4hgbh2ysj52gwyx, 8dcdul1txdibvq7liaagnc9ka, 82h98ebusz83rox95oi9kafh1, 9bl6406oyhyfevbfsu3r2ketw, 6ug0yun0sdo78b0ugkfiafh1w, 56y2duyhs0m5k084fnyorx2j8",3921229979,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668021,2,32,1,0,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-19T15:01:03.907Z,2022-11-21T22:45:23Z,3921279703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486667999,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-11-19T15:01:03.907Z,2022-11-19T15:01:04Z,3921279625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668043,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,49.9,49.7,2022-11-19T15:01:03.968Z,2022-11-22T06:03:46Z,3921279805,141,49.7,3921279809,213,3.1,3921279803,140,39.3,3921279807,212,11.1,3921279811,279,S,3921279801,56,Back,3923810471,178,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668113,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,0,41.4,49.9,2022-11-19T15:01:05.494Z,2022-11-22T06:03:49Z,3923810535,178,,3921280121,140,70.4,3923547019,155,,3921280119,56,Left,3921280127,213,0.6,3921280123,141,79.6,3921280129,1,,3921280125,212,36.5,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668121,5,44,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,1,71.9,73.6,2022-11-19T15:01:08.509Z,2022-11-22T07:06:08Z,3921280161,56,Center,3921280255,233,3,3921280163,286,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668117,3,44,1,0,4,8mbtyq0has0uu0565fm9t5cdo,0,28.1,26.4,2022-11-19T15:01:08.510Z,2022-11-22T06:03:53Z,3921280145,56,Back,3921280147,285,,3921280203,233,5,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487096627,808,1,1,0,4,5g1fnexeromjl0lvnxp8hpnhi,1,76.9,86.4,2022-11-19T15:01:08.593Z,2022-11-22T07:06:08Z,3923546877,56,Left,3923546885,213,2.6,3923546875,3,,3923546881,141,93.9,3923546879,140,68.7,3923810587,388,,3923546883,212,10.0,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668135,4,43,1,0,6,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-19T15:01:10.009Z,2022-11-21T17:36:33Z,3921280237,56,Back,3921280239,140,38.7,3921280235,3,0,3921280241,141,13.7,3921280245,213,5.5,3923546847,144,1,3921280243,212,18.0,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668209,6,1,1,0,6,5g1fnexeromjl0lvnxp8hpnhi,0,56.7,90.9,2022-11-19T15:01:10.806Z,2022-11-22T06:04:00Z,3921280591,212,22.4,3923810637,178,,3921280583,157,,3921280587,140,73.7,3921280589,141,70.9,3921280593,213,5.6,3921280585,56,Center,3921280595,1,,48pxorkarv5aq03l6179bes45,B. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668189,5,44,1,0,10,8mbtyq0has0uu0565fm9t5cdo,1,25.4,28.6,2022-11-19T15:01:13.983Z,2022-11-22T07:06:09Z,3921280513,56,Back,3921280701,233,7,3921280515,285,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668219,7,44,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,0,74.6,71.4,2022-11-19T15:01:13.984Z,2022-11-22T06:58:00Z,3921280635,286,,3921280751,233,5,3921280631,56,Center,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668239,6,1,1,0,10,8mbtyq0has0uu0565fm9t5cdo,0,25.6,27.7,2022-11-19T15:01:14.056Z,2022-11-22T07:06:09Z,3921280721,56,Back,3921280725,141,26.4,3923810741,388,,3921280729,213,6.0,3921280723,140,28.2,3921280727,212,2.9,3921280719,3,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487097969,809,61,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,1,72.9,82.7,2022-11-19T15:01:14.092Z,2022-11-22T06:58:08Z,3923810781,388,,3923810779,15,,3923555059,56,Left,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668277,7,1,1,0,11,8mbtyq0has0uu0565fm9t5cdo,1,31.6,22.4,2022-11-19T15:01:15.290Z,2022-11-22T06:58:29Z,3921280941,140,38.3,3923810815,178,,3921280937,155,,3921280939,56,Back,3921280947,213,0.9,3921280943,141,36.0,3921280945,212,11.6,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487098029,753,61,1,0,13,8mbtyq0has0uu0565fm9t5cdo,0,42.6,17.6,2022-11-19T15:01:17.182Z,2022-11-22T06:04:38Z,3923555711,56,Back,3923811035,21,,3923810887,178,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668345,8,1,1,0,14,5g1fnexeromjl0lvnxp8hpnhi,1,60.4,70.2,2022-11-19T15:01:17.907Z,2022-11-22T06:04:33Z,3921281265,56,Back,3921281269,141,67.0,3921281267,140,42.2,3921281273,213,3.3,3923810961,178,,3921281271,212,19.2,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668283,8,43,1,0,14,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-19T15:01:18.826Z,2022-11-21T17:56:21Z,3923555591,144,49,,,,,,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
