id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2486668323,9,43,1,0,15,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-19T15:01:19.161Z,2022-11-21T17:56:29Z,3921281159,212,12.2,3921281153,56,Back,3921281157,141,27.1,3923555655,144,1,3921281161,213,5.8,3921281155,140,48.4,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668381,9,1,1,0,15,5g1fnexeromjl0lvnxp8hpnhi,0,42.2,67,2022-11-19T15:01:19.584Z,2022-11-22T06:04:43Z,3921281421,213,6.2,3921281411,157,,3923811097,178,,3921281423,1,,3921281419,212,43.3,3921281413,56,Center,3921281417,141,59.3,3921281415,140,83.1,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668451,10,4,1,0,17,8mbtyq0has0uu0565fm9t5cdo,1,14.4,23.8,2022-11-19T15:01:21.145Z,2022-11-22T06:05:10Z,3921281759,152,,3921281757,56,Back,3921281753,13,,3921281761,285,,3923557127,294,,3921282243,233,10,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668547,10,4,1,0,17,5g1fnexeromjl0lvnxp8hpnhi,0,85.6,76.2,2022-11-19T15:01:21.146Z,2022-11-22T06:05:09Z,3923557085,294,,3923811387,178,,3921282193,13,,3921282197,56,Center,3921282199,152,,3921282265,233,10,3921282201,286,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668759,11,1,1,0,38,8mbtyq0has0uu0565fm9t5cdo,0,23.5,31.9,2022-11-19T15:01:42.842Z,2022-11-22T06:05:13Z,3921283219,212,52.5,3921283203,157,,3921283207,152,,3923811433,178,,3921283223,213,0.0,3921283201,5,,3921283217,141,34.9,3921283213,140,73.5,3yamg9wboimwxyklpekdxgxxx,B. Garratt,3921283209,56,Center,3921283225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668805,11,1,1,0,43,5g1fnexeromjl0lvnxp8hpnhi,0,23.5,66.9,2022-11-19T15:01:47.288Z,2022-11-22T06:05:45Z,3921283449,3,,3921283457,212,19.5,3921283453,140,42.0,3921283459,213,6.2,3921283455,141,64.6,3921283451,56,Back,3923811761,388,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668835,12,1,1,0,45,8mbtyq0has0uu0565fm9t5cdo,1,56.1,28.6,2022-11-19T15:01:49.112Z,2022-11-22T06:05:50Z,3923811825,388,,3921283615,212,3.5,3921283609,56,Center,3921283607,3,,3921283617,213,5.5,3921283613,141,24.9,3921283611,140,58.4,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668839,13,44,1,0,47,8mbtyq0has0uu0565fm9t5cdo,1,63.6,31.8,2022-11-19T15:01:51.242Z,2022-11-22T07:06:09Z,3921283697,233,12,3921283631,56,Center,3921283633,286,,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668847,12,44,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,0,36.4,68.2,2022-11-19T15:01:51.243Z,2022-11-22T06:06:03Z,3921283665,285,,3921283737,233,13,3921283663,56,Back,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668851,14,1,1,0,47,8mbtyq0has0uu0565fm9t5cdo,0,58.4,24.9,2022-11-19T15:01:51.350Z,2022-11-22T07:06:10Z,3921283691,213,1.0,3921283681,168,,3921283679,3,,3921283683,56,Center,3921283687,141,37.1,3921283689,212,10.0,3921283685,140,63.8,3923812007,388,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668943,13,1,1,0,50,5g1fnexeromjl0lvnxp8hpnhi,0,27.9,61.5,2022-11-19T15:01:53.928Z,2022-11-22T06:06:18Z,3923812047,178,,3921284121,213,0.1,3921284115,140,75.0,3921284109,157,,3921284113,56,Center,3921284117,141,72.4,3921284119,212,50.0,3921284125,1,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669079,15,1,1,0,53,8mbtyq0has0uu0565fm9t5cdo,1,23.2,22.4,2022-11-19T15:01:57.673Z,2022-11-22T06:06:22Z,3921284653,213,2.2,3921284645,141,56.6,3921284647,212,28.1,3921284643,140,8.1,3923812083,178,,3921284639,56,Back,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669083,16,1,1,0,57,8mbtyq0has0uu0565fm9t5cdo,0,8.4,58.7,2022-11-19T15:02:01.729Z,2022-11-22T06:14:45Z,3923817131,178,,3921284671,141,63.9,3921284669,140,12.8,3921284665,157,,3921284859,233,14,3921284673,212,5.8,3921284677,1,,3921284863,286,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,3921284667,56,Back,3921284857,236,3921284675,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669123,14,74,1,0,57,5g1fnexeromjl0lvnxp8hpnhi,1,90.6,33.9,2022-11-19T15:02:01.803Z,2022-11-22T06:14:48Z,3921284821,56,Center,3921284891,233,16,3921284823,285,,3923817165,178,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669155,15,5,1,1,3,5g1fnexeromjl0lvnxp8hpnhi,0,72.2,-2,2022-11-19T15:02:07.761Z,2022-11-22T06:14:50Z,3921286659,233,17,3921284957,56,Right,3921284959,347,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669481,17,5,1,1,3,8mbtyq0has0uu0565fm9t5cdo,1,27.8,102,2022-11-19T15:02:07.761Z,2022-11-22T06:14:49Z,3921286629,347,,3921286627,56,Back,3921286643,233,15,,,,,,,,,,,,,,,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669515,18,1,1,1,16,8mbtyq0has0uu0565fm9t5cdo,1,31.5,100,2022-11-19T15:02:20.281Z,2022-11-22T06:14:52Z,3921292361,189,,3921286821,212,24.3,3921286815,56,Left,3921286819,141,91.9,3921292173,1,,3921286817,140,53.8,3921286813,107,,3921286823,213,6.0,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669559,19,1,1,1,18,8mbtyq0has0uu0565fm9t5cdo,1,55.8,92.3,2022-11-19T15:02:22.176Z,2022-11-22T06:14:55Z,3923817267,178,,3921287061,140,69.7,3921287059,56,Left,3921287063,141,93.4,3921287067,213,0.1,3921292477,189,,3921287065,212,14.6,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669571,20,50,1,1,20,8mbtyq0has0uu0565fm9t5cdo,1,58.2,90.5,2022-11-19T15:02:24.893Z,2022-11-22T06:15:01Z,3921287131,56,Left,3921287133,286,,3921287369,233,16,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669593,16,7,1,1,21,5g1fnexeromjl0lvnxp8hpnhi,1,41.8,9.5,2022-11-19T15:02:25.038Z,2022-11-22T06:15:05Z,3921287249,285,,3921287247,56,Back,3921287333,233,20,3923560115,384,,3923817397,178,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487151011,941,67,1,1,22,5g1fnexeromjl0lvnxp8hpnhi,1,30.8,12.3,2022-11-19T15:02:25.986Z,2022-11-22T07:06:10Z,3923837335,233,831,,,,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487151005,831,67,1,1,22,8mbtyq0has0uu0565fm9t5cdo,0,69.2,87.7,2022-11-19T15:02:25.987Z,2022-11-22T06:43:48Z,3923837353,233,941,,,,,,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669655,18,3,1,1,25,5g1fnexeromjl0lvnxp8hpnhi,0,36.5,7.4,2022-11-19T15:02:29.268Z,2022-11-22T06:15:16Z,3923817457,178,,3921287579,56,Back,3923560279,464,,3921289053,233,21,3921287581,286,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669599,21,7,1,1,25,8mbtyq0has0uu0565fm9t5cdo,0,63.5,92.6,2022-11-19T15:02:29.310Z,2022-11-22T06:15:13Z,3921287283,56,Left,3921287285,285,,3921289041,233,18,3923817511,178,,3923560387,383,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669597,17,49,1,1,26,5g1fnexeromjl0lvnxp8hpnhi,1,31.4,9.1,2022-11-19T15:02:30.204Z,2022-11-22T06:45:06Z,,,,,,,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669695,19,1,1,1,28,5g1fnexeromjl0lvnxp8hpnhi,1,37.7,23.4,2022-11-19T15:02:32.161Z,2022-11-22T06:15:25Z,3921287765,141,52.8,3921287769,213,1.1,3921287761,56,Back,3921287763,140,46.4,3921287767,212,22.0,3923817695,178,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669729,20,1,1,1,30,5g1fnexeromjl0lvnxp8hpnhi,1,42.2,57.6,2022-11-19T15:02:34.207Z,2022-11-22T06:15:28Z,3923817755,178,,3921287945,213,3.7,3921287943,212,12.3,3921287937,56,Back,3921287939,140,32.1,3921287941,141,48.4,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669757,21,1,1,1,32,5g1fnexeromjl0lvnxp8hpnhi,1,32.1,48.4,2022-11-19T15:02:36.713Z,2022-11-22T06:15:32Z,3921288089,56,Back,3921288097,213,2.8,3921288093,141,52.5,3921288095,212,8.9,3923817807,178,,3921288091,140,24.1,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669839,22,1,1,1,35,5g1fnexeromjl0lvnxp8hpnhi,0,24.6,51.9,2022-11-19T15:02:39.191Z,2022-11-22T06:15:36Z,3921288545,212,66.3,3921288549,1,,3921288547,213,0.1,3923560669,155,,3921288543,141,64.9,3921288539,56,Center,3921288541,140,87.2,3923817869,178,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669869,22,52,1,1,39,8mbtyq0has0uu0565fm9t5cdo,1,11,39.5,2022-11-19T15:02:43.169Z,2022-11-22T06:15:41Z,3923560655,377,,3923817935,178,,,,,,,,,,,,,,,,,,,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670149,23,1,1,1,52,8mbtyq0has0uu0565fm9t5cdo,0,13.5,56.6,2022-11-19T15:02:56.715Z,2022-11-22T06:15:44Z,3921290061,1,,3921290053,212,52.4,3921290057,213,0.4,3921290049,141,84.4,3921290043,56,Left,3921290045,140,60.0,3921290041,199,,,,,3yamg9wboimwxyklpekdxgxxx,B. Garratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670219,23,1,1,1,55,5g1fnexeromjl0lvnxp8hpnhi,1,36.2,19.8,2022-11-19T15:02:59.747Z,2022-11-22T06:20:54Z,3921290363,141,14.6,3921290367,213,5.9,3921290365,212,9.4,3923821973,178,,3921290361,140,44.5,3921290359,56,Back,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487098811,810,49,1,1,57,5g1fnexeromjl0lvnxp8hpnhi,1,39.2,18.7,2022-11-19T15:03:01.019Z,2022-11-22T06:21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670233,24,1,1,1,57,5g1fnexeromjl0lvnxp8hpnhi,0,44.5,14.6,2022-11-19T15:03:01.054Z,2022-11-22T06:21:04Z,3923822077,178,,3921290449,56,Back,3921290453,141,27.1,3921290457,213,1.7,3921290455,212,8.6,3921290451,140,43.5,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487098839,754,49,1,1,58,8mbtyq0has0uu0565fm9t5cdo,1,61.2,70.3,2022-11-19T15:03:01.932Z,2022-11-22T06:21:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d41ua67591gafg6gb9iwg3p7u,T. Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670211,24,1,1,1,58,8mbtyq0has0uu0565fm9t5cdo,0,52.5,65.5,2022-11-19T15:03:02.012Z,2022-11-22T06:21:11Z,3923822187,178,,3921290321,56,Center,3921294387,233,25,3921294385,236,,3921290325,141,67.0,3921290323,140,58.0,3921290327,212,5.9,3921290329,213,0.2,d41ua67591gafg6gb9iwg3p7u,T. Onyango,3921294391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
