id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2545051885,218,1,1,24,11,5g1fnexeromjl0lvnxp8hpnhi,1,45.5,100,2023-05-07T11:24:24.346Z,2023-05-09T20:44:04Z,4258068679,107,,4258068681,56,Left,4258068691,213,6.0,4258068685,141,90.6,4258068687,212,30.1,4258068693,1,,4258068683,140,73.2,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545051903,219,1,1,24,12,5g1fnexeromjl0lvnxp8hpnhi,0,73.1,90.8,2023-05-07T11:24:25.957Z,2023-05-09T20:44:10Z,4258068785,212,5.6,4258068787,213,4.2,4265321603,388,,4258068783,141,83.6,4258068779,56,Left,4258068781,140,70.5,4262155737,156,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545051899,182,8,1,24,13,ejm092fnt9zoxbpuklzd52ji8,1,31.8,21,2023-05-07T11:24:26.397Z,2023-05-09T20:44:15Z,4265321655,178,,4262156253,383,,4265321653,21,,4258068759,56,Back,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545051913,183,49,1,24,14,ejm092fnt9zoxbpuklzd52ji8,1,31.8,21,2023-05-07T11:24:27.452Z,2023-05-09T20:44:16Z,,,,,,,,,,,,,,,,,,,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052155,184,1,1,24,14,ejm092fnt9zoxbpuklzd52ji8,1,31.8,21,2023-05-07T11:24:27.461Z,2023-05-09T20:44:19Z,4258070145,213,2.7,4265321679,178,,4258070141,212,31.5,4258070139,141,41.0,4258070135,56,Back,4258070137,140,4.7,,,,,,,6xjftfuwhkbs39xfc3phdbyl1,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052195,185,1,1,24,27,ejm092fnt9zoxbpuklzd52ji8,1,11,39.4,2023-05-07T11:24:40.449Z,2023-05-09T20:44:22Z,4258070381,157,,4258070391,213,0.5,4258070393,1,,4258070383,56,Left,4258070387,141,88.1,4258070389,212,66.5,4258070385,140,65.9,4265321713,178,,41lv87i23sxmdyrs4xxh96m3u,A. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052203,186,44,1,24,31,ejm092fnt9zoxbpuklzd52ji8,1,62.4,72.9,2023-05-07T11:24:44.027Z,2023-05-09T21:26:08Z,4258070951,233,220,4258070433,56,Center,4258070437,286,,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052223,220,44,1,24,31,5g1fnexeromjl0lvnxp8hpnhi,0,37.6,27.1,2023-05-07T11:24:44.028Z,2023-05-09T21:25:49Z,4258070555,285,,4258073757,233,186,4258070553,56,Back,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052215,187,1,1,24,31,ejm092fnt9zoxbpuklzd52ji8,0,66,88.3,2023-05-07T11:24:44.066Z,2023-05-09T21:26:09Z,4258070515,212,11.4,4258070517,213,5.9,4258070507,168,,4258070505,3,,4258070509,56,Left,4265321761,388,,4258070513,141,82.0,4258070511,140,76.1,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052233,221,1,1,24,32,5g1fnexeromjl0lvnxp8hpnhi,0,32,34.6,2023-05-07T11:24:44.984Z,2023-05-09T20:44:34Z,4258070621,140,48.6,4258070627,213,6.0,4258070625,212,18.0,4265321817,178,,4258070623,141,28.2,4258070619,56,Back,4258070617,3,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052257,188,1,1,24,33,ejm092fnt9zoxbpuklzd52ji8,0,55.8,74.5,2023-05-07T11:24:46.756Z,2023-05-09T20:44:44Z,4265321973,388,,4258070793,140,64.2,4258070797,212,9.6,4258070799,213,5.9,4258070795,141,69.0,4258070789,3,,4258070791,56,Center,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052265,189,44,1,24,35,ejm092fnt9zoxbpuklzd52ji8,1,62.4,72.9,2023-05-07T11:24:48.334Z,2023-05-09T21:26:09Z,4258070849,286,,4258073745,233,222,4258070847,56,Center,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052277,222,44,1,24,35,5g1fnexeromjl0lvnxp8hpnhi,0,37.6,27.1,2023-05-07T11:24:48.335Z,2023-05-09T20:44:46Z,4258070883,56,Back,4258070997,233,189,4258070885,285,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052297,190,1,1,24,35,ejm092fnt9zoxbpuklzd52ji8,1,63.8,68.8,2023-05-07T11:24:48.459Z,2023-05-09T21:26:09Z,4265322043,388,,4258071025,212,2.0,4258071027,213,4.4,4258071013,3,,4258071023,141,66.0,4258071017,56,Center,4258071021,140,63.2,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052349,191,1,1,24,36,ejm092fnt9zoxbpuklzd52ji8,0,62.6,65.5,2023-05-07T11:24:49.862Z,2023-05-09T20:44:52Z,4258071291,140,69.8,4265322047,388,,4258071293,141,71.2,4258071297,213,0.5,4258071295,212,8.5,4258071287,3,,4258071289,56,Center,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545824829,658,3,1,24,38,5g1fnexeromjl0lvnxp8hpnhi,0,32.9,19.3,2023-05-07T11:24:51.328Z,2023-05-09T20:44:58Z,4262159897,467,4m9vn1q30f1c8ksiyxtei63ft,4262159895,465,,4262159893,285,,4265322133,21,,4265322131,178,,4262159891,56,Back,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052369,223,4,1,24,38,5g1fnexeromjl0lvnxp8hpnhi,1,33.2,30.4,2023-05-07T11:24:51.587Z,2023-05-09T20:45:00Z,4258071407,285,,4258071383,152,,4258071385,265,,4258071403,233,192,4258071381,56,Back,4258071379,13,,,,,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052355,192,4,1,24,38,ejm092fnt9zoxbpuklzd52ji8,0,66.8,69.6,2023-05-07T11:24:51.588Z,2023-05-09T20:45:00Z,4258071331,286,,4258071325,56,Center,4258071327,152,,4258071329,265,,4258071447,233,223,4258071323,13,,4265322141,178,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052405,224,1,1,24,39,5g1fnexeromjl0lvnxp8hpnhi,1,39.3,30.7,2023-05-07T11:24:52.907Z,2023-05-09T20:45:11Z,4258071651,152,,4258071649,5,,4258071661,213,4.8,4265322241,178,,4258071653,56,Back,4258071659,212,10.3,4258071655,140,40.3,4258071657,141,15.7,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052439,225,1,1,24,42,5g1fnexeromjl0lvnxp8hpnhi,1,40.6,13.9,2023-05-07T11:24:55.642Z,2023-05-09T20:45:14Z,4258071885,140,38.6,4258071889,212,10.4,4258071887,141,28.9,4258071883,56,Back,4258071891,213,1.8,4265322311,178,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052477,226,1,1,24,46,5g1fnexeromjl0lvnxp8hpnhi,1,35.6,30.1,2023-05-07T11:24:59.191Z,2023-05-09T20:45:17Z,4265322335,178,,4258072057,56,Back,4258072059,140,36.6,4258072065,213,4.8,4258072063,212,16.3,4258072061,141,6.2,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052549,227,1,1,24,47,5g1fnexeromjl0lvnxp8hpnhi,1,33.9,5.8,2023-05-07T11:25:00.592Z,2023-05-09T20:45:20Z,4258072475,213,2.2,4265322403,178,,4258072473,212,19.9,4258072467,56,Back,4258072469,140,22.6,4258072471,141,29.3,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052577,228,1,1,24,50,5g1fnexeromjl0lvnxp8hpnhi,1,21.8,37.3,2023-05-07T11:25:03.877Z,2023-05-09T20:45:24Z,4258072571,56,Back,4258072585,213,1.5,4265322457,178,,4258072573,140,23.4,4258072581,212,15.5,4258072577,141,60.0,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052679,229,1,1,24,53,5g1fnexeromjl0lvnxp8hpnhi,1,20.8,58.3,2023-05-07T11:25:06.309Z,2023-05-09T20:45:26Z,4258073137,213,5.5,4265322505,178,,4258073131,141,40.0,4258073133,212,17.0,4258073129,140,31.8,4258073127,56,Back,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052745,230,1,1,24,57,5g1fnexeromjl0lvnxp8hpnhi,1,43,47.3,2023-05-07T11:25:10.870Z,2023-05-09T20:45:29Z,4258073501,212,30.1,4258073499,141,25.5,4258073497,140,67.9,4265322539,178,,4258073493,56,Center,4258073503,213,5.8,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052793,231,1,1,25,0,5g1fnexeromjl0lvnxp8hpnhi,1,69.4,18.3,2023-05-07T11:25:13.956Z,2023-05-09T20:45:32Z,4258073771,56,Right,4265322551,178,,4258073775,141,11.1,4258073779,213,5.8,4258073777,212,10.2,4258073773,140,77.9,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052865,232,1,1,25,4,5g1fnexeromjl0lvnxp8hpnhi,1,74.4,12.3,2023-05-07T11:25:17.390Z,2023-05-09T20:45:36Z,4258074141,140,67.7,4258074139,56,Center,4265322591,178,,4258074143,141,31.0,4258074145,212,14.5,4258074147,213,2.1,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052937,233,1,1,25,8,5g1fnexeromjl0lvnxp8hpnhi,1,70.4,36.7,2023-05-07T11:25:21.447Z,2023-05-09T20:45:40Z,4265322617,178,,4258074501,56,Center,4258074505,141,70.6,4258074509,213,1.5,4258074507,212,23.1,4258074503,140,71.3,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545052999,234,1,1,25,11,5g1fnexeromjl0lvnxp8hpnhi,1,75.8,78.4,2023-05-07T11:25:24.933Z,2023-05-09T20:45:43Z,4258074839,140,86.5,4258074837,56,Left,4258074841,141,90.9,4258074843,212,14.1,4258074845,213,0.6,4265322635,178,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053071,235,1,1,25,14,5g1fnexeromjl0lvnxp8hpnhi,1,87,91.5,2023-05-07T11:25:27.805Z,2023-05-09T20:45:46Z,4258075169,213,3.8,4258075165,141,77.9,4258075167,212,16.0,4258075161,56,Center,4265322655,178,,4258075163,140,74.6,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053119,236,1,1,25,18,5g1fnexeromjl0lvnxp8hpnhi,1,77.8,91.7,2023-05-07T11:25:31.024Z,2023-05-09T20:45:48Z,4258075427,213,0.2,4258075425,212,8.1,4258075419,56,Left,4258075423,141,93.8,4265322673,178,,4258075421,140,85.4,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053159,237,1,1,25,20,5g1fnexeromjl0lvnxp8hpnhi,1,88,93.8,2023-05-07T11:25:33.711Z,2023-05-09T20:45:52Z,4265322723,178,,4258075661,56,Left,4258075667,212,18.6,4258075669,213,3.4,4258075665,141,87.4,4258075663,140,70.8,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053197,238,1,1,25,23,5g1fnexeromjl0lvnxp8hpnhi,1,73.5,90.3,2023-05-07T11:25:36Z,2023-05-09T20:45:55Z,4258075903,56,Center,4265322753,178,,4258075911,141,68.4,4258075907,140,74.6,4258075915,212,14.9,4258075919,213,4.8,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053225,239,1,1,25,24,5g1fnexeromjl0lvnxp8hpnhi,1,74.5,67,2023-05-07T11:25:37.454Z,2023-05-09T20:45:58Z,4265322787,178,,4258076039,56,Center,4258076041,140,78.5,4258076047,213,5.5,4258076045,212,5.8,4258076043,141,61.2,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053235,240,1,1,25,24,5g1fnexeromjl0lvnxp8hpnhi,1,78.5,61.2,2023-05-07T11:25:37.846Z,2023-05-09T20:47:48Z,4258076117,141,67.9,4258076115,140,78.5,4258076119,212,4.6,4258076113,56,Center,4258076121,213,1.6,4265322831,178,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545825727,659,61,1,25,25,5g1fnexeromjl0lvnxp8hpnhi,1,80.3,60.2,2023-05-07T11:25:38.126Z,2023-05-09T20:47:54Z,4262164375,56,Center,4265322849,178,,,,,,,,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053249,193,49,1,25,26,ejm092fnt9zoxbpuklzd52ji8,1,21.3,34,2023-05-07T11:25:39.296Z,2023-05-09T20:47:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053329,194,1,1,25,27,ejm092fnt9zoxbpuklzd52ji8,0,20.7,34.2,2023-05-07T11:25:40.147Z,2023-05-09T20:47:59Z,4258076571,141,14.9,4258076569,140,55.2,4258076567,56,Right,4265324141,178,,4258076573,212,38.5,4258076577,1,,4258076575,213,5.9,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053351,241,49,1,25,31,5g1fnexeromjl0lvnxp8hpnhi,1,42.6,75.6,2023-05-07T11:25:44.949Z,2023-05-09T20:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053425,242,1,1,25,35,5g1fnexeromjl0lvnxp8hpnhi,1,43.9,77.9,2023-05-07T11:25:48.679Z,2023-05-09T20:48:06Z,4265324255,178,,4258077091,212,11.7,4258077085,56,Left,4258077087,140,54.0,4258077089,141,85.3,4258077093,213,0.4,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053441,243,1,1,25,38,5g1fnexeromjl0lvnxp8hpnhi,1,56.8,88.6,2023-05-07T11:25:51.205Z,2023-05-09T20:48:08Z,4258077185,212,17.2,4265324321,178,,4258077177,140,70.7,4258077175,56,Center,4258077191,213,5.7,4258077181,141,75.1,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053463,244,1,1,25,39,5g1fnexeromjl0lvnxp8hpnhi,0,70.7,75.1,2023-05-07T11:25:52.318Z,2023-05-09T20:48:11Z,4258077287,213,1.6,4258077285,212,17.5,4258077283,141,100.0,4258077279,56,Left,4265324369,178,,4258077281,140,70.5,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053797,195,5,1,25,41,ejm092fnt9zoxbpuklzd52ji8,1,24.8,-1.4,2023-05-07T11:25:54.088Z,2023-05-09T20:48:13Z,4258079135,347,,4258079133,56,Back,4258079181,233,245,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053467,245,5,1,25,41,5g1fnexeromjl0lvnxp8hpnhi,0,75.2,101.4,2023-05-07T11:25:54.088Z,2023-05-09T20:48:13Z,4258079197,233,195,4258077311,347,,4258077307,56,Left,,,,,,,,,,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053833,196,1,1,26,0,ejm092fnt9zoxbpuklzd52ji8,0,20.1,0,2023-05-07T11:26:13.300Z,2023-05-09T20:48:16Z,4258079357,212,40.0,4258079359,213,0.2,4258079353,141,8.5,4258079349,56,Right,4258079347,107,,4258079351,140,57.6,4258079361,1,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053859,247,1,1,26,3,5g1fnexeromjl0lvnxp8hpnhi,0,31.2,82.8,2023-05-07T11:26:16.293Z,2023-05-09T20:48:52Z,4258079521,213,6.2,4258079511,3,,4258079519,212,10.2,4258079515,140,40.9,4258079517,141,81.2,4258079513,56,Back,4265324439,388,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053877,197,1,1,26,5,ejm092fnt9zoxbpuklzd52ji8,0,53,11.3,2023-05-07T11:26:17.968Z,2023-05-09T20:48:56Z,4258079627,212,20.8,4258079625,141,8.3,4265324567,388,,4258079619,3,,4258079623,140,72.7,4258079631,213,6.2,4258079621,56,Right,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053901,248,61,1,26,6,5g1fnexeromjl0lvnxp8hpnhi,0,36.3,89,2023-05-07T11:26:18.991Z,2023-05-09T20:49:03Z,4258079777,56,Back,4265325007,388,,4265325005,15,,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545053907,198,43,1,26,8,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-05-07T11:26:21.429Z,2023-05-07T11:26:25Z,4258080233,144,49,,,,,,,,,,,,,,,,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054021,199,1,1,26,12,ejm092fnt9zoxbpuklzd52ji8,1,92.9,12.8,2023-05-07T11:26:25.219Z,2023-05-09T20:49:08Z,4258080425,56,Right,4258080433,213,3.3,4258080429,141,9.9,4258080427,140,82.5,4265325073,178,,4258080431,212,11.1,,,,,,,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054045,200,1,1,26,14,ejm092fnt9zoxbpuklzd52ji8,1,90,3.6,2023-05-07T11:26:27.727Z,2023-05-09T21:26:10Z,4258080601,212,25.8,4265325105,178,,4258080603,213,1.5,4258080597,140,91.0,4258080595,56,Center,4258080599,141,41.5,4258086047,154,,4258086045,210,13,3avfwbde1n5ti7w690ve0cges,J. Plant,,4262169719,20,4262169717,224,,4258080591,2,,,4258080593,155,,,,,,,,,,,,,,,,1,,,,,
2545054129,203,44,1,26,15,ejm092fnt9zoxbpuklzd52ji8,1,88.6,37.6,2023-05-07T11:26:28.963Z,2023-05-09T21:26:10Z,4258081073,233,249,4258081051,56,Center,4258081053,286,,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054071,249,44,1,26,16,5g1fnexeromjl0lvnxp8hpnhi,0,11.4,62.4,2023-05-07T11:26:28.964Z,2023-05-09T20:49:13Z,4258080721,285,,4258080719,56,Back,4258081145,233,203,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054049,201,13,1,26,16,ejm092fnt9zoxbpuklzd52ji8,1,91.9,42.3,2023-05-07T11:26:29.026Z,2023-05-09T21:26:10Z,4265325289,178,,4258080631,17,,4258086071,55,200,4258080633,56,Center,4258086079,230,99.9,4258085437,328,,4258080629,22,,4258086065,81,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,4258086067,29,4258086081,231,50.4,4258085433,15,,,4258086075,102,43.5,4258086077,103,4258086069,154,,,,,,,,,,,,,66.7,,,
2545054061,202,5,1,26,17,ejm092fnt9zoxbpuklzd52ji8,0,101,42.4,2023-05-07T11:26:30.839Z,2023-05-09T20:49:21Z,4258080685,56,Center,4258080687,346,,4258080937,233,250,,,,,,,,,,,,,,,,b0l7hknmc27qttjxv094mi5zp,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054099,250,5,1,26,17,5g1fnexeromjl0lvnxp8hpnhi,1,-1,57.6,2023-05-07T11:26:30.839Z,2023-05-09T20:49:20Z,4258080881,346,,4258080907,233,202,4258080879,56,Back,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545055843,253,1,1,26,29,5g1fnexeromjl0lvnxp8hpnhi,1,5.1,62.1,2023-05-07T11:26:42.940Z,2023-05-09T20:49:22Z,4258090441,237,,4258090437,213,0.7,4258090435,212,12.1,4258090429,56,Back,4262172239,189,,4258090433,141,73.3,4258090427,124,,4258090431,140,14.1,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054501,204,27,1,26,39,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-05-07T11:26:52.416Z,2023-05-09T20:49:26Z,4258109917,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545054905,251,27,1,26,39,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-05-07T11:26:52.416Z,2023-05-09T20:49:25Z,4258109939,233,204,4258085305,53,2q6bsyszm27v5uvs30j5ty311,4258085303,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545055511,205,28,1,27,57,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-05-07T11:28:10.748Z,2023-05-09T20:49:32Z,4258088727,55,204,4258088855,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545055539,252,28,1,27,57,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-05-07T11:28:10.748Z,2023-05-09T20:49:31Z,4258088881,233,205,4258088831,55,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545055933,254,68,1,28,8,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-05-07T11:28:21.434Z,2023-05-09T20:49:46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545055925,206,68,1,28,9,ejm092fnt9zoxbpuklzd52ji8,0,0,0,2023-05-07T11:28:22.699Z,2023-05-09T20:49:44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545057163,271,52,1,28,13,5g1fnexeromjl0lvnxp8hpnhi,1,13.9,55.2,2023-05-07T11:28:26.248Z,2023-05-09T20:49:51Z,4262176567,376,,4265325759,178,,,,,,,,,,,,,,,,,,,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545056051,255,80,1,28,20,5g1fnexeromjl0lvnxp8hpnhi,0,15.1,51.6,2023-05-07T11:28:33.514Z,2023-05-09T20:49:55Z,4265325819,178,,,,,,,,,,,,,,,,,,,,,,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545056133,256,1,1,28,23,5g1fnexeromjl0lvnxp8hpnhi,0,23.2,40.6,2023-05-07T11:28:36.248Z,2023-05-09T20:49:57Z,4258091917,212,47.1,4258091919,213,6.0,4258091915,141,18.0,4265325843,178,,4258091913,140,65.6,4258091921,1,,4258091911,56,Right,4258091909,155,,82h98ebusz83rox95oi9kafh1,C. Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545056427,210,44,1,28,26,ejm092fnt9zoxbpuklzd52ji8,1,27.2,84,2023-05-07T11:28:39.949Z,2023-05-09T21:26:11Z,4258093755,285,,4258093757,233,257,4258093753,56,Back,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545056155,257,44,1,28,26,5g1fnexeromjl0lvnxp8hpnhi,0,72.8,16,2023-05-07T11:28:39.950Z,2023-05-09T20:50:00Z,4258093781,233,210,4258092057,286,,4258092055,56,Right,,,,,,,,,,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
