id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495525351,1,34,16,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-01-07T14:15:05.690Z,2023-01-07T15:05:07Z,3968171371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3968171383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968171377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968171375,130,18,3968171369,30,"dtl2jirk97xct4idsoj2vxbs9, 9em8141j1bdvykowhmoyeob85, 4i81y9jhkouk3zmd03gjp1gx5, 6n2iaeukutepfiee2nvfpvofe, 552cgdv8qya776at130r2d0mi, 75c432elegprf4f6hn72icset, btlomqnhw2ft72iwg7xbaoh2i, 61allnul4qlvl9s6wf0nehped, cjwflve6ukph4h2az1irm099l, cqcwoymcrgf7wdi6091zplecp, 7617zihboc2wywyoyou6nhuqd, eslpks0nl5y4vnn6xi13iuqqx, ea28jq8w3nc9koizvgffy5a7d, 9fdbjgbp780ql3ugygbuhie3t, 5r7zhmb338nvjaawyyvbuh5yi, 75lptyj9mjvb2zyupi4fnnox5, 1nvaqc5633cmmgqu2bpvly5ex, 8ceatyytb6gk5odzls21u2w2x",3968171379,194,75c432elegprf4f6hn72icset,3968171381,197,4888,3968171373,59,"1, 22, 15, 4, 14, 2, 23, 8, 32, 9, 10, 3, 7, 20, 26, 28, 30, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495525363,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-01-07T14:15:08.369Z,2023-01-07T14:22:16Z,3968171485,197,4867,3968171479,130,12,3968171487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968171473,30,"af0te77bq4mgr7rkkqateiswl, b1or5u4dfuf4pvg7cgqnp3nxl, apgbqplqtvuc1dmdxi5gqhd04, a69q0jj7tjwzxpo6b4i1ed3h1, cqbxzfg7eb97z1rx01kms6ay1, 3nxrsmys3v8ci6xeqsx8yaac5, 8f5io2957l6ye5u7bsan0ecfe, a06js9xdgcoqq2mjjp9bbozu2, 3hjfotlalegyuxqoidz99f1ii, 2ykne43vtv8c00rvviyr3rre2, dhty303ilcb4cocqv68324xk9, 1vni33hvf1nchb5gou5n5b2i2, dqgptypyedqzff38kn24en3s9, 5x46bjvslvsozkw1o5ddni12h, 3ujxqdy1k9w7hf33scf16hm8l, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 5h89f4rz70l545xkozdp99ck5",3968171481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968171483,194,af0te77bq4mgr7rkkqateiswl,3968171475,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3968171477,59,"1, 21, 25, 6, 16, 5, 15, 20, 23, 17, 4, 29, 2, 10, 11, 12, 14, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541537,2,32,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-01-07T15:00:56.892Z,2023-01-07T15:00:57Z,3968258717,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541545,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-01-07T15:00:56.892Z,2023-01-09T20:00:19Z,3968258759,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541579,3,1,1,0,0,fvr504m6gaxsfmtx4fwm7iq1,1,50.1,50.1,2023-01-07T15:00:56.993Z,2023-01-10T01:06:06Z,3968258903,140,44.3,3968258909,213,3.4,3968258911,279,S,3968258905,141,47.6,3968258907,212,6.3,3972163589,178,,3968258901,56,Back,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541619,4,1,1,0,1,fvr504m6gaxsfmtx4fwm7iq1,0,44.3,47.6,2023-01-07T15:00:58.478Z,2023-01-10T01:06:10Z,3968259075,140,81.8,3968259077,141,100.0,3972163605,178,,3968259083,1,,3968259071,157,,3968259073,56,Left,3968259081,213,0.7,3968259079,212,53.7,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541789,3,5,1,0,4,8xeuwzxnm7hdlbjjuezgfkz3w,1,17.8,-1.2,2023-01-07T15:01:01.141Z,2023-01-10T01:06:13Z,3968259879,347,,3968259877,56,Back,3968259907,233,5,,,,,,,,,,,,,,,,3hjfotlalegyuxqoidz99f1ii,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541623,5,5,1,0,4,fvr504m6gaxsfmtx4fwm7iq1,0,82.2,101.2,2023-01-07T15:01:01.141Z,2023-01-10T01:06:14Z,3968259097,56,Left,3968259941,233,3,3968259099,347,,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541821,4,1,1,0,18,8xeuwzxnm7hdlbjjuezgfkz3w,0,20.3,0,2023-01-07T15:01:15.583Z,2023-01-10T04:23:22Z,3968260031,56,Right,3968260029,107,,3968260035,141,4.9,3968260037,212,38.4,3968260039,213,0.1,3968260041,1,,3968260033,140,56.6,,,,b1or5u4dfuf4pvg7cgqnp3nxl,R. Cooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541851,6,1,1,0,20,fvr504m6gaxsfmtx4fwm7iq1,0,44.9,87.1,2023-01-07T15:01:17.456Z,2023-01-10T01:06:21Z,3968260171,213,0.3,3968260161,3,,3968260167,141,89.4,3968260165,140,50.2,3968260169,212,5.8,3972163655,388,,3968260163,56,Left,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
