id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501308601,1,34,16,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-01-28T14:15:03.579Z,2023-01-30T16:46:38Z,3998540411,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998540397,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3998540405,194,dqgptypyedqzff38kn24en3s9,3998540399,59,"1, 2, 4, 29, 5, 16, 15, 20, 8, 11, 9, 6, 10, 12, 14, 19, 21, 25",3998540407,197,4867,3998540395,30,"af0te77bq4mgr7rkkqateiswl, dqgptypyedqzff38kn24en3s9, dhty303ilcb4cocqv68324xk9, 1vni33hvf1nchb5gou5n5b2i2, 3nxrsmys3v8ci6xeqsx8yaac5, cqbxzfg7eb97z1rx01kms6ay1, 8f5io2957l6ye5u7bsan0ecfe, a06js9xdgcoqq2mjjp9bbozu2, b9apqidquztaojf6e3my6v7bp, epb1j3o8uv7qo4yu31eoquicq, 3ft5brlvxvw8otiyjppxkk6ad, a69q0jj7tjwzxpo6b4i1ed3h1, 5x46bjvslvsozkw1o5ddni12h, 6s5n6ri7p16dbqb35b2dpl0wl, 5pf4sma6x95qcuhx6wmqqzu1h, 3b3odntkdxlv2x7n9le3qbxlh, b1or5u4dfuf4pvg7cgqnp3nxl, apgbqplqtvuc1dmdxi5gqhd04",3998540401,130,18,3998540403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501308763,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-28T14:15:16.306Z,2023-01-30T14:52:28Z,3998541435,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3998541441,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3998541439,130,8,3998541437,59,"35, 30, 28, 6, 5, 2, 7, 15, 40, 10, 21, 1, 8, 9, 18, 19, 23, 25",3998541443,194,fjnzx6b57qsj6o7hdm6r0mhh,3998541433,30,"6axta520v9f4z56hctbq3a4mh, ejmi6qqszz1509excckyj3n1m, c651trgr0pihuppxxd31z6go9, 6q5iqhaxdzqhj3jt0eptjvbv9, c4hif6j7tldh0w7oeq8v9pcve, 6wax1hh875vpvfi1fbetwmtey, 9s6ec1a12gozqwjlsyo7y8gr9, fjnzx6b57qsj6o7hdm6r0mhh, 5pafzbbuucga9ut20l6ckj7u2, bdquc37ytagmw19zgrehnryz9, 4n37rih2qtphgtjxzo2id5f55, byo7r7emgxz5oiauh2z75vpp1, 3pxdg41xbkbajeuxovusa2v9x, dz04k2zt87y78ku9g14sxm21h, bgly2zwf7qro0phmd6hkry6ll, f4qyrav5wfp55jyprdoq1upcl, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd",3998541447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998541445,197,4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350201,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-01-28T15:00:41.497Z,2023-01-28T15:00:41Z,3998752707,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350211,2,32,1,0,0,8xeuwzxnm7hdlbjjuezgfkz3w,1,0,0,2023-01-28T15:00:41.497Z,2023-01-30T19:50:41Z,3998752749,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350287,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,50.1,49.7,2023-01-28T15:00:41.566Z,2023-01-31T08:36:25Z,3998753057,140,31.3,3998753059,141,51.3,3998753065,279,S,3998753055,56,Back,4005121993,178,,3998753061,212,19.8,3998753063,213,3.1,,,,bdquc37ytagmw19zgrehnryz9,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350333,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,1,39.4,47.6,2023-01-28T15:00:43.539Z,2023-01-31T08:36:30Z,4005122049,178,,3998753241,56,Back,3998753243,140,41.2,3998753249,213,4.8,3998753247,212,20.3,3998753245,141,17.9,,,,,,,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350347,5,1,1,0,4,5pfqedkme2kabtqhkln35pf3l,0,45.8,16.7,2023-01-28T15:00:45.951Z,2023-01-31T08:36:39Z,3998753303,56,Center,3998753305,140,72.6,3998753311,213,0.2,3998753307,141,24.0,4005122063,178,,3998753309,212,28.6,,,,,,,ejmi6qqszz1509excckyj3n1m,L. Hoole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350421,3,1,1,0,5,8xeuwzxnm7hdlbjjuezgfkz3w,0,30.5,86.3,2023-01-28T15:00:47.395Z,2023-01-31T08:36:48Z,3998753625,56,Center,3998753639,1,,3998753627,140,84.1,3998753629,141,65.2,3998753635,213,6.0,3998753623,157,,4005122113,178,,3998753631,212,58.1,cqbxzfg7eb97z1rx01kms6ay1,J. Bedeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350499,6,1,1,0,11,5pfqedkme2kabtqhkln35pf3l,1,15.1,47.3,2023-01-28T15:00:52.678Z,2023-01-31T08:36:52Z,4005122139,178,,3998753957,213,1.3,3998753943,56,Back,3998753949,141,67.2,3998753945,140,19.2,3998753953,212,14.2,,,,,,,6axta520v9f4z56hctbq3a4mh,E. Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350605,7,1,1,0,14,5pfqedkme2kabtqhkln35pf3l,1,20.6,69.6,2023-01-28T15:00:55.556Z,2023-01-31T08:36:56Z,3998754411,56,Back,3998754413,140,29.6,3998754415,141,93.8,4005122165,178,,3998754419,213,1.0,3998754417,212,19.0,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
