id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2516463195,789,44,1,0,24,5jjqm8h6qm1w4s5f93uubhdrj,1,63.9,91.3,2023-03-04T15:01:29.014Z,2023-03-07T12:35:28Z,4078385653,56,Left,4078385655,286,,4078795187,233,763,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516463151,763,44,1,0,24,1musyruv2ufjrjnj6gvdbr8kt,0,36.1,8.7,2023-03-04T15:01:29.015Z,2023-03-07T07:54:48Z,4078385339,285,,4078795195,233,789,4078385337,56,Back,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071317,6,1,1,0,24,5jjqm8h6qm1w4s5f93uubhdrj,0,63.2,88.7,2023-03-04T15:01:29.055Z,2023-03-07T12:35:28Z,4079849385,388,,4071018199,213,0.3,4071018189,168,,4071018191,56,Left,4071018195,141,92.1,4071018187,3,,4071018193,140,70.8,4071018197,212,8.3,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071391,6,43,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-04T15:01:29.962Z,2023-03-04T15:01:46Z,4071018537,285,0,4071018535,56,Back,4071020939,144,44,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516463461,764,49,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,33.5,6.4,2023-03-04T15:01:30.305Z,2023-03-07T07:55:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071415,7,1,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,29.4,13.2,2023-03-04T15:01:30.323Z,2023-03-07T07:55:10Z,4079849651,388,,4071018639,1,,4071018629,56,Center,4071018631,140,61.3,4071018635,212,34.0,4071018627,157,,4071018633,141,21.6,4071018637,213,0.2,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516463465,765,43,1,0,25,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-04T15:01:30.343Z,2023-03-06T12:53:11Z,4078387173,1,0,4078387171,213,0,4078387243,144,1,4078387161,157,0,4078387167,141,6.4,4078387163,56,Back,4078387165,140,33.5,4078387169,212,0,4mg6kr1jernr98unfp5p8shqt,D. Iorfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071431,8,1,1,0,28,1musyruv2ufjrjnj6gvdbr8kt,0,60.9,21.6,2023-03-04T15:01:32.666Z,2023-03-07T07:55:17Z,4071018689,56,Back,4071018691,140,45.0,4071018693,141,33.3,4071018697,213,2.7,4071018695,212,18.5,4079849867,178,,4071018687,3,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071467,7,8,1,0,28,5jjqm8h6qm1w4s5f93uubhdrj,1,54.7,72.1,2023-03-04T15:01:33.384Z,2023-03-07T07:55:22Z,4079849985,178,,4078404957,385,,4071018849,56,Center,,,,,,,,,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516820803,1266,67,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,38.6,47.4,2023-03-04T15:01:34.842Z,2023-03-07T12:35:29Z,4080307313,233,1376,,,,,,,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516820797,1376,67,1,0,30,5jjqm8h6qm1w4s5f93uubhdrj,0,61.4,52.6,2023-03-04T15:01:34.843Z,2023-03-07T11:43:03Z,4080307319,233,1266,,,,,,,,,,,,,,,,,,,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071521,9,1,1,0,30,1musyruv2ufjrjnj6gvdbr8kt,1,36.3,56.3,2023-03-04T15:01:34.886Z,2023-03-07T12:35:29Z,4078405401,157,,4078405413,1,,4071019115,56,Center,4079850251,178,,4078405409,213,5.8,4078405403,140,60.5,4078405407,212,28.8,4078405405,141,36.5,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071689,11,1,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,1,67,23.7,2023-03-04T15:01:37.415Z,2023-03-07T07:55:31Z,4071019903,140,62.8,4071019907,212,9.7,4071019905,141,11.0,4079850313,178,,4071019901,56,Right,4071019909,213,4.2,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071577,10,43,1,0,33,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-04T15:01:37.565Z,2023-03-06T13:05:15Z,4078405581,144,49,,,,,,,,,,,,,,,,,,,,,,1szy525fae134zxfbt7vyw991,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071743,12,1,1,0,35,1musyruv2ufjrjnj6gvdbr8kt,0,58.3,7.7,2023-03-04T15:01:39.985Z,2023-03-07T07:55:37Z,4071020133,213,0.4,4071020125,56,Center,4071020127,140,84.1,4079850459,178,,4071020129,141,24.9,4071020131,212,29.5,4071020121,155,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071837,8,1,1,0,37,5jjqm8h6qm1w4s5f93uubhdrj,1,19.3,75,2023-03-04T15:01:42.356Z,2023-03-07T07:55:41Z,4071020551,3,,4079850603,388,,4071020559,212,14.9,4071020561,213,0.3,4071020557,141,81.4,4071020553,56,Back,4071020555,140,32.9,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071903,9,1,1,0,40,5jjqm8h6qm1w4s5f93uubhdrj,1,31.5,84.8,2023-03-04T15:01:44.533Z,2023-03-07T07:55:43Z,4071020861,3,,4071020869,212,12.5,4079850665,388,,4071020867,141,84.8,4071020863,56,Back,4071020865,140,19.6,4071020871,213,3.1,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515071913,10,49,1,0,41,5jjqm8h6qm1w4s5f93uubhdrj,1,19.2,86.3,2023-03-04T15:01:45.924Z,2023-03-07T07:55:46Z,,,,,,,,,,,,,,,,,,,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072011,11,1,1,0,42,5jjqm8h6qm1w4s5f93uubhdrj,1,17.3,85.6,2023-03-04T15:01:47.436Z,2023-03-07T07:55:52Z,4079850907,178,,4071021351,213,4.3,4071021345,140,7.8,4071021347,141,55.7,4071021343,56,Back,4071021349,212,22.6,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072109,12,1,1,0,44,5jjqm8h6qm1w4s5f93uubhdrj,1,8,58.5,2023-03-04T15:01:49.054Z,2023-03-07T07:55:56Z,4071021789,155,,4071021803,1,,4071021799,212,33.1,4079851015,178,,4071021793,56,Back,4071021801,213,0.0,4071021797,141,59.1,4071021795,140,39.5,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072225,13,1,1,0,46,5jjqm8h6qm1w4s5f93uubhdrj,1,39.4,60.2,2023-03-04T15:01:50.994Z,2023-03-07T07:56:04Z,4071022335,212,4.7,4071022327,168,,4071022325,3,,4071022333,141,60.5,4071022337,213,0.0,4071022329,56,Back,4071022331,140,43.9,4079851259,388,,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516467095,790,3,1,0,47,5jjqm8h6qm1w4s5f93uubhdrj,0,41,66.6,2023-03-04T15:01:52.396Z,2023-03-07T07:56:17Z,4078407433,467,2gf1wld07zyiuvq7iikfrvoid,4078407427,56,Back,4078407429,286,,4078407431,465,,4079851683,178,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072235,14,4,1,0,48,5jjqm8h6qm1w4s5f93uubhdrj,1,43.2,66.6,2023-03-04T15:01:52.613Z,2023-03-07T07:56:19Z,4071022387,286,,4071022395,233,13,4071022383,152,,4071022385,265,,4071022381,56,Back,4071022379,13,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072191,13,4,1,0,48,1musyruv2ufjrjnj6gvdbr8kt,0,56.8,33.4,2023-03-04T15:01:52.614Z,2023-03-07T07:56:19Z,4071022427,233,14,4071022215,152,,4071022211,56,Center,4071022205,13,,4071022221,285,,4071022219,265,,4079851737,178,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073867,15,1,1,1,31,5jjqm8h6qm1w4s5f93uubhdrj,0,43.3,70,2023-03-04T15:02:36.263Z,2023-03-07T07:56:23Z,4079851871,178,,4071030209,140,75.6,4071030207,56,Center,4071030203,155,,4071030211,141,22.8,4071030205,152,,4071030201,5,,4071030215,213,5.5,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,4071030213,212,46.7,4071030217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073949,14,61,1,1,34,1musyruv2ufjrjnj6gvdbr8kt,1,28.6,77.5,2023-03-04T15:02:39.203Z,2023-03-07T07:56:33Z,4071030615,56,Back,4079852091,21,,4079852093,178,,,,,,,,,,,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516467473,766,49,1,1,34,1musyruv2ufjrjnj6gvdbr8kt,1,30.5,76.6,2023-03-04T15:02:39.363Z,2023-03-07T07:56:55Z,,,,,,,,,,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074033,15,1,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,0,27.2,71.1,2023-03-04T15:02:40.273Z,2023-03-07T07:57:03Z,4071031011,140,56.9,4079852941,178,,4071031007,157,,4071031019,1,,4071031009,56,Center,4071031017,213,5.9,4071031013,141,50.6,4071031015,212,34.2,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074419,19,3,1,1,39,1musyruv2ufjrjnj6gvdbr8kt,0,63.2,59.5,2023-03-04T15:02:44.024Z,2023-03-07T07:57:48Z,4071032885,286,,4071032883,56,Center,4078410299,465,,4079853607,178,,4071036073,233,17,,,,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074137,17,7,1,1,39,5jjqm8h6qm1w4s5f93uubhdrj,0,36.8,40.5,2023-03-04T15:02:44.213Z,2023-03-07T07:58:20Z,4071031487,56,Back,4071036055,233,19,4079854891,389,,4071031489,285,,4078410567,385,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074059,16,61,1,1,39,5jjqm8h6qm1w4s5f93uubhdrj,1,40.1,41,2023-03-04T15:02:44.247Z,2023-03-07T07:58:13Z,4079854743,389,,4071031105,56,Back,,,,,,,,,,,,,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074129,16,49,1,1,41,1musyruv2ufjrjnj6gvdbr8kt,1,56.5,92,2023-03-04T15:02:46.072Z,2023-03-07T07:58:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074309,17,3,1,1,43,1musyruv2ufjrjnj6gvdbr8kt,1,64.2,92.2,2023-03-04T15:02:48.384Z,2023-03-07T07:58:30Z,4079855163,178,,4071032351,286,,4078411491,465,,4071032349,56,Left,4071039393,233,27,,,,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075621,27,45,1,1,43,5jjqm8h6qm1w4s5f93uubhdrj,0,35.8,7.8,2023-03-04T15:02:48.384Z,2023-03-07T07:58:30Z,4071038953,56,Back,4071038957,285,,4071039423,233,17,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074363,18,1,1,1,47,1musyruv2ufjrjnj6gvdbr8kt,0,80.5,95.4,2023-03-04T15:02:51.635Z,2023-03-07T07:58:33Z,4078411929,72,,4071032629,140,89.5,4071032619,2,,4079855321,178,,4078411927,224,,4071032635,212,18.0,4071032625,56,Center,4071032633,141,72.8,9r7ngbyjgfukassxtl07wnn55,J. Brown,4071032637,213,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074349,18,49,1,1,48,5jjqm8h6qm1w4s5f93uubhdrj,1,12.1,26.1,2023-03-04T15:02:52.944Z,2023-03-07T07:58:40Z,,,,,,,,,,,,,,,,,,,,,,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074587,19,1,1,1,51,5jjqm8h6qm1w4s5f93uubhdrj,1,8.5,13.1,2023-03-04T15:02:56.374Z,2023-03-07T07:59:16Z,4071033759,213,6.0,4079856569,178,,4071033751,56,Back,4071033749,155,,4071033755,141,5.9,4071033757,212,17.1,4071033753,140,24.1,,,,boc9kr63xs5j2lx89tl1vjxsl,O. Norburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074597,20,61,1,1,53,5jjqm8h6qm1w4s5f93uubhdrj,0,23.7,6.8,2023-03-04T15:02:58.135Z,2023-03-07T08:01:06Z,4079859511,178,,4071033813,56,Back,,,,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074619,20,49,1,1,54,1musyruv2ufjrjnj6gvdbr8kt,1,71.9,93.5,2023-03-04T15:02:59.254Z,2023-03-07T08:01:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516536491,800,3,1,1,54,1musyruv2ufjrjnj6gvdbr8kt,1,68.3,93.1,2023-03-04T15:02:59.435Z,2023-03-07T08:54:24Z,4078797911,56,Left,4078797997,464,,4079859089,388,,4078804113,233,819,4078797913,286,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516536499,819,45,1,1,54,5jjqm8h6qm1w4s5f93uubhdrj,0,31.7,6.9,2023-03-04T15:02:59.435Z,2023-03-07T08:54:24Z,4078797943,285,,4078804117,233,800,4078797941,56,Back,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516468195,767,43,1,1,55,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-04T15:02:59.949Z,2023-03-06T17:06:04Z,4078797725,144,45,4078413485,285,0,4078413483,56,Left,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516468193,791,43,1,1,55,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-03-04T15:02:59.949Z,2023-03-06T17:06:02Z,4078797669,144,3,4078413595,464,0,4078795069,233,767,4078413473,56,Back,4078413475,286,0,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074733,21,1,1,1,56,1musyruv2ufjrjnj6gvdbr8kt,1,65.6,95.9,2023-03-04T15:03:01.074Z,2023-03-07T08:02:03Z,4079860217,178,,4071034509,140,74.7,4071034515,212,9.6,4071034511,141,95.9,4071034519,213,0,4071034507,56,Left,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074745,22,50,1,1,57,1musyruv2ufjrjnj6gvdbr8kt,1,75.5,96.2,2023-03-04T15:03:02.364Z,2023-03-07T08:02:20Z,4071034993,233,21,4071034585,56,Left,4071034587,286,,,,,,,,,,,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074795,21,7,1,1,58,5jjqm8h6qm1w4s5f93uubhdrj,1,24.5,3.8,2023-03-04T15:03:02.534Z,2023-03-07T08:02:28Z,4071034819,167,,4071034821,56,Back,4079861825,178,,4078413957,383,,4071034823,285,,4071034891,233,22,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074803,22,5,1,1,58,5jjqm8h6qm1w4s5f93uubhdrj,0,27.8,-1.6,2023-03-04T15:03:03.185Z,2023-03-07T08:02:35Z,4071034843,347,,4071034841,56,Back,4071035369,233,23,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074827,23,5,1,1,58,1musyruv2ufjrjnj6gvdbr8kt,1,72.2,101.6,2023-03-04T15:03:03.185Z,2023-03-07T08:02:35Z,4071035329,233,22,4071034967,347,,4071034961,56,Left,,,,,,,,,,,,,,,,9r7ngbyjgfukassxtl07wnn55,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
