id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2505231233,1,34,16,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-07T19:00:00.887Z,2023-02-07T20:13:30Z,4019104767,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4019104769,59,"25, 7, 11, 5, 3, 6, 10, 14, 8, 19, 13, 1, 15, 17, 21, 23, 26, 27",4019104779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4019104777,197,4680,4019104765,30,"1etperk4v88ohoddjdb5dj2l1, 6ln898p7stih8l7ikzloet0b9, 5ozfcga88glwzazkg65ahwa8l, 89agv6797txmlw6m4nyhhsa2, 5yfb390wjjfdjhdf0jzaf1kgl, 6xjftfuwhkbs39xfc3phdbyl1, a1muz32ocg2650ll5kjc02u39, agvyoqarq5zhflge7bm1hn36d, aclrl318d420oqe1fjgl1m3xm, 1yzyn48jb8yd8bc0xywrhg0r9, 71pv32h5sxhopm6aetxjm50ph, 41lv87i23sxmdyrs4xxh96m3u, 5n4s7vdp0dx0ndkph7oyg7v1l, bybpo6v76mntngcl9xwpil7u1, ef2y32lrxfsagikwuhjrovy3u, 4y3hm9ljv62c5jswanl0gk5, 4m9vn1q30f1c8ksiyxtei63ft, 8nzkkwhmox9lgbmwomq1rruju",4019104775,194,a1muz32ocg2650ll5kjc02u39,4019104773,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4019104771,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505231245,1,34,16,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-02-07T19:00:03.699Z,2023-02-07T19:54:57Z,4019104837,30,"3wew9tjsjrsoyioiuzd7ve356, 8w9kh0cuund2pw8wzs0rjrbah, dzitwscdk6ogkf6bstbrik53p, 4eyngv286u5zbtppuih1g67s9, a2g77lv071rnz76ujh30364tl, 2vwxulro5pc73zviman08je38, 6ipjgy0ewyx7mnmolu0pp0mw9, a5cmnj0nhdbux68291ipqcei2, 20z2xkmqc3em5dol00ko4sp62, f4ef7in4fxoylsy29anhgqep5, 7uhajc3suc68vemamuc3dyvp, 8i4qnoil4877e0wpwx3fj5b10, 4m5w23fmydm3or1ff42hgeqne, 1cf8mr9jdz0h0o4bzn1dcjsb8, dv1g5fozbyj5r55grfp8x7uac, 1aq6osi0b0c580dlu9ugnjaei, d8s5hdtsmitdvix6l02rjn1g4, ag8f1ksvfel1a0y49d0iypuui",4019104845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4019104843,130,18,4019104839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4019104841,59,"1, 14, 11, 15, 16, 43, 6, 22, 25, 20, 7, 8, 18, 38, 39, 40, 42, 50",4019104849,197,16212,4019104851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4019104847,194,dzitwscdk6ogkf6bstbrik53p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242135,2,32,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-02-07T19:46:56.825Z,2023-02-07T19:46:58Z,4019161563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242121,2,32,1,0,0,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-07T19:46:56.825Z,2023-02-09T02:33:23Z,4019161513,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242155,3,1,1,0,0,5qwskbjpa17fvmtuu5qijy7cz,1,50.2,50,2023-02-07T19:46:56.888Z,2023-02-09T06:46:40Z,4020702019,178,,4019161659,140,34.9,4019161667,279,S,4019161657,56,Back,4019161661,141,71.7,4019161665,213,2.4,4019161663,212,21.8,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242171,4,1,1,0,2,5qwskbjpa17fvmtuu5qijy7cz,0,35.1,70.6,2023-02-07T19:46:59.816Z,2023-02-09T06:46:56Z,4019161745,56,Center,4019161743,155,,4020702083,178,,4019161753,213,5.6,4019161755,1,,4019161747,140,61.0,4019161751,212,36.3,4019161749,141,35.2,4eyngv286u5zbtppuih1g67s9,M. Sangare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242211,3,1,1,0,4,ejm092fnt9zoxbpuklzd52ji8,0,40,69.9,2023-02-07T19:47:01.585Z,2023-02-09T06:47:05Z,4019161913,141,64.0,4020702123,178,,4019161915,212,29.5,4019161911,140,67.8,4019161907,3,,4019161909,56,Center,4019161917,213,6.1,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242235,5,44,1,0,6,5qwskbjpa17fvmtuu5qijy7cz,1,35.1,39.7,2023-02-07T19:47:03.106Z,2023-02-10T11:12:13Z,4019162011,285,,4019162023,233,4,4019162007,56,Back,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242217,4,44,1,0,6,ejm092fnt9zoxbpuklzd52ji8,0,64.9,60.3,2023-02-07T19:47:03.107Z,2023-02-09T06:47:12Z,4019161951,286,,4019161949,56,Center,4019162043,233,5,,,,,,,,,,,,,,,,71pv32h5sxhopm6aetxjm50ph,J. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242263,6,1,1,0,6,5qwskbjpa17fvmtuu5qijy7cz,1,38,43.4,2023-02-07T19:47:03.147Z,2023-02-10T11:12:13Z,4019162171,213,5.2,4019162163,56,Back,4019162161,3,,4020702177,388,,4019162169,212,12.7,4019162167,141,27.0,4019162165,140,43.7,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242271,7,1,1,0,10,5qwskbjpa17fvmtuu5qijy7cz,0,35.6,15.6,2023-02-07T19:47:07.456Z,2023-02-09T06:47:24Z,4019162273,236,,4019162275,233,5,4019162203,141,13.4,4019162205,212,1.8,4019162201,140,36.6,4020702203,178,,4019162199,56,Back,4019162279,286,,7uhajc3suc68vemamuc3dyvp,S. Whalley,4019162207,213,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242281,5,74,1,0,10,ejm092fnt9zoxbpuklzd52ji8,1,61.8,85.4,2023-02-07T19:47:07.547Z,2023-02-09T06:47:33Z,4019162281,233,7,4019162237,56,Left,4020702241,21,,4020702243,178,,4019162239,285,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242299,6,5,1,0,12,ejm092fnt9zoxbpuklzd52ji8,0,57.1,101.2,2023-02-07T19:47:08.857Z,2023-02-09T06:47:39Z,4019162351,56,Left,4019162353,347,,4019162633,233,8,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242349,8,5,1,0,12,5qwskbjpa17fvmtuu5qijy7cz,1,42.9,-1.2,2023-02-07T19:47:08.857Z,2023-02-09T06:47:38Z,4019162627,233,6,4019162571,347,,4019162569,56,Back,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242507,9,1,1,0,30,5qwskbjpa17fvmtuu5qijy7cz,0,42.1,0,2023-02-07T19:47:27.697Z,2023-02-09T06:47:47Z,4019163391,213,0.4,4019163393,1,,4019163381,107,,4019163385,140,62.8,4019163383,56,Right,4019163387,141,11.6,4019163389,212,23.3,,,,2vwxulro5pc73zviman08je38,A. Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505683285,830,67,1,0,32,ejm092fnt9zoxbpuklzd52ji8,1,34,88.2,2023-02-07T19:47:29.561Z,2023-02-10T11:12:14Z,4021519039,233,696,,,,,,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505683281,696,67,1,0,32,5qwskbjpa17fvmtuu5qijy7cz,0,66,11.8,2023-02-07T19:47:29.562Z,2023-02-09T20:46:20Z,4021519045,233,830,,,,,,,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242519,7,8,1,0,32,ejm092fnt9zoxbpuklzd52ji8,1,32.8,86.9,2023-02-07T19:47:29.585Z,2023-02-10T11:12:14Z,4019875775,385,,4019163429,56,Back,4020702327,178,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242541,10,1,1,0,33,5qwskbjpa17fvmtuu5qijy7cz,0,63.4,15.9,2023-02-07T19:47:30.522Z,2023-02-09T06:48:07Z,4020702361,178,,4019163531,213,0.3,4019163527,141,26.5,4019163529,212,28.1,4019163521,155,,4019163523,56,Center,4019163525,140,89.3,,,,20z2xkmqc3em5dol00ko4sp62,S. Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242559,8,52,1,0,37,ejm092fnt9zoxbpuklzd52ji8,1,9.9,73.3,2023-02-07T19:47:34.244Z,2023-02-09T06:48:19Z,4020702411,179,,4019875857,376,,,,,,,,,,,,,,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242637,9,80,1,0,47,ejm092fnt9zoxbpuklzd52ji8,0,12.8,57.6,2023-02-07T19:47:43.980Z,2023-02-09T06:48:39Z,4020702445,178,,,,,,,,,,,,,,,,,,,,,,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242679,10,1,1,0,50,ejm092fnt9zoxbpuklzd52ji8,0,18.8,53,2023-02-07T19:47:46.888Z,2023-02-09T06:48:49Z,4019164145,213,0.2,4019164137,56,Center,4019164143,212,50.5,4019164139,140,66.1,4019164141,141,66.7,4020702467,178,,4019164147,1,,4019164135,155,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242711,11,1,1,0,52,5qwskbjpa17fvmtuu5qijy7cz,0,32.5,40.7,2023-02-07T19:47:49.784Z,2023-02-09T06:48:55Z,4020702487,388,,4019164295,3,,4019164307,1,,4019164299,140,66.4,4019164305,213,6.2,4019164303,212,35.9,4019164297,56,Center,4019164301,141,34.0,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242729,12,44,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,37.3,66.5,2023-02-07T19:47:51.977Z,2023-02-10T11:12:14Z,4019164409,233,12,4019164397,285,,4019164395,56,Back,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242715,12,44,1,0,55,5qwskbjpa17fvmtuu5qijy7cz,0,62.7,33.5,2023-02-07T19:47:51.978Z,2023-02-09T06:49:05Z,4019164415,233,12,4019164325,56,Center,4019164327,286,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242745,13,1,1,0,55,ejm092fnt9zoxbpuklzd52ji8,1,40.2,66.2,2023-02-07T19:47:52.043Z,2023-02-10T11:12:15Z,4019164459,212,18.4,4019164457,141,75.8,4019164453,56,Center,4019164461,213,0.4,4019164455,140,56.6,4020702509,388,,4019164451,3,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242723,11,1,1,0,56,ejm092fnt9zoxbpuklzd52ji8,1,51.7,72.3,2023-02-07T19:47:53.408Z,2023-02-09T06:49:25Z,4019164369,213,6.0,4019164367,212,13.3,4019164359,168,,4020702545,388,,4019164365,141,67.6,4019164363,140,64.0,4019164361,56,Center,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242763,15,1,1,0,57,ejm092fnt9zoxbpuklzd52ji8,0,66,71.3,2023-02-07T19:47:54.308Z,2023-02-09T06:49:52Z,4019166711,213,5.6,4020702585,178,,4019166709,212,4.4,4019166707,141,67.0,4019293693,168,,4019164539,56,Center,4019166703,3,,4019166705,140,69.1,71pv32h5sxhopm6aetxjm50ph,J. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242759,14,43,1,0,59,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-02-07T19:47:55.941Z,2023-02-07T20:37:56Z,4019164519,141,71.4,4019164517,140,64.8,4019164523,213,6.1,4019293903,144,1,4019164521,212,9.8,4019164515,56,Center,4019164513,155,0,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242749,13,49,1,1,1,5qwskbjpa17fvmtuu5qijy7cz,1,34.5,32.7,2023-02-07T19:47:58.190Z,2023-02-09T06:50:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242833,14,1,1,1,1,5qwskbjpa17fvmtuu5qijy7cz,0,25.7,33.7,2023-02-07T19:47:58.240Z,2023-02-09T06:50:28Z,4019164841,141,100.0,4019164839,140,65.7,4019164837,56,Left,4019164845,213,0.8,4019164843,212,62.5,4019164835,157,,4019164847,1,,4020702661,178,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242835,15,5,1,1,7,5qwskbjpa17fvmtuu5qijy7cz,0,67.2,101.6,2023-02-07T19:48:04.048Z,2023-02-09T06:50:38Z,4019165149,233,16,4019164853,347,,4019164849,56,Left,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242891,16,5,1,1,7,ejm092fnt9zoxbpuklzd52ji8,1,32.8,-1.6,2023-02-07T19:48:04.048Z,2023-02-09T06:50:37Z,4019165127,56,Back,4019165129,347,,4019165145,233,15,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242931,17,1,1,1,10,ejm092fnt9zoxbpuklzd52ji8,1,31.3,0,2023-02-07T19:48:07.241Z,2023-02-09T06:50:42Z,4019165319,212,22.1,4019165317,141,15.2,4019165323,1,,4019165321,213,2.6,4019165313,56,Back,4019165315,140,13.3,4019165311,107,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242957,18,1,1,1,14,ejm092fnt9zoxbpuklzd52ji8,1,13.5,14,2023-02-07T19:48:11.249Z,2023-02-09T06:50:51Z,4019165463,155,,4019165465,56,Center,4020702711,178,,4019165473,213,0.2,4019165475,1,,4019165471,212,50.1,4019165467,140,60.4,4019165469,141,27.7,1etperk4v88ohoddjdb5dj2l1,J. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243001,19,1,1,1,16,ejm092fnt9zoxbpuklzd52ji8,1,60.4,27.7,2023-02-07T19:48:13.731Z,2023-02-09T06:51:01Z,4020702763,388,,4019165733,3,,4019165735,168,,4019165739,140,70.4,4019165741,141,36.1,4019165745,213,0.5,4019165743,212,12.0,4019165737,56,Center,1yzyn48jb8yd8bc0xywrhg0r9,G. Massey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243003,20,4,1,1,18,ejm092fnt9zoxbpuklzd52ji8,1,67,41.5,2023-02-07T19:48:15.423Z,2023-02-10T08:46:47Z,4019165751,264,,4019165757,286,,4019165749,13,,4019165753,56,Center,4019165755,152,,4019165887,233,16,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242977,16,4,1,1,18,5qwskbjpa17fvmtuu5qijy7cz,0,33,58.5,2023-02-07T19:48:15.424Z,2023-02-10T08:46:47Z,4020702791,388,,4019165847,264,,4019165853,152,,4019165577,56,Back,4019165845,13,,4019165579,285,,4019165891,233,20,,,,2vwxulro5pc73zviman08je38,A. Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243511,21,1,1,2,18,ejm092fnt9zoxbpuklzd52ji8,1,68.3,37.7,2023-02-07T19:49:15.493Z,2023-02-09T06:51:21Z,4019168419,212,14.7,4019168417,141,58.8,4019168415,140,71.3,4020702823,178,,4019168947,210,15,4019168409,5,,4019168413,56,Center,4019168411,152,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,4019168421,213,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243517,22,15,1,2,20,ejm092fnt9zoxbpuklzd52ji8,1,71.4,54.4,2023-02-07T19:49:17.800Z,2023-02-09T06:51:21Z,4019168689,72,,4020702845,178,,4019168705,233,18,4019168967,29,,4019168449,56,Center,4019168977,215,,4019168687,24,,4019168973,102,51.5,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,4019168981,147,50.4,,4019168965,78,4019168975,103,17.1,4019168969,55,21,4019168979,146,98.1,4019168447,18,,,,,,,,,,,,,,,,,,,,,,,,,
2505243549,18,10,1,2,22,5qwskbjpa17fvmtuu5qijy7cz,1,2.4,48.8,2023-02-07T19:49:18.975Z,2023-02-09T06:51:26Z,4019876901,377,,4019876899,173,,4019168645,56,Back,4019168643,182,,4019168641,178,,4019168713,233,22,,,,,,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243547,17,52,1,2,22,5qwskbjpa17fvmtuu5qijy7cz,1,2.4,48.8,2023-02-07T19:49:19.740Z,2023-02-09T06:51:32Z,4019876913,377,,4020702925,178,,,,,,,,,,,,,,,,,,,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243599,19,80,1,2,32,5qwskbjpa17fvmtuu5qijy7cz,0,14.8,43,2023-02-07T19:49:29.775Z,2023-02-09T06:51:37Z,4020702939,178,,,,,,,,,,,,,,,,,,,,,,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243689,20,1,1,2,38,5qwskbjpa17fvmtuu5qijy7cz,0,14.9,36.6,2023-02-07T19:49:35.402Z,2023-02-09T06:51:43Z,4019169379,212,60.8,4019169383,1,,4019169381,213,6.2,4019169377,141,25.9,4019169373,56,Center,4019169375,140,72.4,4019169371,155,,4020702955,178,,3wew9tjsjrsoyioiuzd7ve356,L. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243695,23,44,1,2,42,ejm092fnt9zoxbpuklzd52ji8,1,31,71,2023-02-07T19:49:39.074Z,2023-02-10T11:12:15Z,4019169437,233,21,4019169403,56,Back,4019169405,285,,,,,,,,,,,,,,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243693,21,44,1,2,42,5qwskbjpa17fvmtuu5qijy7cz,0,69,29,2023-02-07T19:49:39.075Z,2023-02-09T06:51:47Z,4019169401,286,,4019169467,233,23,4019169399,56,Center,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243703,24,1,1,2,42,ejm092fnt9zoxbpuklzd52ji8,1,33.5,73.6,2023-02-07T19:49:39.170Z,2023-02-10T11:12:15Z,4019169463,213,0.1,4019169453,3,,4020703005,388,,4019169455,56,Left,4019169461,212,30.1,4019169457,140,62.0,4019169459,141,78.9,,,,89agv6797txmlw6m4nyhhsa2,A. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243719,25,61,1,2,43,ejm092fnt9zoxbpuklzd52ji8,0,40.5,82.1,2023-02-07T19:49:40.549Z,2023-02-09T06:52:01Z,4020703027,178,,4019169539,56,Back,,,,,,,,,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243753,22,1,1,2,44,5qwskbjpa17fvmtuu5qijy7cz,0,53.7,16.1,2023-02-07T19:49:41.178Z,2023-02-09T06:52:10Z,4019169683,157,,4019169685,56,Right,4019169691,141,0.0,4019169693,212,13.6,4019169695,213,5.2,4020703059,178,,4019169689,140,59.8,4019169697,1,,2vwxulro5pc73zviman08je38,A. Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243759,23,5,1,2,45,5qwskbjpa17fvmtuu5qijy7cz,0,63,-1.4,2023-02-07T19:49:42.302Z,2023-02-09T06:52:17Z,4019169767,233,26,4019169703,56,Right,4019169705,347,,,,,,,,,,,,,,,,,2vwxulro5pc73zviman08je38,A. Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243765,26,5,1,2,45,ejm092fnt9zoxbpuklzd52ji8,1,37,101.4,2023-02-07T19:49:42.302Z,2023-02-09T06:52:16Z,4019169755,56,Back,4019169761,233,23,4019169757,347,,,,,,,,,,,,,,,,,a1muz32ocg2650ll5kjc02u39,T. Conlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243779,27,1,1,2,49,ejm092fnt9zoxbpuklzd52ji8,0,43.4,100,2023-02-07T19:49:46.494Z,2023-02-09T06:52:25Z,4019169821,140,68.9,4019169825,212,27.6,4019169823,141,92.0,4019169827,213,6.0,4019169817,107,,4019169831,1,,4019169819,56,Left,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243783,24,8,1,2,51,5qwskbjpa17fvmtuu5qijy7cz,1,34.9,6.1,2023-02-07T19:49:48.225Z,2023-02-09T06:52:39Z,4019878521,385,,4020703205,178,,4019878503,15,,4019169849,56,Back,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243789,25,5,1,2,52,5qwskbjpa17fvmtuu5qijy7cz,0,33.8,-1.4,2023-02-07T19:49:49.129Z,2023-02-09T06:52:43Z,4019169877,347,,4019169875,56,Back,4019170045,233,28,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505243813,28,5,1,2,52,ejm092fnt9zoxbpuklzd52ji8,1,66.2,101.4,2023-02-07T19:49:49.129Z,2023-02-09T06:52:42Z,4019170041,233,25,4019170017,347,,4019170015,56,Left,,,,,,,,,,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
