id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2529663097,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-07T13:15:00.321Z,2023-04-07T14:03:42Z,4169184857,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169184851,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169184845,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4169184853,194,ekbsso6hq913ss7jerbusyled,4169184849,130,12,4169184847,59,"31, 2, 18, 33, 15, 44, 8, 10, 9, 7, 4, 3, 6, 17, 19, 22, 25, 34",4169184843,30,"24g3kj5853y2af5ncqhwlfbp, cyrr9517kjkt2l5tuqe966zth, 3fjobcho19bkofw9h042i2v9x, 3hq7q7p30s923cbbvw1070lp1, 76tis9hdvmec3jcvgnsf6cdex, 77yt60bz6k3rqv316v9qxxyad, 8lvhd97efhjcg03fj1num1bzd, ekbsso6hq913ss7jerbusyled, 583ujnml31x2cnl6jxwnbs2xh, 997jc41apd3dtrwgx79mu67e1, 2gf1wld07zyiuvq7iikfrvoid, 9r7ngbyjgfukassxtl07wnn55, 4mg6kr1jernr98unfp5p8shqt, 7f87a26gzayk0bfzbm42huuw9, 94opm6ljk3l7yqa2rzwq2gw6h, 2nm6gmvnf6bmqpgd286p3yeqc, 4c56c2zanbiv8q28f54i5rp3p, 8uim3cmpszuttgz292hnfcf3e",4169184855,197,16162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529663115,1,34,16,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-07T13:15:02.967Z,2023-04-07T13:19:52Z,4169184965,130,8,4169184975,194,bsrhtxhpnlxho2o4zvli5qmeh,4169184949,30,"3oyhjrd1ohnwf1x3d65997xzp, 50c2v0l2cmkh82vso5tnjv3yt, 987r1vdgx95x30elzrisjrzs9, 3jzhwh7lq7xzcz7clm28h0mvp, bsrhtxhpnlxho2o4zvli5qmeh, cqfbp8me2n00cve66v797omvp, 4z5onwcaou5pjcz3kxncn8wl, 50flg4aoq4l0glnh61yzngc7p, 33ci88veciqvd4w5y145dyooa, 8g19rw3eni5p8jt5v1j9skwdl, 1lu7wsceoivdbsvqanykrr07p, 7cznyew8xg3fxfqeexid7pxt6, d5yupvahq6bf4nde1nmgro6lm, exrh01dw52b651aet2am7v015, 5rmk7be4cd9cg1c9re06r1r3e, uluqgj69z6yunsl8m505lyi, 7ysjsg2vz5dgbm9pzvbx9u904, 3cy13tw0tdconbwzlwteg6xas",4169184977,197,16221,4169184979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4169184961,59,"13, 2, 16, 8, 5, 4, 23, 18, 22, 11, 30, 3, 19, 21, 25, 27, 28, 39",4169184969,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4169184955,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529688969,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-04-07T14:00:11.632Z,2023-04-07T14:00:14Z,4169326063,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529688961,2,32,1,0,0,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-07T14:00:11.632Z,2023-04-09T14:04:10Z,4169326017,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529688991,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,49.9,49.5,2023-04-07T14:00:11.665Z,2023-04-09T14:20:01Z,4169326149,140,38.7,4169326147,56,Back,4169326155,213,3.5,4176850431,178,,4169326151,141,42.5,4169326157,279,S,4169326153,212,12.7,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689029,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,1,38.1,43.1,2023-04-07T14:00:14.006Z,2023-04-09T14:20:04Z,4169326395,1,,4176850637,178,,4169326385,56,Right,4169326387,140,65.3,4169326389,141,14.0,4169326393,213,5.7,4169326391,212,34.7,4169326383,155,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689043,5,44,1,0,4,1musyruv2ufjrjnj6gvdbr8kt,1,66.6,13.6,2023-04-07T14:00:16.383Z,2023-04-10T09:17:34Z,4169326463,56,Right,4169326521,233,3,4169326465,286,,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689051,3,44,1,0,4,ahm0t06rup1bkd9z0mxl2lmph,0,33.4,86.4,2023-04-07T14:00:16.384Z,2023-04-09T14:20:10Z,4169326485,56,Back,4169326537,233,5,4169326487,285,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689059,6,1,1,0,4,1musyruv2ufjrjnj6gvdbr8kt,1,65.3,14,2023-04-07T14:00:16.444Z,2023-04-10T09:17:35Z,4169326553,213,3.3,4169326545,56,Right,4169326551,212,7.2,4169326543,3,,4169326549,141,12.0,4169326547,140,58.6,4176851503,388,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529689083,7,1,1,0,6,1musyruv2ufjrjnj6gvdbr8kt,1,61.9,8,2023-04-07T14:00:17.960Z,2023-04-09T14:20:21Z,4169326669,213,0.6,4169326667,212,9.8,4169326661,56,Right,4169326663,140,69.5,4169326665,141,16.4,4176851941,178,,4169326659,3,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
