id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2493222687,1,34,16,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-26T14:15:31.241Z,2022-12-26T15:25:41Z,3956024017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956024015,130,4,3956024021,197,4826,3956024009,30,"4e1c6yk50fl8hnwv6u1132j85, 5q6s3r5ychv1d3r1tch4sot05, 937mkgz0gstvxyjiwfe9xiuzu, 71or1ne6d9zuo038qdt6vcvoq, b5j2ib54sum2pmzthjmfmr55h, 6tqiy5a5cfpfm90j8r5udl8bu, f1rmwe24zg4697bqpc3z0y40l, 74fouzsgp25muot2pp6as5otl, 8d6o15wvepi7do7e0ubjeoga2, 3je74tc5emuou6ckwdbscsbu, 7ht3grz484ru1bcgp9gn7d2i1, bg9aayv3d1y0qxgqrdohnrcdm, czwcateaukr5r9yibdem642qd, bboslspmgrlysvtol90dpfzzd, a70y8ayeh05hzo5yc8gotsbh0, 555ikrgh0veemzf7reasmqok5, 8bhf6lrrabp5tw5m8krirsm7e, e4xeswr8cpdkmlhijuf7oonsa",3956024023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956024019,194,f1rmwe24zg4697bqpc3z0y40l,3956024013,59,"13, 26, 28, 16, 22, 4, 8, 24, 19, 7, 10, 1, 3, 9, 11, 14, 20, 21",3956024011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493222731,1,34,16,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-12-26T14:15:36.055Z,2022-12-26T14:17:31Z,3956024293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3956024291,197,16162,3956024289,194,ekbsso6hq913ss7jerbusyled,3956024279,30,"4c56c2zanbiv8q28f54i5rp3p, mpzi06x1j85ahwkrbsa20kmi, 3fjobcho19bkofw9h042i2v9x, 3hq7q7p30s923cbbvw1070lp1, c211o2dh2p85auu0008zjxgix, cyrr9517kjkt2l5tuqe966zth, 6hrtxdf59nba5ietwyfe3b2t, 94opm6ljk3l7yqa2rzwq2gw6h, 1szy525fae134zxfbt7vyw991, 583ujnml31x2cnl6jxwnbs2xh, ekbsso6hq913ss7jerbusyled, 2gf1wld07zyiuvq7iikfrvoid, 4l7yeuoabotmlfo5n719msrmd, btey8i9vnkak8ww7diqnb8lat, 76tis9hdvmec3jcvgnsf6cdex, 7f87a26gzayk0bfzbm42huuw9, 24g3kj5853y2af5ncqhwlfbp, dwbbiqw9923azm3rpg2m8aqj9",3956024281,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3956024285,130,12,3956024287,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956024283,59,"25, 45, 18, 33, 34, 2, 14, 19, 24, 9, 10, 4, 11, 13, 15, 17, 31, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237175,2,32,1,0,0,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-26T15:02:06.648Z,2022-12-28T18:09:21Z,3956102471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237167,2,32,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-12-26T15:02:06.648Z,2022-12-26T15:02:08Z,3956102435,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237187,3,1,1,0,0,1musyruv2ufjrjnj6gvdbr8kt,1,49.8,50,2022-12-26T15:02:06.691Z,2022-12-28T18:42:05Z,3956102525,56,Back,3956102527,140,34.2,3956102531,212,16.4,3956102533,213,3.1,3956102529,141,52.2,3956102535,279,S,3958772967,178,,,,,6hrtxdf59nba5ietwyfe3b2t,G. Byers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237303,4,1,1,0,2,1musyruv2ufjrjnj6gvdbr8kt,0,35.1,55.1,2022-12-26T15:02:08.690Z,2022-12-28T18:42:09Z,3956103119,1,,3956103111,212,51.0,3956103103,155,,3956103109,141,100.0,3956103115,213,0.7,3956103107,140,73.1,3956103105,56,Left,3958773025,178,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237641,3,5,1,0,6,8rfydplrc9ki0sirqi0drcybk,1,30.1,-1.8,2022-12-26T15:02:12.812Z,2022-12-28T18:42:11Z,3956104859,233,5,3956104801,347,,3956104797,56,Back,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237315,5,5,1,0,6,1musyruv2ufjrjnj6gvdbr8kt,0,69.9,101.8,2022-12-26T15:02:12.812Z,2022-12-28T18:42:11Z,3956104901,233,3,3956103155,347,,3956103153,56,Left,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237701,4,1,1,0,19,8rfydplrc9ki0sirqi0drcybk,0,35.2,0,2022-12-26T15:02:25.988Z,2022-12-28T18:42:14Z,3956105143,107,,3956105149,141,9.1,3956105153,213,0.6,3956105151,212,14.3,3956105145,56,Back,3956105147,140,46.8,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237707,6,1,1,0,21,1musyruv2ufjrjnj6gvdbr8kt,0,50.6,92.3,2022-12-26T15:02:27.734Z,2022-12-28T18:42:19Z,3958773133,178,,3956105189,213,5.9,3956105179,3,,3956105185,141,85.0,3956105181,56,Left,3956105187,212,13.9,3956105183,140,63.0,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237791,5,1,1,0,22,8rfydplrc9ki0sirqi0drcybk,0,37.3,9.1,2022-12-26T15:02:29.564Z,2022-12-28T18:42:28Z,3958773269,388,,3956105577,140,40.0,3956105569,3,,3956105579,141,9.1,3956105583,213,0.0,3956105581,212,2.8,3956105573,56,Back,,,,71or1ne6d9zuo038qdt6vcvoq,L. Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237865,7,1,1,0,24,1musyruv2ufjrjnj6gvdbr8kt,0,53.8,81.7,2022-12-26T15:02:30.706Z,2022-12-28T18:42:31Z,3956105947,213,6.3,3956105937,157,,3956105945,212,49.6,3958773285,178,,3956105943,141,79.7,3956105941,140,100.0,3956105939,56,Left,3956105949,1,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237869,6,56,1,0,29,8rfydplrc9ki0sirqi0drcybk,1,0,0,2022-12-26T15:02:36.052Z,2022-12-28T18:42:33Z,3956105957,56,Back,,,,,,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237905,7,5,1,0,29,8rfydplrc9ki0sirqi0drcybk,1,-1,20.9,2022-12-26T15:02:36.563Z,2022-12-28T18:42:34Z,3956106117,233,8,3956106113,56,Back,3956106115,346,,,,,,,,,,,,,,,,,6tqiy5a5cfpfm90j8r5udl8bu,B. Sarpong-Wiredu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237871,8,5,1,0,29,1musyruv2ufjrjnj6gvdbr8kt,0,101,79.1,2022-12-26T15:02:36.563Z,2022-12-28T18:42:35Z,3956106145,233,7,3956105969,56,Left,3956105971,346,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238455,8,1,1,0,49,8rfydplrc9ki0sirqi0drcybk,0,4.9,46.7,2022-12-26T15:02:56.415Z,2022-12-28T18:42:39Z,3956108777,212,63.6,3956108775,141,0.0,3956108781,1,,3956108773,140,56.6,3956108771,56,Right,3956108783,74,,3956108779,213,5.7,3956108769,124,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238689,9,5,1,0,54,1musyruv2ufjrjnj6gvdbr8kt,1,42.9,102,2022-12-26T15:03:00.912Z,2022-12-28T18:42:42Z,3956109929,347,,3956109927,56,Back,3956109959,233,9,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
