id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2506279489,5,5,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,0,35.8,101.8,2023-02-11T15:03:31.405Z,2023-02-14T03:17:39Z,4024640499,56,Back,4024643833,233,6,4024640501,347,,,,,,,,,,,,,,,,,2k02tiy3x2a7o11h0kxw33fmd,D. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280163,6,5,1,0,9,69t8imcdaqlgfbds2p58596my,1,64.2,-1.8,2023-02-11T15:03:31.405Z,2023-02-14T03:17:39Z,4024643741,56,Right,4024643793,233,5,4024643743,347,,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280187,7,1,1,0,31,69t8imcdaqlgfbds2p58596my,1,63.2,0,2023-02-11T15:03:53.389Z,2023-02-14T03:17:51Z,4024643869,141,9.2,4024643871,212,7.6,4024643863,107,,4024643873,213,1.8,4024643867,140,61.4,4024643865,56,Right,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280231,8,1,1,0,32,69t8imcdaqlgfbds2p58596my,1,61.4,9.2,2023-02-11T15:03:54.174Z,2023-02-14T03:17:57Z,4024644113,141,3.7,4024644109,140,63.1,4024644117,212,4.1,4024644119,213,5.2,4024644107,56,Right,4031731193,178,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280267,9,1,1,0,33,69t8imcdaqlgfbds2p58596my,0,63.1,3.7,2023-02-11T15:03:55.506Z,2023-02-14T03:18:02Z,4024644277,140,66.4,4031731221,178,,4024644275,56,Right,4024644279,141,8.3,4024644283,213,0.7,4024644281,212,4.7,4024644451,286,,4024644447,233,6,9eaozqsxv2347nryh9pkmg251,G. Jones,4024644445,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280279,6,74,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,1,27,92.7,2023-02-11T15:03:55.712Z,2023-02-14T03:18:06Z,4031731235,178,,4024644477,233,9,4024644359,56,Back,4024644361,285,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280341,7,49,1,0,36,5jjqm8h6qm1w4s5f93uubhdrj,1,32.6,89.9,2023-02-11T15:03:58.035Z,2023-02-14T03:18:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280391,10,45,1,0,36,69t8imcdaqlgfbds2p58596my,0,60.2,4.4,2023-02-11T15:03:58.454Z,2023-02-14T03:18:28Z,4024659293,233,27,4024644929,56,Right,4024644933,285,,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283301,27,3,1,0,36,5jjqm8h6qm1w4s5f93uubhdrj,1,39.8,95.6,2023-02-11T15:03:58.454Z,2023-02-14T03:18:28Z,4024659165,56,Back,4031731371,178,,4024659167,286,,4030831691,464,,4024659217,233,10,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280587,8,1,1,0,37,5jjqm8h6qm1w4s5f93uubhdrj,1,31.7,97.8,2023-02-11T15:03:59.651Z,2023-02-14T03:18:32Z,4024645883,140,31.9,4024645879,56,Back,4031731403,178,,4024645887,141,82.0,4024645889,212,10.7,4024645891,213,4.7,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280669,10,4,1,0,40,5jjqm8h6qm1w4s5f93uubhdrj,1,34.6,65.1,2023-02-11T15:04:02.591Z,2023-02-14T03:18:42Z,4024646351,233,12,4024646245,56,Back,4024646247,152,,4024660903,294,,4024646251,286,,4024646243,13,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280675,12,4,1,0,40,69t8imcdaqlgfbds2p58596my,0,65.4,34.9,2023-02-11T15:04:02.592Z,2023-02-14T03:18:42Z,4024646271,56,Center,4024646277,285,,4024646267,294,,4024646381,233,10,4024646275,152,,4031731459,178,,4024646263,13,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280537,11,43,1,0,42,69t8imcdaqlgfbds2p58596my,1,0,0,2023-02-11T15:04:04.649Z,2023-02-11T15:04:17Z,4024648105,144,8,4024645673,56,Center,,,,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506280595,9,43,1,0,43,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-02-11T15:04:05.707Z,2023-02-11T15:04:11Z,4024647021,144,42,,,,,,,,,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281081,11,1,1,0,51,5jjqm8h6qm1w4s5f93uubhdrj,1,34.3,70.6,2023-02-11T15:04:12.983Z,2023-02-14T03:18:47Z,4024648355,140,33.0,4024648357,141,24.0,4024648353,56,Back,4024648347,5,,4031731495,178,,4024648363,213,4.7,4024648351,152,,4024648359,212,31.7,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281209,12,1,1,0,55,5jjqm8h6qm1w4s5f93uubhdrj,0,35.2,12.2,2023-02-11T15:04:17.417Z,2023-02-14T03:18:53Z,4024648901,56,Center,4024648915,212,42.3,4024648921,1,,4024648911,141,34.3,4031731541,178,,4024648905,140,72.9,4024648919,213,0.4,4024648897,155,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281199,13,8,1,0,57,69t8imcdaqlgfbds2p58596my,1,31.8,66.9,2023-02-11T15:04:19.707Z,2023-02-14T03:19:01Z,4030832203,385,,4030832191,15,,4024648853,56,Back,4031731597,388,,,,,,,,,,,,,,96hgdxqla3prs8zusk58lmdey,L. Mbete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281307,13,3,1,0,59,5jjqm8h6qm1w4s5f93uubhdrj,0,69.4,47.4,2023-02-11T15:04:21.670Z,2023-02-14T03:19:24Z,4024649653,233,14,4030832301,465,,4024649449,286,,4024649447,56,Center,4031731729,178,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281325,14,7,1,1,0,69t8imcdaqlgfbds2p58596my,1,30.6,52.6,2023-02-11T15:04:21.979Z,2023-02-14T03:19:46Z,4031731859,21,,4024649591,233,13,4024649531,285,,4024649529,56,Back,4030832341,385,,4031731857,178,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281341,15,49,1,1,1,69t8imcdaqlgfbds2p58596my,1,30.9,60.3,2023-02-11T15:04:23.085Z,2023-02-14T03:19:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281443,16,1,1,1,1,69t8imcdaqlgfbds2p58596my,0,30.9,60.3,2023-02-11T15:04:23.102Z,2023-02-14T03:19:57Z,4024650123,213,0.1,4024650119,212,49.4,4024650107,56,Center,4024650111,140,77.5,4024650127,1,,4024650105,157,,4024650115,141,70.2,4031731917,178,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281595,14,52,1,1,16,5jjqm8h6qm1w4s5f93uubhdrj,1,16.8,28,2023-02-11T15:04:38.379Z,2023-02-14T03:20:10Z,4030832591,376,,4031731983,178,,,,,,,,,,,,,,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281989,15,1,1,1,17,5jjqm8h6qm1w4s5f93uubhdrj,1,12.6,42.7,2023-02-11T15:04:39.029Z,2023-02-14T03:20:16Z,4031732015,178,,4024652743,213,5.2,4024652735,56,Back,4024652737,140,19.7,4024652733,123,,4024652741,212,16.9,4024652739,141,20.4,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282023,16,1,1,1,19,5jjqm8h6qm1w4s5f93uubhdrj,1,20.3,17.1,2023-02-11T15:04:41.469Z,2023-02-14T03:20:20Z,4024652907,141,5.8,4024652911,213,5.7,4024652905,140,31.2,4024652903,56,Back,4031732039,178,,4024652909,212,13.8,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282135,17,1,1,1,21,5jjqm8h6qm1w4s5f93uubhdrj,1,29.7,7.3,2023-02-11T15:04:43.338Z,2023-02-14T03:20:22Z,4024653461,140,31.0,4024653457,56,Back,4031732051,178,,4024653471,213,1.5,4024653467,212,13.5,4024653463,141,27.0,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282223,18,1,1,1,24,5jjqm8h6qm1w4s5f93uubhdrj,1,39.3,19.8,2023-02-11T15:04:46.433Z,2023-02-14T03:20:26Z,4024653947,212,14.4,4031732067,178,,4024653943,141,19.8,4024653935,56,Right,4024653939,140,53.0,4024653949,213,0,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282353,19,1,1,1,25,5jjqm8h6qm1w4s5f93uubhdrj,1,52.6,23,2023-02-11T15:04:47.134Z,2023-02-14T03:20:30Z,4024654461,212,25.4,4024654455,56,Back,4024654457,140,29.5,4030832823,156,,4031732099,178,,4024654463,213,3.4,4024654451,155,,4024654459,141,12.0,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282409,17,45,1,1,28,69t8imcdaqlgfbds2p58596my,0,70.7,90,2023-02-11T15:04:50.725Z,2023-02-14T03:20:37Z,4024654677,56,Left,4024654813,233,20,4024654681,286,,,,,,,,,,,,,,,,,awsbedog2zaz7zpjucbcba82y,S. Shoretire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282417,20,3,1,1,28,5jjqm8h6qm1w4s5f93uubhdrj,1,29.3,10,2023-02-11T15:04:50.725Z,2023-02-14T03:20:37Z,4024654709,56,Back,4030832919,464,,4024654763,233,17,4024654711,285,,4031732131,178,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282485,21,1,1,1,31,5jjqm8h6qm1w4s5f93uubhdrj,1,29.3,13.5,2023-02-11T15:04:52.829Z,2023-02-14T03:20:41Z,4024655041,213,2.6,4031732161,178,,4024655039,212,8.2,4024655035,140,22.5,4024655037,141,19.4,4024655033,56,Back,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282725,22,1,1,1,33,5jjqm8h6qm1w4s5f93uubhdrj,1,19.3,20.6,2023-02-11T15:04:54.865Z,2023-02-14T03:20:44Z,4024656111,140,12.4,4024656125,213,2.0,4024656119,212,16.2,4031732169,178,,4024656115,141,41.9,4024656109,56,Back,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282833,23,1,1,1,38,5jjqm8h6qm1w4s5f93uubhdrj,1,8.2,44.8,2023-02-11T15:05:00.657Z,2023-02-14T03:20:48Z,4024656669,56,Back,4024656671,140,27.2,4031732203,178,,4024656673,141,19.4,4024656677,213,5.6,4024656675,212,26.4,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506282921,24,1,1,1,41,5jjqm8h6qm1w4s5f93uubhdrj,1,28.6,16.2,2023-02-11T15:05:02.921Z,2023-02-14T03:20:59Z,4024657157,56,Back,4024657169,213,3.5,4024657161,141,12.5,4024657159,140,21.1,4024657165,212,8.3,4031732241,178,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283085,25,1,1,1,42,5jjqm8h6qm1w4s5f93uubhdrj,1,22,12,2023-02-11T15:05:04.593Z,2023-02-14T03:21:03Z,4024658007,140,47.0,4031732263,178,,4024657999,56,Back,4024658013,141,23.1,4024657993,155,,4024658015,212,27.3,4024658017,213,0.3,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283097,26,4,1,1,45,5jjqm8h6qm1w4s5f93uubhdrj,1,50.6,42.6,2023-02-11T15:05:07.045Z,2023-02-14T03:21:33Z,4024658067,56,Center,4024658075,286,,4024658065,13,,4024658881,233,18,4024658071,265,,4024658069,152,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506283145,18,4,1,1,45,69t8imcdaqlgfbds2p58596my,0,49.4,57.4,2023-02-11T15:05:07.046Z,2023-02-14T03:21:32Z,4024658333,13,,4024658803,285,,4024658335,56,Back,4024658337,152,,4024658927,233,26,4024658339,265,,4031732385,178,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284087,28,1,1,2,8,5jjqm8h6qm1w4s5f93uubhdrj,1,50.8,41.2,2023-02-11T15:05:30.244Z,2023-02-14T03:21:38Z,4024663047,141,58.4,4031732417,178,,4024663045,140,41.4,4024663043,56,Back,4024663039,5,,4024663049,212,15.3,4024663041,152,,4024663053,213,2.3,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284177,29,1,1,2,12,5jjqm8h6qm1w4s5f93uubhdrj,1,41.3,55.5,2023-02-11T15:05:33.994Z,2023-02-14T03:21:41Z,4024663531,213,4.4,4024663529,212,13.8,4024663525,140,37.5,4024663527,141,36.1,4031732433,178,,4024663523,56,Back,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284309,30,1,1,2,14,5jjqm8h6qm1w4s5f93uubhdrj,1,36.1,33.4,2023-02-11T15:05:36.234Z,2023-02-14T03:21:44Z,4024664201,56,Back,4024664209,213,2.7,4031732453,178,,4024664203,140,14.6,4024664205,141,49.0,4024664207,212,24.9,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284389,31,1,1,2,17,5jjqm8h6qm1w4s5f93uubhdrj,1,14.7,53.9,2023-02-11T15:05:39.344Z,2023-02-14T03:21:47Z,4024664697,212,15.1,4024664695,141,49.1,4024664693,140,28.7,4031732469,178,,4024664699,213,6.1,4024664691,56,Back,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284515,32,1,1,2,18,5jjqm8h6qm1w4s5f93uubhdrj,1,28.4,48.7,2023-02-11T15:05:40.506Z,2023-02-14T03:21:50Z,4024665305,213,4.3,4024665291,56,Back,4024665295,140,24.1,4024665297,141,31.5,4024665301,212,12.5,4031732487,178,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284581,33,1,1,2,22,5jjqm8h6qm1w4s5f93uubhdrj,1,22.7,24.6,2023-02-11T15:05:43.963Z,2023-02-14T03:21:53Z,4024665641,140,28.1,4024665639,56,Back,4031732501,178,,4024665643,141,6.8,4024665645,212,13.4,4024665647,213,5.2,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284629,34,1,1,2,23,5jjqm8h6qm1w4s5f93uubhdrj,1,28.3,3.5,2023-02-11T15:05:45.600Z,2023-02-14T03:21:55Z,4024665883,56,Back,4024665895,213,1.3,4024665887,141,15.6,4024665885,140,30.4,4031732509,178,,4024665891,212,8.5,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506284803,35,1,1,2,24,5jjqm8h6qm1w4s5f93uubhdrj,1,30.4,15.9,2023-02-11T15:05:46.437Z,2023-02-14T03:22:10Z,4024666725,140,23.3,4024666735,213,2.9,4031732565,389,,4024666721,56,Back,4024666731,212,7.7,4024666729,141,18.8,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
