id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2521127349,6,43,1,0,8,69t8imcdaqlgfbds2p58596my,1,0,0,2023-03-17T19:48:44.154Z,2023-03-17T19:48:50Z,4103140785,285,0,4103141279,144,7,4103140783,56,Right,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127409,7,1,1,0,11,69t8imcdaqlgfbds2p58596my,0,83.6,4.7,2023-03-17T19:48:46.924Z,2023-03-20T03:50:55Z,4112213067,178,,4103141305,286,,4103141299,236,,4103141075,213,2.9,4103141073,212,4.0,4103141067,56,Right,4103141071,141,6.2,4103141301,233,4,8zcwhxcdh09wxdn29kzpox591,K. Lee,4103141069,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127443,4,74,1,0,11,1musyruv2ufjrjnj6gvdbr8kt,1,17.1,89.9,2023-03-17T19:48:47.084Z,2023-03-20T03:50:59Z,4112213113,178,,4103141257,56,Back,4103141339,233,7,4103141259,285,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127457,5,5,1,0,12,1musyruv2ufjrjnj6gvdbr8kt,0,15.9,101.5,2023-03-17T19:48:48.683Z,2023-03-20T03:51:06Z,4103141471,233,8,4103141345,347,,4103141343,56,Back,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127469,8,5,1,0,12,69t8imcdaqlgfbds2p58596my,1,84.1,-1.5,2023-03-17T19:48:48.683Z,2023-03-20T03:51:05Z,4103141423,347,,4103141421,56,Right,4103141459,233,5,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127557,9,1,1,0,21,69t8imcdaqlgfbds2p58596my,0,84.5,0,2023-03-17T19:48:57.484Z,2023-03-20T03:51:15Z,4103141885,212,11.6,4103141883,141,15.6,4103141887,213,1.3,4103141877,107,,4103141881,140,87.1,4103141879,56,Right,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522870453,861,67,1,0,22,1musyruv2ufjrjnj6gvdbr8kt,1,11,84.4,2023-03-17T19:48:58.581Z,2023-03-20T14:20:10Z,4112346845,233,1193,,,,,,,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522870449,1193,67,1,0,22,69t8imcdaqlgfbds2p58596my,0,89,15.6,2023-03-17T19:48:58.582Z,2023-03-20T07:09:06Z,4112346859,233,861,,,,,,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127591,6,8,1,0,22,1musyruv2ufjrjnj6gvdbr8kt,1,15.9,92.1,2023-03-17T19:48:58.627Z,2023-03-20T14:20:10Z,4103142041,56,Back,4112213459,178,,4109671459,384,,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127597,7,5,1,0,24,1musyruv2ufjrjnj6gvdbr8kt,0,16.3,101.4,2023-03-17T19:49:00.565Z,2023-03-20T03:55:23Z,4103142161,233,10,4103142067,347,,4103142065,56,Back,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127609,10,5,1,0,24,69t8imcdaqlgfbds2p58596my,1,83.7,-1.4,2023-03-17T19:49:00.565Z,2023-03-20T03:55:23Z,4103142145,233,7,4103142143,347,,4103142141,56,Right,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127639,11,1,1,0,31,69t8imcdaqlgfbds2p58596my,1,84.4,0,2023-03-17T19:49:07.276Z,2023-03-20T03:52:05Z,4103142307,56,Right,4103142305,107,,4103142311,141,4.6,4103142309,140,74.7,4103142315,213,2.7,4103142313,212,11.1,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127667,12,1,1,0,33,69t8imcdaqlgfbds2p58596my,1,74.7,4.6,2023-03-17T19:49:09.757Z,2023-03-20T03:52:16Z,4103142457,56,Right,4103142461,141,2.5,4112213683,178,,4103142459,140,85.0,4103142463,212,10.9,4103142465,213,6.2,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127733,13,1,1,0,35,69t8imcdaqlgfbds2p58596my,1,84.8,2.9,2023-03-17T19:49:11.504Z,2023-03-20T03:52:27Z,4112213747,178,,4103142777,56,Right,4103142781,141,16.7,4103142779,140,92.5,4103142785,213,0.9,4103142783,212,12.4,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522870911,1200,43,1,0,38,69t8imcdaqlgfbds2p58596my,1,0,0,2023-03-17T19:49:14.632Z,2023-03-20T07:09:35Z,4112378173,144,67,4112348927,233,865,,,,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522870907,865,43,1,0,38,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-17T19:49:14.633Z,2023-03-20T07:09:35Z,4112348935,233,1200,4112378179,144,67,,,,,,,,,,,,,,,,,,,cyrr9517kjkt2l5tuqe966zth,L. Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522870707,863,43,1,0,38,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-17T19:49:14.665Z,2023-03-20T06:47:34Z,4112348115,399,37643,4112348995,144,83,,,,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522877033,928,83,1,0,39,1musyruv2ufjrjnj6gvdbr8kt,1,9.5,82.3,2023-03-17T19:49:15.143Z,2023-03-20T07:10:08Z,4112378431,399,37643,,,,,,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127717,8,43,1,0,40,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2023-03-17T19:49:15.820Z,2023-03-17T19:49:19Z,4103143065,144,49,,,,,,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127771,14,1,1,0,40,69t8imcdaqlgfbds2p58596my,1,92.3,23,2023-03-17T19:49:16.358Z,2023-03-20T03:52:37Z,4103147447,154,,4103147445,210,15,4103143031,212,9.9,4103143035,213,2.1,4103143025,140,87.8,4112213799,178,,4103143023,56,Center,4103143027,141,35.8,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127779,15,15,1,0,42,69t8imcdaqlgfbds2p58596my,1,91.9,34.5,2023-03-17T19:49:17.980Z,2023-03-20T03:52:37Z,4103147493,231,46.6,4103143053,56,Center,4103147477,102,47.9,4103147487,146,93.3,4103147087,20,,4103147469,55,14,4103147463,29,,4103143051,63,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,4103147465,154,,,4103147091,82,4103143049,22,4112213861,178,4103147491,230,99.4,4103147481,103,19,4103147111,233,9,4103147489,147,36.8,4109674277,80,,,,,,,,,,
2521127829,9,10,1,0,42,1musyruv2ufjrjnj6gvdbr8kt,1,9.8,58.5,2023-03-17T19:49:17.982Z,2023-03-20T03:52:43Z,4103143295,56,Back,4103147155,233,15,4103143293,94,,4112213949,178,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127857,10,6,1,0,43,1musyruv2ufjrjnj6gvdbr8kt,0,9.2,64.5,2023-03-17T19:49:19.432Z,2023-03-20T03:52:51Z,4103143429,56,Back,4103143483,233,16,4103143431,73,,,,,,,,,,,,,,,,,2gf1wld07zyiuvq7iikfrvoid,W. Vaulks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521127813,16,6,1,0,43,69t8imcdaqlgfbds2p58596my,1,90.8,35.5,2023-03-17T19:49:19.432Z,2023-03-20T03:52:51Z,4103143223,56,Center,4103143453,233,10,4103143225,75,,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128315,17,1,1,1,24,69t8imcdaqlgfbds2p58596my,1,99.5,0.5,2023-03-17T19:50:00.279Z,2023-03-20T03:53:40Z,4103145771,6,,4103145785,212,12.4,4103145783,141,5.5,4103145787,213,2.9,4112214163,178,,4103145777,56,Right,4103145781,140,88.1,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128341,18,1,1,1,26,69t8imcdaqlgfbds2p58596my,1,88.1,5.5,2023-03-17T19:50:02.316Z,2023-03-20T03:55:54Z,4103145911,140,82.5,4103145909,56,Right,4103145919,213,3.0,4103145915,212,6.0,4112214197,178,,4103145913,141,7.0,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128393,19,1,1,1,28,69t8imcdaqlgfbds2p58596my,1,82.7,7.1,2023-03-17T19:50:04.083Z,2023-03-20T03:53:31Z,4103146173,213,2.4,4112214347,178,,4103146165,56,Center,4103146171,212,18.0,4103146169,141,25.2,4103146167,140,70.2,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128409,20,1,1,1,31,69t8imcdaqlgfbds2p58596my,1,70.2,24.9,2023-03-17T19:50:06.964Z,2023-03-20T03:53:48Z,4103146235,56,Center,4103146241,212,10.9,4103146239,141,24.3,4103146237,140,80.6,4103146243,213,6.2,4112214481,178,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128429,21,1,1,1,32,69t8imcdaqlgfbds2p58596my,1,80.6,24.3,2023-03-17T19:50:08.051Z,2023-03-20T03:54:34Z,4103146377,212,9.1,4103146373,140,87.0,4103146375,141,15.2,4103146379,213,5.5,4103146371,56,Right,4112214881,178,,,,,,,,7iruezvsore21eboc96g7oqtx,J. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128431,22,50,1,1,33,69t8imcdaqlgfbds2p58596my,1,91.6,15.4,2023-03-17T19:50:09.391Z,2023-03-20T03:54:46Z,4103146383,56,Right,4103146493,233,11,4103146385,286,,,,,,,,,,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128443,11,7,1,1,34,1musyruv2ufjrjnj6gvdbr8kt,1,8.4,84.6,2023-03-17T19:50:09.833Z,2023-03-20T03:54:50Z,4103146471,233,22,4103146449,285,,4103146445,167,,4110967635,385,,4103146447,56,Back,4112215021,178,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128453,12,6,1,1,35,1musyruv2ufjrjnj6gvdbr8kt,0,8.4,84.6,2023-03-17T19:50:11.654Z,2023-03-20T03:54:53Z,4103146515,73,,4103146513,56,Back,4103146573,233,23,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128459,23,6,1,1,35,69t8imcdaqlgfbds2p58596my,1,91.6,15.4,2023-03-17T19:50:11.654Z,2023-03-20T03:54:53Z,4103146529,56,Right,4103146531,75,,4103146545,233,12,,,,,,,,,,,,,,,,64tpd90skhh1yj8yztefhahn9,D. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128703,24,1,1,1,57,69t8imcdaqlgfbds2p58596my,0,99.5,0.5,2023-03-17T19:50:33.537Z,2023-03-20T03:56:05Z,4103147867,140,92.0,4103147863,224,,4110967985,20,,4112215533,178,,4103147865,56,Center,4103147871,212,27.2,4103147869,141,38.8,4103147861,155,,7iruezvsore21eboc96g7oqtx,J. Sheehan,4103147857,2,,,4103147859,6,4103147873,213,,,,,,,,,,,,,,,,,1.9,,,,,,,,,
2521128727,13,12,1,1,58,1musyruv2ufjrjnj6gvdbr8kt,1,7.9,61.1,2023-03-17T19:50:34.736Z,2023-03-20T03:56:13Z,4103147971,140,17.9,4103147969,56,Back,4112215623,388,,4103147977,213,6.0,4103147973,141,56.9,4103147975,212,10.9,4103147979,15,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128801,14,4,1,2,1,1musyruv2ufjrjnj6gvdbr8kt,1,20.7,57.6,2023-03-17T19:50:37.744Z,2023-03-20T03:56:19Z,4103148379,13,,4103148407,233,25,4103148383,56,Back,4103150037,265,,4103148385,152,,4103148389,285,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521128767,25,4,1,2,1,69t8imcdaqlgfbds2p58596my,0,79.3,42.4,2023-03-17T19:50:37.745Z,2023-03-20T03:56:19Z,4103148209,56,Center,4103148205,13,,4103148211,152,,4103148417,233,14,4103149881,265,,4103148213,286,,4112215713,178,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129167,15,1,1,2,40,1musyruv2ufjrjnj6gvdbr8kt,0,24.6,61.2,2023-03-17T19:51:15.857Z,2023-03-20T03:56:29Z,4103150397,152,,4103150393,5,,4103150395,155,,4103152021,1,,4103150401,140,67.8,4112215831,178,,4103150399,56,Center,4103150405,212,50.2,4c56c2zanbiv8q28f54i5rp3p,C. Dawson,4103150403,141,29.7,,4103150407,213,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,
2521129227,26,44,1,2,43,69t8imcdaqlgfbds2p58596my,1,30.8,76.9,2023-03-17T19:51:19.515Z,2023-03-20T14:20:11Z,4103150673,285,,4103150671,56,Back,4103150747,233,16,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129231,16,44,1,2,43,1musyruv2ufjrjnj6gvdbr8kt,0,69.2,23.1,2023-03-17T19:51:19.516Z,2023-03-20T03:56:38Z,4103150697,56,Center,4103150809,233,26,4103150699,286,,,,,,,,,,,,,,,,,583ujnml31x2cnl6jxwnbs2xh,L. Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129241,27,1,1,2,43,69t8imcdaqlgfbds2p58596my,0,22.6,79.9,2023-03-17T19:51:19.623Z,2023-03-20T14:20:11Z,4103150781,141,48.8,4112215961,388,,4103150779,140,32.4,4103150777,56,Back,4103150783,212,23.5,4103150767,3,,4103150785,213,5.2,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129287,17,13,1,2,45,1musyruv2ufjrjnj6gvdbr8kt,1,72.2,46.8,2023-03-17T19:51:21.661Z,2023-03-20T03:56:48Z,4110999423,108,,4103151341,72,,4103151689,215,,4103151687,103,20.8,4103151697,231,49.6,4112215995,178,,4103151691,328,,4103150967,22,,ekbsso6hq913ss7jerbusyled,B. Bannan,4103151695,230,98.1,,4103151685,102,4103151693,458,4103151683,75,4103150969,18,,4103150971,56,Center,,,,,,,,,,35.6,,,,,,,,
2521129297,18,5,1,2,47,1musyruv2ufjrjnj6gvdbr8kt,0,100.9,36.8,2023-03-17T19:51:23.017Z,2023-03-20T03:56:51Z,4103151029,346,,4103151095,233,28,4103151023,56,Center,,,,,,,,,,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129283,28,5,1,2,47,69t8imcdaqlgfbds2p58596my,1,-0.9,63.2,2023-03-17T19:51:23.017Z,2023-03-20T03:56:51Z,4103151065,233,18,4103150951,346,,4103150949,56,Back,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129641,29,1,1,3,21,69t8imcdaqlgfbds2p58596my,0,4.6,49.9,2023-03-17T19:51:57.414Z,2023-03-20T03:56:57Z,4103152955,141,22.2,4103152959,213,6.0,4103152961,1,,4103152953,140,62.0,4103152957,212,63.1,4103152949,124,,4103152951,56,Center,4103152963,74,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129665,19,8,1,3,25,1musyruv2ufjrjnj6gvdbr8kt,1,32.1,72,2023-03-17T19:52:01.554Z,2023-03-20T03:57:07Z,4111003301,385,,4103153039,56,Back,4112216135,178,,,,,,,,,,,,,,,,,76tis9hdvmec3jcvgnsf6cdex,A. Famewo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521171753,341,49,1,3,27,1musyruv2ufjrjnj6gvdbr8kt,1,19.2,60.2,2023-03-17T19:52:03.536Z,2023-03-20T03:57:16Z,,,,,,,,,,,,,,,,,,,,,,,,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521171523,340,1,1,3,27,1musyruv2ufjrjnj6gvdbr8kt,0,19.7,56.9,2023-03-17T19:52:03.574Z,2023-03-20T03:57:24Z,4103380177,212,36.7,4103380173,140,54.5,4103380175,141,61.8,4103380181,1,,4103380179,213,0.1,4103380171,56,Center,4103380169,157,,4112216351,178,,77yt60bz6k3rqv316v9qxxyad,A. Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521129679,30,44,1,3,29,69t8imcdaqlgfbds2p58596my,1,38.6,32.4,2023-03-17T19:52:05.520Z,2023-03-20T14:20:11Z,4103153289,233,21,4103153137,285,,4103153135,56,Back,,,,,,,,,,,,,,,,aqu903olqgqkljzwr658cogd1,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
