id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495540955,4,43,1,0,5,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-07T15:00:04.848Z,2023-01-07T15:02:23Z,3968255815,141,33.0,3968255809,3,0,3968265427,144,1,3968255819,213,1.3,3968255817,212,8.7,3968255813,140,24.9,3968255811,56,Back,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540983,7,44,1,0,8,5g1fnexeromjl0lvnxp8hpnhi,1,56.4,77.4,2023-01-07T15:00:07.645Z,2023-01-10T08:50:16Z,3968256159,286,,3968256155,233,6,3968255957,56,Center,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540979,6,44,1,0,8,69t8imcdaqlgfbds2p58596my,0,43.6,22.6,2023-01-07T15:00:07.646Z,2023-01-10T04:51:06Z,3968255953,56,Back,3968256007,233,7,3971926971,285,,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540997,8,1,1,0,8,5g1fnexeromjl0lvnxp8hpnhi,0,40.1,77.8,2023-01-07T15:00:07.696Z,2023-01-10T08:50:16Z,3968256015,140,42.5,3972219899,388,,3968256021,213,0.2,3968256019,212,2.6,3968256013,56,Back,3968256017,141,78.7,3968256011,3,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495540993,7,61,1,0,8,69t8imcdaqlgfbds2p58596my,1,60.4,34,2023-01-07T15:00:07.730Z,2023-01-10T04:51:17Z,3972220025,388,,3968255993,56,Center,3972220023,15,,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209551,746,1,1,0,10,5g1fnexeromjl0lvnxp8hpnhi,1,61,79.8,2023-01-07T15:00:09.422Z,2023-01-10T04:51:21Z,3971779915,56,Center,3971779925,213,5.1,3972220073,178,,3971779917,140,66.1,3971779919,141,59.9,3971779921,212,14.6,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209567,747,1,1,0,11,5g1fnexeromjl0lvnxp8hpnhi,1,65.9,62,2023-01-07T15:00:10.254Z,2023-01-10T04:51:26Z,3972220169,388,,3971780007,3,,3971780015,212,6.6,3971780009,56,Center,3971780011,140,70.9,3971780017,213,0.7,3971780013,141,68.0,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541015,9,44,1,0,12,5g1fnexeromjl0lvnxp8hpnhi,1,60.8,72.4,2023-01-07T15:00:11.766Z,2023-01-10T08:50:17Z,3968256103,56,Center,3968265419,233,8,3968256105,286,,,,,,,,,,,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541019,8,44,1,0,12,69t8imcdaqlgfbds2p58596my,0,39.2,27.6,2023-01-07T15:00:11.767Z,2023-01-10T04:51:40Z,3968256161,233,9,3968256123,56,Back,3968256125,285,,,,,,,,,,,,,,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541029,10,1,1,0,12,5g1fnexeromjl0lvnxp8hpnhi,0,67.8,74.5,2023-01-07T15:00:11.825Z,2023-01-10T08:50:17Z,3968256195,3,,3972220361,388,,3968256199,140,77.7,3968256207,212,10.4,3968256203,141,75.4,3968256209,213,0.1,3968256197,56,Center,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209615,880,49,1,0,15,69t8imcdaqlgfbds2p58596my,1,24.5,31.1,2023-01-07T15:00:14.325Z,2023-01-10T04:51:51Z,,,,,,,,,,,,,,,,,,,,,,,,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541053,9,1,1,0,15,69t8imcdaqlgfbds2p58596my,0,20.9,27.9,2023-01-07T15:00:14.389Z,2023-01-10T04:51:55Z,3968256321,212,47.6,3972220435,178,,3968256319,141,50.0,3968256313,157,,3968256317,140,63.9,3968256323,213,0.3,3968256315,56,Center,3968256325,1,,35f2se8cf2zmpxl45zulorpat,W. Aimson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541061,11,1,1,0,18,5g1fnexeromjl0lvnxp8hpnhi,1,34.3,36.6,2023-01-07T15:00:17.235Z,2023-01-10T04:51:59Z,3968256375,141,64.8,3972220467,178,,3968256371,56,Center,3968256369,3,,3968256377,212,28.7,3968256373,140,54.6,3968256379,213,0.7,,,,oe0lbxtc4qftnd886dzfm385,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209641,748,49,1,0,19,5g1fnexeromjl0lvnxp8hpnhi,1,57.4,70.3,2023-01-07T15:00:18.519Z,2023-01-10T04:52:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541073,12,1,1,0,20,5g1fnexeromjl0lvnxp8hpnhi,1,54.6,64.8,2023-01-07T15:00:19.476Z,2023-01-10T04:52:28Z,3968256447,56,Left,3968256455,213,1.4,3968256449,140,57.1,3972220633,178,,3968256451,141,87.8,3968256453,212,15.9,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541075,13,1,1,0,21,5g1fnexeromjl0lvnxp8hpnhi,0,62.6,83.9,2023-01-07T15:00:20.529Z,2023-01-10T04:52:32Z,3972220673,178,,3968256461,56,Center,3968256467,212,17.5,3968256463,140,76.8,3968256465,141,70.3,3968256469,213,5.7,3971780555,155,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541107,10,1,1,0,23,69t8imcdaqlgfbds2p58596my,1,22.1,34,2023-01-07T15:00:22.792Z,2023-01-10T04:52:36Z,3968256609,3,,3968256615,141,46.3,3968256611,56,Back,3968256623,213,0.9,3968256613,140,28.3,3972220715,388,,3968256619,212,10.6,,,,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496294837,910,67,1,0,24,69t8imcdaqlgfbds2p58596my,1,29.2,45.1,2023-01-07T15:00:23.850Z,2023-01-10T08:50:18Z,3972240779,233,794,,,,,,,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496294835,794,67,1,0,24,5g1fnexeromjl0lvnxp8hpnhi,0,70.8,54.9,2023-01-07T15:00:23.851Z,2023-01-10T05:29:56Z,3972240795,233,910,,,,,,,,,,,,,,,,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541125,11,1,1,0,25,69t8imcdaqlgfbds2p58596my,1,28.3,46.3,2023-01-07T15:00:23.950Z,2023-01-10T08:50:18Z,3972225123,388,,3968256707,56,Back,3968256709,140,23.5,3968256715,213,3.6,3968256711,141,42.7,3968256713,212,5.6,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541153,12,49,1,0,25,69t8imcdaqlgfbds2p58596my,1,23.5,42.7,2023-01-07T15:00:24.683Z,2023-01-10T05:01:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541167,13,1,1,0,25,69t8imcdaqlgfbds2p58596my,1,23.5,42.7,2023-01-07T15:00:24.688Z,2023-01-10T05:01:50Z,3968256935,56,Back,3968256941,212,13.4,3968256943,213,3.0,3968256937,140,10.8,3968256939,141,45.1,3972225257,178,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541113,14,43,1,0,26,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-07T15:00:25.783Z,2023-01-09T14:40:29Z,3971780987,144,61,3968256645,56,Center,,,,,,,,,,,,,,,,,,,944ptuekuetkjifbeaycqcoh5,C. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541195,14,1,1,0,28,69t8imcdaqlgfbds2p58596my,1,10.8,45.1,2023-01-07T15:00:27.201Z,2023-01-10T05:01:54Z,3972225285,178,,3968257095,212,50.5,3968257087,157,,3968257091,140,51.0,3968257089,56,Right,3968257097,213,5.7,3968257093,141,4.4,3968257099,1,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209829,881,61,1,0,33,69t8imcdaqlgfbds2p58596my,1,50.6,3.5,2023-01-07T15:00:32.209Z,2023-01-10T05:02:00Z,3972225337,388,,3971781471,56,Right,,,,,,,,,,,,,,,,,,,7h6eazahfe5epf6zgx1b1urpx,J. Böðvarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541263,15,61,1,0,35,69t8imcdaqlgfbds2p58596my,0,40.8,5.5,2023-01-07T15:00:34.264Z,2023-01-10T05:02:09Z,3968257427,56,Back,3972225399,21,,3972225401,178,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541255,15,1,1,0,35,5g1fnexeromjl0lvnxp8hpnhi,0,57.8,96.5,2023-01-07T15:00:34.846Z,2023-01-10T05:02:13Z,3968257405,213,1.5,3968257399,140,58.2,3968257397,56,Left,3968257401,141,100.0,3968257395,3,,3972225437,388,,3968257403,212,3.5,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541257,16,5,1,0,36,5g1fnexeromjl0lvnxp8hpnhi,0,58.2,101.6,2023-01-07T15:00:35.391Z,2023-01-10T05:02:17Z,3968257645,233,16,3968257407,56,Left,3968257409,347,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541285,16,5,1,0,36,69t8imcdaqlgfbds2p58596my,1,41.8,-1.6,2023-01-07T15:00:35.391Z,2023-01-10T05:02:16Z,3968257523,56,Back,3968257629,233,16,3968257525,347,,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541385,17,1,1,0,45,69t8imcdaqlgfbds2p58596my,1,41.8,0,2023-01-07T15:00:44.738Z,2023-01-10T05:02:21Z,3968257951,107,,3968257957,141,11.4,3968257953,56,Back,3968257959,212,9.8,3968257955,140,45.6,3968257961,213,1.1,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541401,18,1,1,0,46,69t8imcdaqlgfbds2p58596my,1,45.6,11.4,2023-01-07T15:00:45.550Z,2023-01-10T05:02:24Z,3972225513,178,,3968258021,213,4.5,3968258009,140,45.1,3968258005,56,Back,3968258013,141,7.9,3968258017,212,2.4,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541419,19,1,1,0,47,69t8imcdaqlgfbds2p58596my,0,45.1,7.9,2023-01-07T15:00:46.277Z,2023-01-10T05:02:27Z,3968258125,212,14.6,3968258119,56,Right,3968258121,140,58.0,3972225519,178,,3968258127,213,0.4,3968258123,141,16.1,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541389,17,8,1,0,47,5g1fnexeromjl0lvnxp8hpnhi,1,41.3,84.1,2023-01-07T15:00:46.752Z,2023-01-10T05:02:30Z,3971781649,384,,3968257965,56,Back,3972225539,178,,,,,,,,,,,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496209889,749,49,1,0,49,5g1fnexeromjl0lvnxp8hpnhi,1,46.6,92.5,2023-01-07T15:00:48.183Z,2023-01-10T05:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541435,18,1,1,0,49,5g1fnexeromjl0lvnxp8hpnhi,1,41.2,95,2023-01-07T15:00:48.198Z,2023-01-10T05:02:39Z,3968258207,56,Center,3968258209,140,69.1,3968258215,213,5.8,3968258213,212,34.0,3968258217,1,,3968258205,155,,3968258211,141,69.6,3972225585,178,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541441,19,61,1,0,50,5g1fnexeromjl0lvnxp8hpnhi,0,69.1,69.6,2023-01-07T15:00:49.600Z,2023-01-10T05:02:48Z,3968258241,56,Center,3972225637,178,,,,,,,,,,,,,,,,,,,,4xxoasz03erxlyonu2t8y5fqh,S. Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541485,20,1,1,0,51,69t8imcdaqlgfbds2p58596my,0,25.6,17,2023-01-07T15:00:50.487Z,2023-01-10T05:02:57Z,3968258495,141,33.6,3968258503,213,0.4,3972225665,178,,3968258499,212,26.5,3968258505,1,,3968258483,157,,3968258487,56,Back,3968258491,140,48.4,74vpeqcguo2sb2qgpt3b6zq3t,E. Toal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541611,22,4,1,0,53,5g1fnexeromjl0lvnxp8hpnhi,1,53.4,69.2,2023-01-07T15:00:52.627Z,2023-01-10T05:03:10Z,3968259053,286,,3968259049,152,,3971822475,294,,3968259553,233,22,3968259047,56,Center,3968259043,13,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541719,22,4,1,0,53,69t8imcdaqlgfbds2p58596my,0,46.6,30.8,2023-01-07T15:00:52.628Z,2023-01-10T05:03:09Z,3968259531,285,,3968259565,233,22,3968259527,152,,3968259523,13,,3971822497,294,,3968259525,56,Back,3972225719,388,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541489,20,43,1,0,54,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-07T15:00:53.662Z,2023-01-09T14:42:40Z,3971782741,144,44,3968258511,286,0,3968258571,233,21,3968258509,56,Center,,,,,,,,,,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541495,21,43,1,0,54,69t8imcdaqlgfbds2p58596my,1,0,0,2023-01-07T15:00:53.663Z,2023-01-09T14:42:42Z,3968258541,285,0,3968258539,56,Back,3971782767,144,44,,,,,,,,,,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541507,21,43,1,0,55,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2023-01-07T15:00:54.415Z,2023-01-07T15:00:56Z,3968258611,141,70.8,3968258715,144,1,3968258613,212,0,3968258605,3,0,3968258607,56,Center,3968258609,140,52.9,3968258615,213,3.1,,,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541943,23,1,1,1,22,5g1fnexeromjl0lvnxp8hpnhi,0,52.9,75.4,2023-01-07T15:01:21.825Z,2023-01-10T05:03:13Z,3968260651,140,100.0,3968260637,155,,3968260633,5,,3968260659,213,6.2,3968260645,56,Center,3968260657,212,50.9,3968260641,152,,3972225737,178,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,3968260661,1,3968260655,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541951,23,5,1,1,27,69t8imcdaqlgfbds2p58596my,1,-1.2,29.8,2023-01-07T15:01:25.889Z,2023-01-10T05:03:15Z,3968260681,346,,3968260767,233,24,3968260679,56,Back,,,,,,,,,,,,,,,,8zcwhxcdh09wxdn29kzpox591,K. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495541949,24,5,1,1,27,5g1fnexeromjl0lvnxp8hpnhi,0,101.2,70.2,2023-01-07T15:01:25.889Z,2023-01-10T05:03:15Z,3968260819,233,23,3968260675,56,Center,3968260677,346,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542221,24,1,1,1,35,69t8imcdaqlgfbds2p58596my,1,4.3,46.4,2023-01-07T15:01:34.124Z,2023-01-10T05:03:19Z,3968262039,141,74.8,3968262037,140,11.4,3968262033,124,,3968262043,213,1.2,3968262047,237,,3968262041,212,20.7,3968262035,56,Back,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542235,25,1,1,1,39,69t8imcdaqlgfbds2p58596my,0,15,90,2023-01-07T15:01:37.957Z,2023-01-10T05:03:24Z,3968262151,212,47.3,3968262153,213,6.2,3968262145,56,Left,3968262149,141,82.9,3968262143,155,,3972225811,178,,3968262155,1,,3968262147,140,59.8,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
