id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist
2486668535,3,8,1,0,6,dmz37633qbsvl7gncq5s51yjw,1,27.2,88,2022-11-19T15:01:30.131Z,2022-11-22T05:48:52Z,3921282123,56,Back,3923766975,178,,3923505023,384,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089675,733,49,1,0,6,dmz37633qbsvl7gncq5s51yjw,1,34.3,98.3,2022-11-19T15:01:30.861Z,2022-11-22T04:26:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089677,734,1,1,0,7,dmz37633qbsvl7gncq5s51yjw,0,34.3,98.3,2022-11-19T15:01:31.217Z,2022-11-22T04:26:51Z,3923505061,56,Back,3923505063,140,41.8,3923767043,178,,3923505069,213,5.3,3923505067,212,14.7,3923505065,141,80.1,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089689,712,49,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,58.2,22.2,2022-11-19T15:01:31.967Z,2022-11-22T04:26:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089691,713,1,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,58.2,22.2,2022-11-19T15:01:31.985Z,2022-11-22T04:27:02Z,3923505127,213,5.4,3923505125,212,11.4,3923505119,56,Right,3923767095,178,,3923505123,141,8.7,3923505121,140,64.7,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668541,7,43,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2022-11-19T15:01:32.214Z,2022-11-19T15:51:25Z,3921564701,144,1,3921282169,212,6.0,3921282163,140,59.6,3921282167,141,22.7,3921282171,213,2.7,3921282159,56,Center,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089707,714,61,1,0,8,5qwskbjpa17fvmtuu5qijy7cz,1,64.7,8.7,2022-11-19T15:01:32.428Z,2022-11-22T04:27:11Z,3923505213,56,Right,3923767153,178,,3923767151,21,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487089717,735,12,1,0,10,dmz37633qbsvl7gncq5s51yjw,1,29.3,90.5,2022-11-19T15:01:33.894Z,2022-11-22T04:27:17Z,3923767179,178,,3923505301,141,100.0,3923505303,212,7.4,3923505305,213,1.3,3923505295,167,,3923505297,56,Back,3923505299,140,31.5,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668583,4,43,1,0,10,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-11-19T15:01:34.270Z,2022-11-19T15:51:31Z,3921564861,144,8,3921282379,56,Back,,,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668599,5,5,1,0,12,dmz37633qbsvl7gncq5s51yjw,0,35.8,101.8,2022-11-19T15:01:36.255Z,2022-11-22T04:27:21Z,3921283021,233,8,3921282445,56,Back,3921282447,347,,,,,,,,,,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668701,8,5,1,0,12,5qwskbjpa17fvmtuu5qijy7cz,1,64.2,-1.8,2022-11-19T15:01:36.255Z,2022-11-22T04:27:20Z,3921282981,347,,3921282977,56,Right,3921282995,233,5,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668765,9,1,1,0,20,5qwskbjpa17fvmtuu5qijy7cz,1,61.9,0,2022-11-19T15:01:44.803Z,2022-11-22T04:27:26Z,3921283255,56,Right,3921283257,140,73.2,3921283259,141,12.5,3921283263,213,0.7,3921283261,212,15.4,3921283253,107,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668771,10,50,1,0,22,5qwskbjpa17fvmtuu5qijy7cz,1,67.2,15.8,2022-11-19T15:01:45.942Z,2022-11-22T04:27:36Z,3921283283,286,,3921283369,233,6,3921283281,56,Right,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668775,6,7,1,0,22,dmz37633qbsvl7gncq5s51yjw,1,32.8,84.2,2022-11-19T15:01:46.429Z,2022-11-22T04:27:42Z,3921283301,285,,3923505417,385,,3921283333,233,10,3921283299,56,Back,3923767295,178,,,,,,,,,,,68emhvrwqi5m0q155ww2bzn1m,L. Simper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668781,7,49,1,0,24,dmz37633qbsvl7gncq5s51yjw,1,29.6,58.8,2022-11-19T15:01:48.760Z,2022-11-22T04:27:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668795,8,1,1,0,24,dmz37633qbsvl7gncq5s51yjw,0,29.6,58.8,2022-11-19T15:01:48.797Z,2022-11-22T04:27:52Z,3921283393,213,0.1,3921283391,212,7.7,3921283389,141,59.4,3923767437,178,,3921283387,140,36.9,3921283385,56,Back,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668811,11,61,1,0,25,5qwskbjpa17fvmtuu5qijy7cz,1,61.5,41.2,2022-11-19T15:01:49.101Z,2022-11-22T04:27:57Z,3923767511,178,,3921283479,56,Center,,,,,,,,,,,,,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668841,9,1,1,0,26,dmz37633qbsvl7gncq5s51yjw,0,26.1,49.7,2022-11-19T15:01:50.024Z,2022-11-22T04:28:03Z,3921283639,56,Back,3921283637,155,,3921283647,213,0.8,3921283645,212,29.4,3923767595,178,,3921283641,140,46.3,3921283643,141,79.6,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668937,12,1,1,0,29,5qwskbjpa17fvmtuu5qijy7cz,1,51.5,26.7,2022-11-19T15:01:53.021Z,2022-11-22T04:41:09Z,3923772291,388,,3921284089,212,16.9,3921284087,141,21.0,3921284085,140,67.2,3921284091,213,6.1,3921284083,56,Right,3921284081,3,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668947,13,61,1,0,31,5qwskbjpa17fvmtuu5qijy7cz,0,67.1,11.1,2022-11-19T15:01:55.491Z,2022-11-22T04:41:20Z,3923772377,178,,3921284135,56,Right,,,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668955,10,49,1,0,33,dmz37633qbsvl7gncq5s51yjw,1,35.2,91.5,2022-11-19T15:01:56.977Z,2022-11-22T04:41:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487141371,774,83,1,0,34,5qwskbjpa17fvmtuu5qijy7cz,1,64.9,10.5,2022-11-19T15:01:58.304Z,2022-11-22T05:00:53Z,3923777847,399,134382,,,,,,,,,,,,,,,,,,,,,,7d9la6gbbobi9yie2ejf9uj1l,E. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486668989,11,61,1,0,35,dmz37633qbsvl7gncq5s51yjw,0,33.6,97.1,2022-11-19T15:01:59.011Z,2022-11-22T04:41:34Z,3923772475,178,,3921284287,56,Back,,,,,,,,,,,,,,,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669041,12,5,1,0,36,dmz37633qbsvl7gncq5s51yjw,0,34.4,101.4,2022-11-19T15:02:00.777Z,2022-11-22T04:41:36Z,3921284497,56,Back,3921285375,233,14,3921284499,347,,,,,,,,,,,,,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669249,14,5,1,0,36,5qwskbjpa17fvmtuu5qijy7cz,1,65.6,-1.4,2022-11-19T15:02:00.777Z,2022-11-22T04:41:35Z,3921285361,233,12,3921285321,56,Right,3921285323,347,,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669497,15,1,1,1,1,5qwskbjpa17fvmtuu5qijy7cz,0,65.1,0,2022-11-19T15:02:25.081Z,2022-11-22T04:41:38Z,3921286711,56,Center,3921286713,140,90.0,3921286721,1,,3921286719,213,0.8,3921286715,141,37.0,3921286717,212,36.6,3921286709,107,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669519,13,12,1,1,3,dmz37633qbsvl7gncq5s51yjw,1,10.8,70.6,2022-11-19T15:02:27.306Z,2022-11-22T04:41:46Z,3921286855,15,,3921286843,140,33.2,3921286841,56,Back,3921286849,213,0.3,3923772531,178,,3921286845,141,82.0,3921286847,212,24.8,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669625,16,1,1,1,6,5qwskbjpa17fvmtuu5qijy7cz,1,74,25.3,2022-11-19T15:02:30.723Z,2022-11-22T04:41:51Z,3923772571,178,,3921287419,56,Right,3921287421,140,82.5,3921287423,141,8.8,3921287427,213,5.4,3921287425,212,14.3,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669649,17,1,1,1,9,5qwskbjpa17fvmtuu5qijy7cz,0,82,8,2022-11-19T15:02:33.062Z,2022-11-22T04:41:57Z,3921287541,140,92.5,3921287537,155,,3921287535,2,,3923505517,224,,3921287543,141,32.1,3923505519,20,,3921287539,56,Center,3923772607,178,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,3921287547,213,1.0,3921287545,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669673,14,12,1,1,9,dmz37633qbsvl7gncq5s51yjw,1,9.8,74.7,2022-11-19T15:02:33.698Z,2022-11-22T04:42:03Z,3921287653,141,54.2,3921287647,56,Back,3921287649,140,31.7,3923772639,178,,3921287657,212,26.9,3921287693,15,,3921287661,213,5.7,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669721,18,15,1,1,12,5qwskbjpa17fvmtuu5qijy7cz,1,76.5,34,2022-11-19T15:02:35.975Z,2022-11-22T04:42:06Z,3921290497,82,,3921287881,18,,3921291489,215,,3923772663,178,,3921287879,22,,3921291499,231,49.1,3921291529,233,15,3921290493,20,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,3921291491,458,,3923505751,76,,3921287883,56,Center,3921291487,103,19,3921291485,102,53.7,3921291495,147,43.5,3921291497,230,98.8,3921291493,146,87.9,,,,,,,,
2486669741,15,10,1,1,12,dmz37633qbsvl7gncq5s51yjw,1,11.7,60.2,2022-11-19T15:02:36.356Z,2022-11-22T04:42:12Z,3921288007,56,Back,3921288005,94,,3923772719,178,,3921290531,233,18,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669753,19,1,1,1,14,5qwskbjpa17fvmtuu5qijy7cz,0,70.3,35.1,2022-11-19T15:02:38.476Z,2022-11-22T04:42:20Z,3921288075,213,5.3,3923772767,388,,3921288071,141,20.0,3921288073,212,12.5,3921288069,140,77.1,3921288067,56,Right,,,,,,,6ipjgy0ewyx7mnmolu0pp0mw9,L. Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669863,16,49,1,1,15,dmz37633qbsvl7gncq5s51yjw,1,28.1,90.5,2022-11-19T15:02:39.846Z,2022-11-22T04:42:25Z,,,,,,,,,,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669905,17,1,1,1,19,dmz37633qbsvl7gncq5s51yjw,0,32.5,90.6,2022-11-19T15:02:43.709Z,2022-11-22T04:42:31Z,3921288875,213,6.1,3921288877,1,,3921288861,56,Left,3921288873,212,35.4,3923772825,178,,3921288869,141,82.9,3921288865,140,65.8,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669909,20,49,1,1,22,5qwskbjpa17fvmtuu5qijy7cz,1,22.1,8.9,2022-11-19T15:02:46.862Z,2022-11-22T04:42:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486669957,21,3,1,1,24,5qwskbjpa17fvmtuu5qijy7cz,1,32.2,10.2,2022-11-19T15:02:48.503Z,2022-11-22T05:02:20Z,3921289135,56,Back,3923772909,178,,3921571647,285,,3923505849,465,,3921571643,233,288,,,,,,,,,,2asjeedy6igcuixqktdmk5k2x,M. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486723001,288,45,1,1,24,dmz37633qbsvl7gncq5s51yjw,0,67.8,89.8,2022-11-19T15:02:48.503Z,2022-11-22T05:02:20Z,3921571627,233,21,3921571605,56,Left,3921571607,286,,,,,,,,,,,,,,,,,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670009,22,1,1,1,26,5qwskbjpa17fvmtuu5qijy7cz,0,33,3.7,2022-11-19T15:02:50.549Z,2022-11-22T04:43:26Z,3921289379,233,18,3921289351,141,3.4,3921289347,56,Back,3921289383,286,,3921289355,213,6.2,3921289377,236,,3921289353,212,2.1,3921289349,140,35.0,2asjeedy6igcuixqktdmk5k2x,M. Clark,3923773103,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670001,18,74,1,1,26,dmz37633qbsvl7gncq5s51yjw,1,61.9,97.1,2022-11-19T15:02:50.638Z,2022-11-22T04:43:29Z,3923773125,178,,3921289401,233,22,3921289317,56,Left,3921289319,285,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670113,23,4,1,1,31,5qwskbjpa17fvmtuu5qijy7cz,1,2.7,9.2,2022-11-19T15:02:55.244Z,2022-11-22T04:43:45Z,3921289857,285,,3921289855,152,,3921289885,233,19,3921289849,13,,3921289853,56,Back,3921289851,294,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670109,19,4,1,1,31,dmz37633qbsvl7gncq5s51yjw,0,97.3,90.8,2022-11-19T15:02:55.245Z,2022-11-22T04:43:44Z,3921289913,233,23,3923773159,178,,3921289827,294,,3921289825,13,,3921289829,56,Left,3921289833,286,,3921289831,152,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670809,24,1,1,2,5,5qwskbjpa17fvmtuu5qijy7cz,0,6.8,11.6,2022-11-19T15:03:29.446Z,2022-11-22T04:43:49Z,3921293479,1,,3921293475,212,59.6,3921293477,213,0.3,3921293463,5,,3923773165,178,,3921293471,140,60.3,3921293473,141,40.9,3921293469,56,Center,1aq6osi0b0c580dlu9ugnjaei,T. Savin,3921293465,155,,3921293467,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670823,20,44,1,2,8,dmz37633qbsvl7gncq5s51yjw,1,38.2,56.6,2022-11-19T15:03:32.808Z,2022-11-22T05:48:53Z,3921293525,285,,3921293523,56,Back,3921293567,233,25,,,,,,,,,,,,,,,,bkpr0uwpx5kbu2ms41uxoljah,J. Okedina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670821,25,44,1,2,8,5qwskbjpa17fvmtuu5qijy7cz,0,61.8,43.4,2022-11-19T15:03:32.809Z,2022-11-22T04:43:51Z,3921293519,56,Center,3921293635,233,20,3921293521,286,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670835,21,1,1,2,8,dmz37633qbsvl7gncq5s51yjw,0,36.8,54,2022-11-19T15:03:32.874Z,2022-11-22T05:48:53Z,3921293593,140,59.0,3921293591,56,Center,3921293589,3,,3923773181,388,,3921293597,212,25.8,3921293595,141,37.7,3921293599,213,5.8,,,,bkpr0uwpx5kbu2ms41uxoljah,J. Okedina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670893,26,1,1,2,11,5qwskbjpa17fvmtuu5qijy7cz,0,41,64.5,2022-11-19T15:03:35.010Z,2022-11-22T04:43:58Z,3921293903,56,Back,3921293907,140,43.2,3921293915,212,2.3,3921293911,141,64.5,3921293919,213,0.0,3923773209,388,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486670923,22,49,1,2,12,dmz37633qbsvl7gncq5s51yjw,1,44.7,25.8,2022-11-19T15:03:36.587Z,2022-11-22T04:44:03Z,,,,,,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486671027,23,1,1,2,14,dmz37633qbsvl7gncq5s51yjw,1,41.7,29.2,2022-11-19T15:03:38.694Z,2022-11-22T04:44:06Z,3921294593,141,31.8,3921294591,140,22.7,3921294597,213,3.1,3921294595,212,20.0,3923773227,178,,3921294589,56,Back,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
