id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2493257029,136,1,1,14,48,5g1fnexeromjl0lvnxp8hpnhi,0,85.6,94.4,2022-12-26T15:16:06.293Z,2022-12-28T12:13:19Z,3956207111,212,27.3,3956207103,155,,3956207113,213,4.9,3956207101,2,,3956207109,141,55.0,3956207105,56,Center,3957972493,224,,3957972495,72,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,3958429767,178,,3956207107,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257047,136,12,1,14,49,fvr504m6gaxsfmtx4fwm7iq1,1,10.7,38.8,2022-12-26T15:16:07.530Z,2022-12-28T12:13:24Z,3956207265,15,,3956207237,213,5.5,3958429829,178,,3956207229,56,Back,3956207233,141,9.2,3956207231,140,30.2,3956207235,212,28.7,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257193,137,1,1,14,56,5g1fnexeromjl0lvnxp8hpnhi,1,65.2,82.7,2022-12-26T15:16:14.682Z,2022-12-28T12:13:36Z,3956208047,56,Left,3956208053,212,8.0,3956208055,213,0.8,3956208051,141,91.1,3958430027,178,,3956208049,140,70.6,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257231,138,1,1,14,57,5g1fnexeromjl0lvnxp8hpnhi,0,70.6,91.4,2022-12-26T15:16:16.079Z,2022-12-28T12:13:45Z,3956208217,140,73.2,3956208221,212,8.8,3956208219,141,79.1,3956208215,56,Left,3958430101,178,,3956208223,213,5.0,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257261,137,1,1,14,58,fvr504m6gaxsfmtx4fwm7iq1,0,13.1,10.4,2022-12-26T15:16:16.959Z,2022-12-28T11:45:26Z,3958404029,178,,3956208427,56,Back,3957973739,140,45.2,3957973747,1,,3957973743,212,35.3,3957973745,213,0.3,3957973741,141,25.6,3957973737,157,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257409,139,1,1,15,2,5g1fnexeromjl0lvnxp8hpnhi,1,51.6,67.2,2022-12-26T15:16:20.151Z,2022-12-29T09:41:38Z,3956209147,56,Left,3958404229,178,,3956209151,141,92.5,3956209155,213,1.1,3956209149,140,60.4,3956209153,212,19.5,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257443,140,1,1,15,4,5g1fnexeromjl0lvnxp8hpnhi,1,60,95,2022-12-26T15:16:22.258Z,2022-12-28T11:45:42Z,3956209369,56,Left,3956209371,140,69.9,3956209379,212,10.4,3956209375,141,95.4,3958404279,178,,3956209383,213,0.0,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257515,141,1,1,15,6,5g1fnexeromjl0lvnxp8hpnhi,1,69.9,95.4,2022-12-26T15:16:24.951Z,2022-12-28T11:45:49Z,3956209773,56,Center,3956209779,212,14.6,3958404377,178,,3956209775,140,67.1,3956209781,213,4.5,3956209777,141,74.4,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257603,142,1,1,15,10,5g1fnexeromjl0lvnxp8hpnhi,1,66.8,74.1,2022-12-26T15:16:28.747Z,2022-12-28T11:46:09Z,3958404615,178,,3956210317,141,94.5,3956210323,213,1.4,3956210313,140,68.5,3956210311,56,Left,3956210321,212,14.0,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257631,143,1,1,15,12,5g1fnexeromjl0lvnxp8hpnhi,1,68.5,93.5,2022-12-26T15:16:30.190Z,2022-12-28T11:46:15Z,3956210497,213,3.7,3956210489,56,Back,3958404705,178,,3956210495,212,26.1,3956210491,140,47.7,3956210493,141,72.4,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257711,144,1,1,15,13,5g1fnexeromjl0lvnxp8hpnhi,0,47.7,72.4,2022-12-26T15:16:32.035Z,2022-12-28T11:46:19Z,3956210977,213,6.3,3958404743,178,,3956210967,155,,3956210973,141,71.8,3956210971,140,94.9,3956210975,212,49.6,3956210979,1,,3956210969,56,Center,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493257715,138,49,1,15,17,fvr504m6gaxsfmtx4fwm7iq1,1,2.5,24.1,2022-12-26T15:16:35.895Z,2022-12-28T11:46:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258359,139,1,1,15,38,fvr504m6gaxsfmtx4fwm7iq1,0,24.7,22.8,2022-12-26T15:16:56.698Z,2022-12-28T11:46:38Z,3956214477,155,,3956214483,141,19.2,3956214489,1,,3956214481,140,69.4,3956214485,212,47.0,3956214479,56,Right,3958405045,178,,3956214487,213,6.2,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258383,145,44,1,15,42,5g1fnexeromjl0lvnxp8hpnhi,1,28,82,2022-12-26T15:17:00.277Z,2022-12-28T13:17:53Z,3956214607,56,Back,3956214649,233,140,3956214609,285,,,,,,,,,,,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258373,140,44,1,15,42,fvr504m6gaxsfmtx4fwm7iq1,0,72,18,2022-12-26T15:17:00.278Z,2022-12-28T11:46:45Z,3956214553,56,Right,3956214555,286,,3956214797,233,145,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258403,146,1,1,15,42,5g1fnexeromjl0lvnxp8hpnhi,0,25.3,83.3,2022-12-26T15:17:00.312Z,2022-12-28T13:17:53Z,3956214747,212,20.3,3956214739,3,,3956214743,140,43.8,3958405583,388,,3956214741,56,Back,3956214749,213,6.0,3956214745,141,74.7,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258459,141,1,1,15,43,fvr504m6gaxsfmtx4fwm7iq1,1,58.6,22.4,2022-12-26T15:17:02.025Z,2022-12-29T06:50:43Z,3956215037,141,16.5,3956215041,213,5.6,3956215039,212,6.2,3956215035,140,63.1,3956215031,3,,3956215033,56,Right,3959217967,388,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258479,142,1,1,15,45,fvr504m6gaxsfmtx4fwm7iq1,1,63.1,16.5,2022-12-26T15:17:03.526Z,2022-12-28T11:47:34Z,3958406067,178,,3956215163,213,0.6,3956215153,3,,3956215161,212,8.2,3956215159,141,23.6,3956215155,56,Center,3956215157,140,69.4,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258515,143,1,1,15,46,fvr504m6gaxsfmtx4fwm7iq1,1,69.4,23.6,2022-12-26T15:17:05.002Z,2022-12-29T09:17:01Z,3956215347,213,4.5,3956215339,56,Right,3956215341,140,68.9,3956215345,212,2.7,3956215343,141,19.7,3958406153,178,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258539,144,1,1,15,47,fvr504m6gaxsfmtx4fwm7iq1,0,68.9,19.7,2022-12-26T15:17:05.589Z,2022-12-28T11:47:44Z,3956215463,213,0.8,3958406293,178,,3956215459,141,49.6,3956215455,56,Center,3956215457,140,87.2,3956215461,212,28.0,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258557,147,52,1,15,50,5g1fnexeromjl0lvnxp8hpnhi,1,12.6,52.7,2022-12-26T15:17:08.689Z,2022-12-28T11:47:46Z,3958406333,178,,3957978059,376,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258795,148,1,1,15,51,5g1fnexeromjl0lvnxp8hpnhi,0,12.4,51.5,2022-12-26T15:17:10.014Z,2022-12-28T11:47:51Z,3956216863,212,95.0,3956216853,199,,3956216865,213,6.1,3956216861,141,22.2,3956216855,56,Center,3956216859,140,100.0,3956216867,1,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258803,145,56,1,15,58,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-12-26T15:17:16.955Z,2022-12-28T11:48:00Z,3956216895,56,Back,,,,,,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258833,146,5,1,16,1,fvr504m6gaxsfmtx4fwm7iq1,1,-0.9,84.8,2022-12-26T15:17:20.061Z,2022-12-28T11:48:02Z,3956217019,56,Back,3956217021,233,149,3956217025,346,,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493258809,149,5,1,16,1,5g1fnexeromjl0lvnxp8hpnhi,0,100.9,15.2,2022-12-26T15:17:20.061Z,2022-12-28T11:48:02Z,3956217127,233,146,3956216915,56,Right,3956216917,346,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259633,147,1,1,16,35,fvr504m6gaxsfmtx4fwm7iq1,0,3.8,40.7,2022-12-26T15:17:53.597Z,2022-12-28T11:48:07Z,3956221547,56,Center,3956221557,1,,3956221553,212,58.4,3956221561,74,,3956221545,124,,3956221549,140,58.3,3956221551,141,23.6,3956221555,213,6.1,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259649,150,44,1,16,38,5g1fnexeromjl0lvnxp8hpnhi,1,41.6,72.2,2022-12-26T15:17:57.050Z,2022-12-28T13:17:54Z,3956221633,56,Back,3956221635,285,,3956221709,233,148,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259645,148,44,1,16,38,fvr504m6gaxsfmtx4fwm7iq1,0,58.4,27.8,2022-12-26T15:17:57.051Z,2022-12-28T11:48:12Z,3956221625,56,Center,3956221627,286,,3956221823,233,150,,,,,,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259669,151,1,1,16,38,5g1fnexeromjl0lvnxp8hpnhi,0,40,69.6,2022-12-26T15:17:57.066Z,2022-12-28T13:17:54Z,3956221747,56,Back,3956221751,141,67.8,3956221755,213,5.9,3956221745,3,,3956221749,140,42.9,3956221753,212,3.3,3958406807,388,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259681,149,61,1,16,39,fvr504m6gaxsfmtx4fwm7iq1,1,58.3,23.6,2022-12-26T15:17:57.166Z,2022-12-28T11:48:29Z,3958406921,388,,3958406919,15,,3956221821,56,Center,,,,,,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259749,150,1,1,16,40,fvr504m6gaxsfmtx4fwm7iq1,0,53.6,15,2022-12-26T15:17:59.072Z,2022-12-28T11:48:36Z,3956222229,155,,3956222233,56,Center,3958406987,178,,3956222239,141,34.5,3956222243,213,0.3,3956222237,140,89.4,3956222245,1,,3956222241,212,39.9,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259785,152,52,1,16,44,5g1fnexeromjl0lvnxp8hpnhi,1,9.7,61.2,2022-12-26T15:18:02.096Z,2022-12-28T11:48:40Z,3958407033,178,,3957978287,377,,,,,,,,,,,,,,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493259885,153,1,1,16,46,5g1fnexeromjl0lvnxp8hpnhi,1,9.7,61.2,2022-12-26T15:18:04.293Z,2022-12-28T11:48:44Z,3958407087,178,,3956222957,56,Back,3956222963,141,43.3,3956222959,140,30.4,3956222955,123,,3956222965,212,24.9,3956222969,213,5.8,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260005,154,1,1,16,49,5g1fnexeromjl0lvnxp8hpnhi,1,34.8,56.1,2022-12-26T15:18:07.639Z,2022-12-28T11:48:50Z,3958407167,178,,3956223627,141,71.1,3956223631,213,0.7,3956223623,56,Back,3956223629,212,15.3,3956223625,140,45.6,,,,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260043,155,1,1,16,54,5g1fnexeromjl0lvnxp8hpnhi,1,42.2,79.9,2022-12-26T15:18:12.646Z,2022-12-28T11:49:47Z,3956223835,213,1.2,3956223831,141,90.9,3956223833,212,7.9,3956223829,140,44.7,3958408059,178,,3956223827,56,Back,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260087,156,1,1,16,56,5g1fnexeromjl0lvnxp8hpnhi,1,44.4,89.7,2022-12-26T15:18:14.193Z,2022-12-28T11:49:55Z,3956224093,140,42.1,3956224099,213,4.5,3956224095,141,69.6,3958408145,178,,3956224097,212,13.9,3956224089,56,Back,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260095,157,50,1,16,57,5g1fnexeromjl0lvnxp8hpnhi,1,43.6,71.8,2022-12-26T15:18:15.330Z,2022-12-28T11:50:00Z,3956224161,286,,3956224157,56,Back,3956224393,233,151,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260113,151,7,1,16,57,fvr504m6gaxsfmtx4fwm7iq1,1,56.4,28.2,2022-12-26T15:18:15.657Z,2022-12-28T11:50:06Z,3956224359,233,157,3958408275,178,,3957978455,384,,3956224255,285,,3956224253,56,Center,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260127,152,49,1,16,58,fvr504m6gaxsfmtx4fwm7iq1,1,44.9,34.2,2022-12-26T15:18:16.855Z,2022-12-28T11:50:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260157,153,1,1,16,59,fvr504m6gaxsfmtx4fwm7iq1,1,44.9,34.2,2022-12-26T15:18:17.166Z,2022-12-28T11:50:28Z,3956224459,56,Back,3956224465,212,10.4,3956224461,140,45.6,3956224463,141,49.4,3956224467,213,1.5,3958408571,178,,,,,,,,8ceatyytb6gk5odzls21u2w2x,J. Olayinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260187,154,1,1,16,59,fvr504m6gaxsfmtx4fwm7iq1,1,45.6,49.4,2022-12-26T15:18:17.937Z,2022-12-28T11:50:33Z,3956224643,140,56.3,3958408649,178,,3956224647,212,11.6,3956224645,141,53.4,3956224649,213,0.2,3956224641,56,Center,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260197,155,1,1,17,0,fvr504m6gaxsfmtx4fwm7iq1,0,56.3,53.4,2022-12-26T15:18:19.027Z,2022-12-28T11:50:39Z,3956224699,140,62.5,3956224705,213,5.2,3956224701,141,36.6,3958408727,178,,3956224703,212,13.1,3956224697,56,Center,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260239,158,8,1,17,1,5g1fnexeromjl0lvnxp8hpnhi,1,32.1,56.9,2022-12-26T15:18:19.752Z,2022-12-29T06:52:42Z,3956224939,56,Back,3959218491,388,,3958000543,385,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260259,159,49,1,17,2,5g1fnexeromjl0lvnxp8hpnhi,1,32.1,56.9,2022-12-26T15:18:20.628Z,2022-12-28T11:50:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260349,160,1,1,17,2,5g1fnexeromjl0lvnxp8hpnhi,1,32.1,56.9,2022-12-26T15:18:20.656Z,2022-12-28T11:51:02Z,3956225483,56,Back,3956225485,140,25.4,3956225489,212,12.8,3958409053,178,,3956225491,213,4.1,3956225487,141,41.2,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260407,161,1,1,17,4,5g1fnexeromjl0lvnxp8hpnhi,0,25.4,41.2,2022-12-26T15:18:22.633Z,2022-12-28T11:52:18Z,3956225789,157,,3956225797,212,60.5,3958410427,178,,3956225793,140,75.9,3956225795,141,0.0,3956225799,213,5.8,3956225791,56,Right,3956225801,1,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260641,156,5,1,17,10,fvr504m6gaxsfmtx4fwm7iq1,1,23.3,101.8,2022-12-26T15:18:28.307Z,2022-12-28T11:52:22Z,3956227163,56,Back,3956227165,233,162,3956227169,347,,,,,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493260413,162,5,1,17,10,5g1fnexeromjl0lvnxp8hpnhi,0,76.7,-1.8,2022-12-26T15:18:28.307Z,2022-12-28T11:52:22Z,3956225821,56,Right,3956227191,233,156,3956225823,347,,,,,,,,,,,,,,,,,wuidadmmyp6xcztp1lxdxg4p,D. Scarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261257,157,1,1,17,42,fvr504m6gaxsfmtx4fwm7iq1,1,31.5,100,2022-12-26T15:19:00.534Z,2022-12-28T11:52:28Z,3956230367,107,,3956230377,213,4.2,3956230369,56,Back,3956230375,212,37.8,3956230379,1,,3956230371,140,14.4,3956230373,141,52.8,,,,eslpks0nl5y4vnn6xi13iuqqx,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261343,158,1,1,17,47,fvr504m6gaxsfmtx4fwm7iq1,0,14.4,52.8,2022-12-26T15:19:05.261Z,2022-12-28T11:52:34Z,3958410803,178,,3956230857,140,59.3,3956230863,213,0.3,3956230853,157,,3956230861,212,48.8,3956230865,1,,3956230855,56,Center,3956230859,141,71.4,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261357,163,1,1,17,50,5g1fnexeromjl0lvnxp8hpnhi,1,36,30.1,2022-12-26T15:19:08.319Z,2022-12-28T11:52:40Z,3957978885,3,,3957978889,141,32.8,3957978893,213,0.1,3956230931,56,Center,3957978887,140,51.6,3958410967,388,,3957978891,212,16.5,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261493,164,1,1,17,50,5g1fnexeromjl0lvnxp8hpnhi,1,40.6,26.8,2022-12-26T15:19:09.080Z,2022-12-28T11:53:21Z,3958411685,388,,3956231681,212,2.6,3956231677,140,38.9,3956231683,213,2.3,3956231673,3,,3956231675,56,Back,3956231679,141,29.5,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261499,165,49,1,17,51,5g1fnexeromjl0lvnxp8hpnhi,1,39.6,21.3,2022-12-26T15:19:09.961Z,2022-12-28T11:53:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261539,166,1,1,17,52,5g1fnexeromjl0lvnxp8hpnhi,1,39.6,21.3,2022-12-26T15:19:11.040Z,2022-12-28T11:53:43Z,3958412045,178,,3956231879,56,Back,3956231887,213,1.0,3956231883,141,45.7,3956231881,140,49.2,3956231885,212,19.4,,,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261593,167,1,1,17,55,5g1fnexeromjl0lvnxp8hpnhi,1,49.2,45.7,2022-12-26T15:19:13.481Z,2022-12-28T11:53:52Z,3956232117,56,Back,3958412195,178,,3956232125,213,2.1,3956232121,141,69.7,3956232119,140,41.0,3956232123,212,18.5,,,,,,,ady374prjuht3fs9va8n303jd,M. Whittaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261665,168,1,1,17,57,5g1fnexeromjl0lvnxp8hpnhi,1,41.9,55.7,2022-12-26T15:19:15.672Z,2022-12-29T09:41:09Z,3956232509,213,1.4,3956232505,141,64.9,3956232501,56,Back,3956232503,140,43.2,3958412339,178,,3956232507,212,6.4,,,,,,,5a86e1pl8b7ibmrkz3h6gs1yh,M. Gillesphey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493307559,412,1,1,18,1,5g1fnexeromjl0lvnxp8hpnhi,1,53.6,71.1,2022-12-26T15:19:19.701Z,2022-12-29T09:42:10Z,3958412519,178,,3956481169,141,64.5,3956481165,56,Back,3956481171,212,10.5,3956481173,213,3.6,3956481167,140,44.6,,,,,,,alhqwxs7t2pxxxuztmvy1ibpx,D. Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261743,169,1,1,18,4,5g1fnexeromjl0lvnxp8hpnhi,1,37.2,62,2022-12-26T15:19:22.165Z,2022-12-28T11:58:51Z,3958413125,178,,3956232947,212,28.0,3956232945,141,48.7,3956232949,213,3.5,3956232941,56,Back,3956232943,140,12.0,,,,,,,9llmzvk9nw1kwy73o8z9f8usp,M. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261847,170,1,1,18,8,5g1fnexeromjl0lvnxp8hpnhi,1,11.6,44.9,2022-12-26T15:19:26.795Z,2022-12-28T11:58:55Z,3956233533,140,27.4,3956233531,56,Back,3956233535,141,9.8,3956233539,213,5.3,3958417877,178,,3956233537,212,29.1,,,,,,,247o80ri7od76lxfrkmccz2ay,M. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261913,171,1,1,18,12,5g1fnexeromjl0lvnxp8hpnhi,0,26.9,7.9,2022-12-26T15:19:30.607Z,2022-12-28T11:58:59Z,3958417945,178,,3956234271,236,,3956233953,141,7.9,3956233955,212,2.1,3956234273,233,159,3956233951,140,28.9,3956233949,56,Back,3956234277,286,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,3956233957,213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261973,159,74,1,18,12,fvr504m6gaxsfmtx4fwm7iq1,1,74.1,93.9,2022-12-26T15:19:30.669Z,2022-12-28T11:59:07Z,3958418101,178,,3956234205,285,,3956234201,56,Left,3956234329,233,171,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493261989,160,5,1,18,13,fvr504m6gaxsfmtx4fwm7iq1,0,72,101.8,2022-12-26T15:19:31.512Z,2022-12-28T11:59:13Z,3956234291,56,Left,3956236079,233,172,3956234293,347,,,,,,,,,,,,,,,,,7617zihboc2wywyoyou6nhuqd,A. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262307,172,5,1,18,13,5g1fnexeromjl0lvnxp8hpnhi,1,28,-1.8,2022-12-26T15:19:31.512Z,2022-12-28T11:59:13Z,3956236005,56,Back,3956236067,233,160,3956236007,347,,,,,,,,,,,,,,,,,4cyf8fcefkz6433g76okyd65m,N. Lonwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262403,173,1,1,18,31,5g1fnexeromjl0lvnxp8hpnhi,1,28.4,0,2022-12-26T15:19:49.783Z,2022-12-28T11:59:17Z,3956236581,107,,3956236585,140,47.1,3956236589,212,22.3,3956236583,56,Back,3956236591,213,0.5,3956236587,141,14.9,3956236593,1,,,,,5udpap0himq2ggsw4f0o5hqdx,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262479,174,1,1,18,35,5g1fnexeromjl0lvnxp8hpnhi,1,61.9,34.9,2022-12-26T15:19:53.644Z,2022-12-28T11:59:31Z,3956237001,56,Center,3956237009,213,1.3,3956237005,141,77.5,3958418541,178,,3956237003,140,69.6,3956237007,212,30.1,,,,,,,6rzq8xkkst4hgbh2ysj52gwyx,N. Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493262393,161,43,1,18,35,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-12-26T15:19:53.827Z,2022-12-26T15:20:19Z,3956240043,144,45,3956236523,56,Back,3956236525,285,0,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
