id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/value
2475369803,1,34,16,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-10-22T13:23:00.393Z,2022-10-22T13:23:00Z,3861904805,30,"247o80ri7od76lxfrkmccz2ay, 4lz9m2nwif7tql9hqsv2u7vft, 5udpap0himq2ggsw4f0o5hqdx, 48pxorkarv5aq03l6179bes45, 4cyf8fcefkz6433g76okyd65m, oe0lbxtc4qftnd886dzfm385, 2q6bsyszm27v5uvs30j5ty311, ab9z3kubalp5l33vbi4a8n0iy, 6rzq8xkkst4hgbh2ysj52gwyx, ady374prjuht3fs9va8n303jd, 4mjzjj2p0pzyw0hcq4no9y0o9, 9llmzvk9nw1kwy73o8z9f8usp, 9w0nk2mz77jqc62v4gv1h0vkl, ck0ialh1trb7rflysbsm6g6vp, 82h98ebusz83rox95oi9kafh1, 9bl6406oyhyfevbfsu3r2ketw, 56y2duyhs0m5k084fnyorx2j8, 5fld7rmq1wr6j3yh714g9fyms",3861904815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861904813,130,17,3861904821,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861904817,194,5udpap0himq2ggsw4f0o5hqdx,3861904819,197,16367,3861904811,59,"1, 17, 8, 22, 21, 5, 4, 20, 11, 19, 18, 7, 9, 15, 25, 36, 44, 46",3861904807,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475371889,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-10-22T13:25:42.959Z,2022-10-22T16:16:44Z,3861916849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861916821,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3861916839,194,6q5iqhaxdzqhj3jt0eptjvbv9,3861916831,130,4,3861916817,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, aa68kvv9c3of0a8cgbx8ppm1h, 5raent8a0bdt01n7769n3dw16, 6hq92cx2829wfuzxmfhg1xpm1, 4n37rih2qtphgtjxzo2id5f55, 6q5iqhaxdzqhj3jt0eptjvbv9, bgly2zwf7qro0phmd6hkry6ll, f4qyrav5wfp55jyprdoq1upcl, bdquc37ytagmw19zgrehnryz9, 9s6ec1a12gozqwjlsyo7y8gr9, 4u9s6b4ngktakouqhze3sdoet, ax2mraa85fs9ihyhk7qnmm489, ct9ifm9mk702lkhhmlf12nlxx, c651trgr0pihuppxxd31z6go9, ah31ge07jvte4y161aut0uthx, 5pafzbbuucga9ut20l6ckj7u2",3861916843,197,4819,3861916835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3861916825,59,"1, 30, 3, 14, 37, 17, 21, 6, 18, 19, 10, 7, 20, 22, 23, 28, 32, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405653,2,32,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,0,0,2022-10-22T14:00:32.927Z,2022-10-22T14:00:33Z,3862084013,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405659,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-10-22T14:00:32.927Z,2022-10-24T22:28:57Z,3862084033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405747,3,1,1,0,0,5g1fnexeromjl0lvnxp8hpnhi,1,50,49.9,2022-10-22T14:00:32.979Z,2022-10-25T05:57:28Z,3862084363,213,2.8,3862084365,279,S,3862084359,141,53.2,3870959415,178,,3862084357,140,44.6,3862084361,212,6.1,3862084355,56,Back,,,,ab9z3kubalp5l33vbi4a8n0iy,A. Randell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405903,4,1,1,0,1,5g1fnexeromjl0lvnxp8hpnhi,1,47,52.6,2022-10-22T14:00:34.271Z,2022-10-25T05:57:33Z,3862085025,212,37.3,3862085023,141,7.7,3862085017,155,,3862085019,56,Right,3862085027,213,5.3,3870959469,178,,3862085021,140,67.4,3869647259,1,,2q6bsyszm27v5uvs30j5ty311,J. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405915,5,61,1,0,3,5g1fnexeromjl0lvnxp8hpnhi,0,76.7,5.2,2022-10-22T14:00:36.047Z,2022-10-25T05:57:43Z,3870959593,178,,3862085065,56,Right,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477080413,877,67,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,23.2,94.5,2022-10-22T14:00:38.159Z,2022-10-25T06:42:10Z,3870993831,233,842,,,,,,,,,,,,,,,,,,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477080409,842,67,1,0,5,5g1fnexeromjl0lvnxp8hpnhi,0,76.8,5.5,2022-10-22T14:00:38.160Z,2022-10-25T06:32:30Z,3870993853,233,877,,,,,,,,,,,,,,,,,,,,,,4lz9m2nwif7tql9hqsv2u7vft,B. Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475405839,3,12,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,23.1,96.4,2022-10-22T14:00:38.169Z,2022-10-25T06:42:10Z,3870959627,178,,3862084717,56,Back,3869647581,141,100.0,3869647579,140,26.8,3869647577,167,,3869647583,212,5.1,3869647585,213,0.7,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
