id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2494150025,7,49,1,0,13,dmz37633qbsvl7gncq5s51yjw,1,57.2,79.9,2022-12-30T19:46:29.234Z,2023-01-02T06:12:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150037,8,1,1,0,13,dmz37633qbsvl7gncq5s51yjw,1,58.1,81.2,2022-12-30T19:46:29.270Z,2023-01-02T06:12:14Z,3960955221,56,Left,3963243801,178,,3960955229,213,1.5,3960955225,141,94.6,3960955227,212,9.1,3960955223,140,58.7,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150041,9,3,1,0,14,dmz37633qbsvl7gncq5s51yjw,0,59.4,91.6,2022-12-30T19:46:30.110Z,2023-01-02T06:12:43Z,3960955253,56,Left,3962433551,465,,3960955255,286,,3960958847,233,6,3963244007,178,,,,,,,,,,,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150023,6,43,1,0,15,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-30T19:46:30.418Z,2023-01-01T11:39:53Z,3960955153,56,Left,3962433549,144,1,3960955161,213,5.1,3960955159,212,5.8,3960955157,141,79.9,3960955155,140,57.2,,,,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150031,6,7,1,0,15,3ptd7zlc5isrongig0wij2id4,1,40.6,8.4,2022-12-30T19:46:30.602Z,2023-01-02T06:12:53Z,3963244069,389,,3962433553,383,,3960955191,56,Back,3960955193,285,,3960955259,233,9,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150043,7,49,1,0,16,3ptd7zlc5isrongig0wij2id4,1,40.5,8.8,2022-12-30T19:46:31.604Z,2023-01-02T10:28:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150047,8,1,1,0,16,3ptd7zlc5isrongig0wij2id4,1,40.5,8.8,2022-12-30T19:46:31.954Z,2023-01-02T06:13:14Z,3960955291,213,1.1,3960955285,140,42.9,3960955289,212,5.4,3960955287,141,15.8,3963244235,178,,3960955283,56,Back,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150059,9,1,1,0,19,3ptd7zlc5isrongig0wij2id4,1,42.9,15.8,2022-12-30T19:46:34.434Z,2023-01-02T06:14:07Z,3960955363,56,Back,3960955369,212,14.4,3963244545,178,,3960955365,140,30.8,3960955367,141,5.8,3960955371,213,3.6,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150065,10,1,1,0,21,3ptd7zlc5isrongig0wij2id4,1,30.6,5.3,2022-12-30T19:46:36.927Z,2023-01-02T06:14:18Z,3960955399,213,2.3,3960955397,212,16.1,3960955395,141,23.4,3960955393,140,20.7,3963244635,178,,3960955391,56,Back,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150097,11,1,1,0,24,3ptd7zlc5isrongig0wij2id4,1,20.7,23.4,2022-12-30T19:46:39.555Z,2023-01-02T06:14:23Z,3960955581,212,26.1,3963244677,178,,3960955579,141,60.8,3960955575,56,Back,3960955577,140,15.3,3960955583,213,1.8,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150135,12,1,1,0,30,3ptd7zlc5isrongig0wij2id4,1,33.6,73.3,2022-12-30T19:46:45.928Z,2023-01-02T06:14:31Z,3960955713,155,,3960955727,1,,3960955725,213,5.5,3960955719,140,80.4,3960955717,56,Right,3960955715,196,,3960955723,212,66.2,3960955721,141,8.0,69lg8jmug501h6biol5itk02y,E. Cashin,3963244741,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150151,13,1,1,0,36,3ptd7zlc5isrongig0wij2id4,1,94.6,19.6,2022-12-30T19:46:51.862Z,2023-01-02T06:14:46Z,3960955821,212,12.1,3963244859,178,,3960955817,140,89.2,3960955815,56,Center,3960955819,141,35.3,3960955823,213,2.1,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150155,14,61,1,0,37,3ptd7zlc5isrongig0wij2id4,0,89.3,36.6,2022-12-30T19:46:52.710Z,2023-01-02T06:15:04Z,3960955831,56,Center,3963245031,178,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494609347,694,67,1,0,38,dmz37633qbsvl7gncq5s51yjw,1,4.9,63.3,2022-12-30T19:46:53.839Z,2023-01-02T11:30:29Z,3963399699,233,921,,,,,,,,,,,,,,,,,,,,,,6fd57izyk7hteztf9lnd1a6l1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494609345,921,67,1,0,38,3ptd7zlc5isrongig0wij2id4,0,95.1,36.7,2022-12-30T19:46:53.840Z,2023-01-02T10:32:03Z,3963399705,233,694,,,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150183,10,12,1,0,38,dmz37633qbsvl7gncq5s51yjw,1,5.7,62.9,2022-12-30T19:46:53.860Z,2023-01-02T11:30:30Z,3960955963,212,8.8,3960955957,56,Back,3960955959,140,13.9,3960955965,213,0.2,3960955961,141,65.4,3963245097,178,,,,,,,,6fd57izyk7hteztf9lnd1a6l1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150225,11,1,1,0,40,dmz37633qbsvl7gncq5s51yjw,1,13.9,65.4,2022-12-30T19:46:55.624Z,2023-01-02T06:15:16Z,3960956213,140,38.0,3960956219,213,5.7,3960956217,212,30.5,3960956215,141,40.4,3960956221,1,,3960956211,56,Back,3960956209,157,,3963245141,178,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494436149,656,43,1,0,40,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-30T19:46:55.754Z,2023-01-01T11:41:47Z,3962433565,144,49,,,,,,,,,,,,,,,,,,,,,,2u4m2ja4yhgtqjgwns2om5y7e,B. Worman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150229,12,49,1,0,43,dmz37633qbsvl7gncq5s51yjw,1,38.8,36.9,2022-12-30T19:46:58.670Z,2023-01-02T10:32:28Z,,,,,,,,,,,,,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150241,13,1,1,0,46,dmz37633qbsvl7gncq5s51yjw,0,37.5,31,2022-12-30T19:47:02.206Z,2023-01-02T06:15:38Z,3960956325,233,15,3960956329,286,,3963245373,178,,3960956301,212,7.0,3960956323,236,,3960956295,56,Back,3960956299,141,34.6,3960956297,140,31.3,5kyyaapya2gv5awlfgckmwpux,S. Smith,3960956303,213,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150245,15,74,1,0,46,3ptd7zlc5isrongig0wij2id4,1,66.4,70.6,2022-12-30T19:47:02.256Z,2023-01-02T06:15:44Z,3960956311,56,Center,3963245427,178,,3960956313,285,,3960956351,233,13,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494436153,657,1,1,0,48,dmz37633qbsvl7gncq5s51yjw,1,28.9,26.5,2022-12-30T19:47:03.426Z,2023-01-02T06:15:51Z,3963245499,178,,3962433569,56,Back,3962433573,141,28.8,3962433575,212,6.7,3962433577,213,2.9,3962433571,140,22.7,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150287,14,1,1,0,49,dmz37633qbsvl7gncq5s51yjw,1,26.9,31.4,2022-12-30T19:47:04.678Z,2023-01-02T06:16:19Z,3960956571,141,8.1,3963245553,178,,3960956575,213,4.2,3960956573,212,18.3,3960956569,140,18.1,3960956567,56,Back,,,,,,,bkpr0uwpx5kbu2ms41uxoljah,J. Okedina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150297,15,1,1,0,51,dmz37633qbsvl7gncq5s51yjw,0,25.3,12,2022-12-30T19:47:06.958Z,2023-01-02T06:16:26Z,3963245899,178,,3960956601,141,20.0,3960956599,140,71.4,3960956595,157,,3960956597,56,Right,3960956605,213,0.1,3960956607,1,,3960956603,212,48.7,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150299,16,49,1,0,57,3ptd7zlc5isrongig0wij2id4,1,18.9,85.3,2022-12-30T19:47:12.683Z,2023-01-02T06:22:19Z,,,,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150331,17,1,1,0,57,3ptd7zlc5isrongig0wij2id4,1,18.9,85.3,2022-12-30T19:47:12.706Z,2023-01-02T06:22:25Z,3960956777,56,Back,3960956779,140,7.0,3960956785,213,4.3,3960956783,212,29.4,3963248799,178,,3960956781,141,46.1,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150395,18,1,1,1,1,3ptd7zlc5isrongig0wij2id4,1,11.9,42.2,2022-12-30T19:47:16.562Z,2023-01-02T06:22:32Z,3960957141,213,5.4,3963248843,178,,3960957133,56,Back,3960957137,141,15.2,3960957139,212,23.2,3960957135,140,25.4,,,,,,,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150413,19,1,1,1,10,3ptd7zlc5isrongig0wij2id4,1,30.6,29.7,2022-12-30T19:47:25.753Z,2023-01-02T06:22:40Z,3960957249,56,Back,3960957257,141,74.7,3960957259,212,31.0,3960957263,213,1.7,3960957253,140,26.1,3963248909,178,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150419,20,1,1,1,13,3ptd7zlc5isrongig0wij2id4,1,26.1,74.7,2022-12-30T19:47:28.697Z,2023-01-02T06:22:46Z,3960957299,56,Back,3960957303,141,93.6,3960957305,212,15.0,3960957307,213,1.0,3963248953,178,,3960957301,140,33.5,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150441,21,1,1,1,14,3ptd7zlc5isrongig0wij2id4,1,33.5,93.6,2022-12-30T19:47:30.314Z,2023-01-02T06:22:51Z,3960957417,140,35.8,3960957415,56,Back,3960957429,213,4.9,3960957425,212,11.9,3963248989,178,,3960957421,141,76.4,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150449,22,1,1,1,17,3ptd7zlc5isrongig0wij2id4,1,34.1,84.4,2022-12-30T19:47:32.696Z,2023-01-02T06:22:58Z,3960957461,212,8.2,3960957459,141,95.6,3960957455,56,Back,3960957457,140,31.3,3960957463,213,1.9,3963249037,178,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150493,23,1,1,1,18,3ptd7zlc5isrongig0wij2id4,1,31.3,95.6,2022-12-30T19:47:33.614Z,2023-01-02T06:23:07Z,3960957693,140,7.5,3960957699,213,3.8,3960957695,141,68.1,3960957697,212,31.2,3963249123,178,,3960957691,56,Back,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150533,24,1,1,1,23,3ptd7zlc5isrongig0wij2id4,1,11.6,63,2022-12-30T19:47:39.011Z,2023-01-02T06:23:12Z,3960957951,141,21.9,3963249193,178,,3960957955,213,5.1,3960957947,56,Back,3960957949,140,23.0,3960957953,212,30.4,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150549,25,1,1,1,30,3ptd7zlc5isrongig0wij2id4,1,30.4,24.4,2022-12-30T19:47:45.643Z,2023-01-02T06:23:19Z,3960958053,140,26.9,3960958059,213,1.7,3960958055,141,66.7,3960958057,212,29.0,3960958051,56,Back,3963249265,178,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150581,26,1,1,1,32,3ptd7zlc5isrongig0wij2id4,1,27,67.2,2022-12-30T19:47:48.290Z,2023-01-02T06:23:25Z,3960958231,141,86.3,3960958235,213,1.1,3960958229,140,32.8,3960958233,212,14.3,3960958227,56,Back,3963249337,178,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150589,27,1,1,1,35,3ptd7zlc5isrongig0wij2id4,1,32.4,85.6,2022-12-30T19:47:51.018Z,2023-01-02T06:23:31Z,3960958285,141,74.4,3960958287,212,9.3,3960958289,213,5.3,3960958283,140,37.5,3963249403,178,,3960958281,56,Back,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150607,28,1,1,1,36,3ptd7zlc5isrongig0wij2id4,1,37.5,74.4,2022-12-30T19:47:51.953Z,2023-01-02T06:23:44Z,3963249447,178,,3960958391,141,96.2,3960958393,212,16.1,3960958387,56,Back,3960958389,140,43.6,3960958395,213,1.2,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150637,29,2,1,1,39,3ptd7zlc5isrongig0wij2id4,1,53.4,94.8,2022-12-30T19:47:54.816Z,2023-01-02T06:23:52Z,3960958583,140,80.5,3960958585,141,93.2,3960958579,7,6kxph7ulzz58v8tm3aaomy1ka,3960958581,56,Left,3963249647,178,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150623,16,55,1,1,39,dmz37633qbsvl7gncq5s51yjw,1,19.4,13.2,2022-12-30T19:47:54.817Z,2023-01-02T06:23:52Z,3962433589,189,,,,,,,,,,,,,,,,,,,,,,,61aryp2zoj2ymcd318t9i70lx,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150851,17,1,1,2,16,dmz37633qbsvl7gncq5s51yjw,0,25.9,20.1,2022-12-30T19:48:31.527Z,2023-01-02T06:23:57Z,3960959807,241,,3960959811,56,Right,3960959821,1,,3960959803,157,,3960959799,5,,3960959815,141,13.5,3960959819,213,6.2,3960959817,212,50.8,886i2kpcsn38tt7wqios1ip5,W. Mannion,3960959813,140,74.1,3963249701,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150857,31,1,1,2,19,3ptd7zlc5isrongig0wij2id4,1,27.8,87.4,2022-12-30T19:48:34.976Z,2023-01-02T06:24:07Z,3960959851,140,40.6,3963249811,178,,3960959853,141,77.5,3960959857,213,5.8,3960959855,212,15.0,3960959847,3,,3960959849,56,Back,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150847,30,43,1,2,20,3ptd7zlc5isrongig0wij2id4,1,0,0,2022-12-30T19:48:35.555Z,2022-12-30T19:48:53Z,3960959833,233,18,3960959789,285,0,3960960443,144,44,3960959787,56,Back,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150853,18,43,1,2,20,dmz37633qbsvl7gncq5s51yjw,1,0,0,2022-12-30T19:48:35.556Z,2022-12-30T19:48:59Z,3960960497,233,32,3960959827,56,Right,3960959829,286,0,3960960791,144,44,,,,,,,,,,,,,5kyyaapya2gv5awlfgckmwpux,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150861,32,44,1,2,21,3ptd7zlc5isrongig0wij2id4,1,33.1,83.8,2022-12-30T19:48:36.872Z,2023-01-02T11:30:30Z,3960959949,233,19,3960959879,285,,3960959877,56,Back,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150873,19,44,1,2,21,dmz37633qbsvl7gncq5s51yjw,0,66.9,16.2,2022-12-30T19:48:36.873Z,2023-01-02T06:24:19Z,3960959953,233,32,3960959945,56,Right,3960959947,286,,,,,,,,,,,,,,,,,bkpr0uwpx5kbu2ms41uxoljah,J. Okedina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150867,33,1,1,2,21,3ptd7zlc5isrongig0wij2id4,0,39.2,78.7,2022-12-30T19:48:36.919Z,2023-01-02T11:30:31Z,3960959933,213,0.0,3960959929,212,0.8,3960959925,141,78.7,3960959919,168,,3960959917,3,,3960959923,140,40.0,3960959921,56,Back,3963250043,388,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494436157,658,61,1,2,21,dmz37633qbsvl7gncq5s51yjw,1,63.5,17.9,2022-12-30T19:48:36.939Z,2023-01-02T06:24:39Z,3962433601,56,Right,3963250179,15,,3963250181,388,,,,,,,,,,,,,,,,,bkpr0uwpx5kbu2ms41uxoljah,J. Okedina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494150871,34,49,1,2,23,3ptd7zlc5isrongig0wij2id4,1,42.6,65.4,2022-12-30T19:48:39.241Z,2023-01-02T10:38:06Z,,,,,,,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
