id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,assist,qualifier/18/value,qualifier/17/value
2520195863,1,34,16,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-14T19:00:10.377Z,2023-03-14T19:47:53Z,4098206659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4098206657,130,8,4098206655,59,"1, 26, 3, 28, 2, 5, 12, 10, 18, 29, 27, 15, 16, 19, 31, 35, 38, 34",4098206665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4098206651,30,"1sw0ywyl0cgn97mu65tnzv0t1, 7fvj3ev8ov0cnalck9x48z3kl, 5bkjye9thnohmdgzwsrsy1n9, 7pia2vfewavgyc8d7pvgr7owl, f5zei3x0mg1i5q3soziuy579, dbvkpe7bc9clualadtx9rf1uc, 4oogur7f8tfx3z011ap58ao5x, 93kxb8ch3auv9li22mh1aidey, 99uiqjteov3qby19bs8kozill, cxfq8o3k68x1acwci3wx812w9, dez3rm7q89xk157fwnc3tgqcq, 8fg00qug3asta7227xti3tskp, datykfu6jdjc3jlmi3flv7dud, dbev6jhnro87n6ghueorfz27d, ein4ztrsuiclfbe9p066lmyok, ei0u7w8capvepbm7g08bh6dck, 5knn6bkjba6eh0torsnwrkl0q, 5sovu0ho81tp6holealeecwlw",4098206663,197,16168,4098206653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4098206661,194,5bkjye9thnohmdgzwsrsy1n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520195879,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-03-14T19:00:16.062Z,2023-03-15T14:25:18Z,4098206755,130,18,4098206757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4098206763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4098206761,197,4819,4098206759,194,bdquc37ytagmw19zgrehnryz9,4098206751,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4098206749,30,"byo7r7emgxz5oiauh2z75vpp1, 9s6ec1a12gozqwjlsyo7y8gr9, f0sa0skucdf742t06hsmi8ne2, 6hq92cx2829wfuzxmfhg1xpm1, 6wax1hh875vpvfi1fbetwmtey, c4hif6j7tldh0w7oeq8v9pcve, 9jj7t00bb5zflz78nlz3bvllg, 3pxdg41xbkbajeuxovusa2v9x, bdquc37ytagmw19zgrehnryz9, dz04k2zt87y78ku9g14sxm21h, 5pafzbbuucga9ut20l6ckj7u2, aohds6v2ewiu0xhov9mq9uju1, bgly2zwf7qro0phmd6hkry6ll, 4n37rih2qtphgtjxzo2id5f55, ct9ifm9mk702lkhhmlf12nlxx, 44mf0jzuwreljhmqth0w60iqd, 6axta520v9f4z56hctbq3a4mh",4098206753,59,"1, 7, 3, 17, 2, 5, 22, 8, 10, 9, 40, 11, 18, 21, 23, 25, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202647,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2023-03-14T19:46:53.105Z,2023-03-16T03:53:58Z,4098244013,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202643,2,32,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-14T19:46:53.105Z,2023-03-14T19:46:53Z,4098243997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202683,3,1,1,0,0,jv3jh5m5t7qy5t37vwwmnj16,1,50.2,49.9,2023-03-14T19:46:53.152Z,2023-03-16T06:19:55Z,4098244177,213,3.0,4098244169,56,Back,4098244175,212,21.3,4098244171,140,30.0,4100391965,178,,4098244173,141,53.4,4098244179,279,S,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202709,4,1,1,0,2,jv3jh5m5t7qy5t37vwwmnj16,0,31.2,51.8,2023-03-14T19:46:56.012Z,2023-03-16T06:20:07Z,4098244335,213,6.1,4098244327,56,Center,4100392069,178,,4098244339,1,,4098244329,140,67.4,4098244331,141,42.8,4098244333,212,38.5,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202719,3,49,1,0,5,5pfqedkme2kabtqhkln35pf3l,1,28.9,63,2023-03-14T19:46:58.607Z,2023-03-16T06:20:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202761,4,1,1,0,5,5pfqedkme2kabtqhkln35pf3l,0,28.9,63,2023-03-14T19:46:58.667Z,2023-03-16T06:20:28Z,4098244599,213,5.6,4100392231,178,,4098244591,56,Right,4098244589,157,,4098244593,140,66.7,4098244595,141,12.8,4098244597,212,52.4,4098244601,1,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202757,5,49,1,0,11,jv3jh5m5t7qy5t37vwwmnj16,1,31.7,93.5,2023-03-14T19:47:04.121Z,2023-03-16T06:20:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202807,6,1,1,0,12,jv3jh5m5t7qy5t37vwwmnj16,1,22.7,96.5,2023-03-14T19:47:05.651Z,2023-03-16T06:20:46Z,4098244833,213,3.8,4098244831,212,22.8,4098244829,141,74.7,4100392409,178,,4098244827,140,6.2,4098244825,56,Back,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202881,7,1,1,0,14,jv3jh5m5t7qy5t37vwwmnj16,0,6.2,74.7,2023-03-14T19:47:07.710Z,2023-03-16T06:20:52Z,4098245195,1,,4098245185,56,Back,4098245187,140,44.5,4098245183,157,,4098245191,212,41.9,4098245193,213,6.0,4098245189,141,57.5,4100392459,178,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202887,5,44,1,0,18,5pfqedkme2kabtqhkln35pf3l,1,55.6,46.8,2023-03-14T19:47:11.402Z,2023-03-16T21:14:48Z,4098245223,286,,4098245221,56,Center,4098245261,233,8,,,,,,,,,,,,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202885,8,44,1,0,18,jv3jh5m5t7qy5t37vwwmnj16,0,44.4,53.2,2023-03-14T19:47:11.403Z,2023-03-16T06:20:59Z,4098245217,285,,4098245215,56,Back,4098245319,233,5,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202901,6,1,1,0,18,5pfqedkme2kabtqhkln35pf3l,0,54.8,50.3,2023-03-14T19:47:11.461Z,2023-03-16T21:14:48Z,4100392551,388,,4098245281,56,Center,4098245283,140,55.6,4098245291,213,1.5,4098245285,141,64.5,4098245287,212,9.7,4098245279,3,,,,,3pxdg41xbkbajeuxovusa2v9x,G. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202977,9,1,1,0,20,jv3jh5m5t7qy5t37vwwmnj16,1,40.8,38.2,2023-03-14T19:47:13.645Z,2023-03-16T06:21:13Z,4098245699,56,Right,4098245705,141,4.9,4098245707,212,52.2,4100392613,178,,4099426501,155,,4098245709,213,5.8,4098245703,140,85.6,4098245711,1,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520202983,10,61,1,0,25,jv3jh5m5t7qy5t37vwwmnj16,0,85.9,4.4,2023-03-14T19:47:18.798Z,2023-03-16T06:21:22Z,4098245725,56,Right,4100392667,15,,4100392669,178,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203085,7,5,1,0,27,5pfqedkme2kabtqhkln35pf3l,1,11.6,101.7,2023-03-14T19:47:20.677Z,2023-03-16T06:21:32Z,4098246315,233,11,4098246297,56,Back,4098246299,347,,,,,,,,,,,,,,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203001,11,5,1,0,27,jv3jh5m5t7qy5t37vwwmnj16,0,88.4,-1.7,2023-03-14T19:47:20.677Z,2023-03-16T06:21:32Z,4098246329,233,7,4098245833,347,,4098245831,56,Right,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203123,8,1,1,0,39,5pfqedkme2kabtqhkln35pf3l,0,12.6,100,2023-03-14T19:47:32.491Z,2023-03-16T06:21:38Z,4098246525,213,6.1,4098246527,1,,4098246521,141,96.0,4098246519,140,33.0,4098246517,56,Back,4098246515,107,,4098246523,212,21.8,,,,6hq92cx2829wfuzxmfhg1xpm1,L. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203133,12,49,1,0,43,jv3jh5m5t7qy5t37vwwmnj16,1,65.5,9.8,2023-03-14T19:47:36.154Z,2023-03-16T06:21:56Z,,,,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203153,13,1,1,0,43,jv3jh5m5t7qy5t37vwwmnj16,0,65.5,9.8,2023-03-14T19:47:36.218Z,2023-03-16T06:22:00Z,4098246671,141,27.4,4098246673,212,20.5,4098246665,155,,4100392913,178,,4098246667,56,Center,4098246675,213,0.6,4098246669,140,81.3,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203159,9,44,1,0,44,5pfqedkme2kabtqhkln35pf3l,1,21.3,75.8,2023-03-14T19:47:37.954Z,2023-03-16T21:14:49Z,4098246715,233,14,4098246693,285,,4098246689,56,Back,,,,,,,,,,,,,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203163,14,44,1,0,44,jv3jh5m5t7qy5t37vwwmnj16,0,78.7,24.2,2023-03-14T19:47:37.955Z,2023-03-16T06:22:08Z,4098246705,286,,4098246775,233,9,4098246703,56,Center,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203171,10,1,1,0,44,5pfqedkme2kabtqhkln35pf3l,0,23.9,79.1,2023-03-14T19:47:38.027Z,2023-03-16T21:14:49Z,4098246737,3,,4098246747,213,5.1,4098246745,212,2.8,4098246743,141,75.3,4098246739,56,Back,4100393053,388,,4098246741,140,25.0,,,,6wax1hh875vpvfi1fbetwmtey,J. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203185,15,50,1,0,46,jv3jh5m5t7qy5t37vwwmnj16,1,80.4,34.4,2023-03-14T19:47:40.046Z,2023-03-16T06:22:41Z,4098246823,56,Center,4098247043,233,11,4098246825,286,,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520203221,11,7,1,0,46,5pfqedkme2kabtqhkln35pf3l,1,19.6,65.6,2023-03-14T19:47:40.084Z,2023-03-16T06:22:38Z,4098247013,285,,4098247011,56,Back,4098247031,233,15,4100393239,178,,4099431901,384,,,,,,,,,,,9jj7t00bb5zflz78nlz3bvllg,L. Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
