id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2493905411,1,34,16,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-29T19:00:02.122Z,2022-12-29T19:00:02Z,3959643595,30,"3swij7ntrn9x9voc9clilgmvp, 7qnu4sb2a2vj7nw8gkvv1pxw5, c1hj1hth3xj2f0ax3x6fdwj8q, eg2xijdgtcaa44x57pjezy3ft, 1dzmlop3jwm8aeqxkmihjl7xm, 4qg1mpymeaajx8gu7jycw5wph, 3j78tgfptah530cydckvfsauh, enfxh6b65c9hx1rs0scszi2y2, 7djse28rpo31xno7d0exe5pzp, a65axspsu3w38f0dob3aibk5x, 81d38h08s97e8kl7kxew6si5l, ev42016zwnwiow3lbefukrbvt, adfgsbp3tv9wgatujcr9mfuju, 56zd7s72x7izgeiybmmgc8acq, a993483h57leyjrkw3q0th905, 2nvu4o5lbowvig5ddb4563n8q, rqdgj7y5b0qjaxpz1i7k3a50, f4p7kokn0a6epac4icy01l9lh",3959643601,130,18,3959643607,197,16182,3959643603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3959643609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959643599,59,"18, 2, 3, 5, 39, 26, 8, 16, 7, 20, 10, 6, 9, 12, 14, 15, 22, 27",3959643597,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3959643605,194,7djse28rpo31xno7d0exe5pzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493905429,1,34,16,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-29T19:00:04.719Z,2022-12-29T19:44:54Z,3959643749,130,23,3959643743,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3959643755,194,fjnzx6b57qsj6o7hdm6r0mhh,3959643741,30,"byo7r7emgxz5oiauh2z75vpp1, ejmi6qqszz1509excckyj3n1m, f0sa0skucdf742t06hsmi8ne2, 6q5iqhaxdzqhj3jt0eptjvbv9, 5raent8a0bdt01n7769n3dw16, 6hq92cx2829wfuzxmfhg1xpm1, 4n37rih2qtphgtjxzo2id5f55, bdquc37ytagmw19zgrehnryz9, 5pafzbbuucga9ut20l6ckj7u2, bgly2zwf7qro0phmd6hkry6ll, fjnzx6b57qsj6o7hdm6r0mhh, 6wax1hh875vpvfi1fbetwmtey, 9s6ec1a12gozqwjlsyo7y8gr9, dz04k2zt87y78ku9g14sxm21h, f4qyrav5wfp55jyprdoq1upcl, 44mf0jzuwreljhmqth0w60iqd, c651trgr0pihuppxxd31z6go9, ah31ge07jvte4y161aut0uthx",3959643759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959643753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3959643745,59,"1, 30, 3, 6, 37, 17, 21, 10, 40, 18, 15, 2, 7, 9, 19, 25, 28, 32",3959643757,197,16448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912677,2,32,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,0,0,2022-12-29T19:46:32.864Z,2023-01-01T17:49:15Z,3959685787,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912667,2,32,1,0,0,dv9l02o316cd9hbkxaho2u12f,1,0,0,2022-12-29T19:46:32.864Z,2022-12-29T19:46:33Z,3959685761,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912695,3,1,1,0,0,5pfqedkme2kabtqhkln35pf3l,1,49.4,50.3,2022-12-29T19:46:32.874Z,2023-01-02T02:19:20Z,3959685899,140,34.8,3963131115,178,,3959685897,56,Back,3959685901,141,49.7,3959685907,279,S,3959685903,212,15.3,3959685905,213,3.2,,,,4n37rih2qtphgtjxzo2id5f55,A. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912769,4,1,1,0,2,5pfqedkme2kabtqhkln35pf3l,0,33,45.4,2022-12-29T19:46:35.087Z,2023-01-02T02:19:25Z,3959686275,212,46.4,3959686265,155,,3959686283,1,,3963131139,178,,3959686271,141,79.0,3959686267,56,Left,3959686279,213,0.5,3959686269,140,71.5,fjnzx6b57qsj6o7hdm6r0mhh,P. Coutts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912779,3,44,1,0,5,dv9l02o316cd9hbkxaho2u12f,1,31.2,20,2022-12-29T19:46:37.984Z,2023-01-02T09:30:41Z,3959687165,233,5,3959686323,56,Back,3959686977,285,,,,,,,,,,,,,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912777,5,44,1,0,5,5pfqedkme2kabtqhkln35pf3l,0,68.8,80,2022-12-29T19:46:37.985Z,2023-01-02T02:19:34Z,3959686313,286,,3959687213,233,3,3959686311,56,Left,,,,,,,,,,,,,,,,bgly2zwf7qro0phmd6hkry6ll,R. Loft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494124043,704,1,1,0,5,dv9l02o316cd9hbkxaho2u12f,0,21.5,17.9,2022-12-29T19:46:38.053Z,2023-01-02T09:30:41Z,3960813643,213,5.7,3960813641,212,12.5,3960813635,56,Back,3960813639,141,8.4,3960813633,3,,3960813637,140,31.7,3963131249,388,,,,,1dzmlop3jwm8aeqxkmihjl7xm,C. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912797,6,1,1,0,6,5pfqedkme2kabtqhkln35pf3l,0,61.5,90.8,2022-12-29T19:46:39.468Z,2023-01-02T02:19:47Z,3959686423,141,91.7,3959686429,213,0.0,3959686415,56,Left,3963131283,178,,3959686425,212,25.0,3959686419,140,85.3,3959686411,155,,,,,f0sa0skucdf742t06hsmi8ne2,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
