id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537958473,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-04-23T12:39:45.962Z,2023-04-23T13:46:40Z,4213270075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213270059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213270063,59,"1, 2, 13, 14, 4, 6, 10, 5, 9, 29, 23, 3, 7, 17, 20, 21, 24, 28, 30, 31, 77",4213270057,30,"3loe8qn8nalk7liisl2hx891x, 49bajqj50h6lrbk4gt30eeodl, cbofbntctfuhr1vqpn7eywt05, 23kah59nbx1m7ro3imaaevoph, eyx4psuhprqtodl08iimdwb11, dqpv2janh4g4qkiqx7h7vs8gl, 6c9ed4z6hw7s5v8c9631algid, 9lt9pjnkuty7j6uwd5cvctwbt, 9hmgd3x5tekj4fnf0zju3i1ud, elrnwzbk985f5j49tn9gg9rai, 9vgflgmrmvq8i95t3n70sur55, dpwfd5fk2t1xl2sfxpuqjfe95, 52w10pe7mkfv4twb2p2c5ugnp, 42ah6u2wvj5tjuojzhtjiy6s5, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, b8jaoqvq01ot0l9yp0b0btwid, 8ex4lsveeyet8r5aja1gjh1hx, 1r2f06zhqa678zqwq034m0fkl, 8g7i716knbylzqefolzb7l2vp, 3w2wkclgijroy8b48fr80hbkl",4213270071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213270073,194,6c9ed4z6hw7s5v8c9631algid,4213270067,130,8,4213551279,197,8253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537967265,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-04-23T12:47:53.491Z,2023-04-23T13:44:22Z,4213558339,197,723,4213315685,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, e3fa1ou90dirp8yjjterhrs9h, bilgoekg6gqwr3qbp6dp0j1zp, d9zt8e8lnk9a22we6o6wqyndh, bd1752qgxbodnsgdus42fc99l, 1o0o6thivoulnmsklkpbwpiad, e8ivbfq0irn8f2p8krhkikzx1, ec1vrqeqni3lmibeazgq62eol, 6ywketcafnc6x3tncvohzesx5, 6679bfd6bjylogbe4ebese85x, e0gysmymetthyhdkn2q54l51x, 8wvdn1f18jaxmjg4zkizons6i, 24qwx85sfxy0r8pld85w7tzze, 8lfnj5bvo97dimx52no42nmqd, f0afav75l1iz383ozx84b7i3u, 4payujvwgv750r4y1eeprn1g4, 1lyfnzr2ljxsh36vqkovy5nv8, 70axdagp6dkm3fvv79ofsxfro",4213315689,59,"1, 16, 7, 2, 5, 3, 12, 13, 25, 21, 15, 14, 18, 22, 26, 29, 59, 60, 62",4213315695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4213315691,130,13,4213315687,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4213315705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213315701,194,6679bfd6bjylogbe4ebese85x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019393,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-04-23T13:30:40.055Z,2023-04-23T13:30:41Z,4213581273,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019367,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-04-23T13:30:40.055Z,2023-04-23T13:30:40Z,4213581153,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019423,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.9,50.1,2023-04-23T13:30:40.155Z,2023-04-23T13:30:43Z,4213581429,56,Back,4213581437,141,49.9,4213581439,212,12.1,4213581441,213,3.2,4213581443,279,S,4213581433,140,38.4,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019459,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,36.8,49.1,2023-04-23T13:30:43.419Z,2023-04-23T13:30:45Z,4213581643,140,26.4,4213581645,141,27.3,4213581649,213,4.1,4213581647,212,18.4,4213581641,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019495,5,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,26.4,27.3,2023-04-23T13:30:45.034Z,2023-04-23T13:30:47Z,4213581859,140,22.9,4213581857,56,Back,4213581865,212,15.9,4213581869,213,1.8,4213581861,141,50.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019571,6,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,24.6,49.1,2023-04-23T13:30:47.171Z,2023-04-23T13:30:51Z,4213582297,56,Back,4213582299,140,33.9,4213582301,141,82.6,4213582305,212,24.8,4213582309,213,1.2,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019639,7,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,39.2,80.5,2023-04-23T13:30:51.291Z,2023-04-23T13:30:54Z,4213582667,56,Back,4213582669,140,25.9,4213582673,212,20.2,4213582671,141,59.1,4213582675,213,3.9,,,,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019785,8,1,1,0,14,5rurqie3qt1qav9ir5mkqinn,1,25.9,57.3,2023-04-23T13:30:54.098Z,2023-04-23T13:30:59Z,4213583433,141,39.5,4213583435,212,12.1,4213583431,140,25.9,4213583429,56,Back,4213583437,213,4.7,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538019829,9,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,27.2,33.1,2023-04-23T13:30:59.762Z,2023-04-23T13:31:02Z,4213583673,213,2.7,4213583669,141,47.0,4213583665,56,Back,4213583667,140,7.7,4213583671,212,22.6,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538020037,10,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,7.9,48.1,2023-04-23T13:31:01.962Z,2023-04-23T13:31:11Z,4213584623,213,1.1,4213584619,141,82.7,4213584615,56,Back,4213584621,212,26.4,4213584617,140,19.4,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
