id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2494890807,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-03T19:00:13.097Z,2023-01-03T20:15:26Z,3964829839,194,1vz038uyzmq8saskeeo0qhm8l,3964829833,130,8,3964829827,30,"e00004wkpfc8jawioejmpu1n9, e1t5rgvs2hwnldts6vn8agzc9, 7uxt9a7t22ij4reg1uire5uqd, awda32rw2clw0sjemf7rkcel1, 1vz038uyzmq8saskeeo0qhm8l, a3ms8havadt1y9x381l325txx, 3vtjjrqof5z2tjj84ehadqc45, 6nb8hub5usi3iasywa2fjf1lh, 3ikhefktnj44ys7rqjzr5q09h, 6gruusc463fdln5uz1uzhne8l, 604osk9a3lxpfpkavuziqmn6x, b17tkj4ea4jld8yupekcolall, bl8667xvrhy0tft8x3lgopomh, dubi41xs74u89icfnn80vxx3p, 3dph74ixutmbpscaon0b25sl, 3f3jcsa7gk6in9fskp9w5a5t5, 84hisj17nuwx4scnizuxap239, 5wengf05apke7rv3kms186j56, 9fvo9v5e9r0ptibied6ejv3zd, e5eiuko5p1yms97xndrvcr0bu",3964829845,197,418,3964829829,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3964829849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964829831,59,"1, 29, 23, 14, 5, 2, 8, 18, 9, 34, 10, 6, 12, 17, 19, 20, 22, 36, 39, 49",3964829835,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494890845,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-01-03T19:00:20.009Z,2023-01-03T20:02:14Z,3964829997,30,"12l99v9rpet6ug6n121tg6ay1, 80bmtj7l07ohb2h475w955n9, 7gyfpskzbb3r5nhiniky22o6h, djelmk2oafas355n2u0d1bumt, bvlkh4zxfuo5frhj7ogpnecbt, 95pzsjfh0wf6isp6qpf9lddyh, cr4c6htcw2jewsvboj6s8p045, 6gxyeuqjnyj9bl4n8kz14sv6d, 33cny48k38nlo8pcx3i24ldqt, dvj6rdi2k0td95oxldbj6e28l, 8cmkqkrjme3wb0gegzn1e6xre, e6la6wx7o6x7k4srpq8tdsafp, 2u0613a3yx2fk1pefmb722rbp, bzjzvw54k5cmo93wdkjv89knp, 8yp9la3fl2zym7vie19lmw0k5, b187awt0wdxh20fx1rn5vgewa, efq6i6kz6ca3u91snwmptef2t, 2ubxzcc4zioelrh0cvxnae4lx, 918sxflcvngsy0xvc9dh3jaei, 4c6r0dil3544i5odctdima162",3964830003,130,2,3964830001,59,"1, 15, 5, 4, 6, 25, 10, 8, 29, 9, 32, 3, 14, 17, 18, 20, 21, 22, 33, 45",3964830009,197,16926,3964829999,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3964830005,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964830011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964830007,194,7gyfpskzbb3r5nhiniky22o6h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904319,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-01-03T20:00:18.371Z,2023-01-03T20:00:18Z,3964904625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904327,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-03T20:00:18.371Z,2023-01-04T01:48:55Z,3964904653,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904351,3,1,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,49.9,50,2023-01-03T20:00:18.451Z,2023-01-04T03:15:01Z,3964904761,140,30.9,3964904767,213,3.6,3964904759,56,Back,3964904765,212,22.3,3965067803,178,,3964904763,141,35.5,3964904769,279,S,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904359,4,1,1,0,3,1pse9ta7a45pi2w2grjim70ge,1,28,46.5,2023-01-03T20:00:21.378Z,2023-01-04T03:15:04Z,3964904827,140,29.9,3965067807,178,,3964904825,56,Back,3964904833,213,1.4,3964904829,141,68.5,3964904831,212,15.1,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904369,5,1,1,0,6,1pse9ta7a45pi2w2grjim70ge,1,32.2,73.3,2023-01-03T20:00:24.510Z,2023-01-04T03:15:05Z,3964904873,213,0.5,3964904869,141,94.9,3964904865,56,Left,3965067815,178,,3964904867,140,58.2,3964904871,212,31.0,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904373,6,1,1,0,11,1pse9ta7a45pi2w2grjim70ge,1,64.5,85.6,2023-01-03T20:00:29.376Z,2023-01-04T03:15:09Z,3964904899,213,5.7,3964904893,140,73.0,3965067823,178,,3964904897,212,10.4,3964904895,141,77.8,3964904891,56,Center,,,,,,,8cmkqkrjme3wb0gegzn1e6xre,J. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904377,7,1,1,0,13,1pse9ta7a45pi2w2grjim70ge,0,73.3,81.5,2023-01-03T20:00:31.556Z,2023-01-04T03:15:12Z,3964905009,286,,3964904923,212,1.9,3964905003,236,,3964904919,140,75.0,3964904917,56,Left,3964904921,141,82.5,3965067833,178,,3964905005,233,3,33cny48k38nlo8pcx3i24ldqt,P. Billing,3964904925,213,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494904383,3,74,1,0,13,6eqit8ye8aomdsrrq0hk3v7gh,1,27.9,11.9,2023-01-03T20:00:31.607Z,2023-01-04T03:15:15Z,3964904955,56,Back,3964904961,285,,3965067837,178,,3964905025,233,7,,,,,,,,,,,,,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
