id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,assist
2496824343,916,67,1,0,8,hzqh7z0mdl3v7gwete66syxp,0,79.1,89.3,2023-01-12T20:00:25.742Z,2023-01-13T05:07:02Z,3974996239,233,996,,,,,,,,,,,,,,,,,,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789225,5,1,1,0,8,9q0arba2kbnywth8bkxlhgmdr,0,20.4,9.4,2023-01-12T20:00:25.766Z,2023-01-13T05:21:48Z,3974808055,233,7,3974808059,286,,3974808047,141,9.2,3974808045,140,21.8,3974808049,212,1.5,3974808043,56,Back,3974808051,213,6.2,3974972027,178,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,3974808053,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789221,7,74,1,0,8,hzqh7z0mdl3v7gwete66syxp,1,77.8,87,2023-01-12T20:00:25.803Z,2023-01-13T04:21:19Z,3974808029,285,,3974972065,178,,3974808063,233,5,3974808027,56,Left,,,,,,,,,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789227,8,43,1,0,10,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-12T20:00:28.002Z,2023-01-12T20:01:51Z,3974809063,144,49,,,,,,,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789229,9,1,1,0,10,hzqh7z0mdl3v7gwete66syxp,1,75.3,88.1,2023-01-12T20:00:28.016Z,2023-01-13T04:21:46Z,3974972245,178,,3974808071,56,Left,3974808073,140,71.5,3974808079,213,2.5,3974808075,141,92.7,3974808077,212,5.1,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789231,10,1,1,0,12,hzqh7z0mdl3v7gwete66syxp,0,72,93.3,2023-01-12T20:00:29.848Z,2023-01-13T04:21:50Z,3974808093,141,64.2,3974808091,140,91.3,3974972263,178,,3974808097,213,5.5,3974808087,155,,3974808089,56,Center,3974808095,212,28.3,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789233,6,52,1,0,15,9q0arba2kbnywth8bkxlhgmdr,1,8.3,36.1,2023-01-12T20:00:32.817Z,2023-01-13T04:21:58Z,3974934045,377,,3974972323,178,,,,,,,,,,,,,,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789235,7,1,1,0,19,9q0arba2kbnywth8bkxlhgmdr,1,13.2,46.6,2023-01-12T20:00:36.101Z,2023-01-13T04:22:46Z,3974808127,56,Back,3974808135,213,1.3,3974808129,140,18.9,3974808125,123,,3974808131,141,74.1,3974972659,178,,3974808133,212,19.6,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789237,8,1,1,0,23,9q0arba2kbnywth8bkxlhgmdr,1,25.3,69.6,2023-01-12T20:00:40.287Z,2023-01-13T04:22:50Z,3974972687,178,,3974808147,141,47.8,3974808145,140,19.3,3974808149,212,16.1,3974808151,213,4.3,3974808143,56,Back,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789239,9,1,1,0,26,9q0arba2kbnywth8bkxlhgmdr,1,25.5,53.1,2023-01-12T20:00:43.134Z,2023-01-13T04:22:54Z,3974808167,140,34.0,3974808173,213,1.1,3974808169,141,78.5,3974808165,56,Back,3974808171,212,19.4,3974972729,178,,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789241,10,1,1,0,31,9q0arba2kbnywth8bkxlhgmdr,1,39.6,81.8,2023-01-12T20:00:48.150Z,2023-01-13T04:22:56Z,3974808187,141,84.3,3974972747,178,,3974808189,212,6.5,3974808185,140,45.6,3974808183,56,Back,3974808191,213,0.3,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789247,11,1,1,0,31,9q0arba2kbnywth8bkxlhgmdr,1,45.6,84.3,2023-01-12T20:00:48.975Z,2023-01-13T04:22:58Z,3974808223,212,11.4,3974808219,140,43.7,3974808221,141,67.8,3974808217,56,Back,3974808225,213,4.5,3974972767,178,,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789251,12,1,1,0,34,9q0arba2kbnywth8bkxlhgmdr,1,43.8,75,2023-01-12T20:00:51.412Z,2023-01-13T04:23:02Z,3974808253,212,15.2,3974808251,141,89.9,3974972795,178,,3974808249,140,33.0,3974808255,213,2.4,3974808247,56,Back,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789255,13,1,1,0,37,9q0arba2kbnywth8bkxlhgmdr,1,32.6,86,2023-01-12T20:00:54.425Z,2023-01-13T04:23:05Z,3974972827,178,,3974808281,213,5.6,3974808277,141,79.7,3974808273,56,Back,3974808275,140,38.0,3974808279,212,7.1,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789257,14,1,1,0,38,9q0arba2kbnywth8bkxlhgmdr,1,38,79.7,2023-01-12T20:00:55.926Z,2023-01-13T04:23:07Z,3974808297,56,Back,3974808305,213,2.5,3974808299,140,30.5,3974808303,212,9.8,3974808301,141,88.2,3974972849,178,,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789259,15,1,1,0,41,9q0arba2kbnywth8bkxlhgmdr,1,29.9,88.2,2023-01-12T20:00:58.168Z,2023-01-13T04:23:09Z,3974808319,140,34.9,3974808323,212,6.3,3974808317,56,Back,3974808321,141,93.3,3974972861,178,,3974808325,213,0.6,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789263,16,1,1,0,44,9q0arba2kbnywth8bkxlhgmdr,1,29.9,87,2023-01-12T20:01:01.878Z,2023-01-13T04:23:14Z,3974808341,56,Back,3974808343,140,32.7,3974808345,141,81.6,3974808349,213,5.4,3974808347,212,4.7,3974972885,178,,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789267,17,1,1,0,46,9q0arba2kbnywth8bkxlhgmdr,1,34.6,82.7,2023-01-12T20:01:03.351Z,2023-01-13T04:23:17Z,3974808395,213,1.4,3974808391,141,95.9,3974808389,140,35.8,3974972901,178,,3974808387,56,Back,3974808393,212,9.1,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789269,18,1,1,0,47,9q0arba2kbnywth8bkxlhgmdr,1,35.4,94.5,2023-01-12T20:01:04.301Z,2023-01-13T04:23:20Z,3974808407,213,3.9,3974808405,212,18.2,3974972913,178,,3974808403,141,76.2,3974808399,56,Back,3974808401,140,22.7,,,,,,,8i46yzejeiwdmz0tywmy42o2y,L. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789273,19,1,1,0,50,9q0arba2kbnywth8bkxlhgmdr,1,22.4,76.1,2023-01-12T20:01:07.067Z,2023-01-13T04:23:23Z,3974972963,178,,3974808441,213,4.3,3974808433,56,Back,3974808435,140,18.9,3974808439,212,8.6,3974808437,141,64.7,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789281,20,1,1,0,52,9q0arba2kbnywth8bkxlhgmdr,1,18.9,64.7,2023-01-12T20:01:09.781Z,2023-01-13T04:23:25Z,3974808471,56,Back,3974808473,140,10.5,3974973007,178,,3974808479,213,4.3,3974808475,141,37.6,3974808477,212,20.4,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789285,21,1,1,0,55,9q0arba2kbnywth8bkxlhgmdr,1,10.4,37.4,2023-01-12T20:01:12.624Z,2023-01-13T04:23:29Z,3974808505,141,22.7,3974808509,213,4.9,3974808507,212,10.2,3974808501,56,Back,3974973049,178,,3974808503,140,12.3,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789287,22,1,1,0,57,9q0arba2kbnywth8bkxlhgmdr,1,12.3,17.8,2023-01-12T20:01:14.735Z,2023-01-13T04:23:32Z,3974808525,212,15.1,3974808527,213,5.5,3974808521,140,22.9,3974973065,178,,3974808523,141,2.9,3974808519,56,Back,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789289,23,1,1,0,59,9q0arba2kbnywth8bkxlhgmdr,1,22.8,2.3,2023-01-12T20:01:16.606Z,2023-01-13T04:23:34Z,3974808551,212,32.3,3974973105,178,,3974808553,213,0.1,3974808555,1,,3974808547,140,53.5,3974808549,141,5.0,3974808545,56,Right,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789291,24,61,1,1,1,9q0arba2kbnywth8bkxlhgmdr,0,53.5,5,2023-01-12T20:01:18.832Z,2023-01-13T04:24:36Z,3974973499,15,,3974808559,56,Right,3974973501,178,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789311,11,5,1,1,2,hzqh7z0mdl3v7gwete66syxp,1,44,101.8,2023-01-12T20:01:19.458Z,2023-01-13T04:24:40Z,3974808663,347,,3974808661,56,Back,3974814235,233,25,,,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789293,25,5,1,1,2,9q0arba2kbnywth8bkxlhgmdr,0,56,-1.8,2023-01-12T20:01:19.458Z,2023-01-13T04:24:41Z,3974808561,56,Right,3974808563,347,,3974814243,233,11,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789319,12,1,1,1,14,hzqh7z0mdl3v7gwete66syxp,1,54.3,100,2023-01-12T20:01:31.379Z,2023-01-13T04:24:43Z,3974808705,213,5.5,3974808701,141,86.3,3974808697,56,Left,3974808703,212,15.1,3974808695,107,,3974808699,140,64.9,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789321,13,61,1,1,15,hzqh7z0mdl3v7gwete66syxp,0,64.9,86.3,2023-01-12T20:01:32.785Z,2023-01-13T04:24:49Z,3974808711,56,Left,3974973575,178,,3974973573,21,,,,,,,,,,,,,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789333,26,50,1,1,16,9q0arba2kbnywth8bkxlhgmdr,1,33.7,17.1,2023-01-12T20:01:33.410Z,2023-01-13T04:24:54Z,3974808777,56,Back,3974808791,233,14,3974808795,286,,,,,,,,,,,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789329,14,7,1,1,16,hzqh7z0mdl3v7gwete66syxp,0,66.3,82.9,2023-01-12T20:01:33.553Z,2023-01-13T04:24:56Z,3974973617,178,,3974808753,285,,3974808785,233,26,3974934151,385,,3974808751,56,Left,,,,,,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789339,27,49,1,1,17,9q0arba2kbnywth8bkxlhgmdr,1,33.4,24.1,2023-01-12T20:01:34.397Z,2023-01-13T04:25:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789343,28,1,1,1,18,9q0arba2kbnywth8bkxlhgmdr,1,33.1,25,2023-01-12T20:01:35.590Z,2023-01-13T04:25:08Z,3974973673,178,,3974808803,56,Back,3974808807,141,31.3,3974808811,213,2.7,3974808805,140,24.2,3974808809,212,10.3,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789355,29,1,1,1,21,9q0arba2kbnywth8bkxlhgmdr,1,23,32.8,2023-01-12T20:01:38.711Z,2023-01-13T04:25:12Z,3974808895,212,18.5,3974973681,178,,3974808889,56,Back,3974808897,213,1.4,3974808891,140,25.5,3974808893,141,59.7,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789359,30,1,1,1,25,9q0arba2kbnywth8bkxlhgmdr,1,29.9,69.5,2023-01-12T20:01:42.929Z,2023-01-13T04:25:28Z,3974808929,213,6.2,3974973709,178,,3974808925,141,68.6,3974808927,212,6.9,3974808921,56,Back,3974808923,140,36.4,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789363,31,1,1,1,27,9q0arba2kbnywth8bkxlhgmdr,1,37.1,68.6,2023-01-12T20:01:44.097Z,2023-01-13T04:25:31Z,3974973791,178,,3974808949,140,35.5,3974808947,56,Back,3974808955,213,1.7,3974808953,212,10.3,3974808951,141,83.6,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789373,32,1,1,1,28,9q0arba2kbnywth8bkxlhgmdr,1,35.5,83.6,2023-01-12T20:01:46.006Z,2023-01-13T04:25:33Z,3974808993,56,Back,3974809001,213,5.9,3974808997,141,78.5,3974973825,178,,3974808995,140,43.5,3974808999,212,9.1,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789379,33,1,1,1,29,9q0arba2kbnywth8bkxlhgmdr,1,43.5,78.5,2023-01-12T20:01:46.700Z,2023-01-13T04:25:37Z,3974809037,156,,3974809029,213,3.4,3974809025,141,69.3,3974973843,178,,3974809027,212,22.4,3974809021,56,Back,3974809023,140,23.0,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789385,34,1,1,1,34,9q0arba2kbnywth8bkxlhgmdr,1,22.7,65.9,2023-01-12T20:01:51.100Z,2023-01-13T04:25:41Z,3974809075,56,Back,3974809079,141,43.1,3974809077,140,23.0,3974973859,178,,3974809083,213,4.7,3974809081,212,15.5,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789397,35,1,1,1,36,9q0arba2kbnywth8bkxlhgmdr,1,23.2,39.2,2023-01-12T20:01:53.654Z,2023-01-13T04:25:43Z,3974809163,212,16.1,3974809161,141,17.0,3974809157,56,Back,3974809159,140,28.5,3974973897,178,,3974809165,213,5.1,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789399,36,1,1,1,43,9q0arba2kbnywth8bkxlhgmdr,1,44.4,12.4,2023-01-12T20:02:00.462Z,2023-01-13T04:25:47Z,3974809171,140,52.4,3974809169,56,Right,3974809173,141,2.6,3974809175,212,10.7,3974973943,178,,3974809177,213,5.6,,,,,,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789407,37,1,1,1,45,9q0arba2kbnywth8bkxlhgmdr,1,52.5,2.6,2023-01-12T20:02:02.428Z,2023-01-13T04:25:50Z,3974809213,140,90.5,3974809211,56,Right,3974809221,1,,3974809217,212,40.1,3974809215,141,8.6,3974973959,178,,3974809219,213,0.1,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789421,15,45,1,1,48,hzqh7z0mdl3v7gwete66syxp,0,9,79.5,2023-01-12T20:02:05.602Z,2023-01-13T04:25:54Z,3974809305,56,Back,3974809343,233,38,3974809307,285,,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789411,38,3,1,1,48,9q0arba2kbnywth8bkxlhgmdr,1,91,20.5,2023-01-12T20:02:05.602Z,2023-01-13T04:25:54Z,3974809251,56,Right,3974973991,178,,3974809335,233,15,3974809255,286,,3974934199,464,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496789417,39,1,1,1,50,9q0arba2kbnywth8bkxlhgmdr,1,93,25.1,2023-01-12T20:02:07.281Z,2023-01-13T04:26:13Z,3974809287,213,1.8,3974809755,154,,3974809279,56,Center,3974809285,212,15.0,3974809283,141,46.7,3974974015,178,,3974809281,140,89.9,3974809753,210,15,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
