id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,assist,qualifier/15/value,qualifier/16/value,qualifier/19/value
2503707593,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-02-04T14:00:01.791Z,2023-02-04T16:48:02Z,4011146965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011146969,197,16498,4011146957,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, bwai2k262meugz2fj7s2g58iy, 2bkp1lcaxmvwoanxwo0775cdl, dfqpevw7bneap02x7mxo74pgp, 72d5uxwcmvhd6mzthxuvev1sl, 79nno03ww57p02dz5o0g60rqi, eo4uva2gnx08xdazfaqzyz2dx, 51xwrb0qit04oz9x01p2gghjp, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, ayyswiouwrh2yn1j75owovob9, 6v1o4s2acog9guff3folo1jh1, otz9c2ifww514ummo10nfoix, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5, dhx0lu8rw0jupzzmbvqe8txwp, b6gva8y8bdyy7bmv6se449ap6",4011146961,59,"1, 27, 16, 22, 15, 3, 37, 8, 14, 10, 7, 4, 9, 20, 24, 26, 31, 33, 34, 40",4011146959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011146971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011146963,130,8,4011146967,194,eo4uva2gnx08xdazfaqzyz2dx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503707647,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-02-04T14:00:04.912Z,2023-02-04T15:15:40Z,4011147237,197,397,4011147233,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147235,194,3zl1q2gk6tdmzirsyfgm38no5,4011147229,59,"1, 18, 27, 44, 4, 5, 41, 6, 11, 31, 10, 2, 7, 15, 16, 22, 23, 25, 32, 38",4011147231,130,2,4011147227,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011147239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147225,30,"3zl1q2gk6tdmzirsyfgm38no5, 7paw998ux29k7hx4t1g0wu85x, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, bhsh1n3qfg8awmctxlh8k7yzt, 7j84ozqdpgupzxevbxemi5tyh, 5m0j33eoa5c8pqlr0tdf7undh, 4jyrztlaueae7eg18kuvxa489, l0qqn9tlgov91p5d1zzdupcl, 1e9txzr9hqz94xtun6byo0vs9, btvuam6p4391am219taqtcted, 3m7wjcmet9b8sc5tu0ct8j0et, 172klpuv2h1enskc8fz79xg45, 7wovx9b2bkkc2ett3m2b26iqy, 3vxh219sef8mooilemi8xbs9h, 4myy5br8yj5678xlji3up1ryt, 1emj0rlthc8syfleox4c39kut, 268os78lzi8fggnve9n15h5ux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777171,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-02-04T15:00:37.144Z,2023-02-04T15:00:41Z,4011493251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777161,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-02-04T15:00:37.144Z,2023-02-04T20:13:17Z,4011493199,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777181,3,1,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,49.4,50.3,2023-02-04T15:00:37.210Z,2023-02-04T20:27:36Z,4011493291,279,S,4011493287,212,8.0,4011493283,140,43.4,4013253561,178,,4011493281,56,Back,4011493289,213,2.5,4011493285,141,57.5,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777267,4,1,1,0,2,avxknfz4f6ob0rv9dbnxdzde0,0,44.2,56.9,2023-02-04T15:00:39.167Z,2023-02-04T20:27:40Z,4011493679,140,67.4,4011493687,1,,4011493683,212,33.1,4011493675,155,,4013253709,178,,4011493685,213,0.7,4011493677,56,Left,4011493681,141,89.9,eo4uva2gnx08xdazfaqzyz2dx,Y. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777299,3,1,1,0,4,b496gs285it6bheuikox6z9mj,0,32.1,15.9,2023-02-04T15:00:41.629Z,2023-02-04T20:27:44Z,4011493831,213,0.1,4011493823,56,Back,4011493827,141,17.8,4011493825,140,46.0,4013253883,388,,4011493829,212,14.7,4011493821,3,,,,,bhsh1n3qfg8awmctxlh8k7yzt,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777423,4,45,1,0,6,b496gs285it6bheuikox6z9mj,0,44.1,13.8,2023-02-04T15:00:43.832Z,2023-02-04T20:28:06Z,4011494385,56,Back,4011494387,285,,4011494509,233,5,,,,,,,,,,,,,,,,4jyrztlaueae7eg18kuvxa489,L. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777359,5,3,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,1,55.9,86.2,2023-02-04T15:00:43.832Z,2023-02-04T20:28:06Z,4011494471,233,4,4011494097,56,Left,4011494099,286,,4012798129,465,,4013255053,178,,,,,,,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777393,6,1,1,0,7,avxknfz4f6ob0rv9dbnxdzde0,1,59.9,87.4,2023-02-04T15:00:45.070Z,2023-02-04T20:28:14Z,4011494231,140,63.4,4011494235,212,6.7,4013255459,178,,4011494229,56,Left,4011494237,213,1.0,4011494233,141,95.6,,,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
