id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2475349571,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-10-22T13:00:03.122Z,2022-10-22T14:34:08Z,3861793313,197,409,3861793299,30,"e8dina16u5kt5ho4u5igtmimt, 9nq9bocnqq6bu8ho4m26qmkt1, 9o1vesnpfiucpoq35ihhpstex, do3duah478rhz9cg2icde4h9m, ed4w2l6hglrrxu2a75bn0tt5h, 35jaxclh329duzefna708jk5x, 8mjj0wgufggpc1ai2dk21h90p, ceerfv28fygp7m2euv5n5uu39, 374kcix9j7e1cob4uxmfncwyd, 8kb5h8df97ju107n9ibigo1cl, 4n782p6eaok71ai7ecj1jo1jp, 4njl5iqybub0cxbhjh2xbft9l, 6og6s61vrg51rfqxk9cipylzp, 7qgt7sht6py670pt6t4wjhqay, 5tlxrhab4kdeud8d2r9z9hk2d, 8g7clz1z04oqjxhg8xnqc7105, xu7mykgl15kaib3olilmsez9, cpd8prwzxf0rzevtk33fpryt, 20wvh9al53baedfzbzykpvkyd, 15948izygnu32cu1pw6h5wp9l",3861793311,194,9nq9bocnqq6bu8ho4m26qmkt1,3861793301,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861793307,130,8,3861793309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861793315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861793303,59,"1, 23, 19, 8, 30, 2, 10, 27, 9, 17, 11, 4, 5, 7, 15, 16, 20, 26, 33, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475349597,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-22T13:00:05.660Z,2022-10-22T14:26:04Z,3861793423,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 3xthf6r5hvlx8oje4rqcs3it, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, m2c4lckkcr7yilnqxrrsgh2i, 9c927a1i8iqblent14xat7aad, c9pmcoyzgtgcnlc63cl4283bp, 4wic6z72nwmhkheme209fcmp5, 9ikkppq7uewf36gahgz0kzaol, z0btpgav68n4lqoht3ax3845, djgqihf08sxqh0zt2xe2xzv1l, 6ebb2xcovp1tx5nv5yyncb7x1, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, 1j33u4pcdl987f0pm1hpkynai, 1oz09xhx28a0azwgn497w7r3d, a7uo47nehqo2irfllck81uqxh, 6t0n68hbpi4fa6lzt815gyc5w",3861793433,194,3xthf6r5hvlx8oje4rqcs3it,3861793429,130,7,3861793431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861793427,59,"13, 2, 3, 4, 16, 6, 7, 9, 22, 10, 11, 5, 14, 15, 19, 21, 23, 43, 44, 55",3861793437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861793435,197,15924,3861793425,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406751,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-22T14:01:16.176Z,2022-10-22T14:01:18Z,3862089005,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406801,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-10-22T14:01:16.176Z,2022-10-22T22:15:21Z,3862089209,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406821,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50,50,2022-10-22T14:01:16.211Z,2022-10-22T22:25:45Z,3864792363,178,,3862089303,212,15.7,3862089301,141,47.2,3862089307,279,S,3862089299,140,35.2,3862089305,213,3.3,3862089297,56,Back,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406859,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,34.8,48.1,2022-10-22T14:01:18.876Z,2022-10-22T22:25:46Z,3862089537,141,70.5,3862089529,56,Back,3862089533,140,34.4,3862089541,213,1.6,3862089539,212,15.2,3864792367,178,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406883,5,1,1,0,4,1c8m2ko0wxq1asfkuykurdr0y,1,34.7,72.7,2022-10-22T14:01:20.818Z,2022-10-22T22:25:46Z,3862089663,141,63.1,3862089667,213,5.8,3862089661,140,46.5,3862089659,56,Back,3864792371,178,,3862089665,212,14.0,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475406903,6,1,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,1,46.5,63.1,2022-10-22T14:01:21.963Z,2022-10-22T22:25:46Z,3862089775,140,35.0,3862089845,156,,3862089777,141,43.6,3862089781,213,4.0,3862089773,56,Back,3862089779,212,17.9,3864792377,178,,,,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407051,7,1,1,0,9,1c8m2ko0wxq1asfkuykurdr0y,0,38.3,40.4,2022-10-22T14:01:25.415Z,2022-10-22T22:25:47Z,3862090619,56,Left,3864792381,178,,3863757349,157,,3862090629,140,80.6,3862090647,1,,3862090633,141,84.1,3862090643,213,0.6,3862090637,212,53.4,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475407185,3,1,1,0,12,ehd2iemqmschhj2ec0vayztzz,1,17.8,14.1,2022-10-22T14:01:28.738Z,2022-10-22T22:25:47Z,3862091193,213,0.2,3862091189,212,15.1,3862091187,141,18.5,3862091177,3,,3862091181,56,Back,3864792403,388,,3862091185,140,31.9,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
