id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,keyPass,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2454848857,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-09-03T13:00:06.997Z,2022-09-03T14:02:53Z,3752856103,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856095,130,4,3752856091,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856101,197,420,3752856099,194,65z99j774kjnbf7vm0u2q0jit,3752856093,59,"22, 2, 13, 36, 5, 4, 28, 7, 14, 24, 21, 6, 11, 12, 19, 20, 23, 26, 32, 33",3752856089,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 7g5elxh8h34yj55h9heydhzv9, 9pv566tidfz21e00y4t0mbap5, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 5tbabvk43ljv3z3wd9mh0y8r9, c589fk8pfqvbukvtdqu1yhjv9, 7x6mnev1ob4u5ffmdsvusb4rt, bijr1ghojrxc61se7ebt72f9x, 7gcvzjdbqxe5jw1zn07ie4dsl, 7z5ugeh3ejhwa3c8tg7idkpud, 8lst9t1pyjhibrxh7xxl3wn9x, 96yg5g3b9o4gqbo2p299h4gdl, 23oysjfutg5xy1f3o9bapnmxh, cjdycctu96jilvbvnl7ndh9sl, 37d7oej48pb143o5eilue1hhx, cnoomjxp6tna0mx2ycuptgixh, exzca2akgjl00jfd2hzh33h7t, 6f1ljb0an6d0g4nbap6xgxsyd",3752856097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454848877,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-09-03T13:00:10.323Z,2022-09-03T14:05:10Z,3752856207,130,4,3752856209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856215,197,406,3752856205,59,"13, 2, 3, 28, 16, 6, 10, 15, 14, 9, 11, 4, 7, 17, 19, 21, 22, 23, 26, 44",3752856201,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 4wic6z72nwmhkheme209fcmp5, 6ebb2xcovp1tx5nv5yyncb7x1, djgqihf08sxqh0zt2xe2xzv1l, 9c927a1i8iqblent14xat7aad, 9ikkppq7uewf36gahgz0kzaol, 3xthf6r5hvlx8oje4rqcs3it, m2c4lckkcr7yilnqxrrsgh2i, ezrn62nekq3wpw1qs1yu1ezmd, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, c9pmcoyzgtgcnlc63cl4283bp, 1j33u4pcdl987f0pm1hpkynai, 5nsag404623qznyyizl8yuwkq, a7uo47nehqo2irfllck81uqxh",3752856211,194,1rz6bw398na1i3t29rop7ikt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897443,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-09-03T14:00:13.025Z,2022-09-03T21:51:22Z,3753107877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897477,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-09-03T14:00:13.025Z,2022-09-03T14:00:14Z,3753107997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897533,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,50,50,2022-09-03T14:00:13.035Z,2022-09-04T01:05:03Z,3753108183,279,S,3753108175,140,33.5,3753108181,213,3.5,3753108179,212,18.7,3753108173,56,Back,3756355097,178,,3753108177,141,39.7,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897579,4,1,1,0,3,7vn2i2kd35zuetw6b38gw9jsz,1,32.7,39.8,2022-09-03T14:00:16.262Z,2022-09-04T01:05:04Z,3753108455,212,17.1,3753108447,56,Back,3753108451,141,64.8,3753108449,140,34.3,3756355169,178,,3753108459,213,1.5,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455514043,855,43,1,0,4,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-09-03T14:00:17.922Z,2022-09-04T01:35:45Z,3756457149,178,0,3756457269,144,82,,,,,,,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897647,5,1,1,0,4,7vn2i2kd35zuetw6b38gw9jsz,1,34.3,64.8,2022-09-03T14:00:17.958Z,2022-09-04T01:05:17Z,3753108745,141,54.2,3753108747,212,9.5,3753108741,56,Back,3756355651,178,,3753108743,140,40.2,3753108749,213,5.4,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897823,6,1,1,0,9,7vn2i2kd35zuetw6b38gw9jsz,1,37.7,42.1,2022-09-03T14:00:22.701Z,2022-09-04T01:05:19Z,3756355807,178,,3753109395,212,56.6,3753109391,140,87.6,3753109401,1,,3753109387,155,,3753109393,141,10.6,3753109389,56,Right,3753109397,213,5.9,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897841,7,1,1,0,16,7vn2i2kd35zuetw6b38gw9jsz,0,88.4,10.9,2022-09-03T14:00:29.395Z,2022-09-04T01:05:30Z,3754605079,72,,3756356261,178,,3753371763,236,,3753371769,286,,3753109489,212,2.4,3753109483,56,Right,3753109485,140,88.6,3753371765,233,3,bijr1ghojrxc61se7ebt72f9x,M. Almirón,3753109491,213,1.5,3753109487,141,14.4,3754605077,223,3753109479,2,,,,,,,,,,,,,,,,,,,,,,,,,
