id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/15/value,assist,qualifier/19/value
2476339793,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-23T14:30:16.764Z,2022-10-23T15:30:13Z,3866999759,194,ombvyo6p3p5khkn91vubvpat,3866999767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866999763,197,4,3866999751,130,12,3866999745,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866999747,59,"1, 12, 19, 34, 15, 6, 4, 30, 7, 10, 38, 2, 11, 14, 20, 24, 25, 27, 33, 42",3866999743,30,"ombvyo6p3p5khkn91vubvpat, anxby26pfxpu4u5bfy9nbuvah, cag3gzjcv8erx3zpp2lidzcvd, 3gsprcdyogabeb8lr2y0bmytx, az7wa6km1zhvsb8y4mndlogyd, 4k0ni039sbjs4sqipk4v7k79x, 9bamtyvun46xn9e64lqn9ogyx, 3wp8fuk07m1ph1fpmbqe7tf55, 12ekwo6gbza410blv4b4r7ydx, b9g4qurpll4wizajo95c406hh, 1g15ehziupxnsy1kvl3pqmbc9, 31wf775s975qy3il33oora8k5, cjd62gwj9ptwrrtu6y6xnpeui, 2gsq05yyxwe4f8t79j6d49q6t, 8wz5pdydepr5kzcichz17pv4l, 9irgn82qm11logbhup51rg5wp, 5gb7v3m0qisn24c7h49xn250p, 8c1r97aweyfc0woefvlfy2l05, 7qy1hiitksyuaa9l0irxg240l, 6ge15340tp9n57m88z6rli6i2",3866999755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476339897,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-10-23T14:30:22.993Z,2022-10-23T15:32:59Z,3867000243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867000229,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, c589fk8pfqvbukvtdqu1yhjv9, 7z5ugeh3ejhwa3c8tg7idkpud, b7eoho4q34nfispye73m8b00l, 96yg5g3b9o4gqbo2p299h4gdl, 7g5elxh8h34yj55h9heydhzv9, 7m4pw4plxndt68iq7f3s60cet, 23oysjfutg5xy1f3o9bapnmxh, cjdycctu96jilvbvnl7ndh9sl, 7gcvzjdbqxe5jw1zn07ie4dsl, 37d7oej48pb143o5eilue1hhx",3867000241,197,17100,3867000239,194,65z99j774kjnbf7vm0u2q0jit,3867000235,130,4,3867000233,59,"22, 2, 33, 39, 5, 4, 36, 28, 9, 24, 7, 6, 8, 12, 13, 18, 19, 20, 21, 23",3867000237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3867000231,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403077,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-10-23T15:30:09.425Z,2022-10-23T15:30:13Z,3867336697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403071,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-23T15:30:09.425Z,2023-02-14T12:40:37Z,3867336661,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403103,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,50.3,49.7,2022-10-23T15:30:09.465Z,2022-10-24T00:20:04Z,3868985815,178,,3867336819,279,S,3867336809,56,Back,3867336815,212,14.0,3867336817,213,3.1,3867336813,141,51.3,3867336811,140,37.0,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403137,4,1,1,0,2,7vn2i2kd35zuetw6b38gw9jsz,1,28,65.1,2022-10-23T15:30:11.436Z,2022-10-24T00:20:10Z,3867337113,56,Back,3868986047,178,,3867337117,141,86.8,3867337115,140,31.9,3867337119,212,15.3,3867337121,213,1.3,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403167,5,1,1,0,3,7vn2i2kd35zuetw6b38gw9jsz,1,31.9,86.8,2022-10-23T15:30:12.984Z,2022-10-24T00:20:14Z,3867337267,56,Back,3868986119,178,,3867337271,141,69.0,3867337269,140,24.7,3867337275,213,4.2,3867337273,212,14.3,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403205,6,1,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,1,24.3,68.8,2022-10-23T15:30:15.138Z,2022-10-24T00:20:17Z,3867337515,140,31.4,3867337513,56,Back,3868986211,178,,3867337517,141,62.1,3867337519,212,8.7,3867337521,213,5.7,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403253,7,1,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,1,35.6,67.2,2022-10-23T15:30:17.695Z,2022-10-24T00:20:20Z,3867337799,212,17.0,3867337793,56,Back,3867337797,141,90.2,3867337801,213,2.0,3867337795,140,29.2,3868986299,178,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476403295,8,1,1,0,12,7vn2i2kd35zuetw6b38gw9jsz,1,30.5,92.9,2022-10-23T15:30:21.727Z,2022-10-24T00:20:24Z,3867338027,212,13.8,3867338023,140,19.1,3867338025,141,82.7,3867338021,56,Back,3867338029,213,3.7,3868986409,178,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
