id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2520457823,2,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-03-15T18:30:10.319Z,2023-03-15T19:26:59Z,4099635589,197,4955,4099583877,30,"31xsuz1icsj7zt1462swjpk2d, bh20puvz2w21mnag7ul1g3c9h, 87g6qlasqe627i5g7ir30j2sp, 3uc9z96xvain84leorf4ls962, jagvvzc7329tf2c64mnc251, 573hlc6devy50gjotyav9ql4a, 2wwo7wcxz4gfy0ubkzynvrsnp, 3k6znit6fd9mbfcnphlwyvj6d, c0yxqwkxqx1sty7abj1qwh9zp, am6ppbdrbz4ml3xsbty53o73d, aititrd343hal6ount0dp5zze, d9yxninyn4bac8f0ufxsnlqll, 6o9mxqdmxip6ik6w6zgd7k8ut, 8ok0giwhuu7ax85ngr8tunpey, 1mf7tr17fqnddm23nx1z1tsh6, 6rutvrgco8li4nyz7tfayxb6x, 5okl8s3e8ad2add75m46ojo4p, b0dpz0ixcb9hiyurc87z0rotm, 2gj7h5fxuh4y0tbp6j308yk4q, 9drh3w3emxjf6aah8pstsdgr8",4099583885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4099583889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4099583881,59,"23, 34, 30, 25, 5, 6, 7, 13, 18, 10, 22, 1, 4, 19, 20, 21, 27, 28, 29, 40",4099583883,130,8,4099583879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4099583887,194,jagvvzc7329tf2c64mnc251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520457833,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-03-15T18:30:14.178Z,2023-03-15T19:26:52Z,4099583963,30,"c6pfpm73pimu0fdt32g86xyei, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 375gnysvjk9bvq02ex1lkmynd, 6ebb2xcovp1tx5nv5yyncb7x1, c9pmcoyzgtgcnlc63cl4283bp, m2c4lckkcr7yilnqxrrsgh2i, 9ikkppq7uewf36gahgz0kzaol, 1rz6bw398na1i3t29rop7ikt1, 3xthf6r5hvlx8oje4rqcs3it, z0btpgav68n4lqoht3ax3845, 9c927a1i8iqblent14xat7aad, 4wic6z72nwmhkheme209fcmp5, djgqihf08sxqh0zt2xe2xzv1l, 5nsag404623qznyyizl8yuwkq, 9dnne0ny6o6d5c6w3ayoo4vvu, aivxcawrw4164awikmnn2dtsk",4099583977,130,4,4099583973,59,"41, 17, 3, 28, 16, 6, 8, 15, 22, 7, 11, 2, 4, 5, 9, 10, 14, 26, 29, 63",4099635367,197,16101,4099583967,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4099583991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4099583981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4099583987,194,9ipux4xiejibplsbbhqz8d5gp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520468999,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-03-15T19:30:26.668Z,2023-03-15T19:30:30Z,4099639811,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520468997,3,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-03-15T19:30:26.668Z,2023-03-16T02:52:29Z,4099639805,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469017,4,1,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,49.9,50.1,2023-03-15T19:30:26.690Z,2023-03-16T02:53:24Z,4099639887,141,59.3,4099639891,213,2.7,4099639883,56,Back,4099639893,279,S,4099639889,212,16.2,4100293765,178,,4099639885,140,35.7,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469021,5,1,1,0,1,e5p0ehyguld7egzhiedpdnc3w,1,35.7,59.1,2023-03-15T19:30:27.746Z,2023-03-16T02:53:32Z,4099639913,140,33.5,4099639911,56,Back,4099639917,212,13.6,4099639915,141,39.4,4100293855,178,,4099639919,213,4.5,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469043,6,1,1,0,3,e5p0ehyguld7egzhiedpdnc3w,1,33.6,39.5,2023-03-15T19:30:30.044Z,2023-03-16T02:53:36Z,4099640017,140,22.9,4099640023,213,2.1,4100293861,178,,4099640021,212,21.9,4099640019,141,67.1,4099640015,56,Back,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469055,7,1,1,0,6,e5p0ehyguld7egzhiedpdnc3w,1,22.1,66.8,2023-03-15T19:30:32.927Z,2023-03-16T02:53:38Z,4099640083,141,34.3,4099640079,56,Back,4099640081,140,22.2,4099640087,213,4.7,4099640085,212,22.1,4100293897,178,,,,,,,,573hlc6devy50gjotyav9ql4a,L. Colwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469101,8,1,1,0,10,e5p0ehyguld7egzhiedpdnc3w,1,24,34.6,2023-03-15T19:30:37.237Z,2023-03-16T02:53:41Z,4099640299,56,Back,4099640307,213,0.9,4100293901,178,,4099640303,141,48.7,4099640301,140,30.8,4099640305,212,12.0,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520469105,9,4,1,0,11,e5p0ehyguld7egzhiedpdnc3w,1,29.8,50.8,2023-03-15T19:30:38.165Z,2023-03-16T02:53:47Z,4099640455,233,3,4099640323,13,,4099640329,152,,4099640325,56,Back,4099640333,285,,4099640331,265,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
