id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2453365027,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-30T17:30:07.909Z,2022-08-30T18:33:59Z,3744909641,59,"13, 17, 2, 28, 16, 6, 7, 15, 14, 10, 11, 3, 4, 9, 21, 22, 23, 26, 55, 78",3744909649,197,406,3744909645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744909651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744909647,194,1rz6bw398na1i3t29rop7ikt1,3744909639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3744909643,130,7,3744909637,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 1rz6bw398na1i3t29rop7ikt1, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, m2c4lckkcr7yilnqxrrsgh2i, 6ebb2xcovp1tx5nv5yyncb7x1, djgqihf08sxqh0zt2xe2xzv1l, 4wic6z72nwmhkheme209fcmp5, 9ikkppq7uewf36gahgz0kzaol, 6dqnwhx0eglxhelidxg0dphm2, 3xthf6r5hvlx8oje4rqcs3it, 9c927a1i8iqblent14xat7aad, 5frs9u0spep2j3gszu06awo9h, c9pmcoyzgtgcnlc63cl4283bp, 1j33u4pcdl987f0pm1hpkynai, 5nsag404623qznyyizl8yuwkq, 6t0n68hbpi4fa6lzt815gyc5w, cby4bs6g9c27z6qr6v16hrac4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453365047,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-30T17:30:12.070Z,2022-08-30T18:26:13Z,3744909803,194,b36foqukxn8obd969q6sea7yt,3744909799,130,4,3744909801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744909793,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 9k8gysrsy1a261nhcszo4aoyx, 45zetxtrvjb3muvcrr9b5it3p, 66939rcic8zhw13nlcniiq4t1, 84xefpsrml48n7czpnruzxkru, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, 7j36oy8n0tu8ps0haqb4es48a, bs7iyv9ys61m88qh4rvb0tpzp, bxjc2heo4ve54cyvw98qcck45, 2xgvd7xovqcd6q30m59dbi11x, 34b0oqo4725okjxxngin9piw9, ebzt12h6z4a9mok0rohagmzf9, ek0k9s7axizns3vtzyy3z5nu, a87w6l9zsbahdi4knm1347zs9, 68n1ydedtlw2s6toghw9qiprd, 9y3cnx4ymvbndjyu6sk936k4q",3744909795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3744909807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744909805,197,11858,3744909797,59,"1, 2, 3, 27, 13, 16, 26, 8, 17, 19, 23, 10, 11, 14, 15, 22, 24, 29, 30, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396223,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-30T18:30:39.528Z,2022-08-31T00:01:35Z,3745082037,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396205,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-30T18:30:39.528Z,2022-08-30T18:30:41Z,3745081957,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396237,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,50.3,49.7,2022-08-30T18:30:39.592Z,2022-08-31T00:37:29Z,3745082095,213,3.2,3745082089,140,40.0,3745082097,279,S,3745082087,56,Back,3745082091,141,48.7,3746267435,178,,3745082093,212,10.8,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396277,4,1,1,0,1,7yx5dqhhphyvfisohikodajhv,1,40.5,48.2,2022-08-30T18:30:41.091Z,2022-08-31T00:37:34Z,3746267559,178,,3745082283,140,28.8,3745082287,212,15.5,3745082285,141,34.3,3745082289,213,3.8,3745082281,56,Back,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396297,5,1,1,0,3,7yx5dqhhphyvfisohikodajhv,1,29.1,35.7,2022-08-30T18:30:43.328Z,2022-08-31T00:37:38Z,3745082393,141,62.7,3745082391,140,26.9,3745082389,56,Back,3745082395,212,18.5,3745082397,213,1.7,3746267633,178,,,,,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396341,6,1,1,0,6,7yx5dqhhphyvfisohikodajhv,1,25.6,62.7,2022-08-30T18:30:46.041Z,2022-08-31T00:37:43Z,3745082651,56,Back,3745082659,212,19.7,3745082663,213,4.9,3745082655,141,34.6,3745082653,140,30.0,3746267727,178,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396371,7,1,1,0,9,7yx5dqhhphyvfisohikodajhv,1,31.3,38.8,2022-08-30T18:30:49.057Z,2022-08-31T00:37:50Z,3745082843,141,62.0,3746267895,178,,3745082839,140,29.0,3745082835,56,Back,3745082847,213,1.7,3745082845,212,16.0,,,,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396385,8,1,1,0,12,7yx5dqhhphyvfisohikodajhv,1,29.4,70.6,2022-08-30T18:30:51.672Z,2022-08-31T00:37:53Z,3746267959,178,,3745082921,212,14.2,3745082919,141,90.5,3745082915,56,Back,3745082923,213,1.3,3745082917,140,33.6,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
