id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2445244709,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-13T13:00:01.427Z,2022-08-13T14:01:43Z,3701758411,197,12660,3701758413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701758401,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3701758403,59,"22, 2, 33, 39, 5, 4, 28, 7, 9, 24, 10, 1, 3, 6, 11, 19, 20, 23, 32, 36",3701758407,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701758405,130,4,3701758409,194,65z99j774kjnbf7vm0u2q0jit,3701758399,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 5tbabvk43ljv3z3wd9mh0y8r9, c589fk8pfqvbukvtdqu1yhjv9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, doctoq9o6be1yap6je75w0vrp, 7w4l5mrrrg66wvdd8ndb5zb9x, 6otgu2ezmd171skyysl1ku09h, 7z5ugeh3ejhwa3c8tg7idkpud, 8lst9t1pyjhibrxh7xxl3wn9x, 23oysjfutg5xy1f3o9bapnmxh, cjdycctu96jilvbvnl7ndh9sl, 37d7oej48pb143o5eilue1hhx, exzca2akgjl00jfd2hzh33h7t, 9pv566tidfz21e00y4t0mbap5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445244719,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-13T13:00:03.147Z,2022-08-21T23:01:10Z,3701758463,197,4955,3701758453,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3701758455,59,"1, 7, 11, 4, 5, 34, 10, 25, 14, 13, 18, 2, 6, 8, 17, 19, 21, 22, 23, 29",3701758465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701758459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701758461,194,jagvvzc7329tf2c64mnc251,3701758451,30,"d9yxninyn4bac8f0ufxsnlqll, 2wwo7wcxz4gfy0ubkzynvrsnp, 8qwpdf5jof7o6yy47v6iv11hx, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, bh20puvz2w21mnag7ul1g3c9h, am6ppbdrbz4ml3xsbty53o73d, 3uc9z96xvain84leorf4ls962, f34582vxl4yv5qqudl09a7umt, 3k6znit6fd9mbfcnphlwyvj6d, c0yxqwkxqx1sty7abj1qwh9zp, 83jpq8fuprm9h1e2thoxv1tyh, 573hlc6devy50gjotyav9ql4a, 2up6hmpgok15ge6cqkb8j444p, 69ivqkcipxp15b7x5jl83ud49, 8ok0giwhuu7ax85ngr8tunpey, 6rutvrgco8li4nyz7tfayxb6x, aititrd343hal6ount0dp5zze, 31xsuz1icsj7zt1462swjpk2d, 2gj7h5fxuh4y0tbp6j308yk4q",3701758457,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274057,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-13T14:00:35.051Z,2022-08-13T21:08:26Z,3701902501,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274025,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-13T14:00:35.051Z,2022-08-13T14:00:35Z,3701902389,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274079,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,50.1,50.3,2022-08-13T14:00:35.158Z,2022-08-13T21:32:27Z,3701902607,56,Back,3701902617,279,S,3701902611,141,29.2,3701902609,140,33.9,3701902615,213,3.8,3701902613,212,22.3,3704341125,178,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274121,4,1,1,0,2,7vn2i2kd35zuetw6b38gw9jsz,1,33.9,28,2022-08-13T14:00:37.727Z,2022-08-13T21:32:31Z,3704341305,178,,3701902773,212,10.1,3701902775,213,5.1,3701902765,140,37.4,3701902769,141,14.1,3701902763,56,Back,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274193,5,1,1,0,4,7vn2i2kd35zuetw6b38gw9jsz,1,37.3,14.6,2022-08-13T14:00:39.976Z,2022-08-13T21:32:36Z,3704341469,178,,3701903053,140,58.6,3701903059,213,6.2,3701903055,141,11.4,3701903051,56,Right,3701903057,212,22.5,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274213,6,1,1,0,6,7vn2i2kd35zuetw6b38gw9jsz,1,54.8,3.1,2022-08-13T14:00:41.817Z,2022-08-13T21:32:40Z,3701903161,213,3.1,3701903157,141,4.4,3704341743,178,,3701903153,56,Back,3701903155,140,42.7,3701903159,212,12.7,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274221,7,1,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,0,43.2,5.6,2022-08-13T14:00:43.718Z,2022-08-13T21:32:45Z,3701903179,213,0.0,3701903175,141,6.9,3701903173,140,63.8,3704341913,178,,3701903177,212,21.6,3701903169,155,,3701903171,56,Right,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445274233,3,8,1,0,10,e5p0ehyguld7egzhiedpdnc3w,1,34.9,92.4,2022-08-13T14:00:45.393Z,2022-08-13T21:32:52Z,3704342211,178,,3701903233,56,Back,3703425159,385,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
