id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/15/value,assist,qualifier/13/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2537916167,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-23T12:00:07.105Z,2023-04-23T12:00:07Z,4213052087,59,"22, 2, 33, 39, 5, 4, 36, 28, 14, 23, 7, 1, 6, 8, 9, 11, 13, 19, 24, 32",4213052091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213052095,197,420,4213052093,194,65z99j774kjnbf7vm0u2q0jit,4213052083,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 7x6mnev1ob4u5ffmdsvusb4rt, 37d7oej48pb143o5eilue1hhx, c589fk8pfqvbukvtdqu1yhjv9, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, 8mjj0wgufggpc1ai2dk21h90p, 66r7rq9kcoyow46ovmhzrtec5, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, bijr1ghojrxc61se7ebt72f9x, exzca2akgjl00jfd2hzh33h7t",4213052089,130,4,4213052097,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213052085,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537916201,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-04-23T12:00:09.754Z,2023-04-23T13:04:36Z,4213052245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213052241,59,"1, 23, 14, 4, 17, 15, 29, 5, 10, 21, 7, 6, 9, 16, 20, 25, 33, 34, 45, 55",4213052239,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213052243,130,4,4213052249,197,16884,4213052251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213052237,30,"ombvyo6p3p5khkn91vubvpat, 77yaqzy45dxtzicao00jxrlgq, 2gsq05yyxwe4f8t79j6d49q6t, 9bamtyvun46xn9e64lqn9ogyx, 2w7i4jfw5wgh3j2wuworoumeh, az7wa6km1zhvsb8y4mndlogyd, btf0dch35aww78bzillh2jgx6, 4zxrdmwphkxvkvo6bt30uanrp, b9g4qurpll4wizajo95c406hh, dlf31m2lrfl0biop1demgvh7t, 12ekwo6gbza410blv4b4r7ydx, 4k0ni039sbjs4sqipk4v7k79x, c5zmr0m17riujelm4up44etih, 4rktv6j9sioe0gmu7jt77fsh5, 8wz5pdydepr5kzcichz17pv4l, 5gb7v3m0qisn24c7h49xn250p, 7qy1hiitksyuaa9l0irxg240l, 3gsprcdyogabeb8lr2y0bmytx, b8pl56k1d1btqlucywp077vje, 7jpzrq4bpes3uc1pkh56sc0oa",4213052247,194,ombvyo6p3p5khkn91vubvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977647,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-04-23T13:00:37.563Z,2023-04-23T13:00:42Z,4213369889,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977621,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-23T13:00:37.563Z,2023-04-23T17:38:50Z,4213369751,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977691,3,1,1,0,0,22doj4sgsocqpxw45h607udje,1,49.9,49.5,2023-04-23T13:00:37.571Z,2023-04-23T17:44:16Z,4213370117,213,2.6,4213370119,279,S,4213370113,141,62.9,4213370107,56,Back,4214972573,178,,4213370111,140,34.0,4213370115,212,19.0,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977711,4,1,1,0,2,22doj4sgsocqpxw45h607udje,0,27.8,59.9,2023-04-23T13:00:40.271Z,2023-04-23T17:44:19Z,4213370193,1,,4213370191,213,0.4,4213370187,141,82.5,4213370181,155,,4213370185,140,65.0,4214972877,178,,4213370183,56,Left,4213370189,212,42.0,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977765,3,1,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,0,32.2,24.4,2023-04-23T13:00:42.807Z,2023-04-23T17:44:23Z,4213370479,56,Back,4214973099,388,,4213370491,213,0.3,4213370487,141,31.8,4213370477,3,,4213370483,140,48.2,4213370489,212,17.5,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977829,5,1,1,0,7,22doj4sgsocqpxw45h607udje,1,56.8,69.5,2023-04-23T13:00:45.511Z,2023-04-23T17:44:26Z,4213370805,155,,4214973425,178,,4213370809,140,41.2,4213370811,141,85.1,4213370815,213,2.6,4213370807,56,Back,4213370813,212,19.5,,,,btf0dch35aww78bzillh2jgx6,P. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977891,6,1,1,0,11,22doj4sgsocqpxw45h607udje,1,39.5,86.3,2023-04-23T13:00:48.919Z,2023-04-23T17:44:29Z,4213371183,141,56.7,4213371189,1,,4213371185,212,33.3,4213371181,140,14.2,4213371187,213,3.8,4213371179,56,Back,4214973721,178,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977945,7,1,1,0,15,22doj4sgsocqpxw45h607udje,1,15.4,58.1,2023-04-23T13:00:53.506Z,2023-04-23T17:44:33Z,4213371473,1,,4213371467,141,94.1,4214974045,178,,4213371471,213,0.8,4213371469,212,35.1,4213371457,155,,4213371461,56,Back,4213371465,140,39.3,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
