id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/17/value,qualifier/12/value
2494337193,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-31T14:00:04.813Z,2023-01-03T09:55:26Z,3961924821,130,10,3961930085,197,410,3961924825,194,e8dina16u5kt5ho4u5igtmimt,3961924823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961924815,30,"e8dina16u5kt5ho4u5igtmimt, a559ewan4122b6orx6d0f6s16, 9o1vesnpfiucpoq35ihhpstex, 35jaxclh329duzefna708jk5x, ed4w2l6hglrrxu2a75bn0tt5h, 8ro3lpzufz8ea9pa2j1jivqad, 8kb5h8df97ju107n9ibigo1cl, ceerfv28fygp7m2euv5n5uu39, 4n782p6eaok71ai7ecj1jo1jp, 374kcix9j7e1cob4uxmfncwyd, do3duah478rhz9cg2icde4h9m, 4njl5iqybub0cxbhjh2xbft9l, 7qgt7sht6py670pt6t4wjhqay, 5tlxrhab4kdeud8d2r9z9hk2d, 8g7clz1z04oqjxhg8xnqc7105, xu7mykgl15kaib3olilmsez9, 9nq9bocnqq6bu8ho4m26qmkt1, cpd8prwzxf0rzevtk33fpryt, 4nk3po2hbfahzgq57g8k4cg6h, 8v8c3iwgajawy736g8r7od2lm",3961924819,59,"1, 3, 19, 2, 30, 22, 17, 27, 11, 9, 8, 4, 7, 15, 16, 20, 23, 26, 29, 60",3961924827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961924817,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494337213,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-12-31T14:00:10.627Z,2023-01-03T09:53:27Z,3961924999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961924997,194,c2jqa9vozhqu7x79h5rr2n1ed,3961924987,30,"23637o19ff0sw18pqv8g96ndh, d0azo0spzov2hg6ul40l58e3u, 7jn9kl5wq29d41ekc2fz2rs2d, dqfk7czrayirrvonirtk2mk15, 3gem1jrrkgye0omb88fk1lsk5, almf0gtdjmsdm5zhyot1hvydx, c2jqa9vozhqu7x79h5rr2n1ed, b3974hgsmyff5xtq7qf1onhlh, atzboo800gv7gic2rgvgo0kq1, exiribcpg9vnuq9ekhlk74dlh, 72nph557ee2a9tdky8rvk12vp, e9wu8dcamrtj3ftbx3nmhusid, 99d29g8af71vt1hrur06qvy7d, 29pq64smaxdwlraopnxoleqxh, 9wbf00lybk9fqablaqwg5cn2t, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, d4tdx2ctadv6kc3tbq4as8bmx, 693z0rzfh3m0h0wsma9v8c9ux, dl10343h8yopcgerzur5samwa",3961924989,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961924993,130,4,3961924995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961930231,197,4978,3961924991,59,"31, 82, 6, 16, 5, 25, 17, 20, 9, 26, 10, 2, 4, 7, 8, 18, 19, 21, 47, 80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348451,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-31T15:02:39.461Z,2022-12-31T15:02:39Z,3961985285,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348459,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-12-31T15:02:39.461Z,2022-12-31T23:34:19Z,3961985313,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348477,3,1,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,50.2,50,2022-12-31T15:02:39.534Z,2022-12-31T23:53:59Z,3962285681,178,,3961985403,279,S,3961985393,56,Back,3961985401,213,3.2,3961985395,140,34.0,3961985397,141,49.4,3961985399,212,17.0,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348493,4,1,1,0,2,ehd2iemqmschhj2ec0vayztzz,0,34.7,47.9,2022-12-31T15:02:42.175Z,2022-12-31T23:54:06Z,3962285705,178,,3961985475,56,Right,3961985715,157,,3961985479,141,18.8,3961985485,1,,3961985477,140,70.5,3961985483,213,5.8,3961985481,212,42.5,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348505,3,1,1,0,5,a3nyxabgsqlnqfkeg41m6tnpp,0,31.5,76,2022-12-31T15:02:45.035Z,2022-12-31T23:54:12Z,3961985541,3,,3961985543,56,Center,3961985545,140,56.4,3961985551,213,6.1,3961985549,212,26.4,3962285733,178,,3961985547,141,70.6,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348513,5,44,1,0,8,ehd2iemqmschhj2ec0vayztzz,1,43.9,34.2,2022-12-31T15:02:47.919Z,2023-01-01T02:28:54Z,3961985561,285,,3961985563,233,4,3961985559,56,Back,,,,,,,,,,,,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348511,4,44,1,0,8,a3nyxabgsqlnqfkeg41m6tnpp,0,56.1,65.8,2022-12-31T15:02:47.920Z,2022-12-31T23:54:18Z,3961985557,286,,3961985555,56,Center,3961985613,233,5,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348521,6,1,1,0,8,ehd2iemqmschhj2ec0vayztzz,0,42.3,39.4,2022-12-31T15:02:47.982Z,2023-01-01T02:28:54Z,3961985597,56,Center,3961985599,140,54.8,3961985605,213,0.3,3961985603,212,13.9,3961985601,141,46.0,3962285801,388,,3961985595,3,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348529,5,49,1,0,10,a3nyxabgsqlnqfkeg41m6tnpp,1,48.3,52.4,2022-12-31T15:02:50.233Z,2022-12-31T23:54:42Z,,,,,,,,,,,,,,,,,,,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348539,6,1,1,0,10,a3nyxabgsqlnqfkeg41m6tnpp,1,48.3,52.4,2022-12-31T15:02:50.348Z,2022-12-31T23:54:47Z,3962285875,178,,3961985675,140,48.0,3961985673,56,Back,3961985681,213,4.7,3961985677,141,37.7,3961985679,212,10.0,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348553,7,1,1,0,12,a3nyxabgsqlnqfkeg41m6tnpp,1,48.1,36.7,2022-12-31T15:02:51.473Z,2022-12-31T23:54:55Z,3962285905,178,,3961985729,56,Back,3961985735,141,14.9,3961985731,140,42.9,3961985739,212,15.8,3961985743,213,4.4,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348765,8,1,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,1,42.9,14.9,2022-12-31T15:02:53.876Z,2022-12-31T23:55:02Z,3962285927,178,,3961986737,213,1.9,3961986731,140,39.1,3961986729,56,Back,3961986733,141,32.5,3961986735,212,12.6,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348761,7,27,1,0,16,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-31T15:02:55.614Z,2022-12-31T23:55:17Z,3961986769,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348767,9,27,1,0,16,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-12-31T15:02:55.614Z,2022-12-31T23:55:17Z,3961986743,53,atzboo800gv7gic2rgvgo0kq1,3961986763,233,7,3961986741,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349283,8,28,1,2,36,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-31T15:05:15.754Z,2022-12-31T23:55:46Z,3961989157,233,10,3961989099,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349289,10,28,1,2,36,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-12-31T15:05:15.754Z,2022-12-31T23:55:46Z,3961989129,55,9,3961989141,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349313,9,68,1,2,38,ehd2iemqmschhj2ec0vayztzz,0,0,0,2022-12-31T15:05:17.974Z,2022-12-31T23:55:50Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349305,11,68,1,2,40,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-12-31T15:05:19.494Z,2022-12-31T23:55:54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349317,12,1,1,2,40,a3nyxabgsqlnqfkeg41m6tnpp,1,37.3,30.6,2022-12-31T15:05:20.319Z,2022-12-31T23:56:00Z,3961989229,56,Back,3961989233,141,46.4,3961989231,140,34.7,3962286083,178,,3961989237,212,11.1,3961989241,213,1.8,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349335,13,1,1,2,46,a3nyxabgsqlnqfkeg41m6tnpp,1,37.2,49.9,2022-12-31T15:05:26.329Z,2022-12-31T23:56:06Z,3961989359,212,17.9,3961989357,141,75.0,3962286103,178,,3961989361,213,1.3,3961989355,140,42.3,3961989353,56,Back,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349341,14,1,1,2,51,a3nyxabgsqlnqfkeg41m6tnpp,1,45.8,76.4,2022-12-31T15:05:30.578Z,2022-12-31T23:56:12Z,3961989401,213,0.8,3961989395,140,56.6,3961989393,56,Left,3962286113,178,,3961989399,212,16.4,3961989397,141,93.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349351,15,1,1,2,52,a3nyxabgsqlnqfkeg41m6tnpp,0,56.6,93.8,2022-12-31T15:05:31.603Z,2022-12-31T23:56:20Z,3961989479,141,100.0,3962286133,178,,3961989477,140,70.7,3961989483,213,0.4,3961989481,212,15.8,3961989475,56,Left,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349357,10,5,1,2,54,ehd2iemqmschhj2ec0vayztzz,1,30.8,-1.6,2022-12-31T15:05:33.476Z,2022-12-31T23:56:24Z,3961989515,347,,3961989513,56,Back,3961989517,233,16,,,,,,,,,,,,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349353,16,5,1,2,54,a3nyxabgsqlnqfkeg41m6tnpp,0,69.2,101.6,2022-12-31T15:05:33.476Z,2022-12-31T23:56:24Z,3961989485,56,Left,3961989535,233,10,3961989487,347,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349407,11,1,1,3,11,ehd2iemqmschhj2ec0vayztzz,1,33.5,0,2022-12-31T15:05:50.521Z,2022-12-31T23:56:28Z,3961989777,141,6.5,3961989779,212,6.5,3961989781,213,1.0,3961989773,56,Back,3961989775,140,36.7,3961989771,107,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349411,12,1,1,3,13,ehd2iemqmschhj2ec0vayztzz,1,36.7,6.5,2022-12-31T15:05:52.508Z,2022-12-31T23:56:34Z,3962286165,178,,3961989801,140,33.6,3961989803,141,1.1,3961989805,212,4.9,3961989799,56,Back,3961989807,213,4.0,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349415,13,1,1,3,13,ehd2iemqmschhj2ec0vayztzz,1,33.6,1.1,2022-12-31T15:05:53.161Z,2022-12-31T23:56:40Z,3961989831,212,19.8,3961989827,140,15.3,3961989833,213,2.9,3961989829,141,8.2,3962286181,178,,3961989825,56,Back,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349429,14,1,1,3,16,ehd2iemqmschhj2ec0vayztzz,1,12,13.1,2022-12-31T15:05:55.529Z,2022-12-31T23:56:44Z,3961989909,56,Back,3961989917,213,1.9,3961989911,140,8.5,3962286195,178,,3961989915,212,11.9,3961989913,141,29.7,,,,,,,8ro3lpzufz8ea9pa2j1jivqad,B. Godfrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349443,15,1,1,3,16,ehd2iemqmschhj2ec0vayztzz,1,8.8,31.5,2022-12-31T15:05:56.323Z,2022-12-31T23:56:50Z,3961989987,140,35.7,3961989989,141,5.0,3962286211,178,,3961989993,213,5.7,3961989995,1,,3961989985,56,Back,3961989991,212,33.5,3961989983,155,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
