id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,assist
2485424089,3,49,1,0,13,hzqh7z0mdl3v7gwete66syxp,1,61,22.6,2022-11-13T16:31:00.654Z,2022-11-13T23:16:54Z,,,,,,,,,,,,,,,,,,,,,,,,,cgvp2cli2gi4cnyl62kt80r11,T. Cairney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424171,4,1,1,0,15,hzqh7z0mdl3v7gwete66syxp,1,62.1,17.1,2022-11-13T16:31:01.899Z,2022-11-13T23:17:01Z,3914767071,56,Right,3915953227,178,,3914767075,141,4.9,3914767077,212,12.8,3914767073,140,71.4,3914767079,213,5.6,,,,,,,cgvp2cli2gi4cnyl62kt80r11,T. Cairney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424231,5,1,1,0,20,hzqh7z0mdl3v7gwete66syxp,1,71,12.9,2022-11-13T16:31:06.877Z,2022-11-13T23:17:15Z,3914767387,141,5.7,3914767391,213,5.9,3914767389,212,11.7,3914767381,56,Right,3914767385,140,81.1,3915953439,178,,,,,,,,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485640487,874,83,1,0,22,6eqit8ye8aomdsrrq0hk3v7gh,1,19,93.7,2022-11-13T16:31:09.045Z,2022-11-13T23:53:03Z,3915976191,399,156689,,,,,,,,,,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424237,6,61,1,0,22,hzqh7z0mdl3v7gwete66syxp,0,80.8,5.3,2022-11-13T16:31:09.082Z,2022-11-13T23:17:20Z,3914767419,56,Right,3915953495,178,,,,,,,,,,,,,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424249,7,5,1,0,23,hzqh7z0mdl3v7gwete66syxp,0,80.2,-1.5,2022-11-13T16:31:10.247Z,2022-11-13T23:17:22Z,3914767479,347,,3914767477,56,Right,3914768817,233,9,,,,,,,,,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424495,9,5,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,19.8,101.5,2022-11-13T16:31:10.247Z,2022-11-13T23:17:22Z,3914768803,233,7,3914768755,347,,3914768753,56,Back,,,,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424539,10,1,1,0,40,6eqit8ye8aomdsrrq0hk3v7gh,1,21.8,100,2022-11-13T16:31:27.229Z,2022-11-13T23:17:27Z,3914769061,140,31.9,3914769055,107,,3914769071,213,5.8,3914769063,141,94.0,3914769057,56,Back,3914769067,212,11.7,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485640645,1013,83,1,0,42,hzqh7z0mdl3v7gwete66syxp,1,64.6,10.5,2022-11-13T16:31:29.038Z,2022-11-13T23:54:15Z,3915976781,399,176297,,,,,,,,,,,,,,,,,,,,,,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424541,11,61,1,0,42,6eqit8ye8aomdsrrq0hk3v7gh,0,34.2,90.9,2022-11-13T16:31:29.359Z,2022-11-13T23:17:48Z,3914769077,56,Back,3915953657,178,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485654515,1641,67,1,0,43,hzqh7z0mdl3v7gwete66syxp,1,60.2,11.2,2022-11-13T16:31:30.355Z,2022-11-14T01:53:06Z,3916051831,233,1450,,,,,,,,,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485654509,1450,67,1,0,43,6eqit8ye8aomdsrrq0hk3v7gh,0,39.8,88.8,2022-11-13T16:31:30.356Z,2022-11-14T01:46:54Z,3916051861,233,1641,,,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424565,8,1,1,0,43,hzqh7z0mdl3v7gwete66syxp,0,59.3,11.9,2022-11-13T16:31:30.373Z,2022-11-14T01:53:07Z,3914769227,1,,3914769245,286,,3914769239,236,,3914769225,213,0.5,3914769241,233,12,3914769223,212,2.1,3915953917,178,,3914769215,157,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,3914769219,140,61.0,3914769221,141,13.5,3914769217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424549,12,74,1,0,43,6eqit8ye8aomdsrrq0hk3v7gh,1,34.5,89.4,2022-11-13T16:31:30.460Z,2022-11-13T23:17:55Z,3914769281,233,8,3914769125,285,,3914769121,56,Back,3915953921,178,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424607,13,44,1,0,46,6eqit8ye8aomdsrrq0hk3v7gh,1,40.2,81.2,2022-11-13T16:31:33.435Z,2022-11-14T01:53:07Z,3914769421,233,9,3914769419,285,,3914769417,56,Back,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424605,9,44,1,0,46,hzqh7z0mdl3v7gwete66syxp,0,59.8,18.8,2022-11-13T16:31:33.436Z,2022-11-13T23:18:05Z,3914769433,233,13,3914769415,286,,3914769413,56,Right,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424633,14,1,1,0,46,6eqit8ye8aomdsrrq0hk3v7gh,1,39.4,83.4,2022-11-13T16:31:33.528Z,2022-11-14T01:53:07Z,3914769545,56,Back,3914769541,3,,3914769557,212,7.5,3914769549,140,35.6,3914769563,213,4.2,3914769553,141,74.0,3915954089,388,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424715,15,1,1,0,48,6eqit8ye8aomdsrrq0hk3v7gh,1,35.7,70.1,2022-11-13T16:31:35.233Z,2022-11-13T23:18:12Z,3915954111,178,,3914770007,155,,3914770015,212,25.8,3914770011,140,35.1,3914770009,56,Back,3914770013,141,32.1,3914770017,213,4.7,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424743,16,1,1,0,53,6eqit8ye8aomdsrrq0hk3v7gh,1,33.6,26.8,2022-11-13T16:31:40.140Z,2022-11-13T23:18:15Z,3914770147,141,61.2,3914770143,56,Back,3914770149,212,24.1,3914770145,140,28.2,3914770151,213,1.8,3915954153,178,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424763,17,1,1,0,55,6eqit8ye8aomdsrrq0hk3v7gh,1,27.5,63.6,2022-11-13T16:31:42.573Z,2022-11-13T23:18:18Z,3914770281,212,12.9,3914770279,141,71.5,3915954175,178,,3914770277,140,38.7,3914770283,213,0.4,3914770275,56,Back,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424821,18,1,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,1,38.7,71.5,2022-11-13T16:31:43.601Z,2022-11-13T23:18:22Z,3914770601,140,37.3,3914770605,212,6.6,3914770599,56,Back,3915954195,178,,3914770607,213,4.5,3914770603,141,62.1,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424825,19,4,1,0,58,6eqit8ye8aomdsrrq0hk3v7gh,1,38.4,62.6,2022-11-13T16:31:45.501Z,2022-11-13T23:18:32Z,3914770631,56,Back,3914770635,286,,3914775365,265,,3914770627,13,,3914770633,152,,3914770851,233,10,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424851,10,4,1,0,58,hzqh7z0mdl3v7gwete66syxp,0,61.6,37.4,2022-11-13T16:31:45.502Z,2022-11-13T23:18:32Z,3914770871,233,19,3915954303,178,,3914770815,56,Center,3914770817,152,,3914770813,13,,3914770821,285,,3914770819,265,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425051,20,1,1,1,14,6eqit8ye8aomdsrrq0hk3v7gh,1,41.7,65.3,2022-11-13T16:32:01.206Z,2022-11-13T23:18:35Z,3915954341,178,,3914771865,213,4.3,3914771861,141,35.3,3914771855,152,,3914771853,5,,3914771863,212,22.4,3914771859,140,32.8,3914771857,56,Back,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425071,21,43,1,1,17,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-11-13T16:32:04.121Z,2022-11-13T16:32:26Z,3914771989,212,18.6,3914771991,213,3.9,3914771983,56,Back,3914771985,140,28.7,3914771987,141,37.1,3914773533,144,1,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425083,22,1,1,1,17,6eqit8ye8aomdsrrq0hk3v7gh,1,28.7,37.1,2022-11-13T16:32:04.461Z,2022-11-13T23:18:38Z,3914772045,213,1.7,3914772041,141,63.3,3914772039,140,26.2,3914772035,56,Back,3915954401,178,,3914772043,212,18.0,,,,,,,a3ms8havadt1y9x381l325txx,V. Lindelöf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425117,23,1,1,1,20,6eqit8ye8aomdsrrq0hk3v7gh,1,26.3,65.5,2022-11-13T16:32:06.752Z,2022-11-13T23:18:40Z,3914772209,212,18.0,3914772211,213,1.5,3914772203,56,Back,3914772207,141,91.8,3915954409,178,,3914772205,140,28.3,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425155,24,1,1,1,22,6eqit8ye8aomdsrrq0hk3v7gh,1,30.5,92.8,2022-11-13T16:32:09.319Z,2022-11-13T23:18:43Z,3914772401,141,86.4,3914772399,140,44.0,3914772405,213,6.0,3915954465,178,,3914772397,56,Back,3914772403,212,14.8,3914772395,155,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425165,25,1,1,1,23,6eqit8ye8aomdsrrq0hk3v7gh,0,44.5,86.4,2022-11-13T16:32:10.570Z,2022-11-13T23:18:47Z,3914772457,213,2.1,3914772449,56,Back,3914772453,141,97.4,3915954509,388,,3914772451,140,40.4,3914772455,212,8.6,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425171,11,1,1,1,25,hzqh7z0mdl3v7gwete66syxp,0,55.3,5.9,2022-11-13T16:32:11.779Z,2022-11-13T23:18:51Z,3914772485,3,,3914772493,212,8.9,3914772487,56,Right,3914772489,140,59.2,3914772495,213,1.1,3914772491,141,17.6,3915954553,388,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425221,26,1,1,1,26,6eqit8ye8aomdsrrq0hk3v7gh,0,42.7,83.7,2022-11-13T16:32:13.082Z,2022-11-13T23:18:55Z,3914772731,141,100.0,3914772725,3,,3914772735,213,0.6,3915954615,388,,3914772727,56,Left,3914772733,212,21.2,3914772729,140,59.1,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425471,12,5,1,1,28,hzqh7z0mdl3v7gwete66syxp,1,39.6,-1.4,2022-11-13T16:32:15.393Z,2022-11-13T23:18:58Z,3914774147,233,27,3914774125,347,,3914774123,56,Back,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425225,27,5,1,1,28,6eqit8ye8aomdsrrq0hk3v7gh,0,60.4,101.4,2022-11-13T16:32:15.393Z,2022-11-13T23:18:58Z,3914772751,56,Left,3914774175,233,12,3914772753,347,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425505,13,1,1,1,46,hzqh7z0mdl3v7gwete66syxp,1,40.1,0,2022-11-13T16:32:33.299Z,2022-11-13T23:19:00Z,3914774359,213,2.0,3914774353,140,35.5,3914774357,212,10.6,3914774349,107,,3914774355,141,12.9,3914774351,56,Back,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425581,14,1,1,1,48,hzqh7z0mdl3v7gwete66syxp,1,32.8,12.1,2022-11-13T16:32:35.246Z,2022-11-13T23:19:03Z,3915954719,178,,3914774813,212,22.5,3914774807,56,Back,3914774815,213,3.2,3914774809,140,11.4,3914774811,141,11.5,,,,,,,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425621,15,1,1,1,52,hzqh7z0mdl3v7gwete66syxp,0,12.5,5.3,2022-11-13T16:32:38.979Z,2022-11-13T23:19:05Z,3915954727,178,,3914775047,213,0.1,3914775043,141,15.1,3914775049,1,,3914775041,140,56.7,3914775045,212,46.9,3914775037,157,,3914775039,56,Right,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425633,28,44,1,1,54,6eqit8ye8aomdsrrq0hk3v7gh,1,44.2,86.2,2022-11-13T16:32:41.688Z,2022-11-14T01:53:08Z,3914775077,285,,3914775075,56,Back,3914775113,233,16,,,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425627,16,44,1,1,54,hzqh7z0mdl3v7gwete66syxp,0,55.8,13.8,2022-11-13T16:32:41.689Z,2022-11-13T23:19:09Z,3914775063,56,Right,3914775209,233,28,3914775065,286,,,,,,,,,,,,,,,,,94zmvxw7yw020w43dn0qiclbd,Carlos Vinícius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425645,29,1,1,1,55,6eqit8ye8aomdsrrq0hk3v7gh,0,44.2,87.4,2022-11-13T16:32:41.795Z,2022-11-14T01:53:08Z,3914775141,141,75.3,3914775145,213,5.8,3914775137,56,Center,3914775139,140,57.5,3915954803,388,,3914775135,3,,3914775143,212,16.2,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425695,17,1,1,1,56,hzqh7z0mdl3v7gwete66syxp,1,44.4,27.2,2022-11-13T16:32:43.208Z,2022-11-13T23:19:19Z,3915954889,178,,3914775387,140,36.4,3914775391,212,9.4,3914775389,141,21.0,3914775393,213,3.6,3914775385,56,Back,,,,,,,cgvp2cli2gi4cnyl62kt80r11,T. Cairney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425707,18,1,1,1,58,hzqh7z0mdl3v7gwete66syxp,1,35.3,29.8,2022-11-13T16:32:45.153Z,2022-11-13T23:19:24Z,3914775483,141,56.9,3915954907,178,,3914775487,213,1.8,3914775481,140,30.4,3914775479,56,Back,3914775485,212,19.1,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425753,19,1,1,2,0,hzqh7z0mdl3v7gwete66syxp,1,31.8,63.7,2022-11-13T16:32:47.547Z,2022-11-13T23:19:29Z,3914775879,141,96.0,3914775885,1,,3914775881,212,32.9,3914775877,140,55.1,3915954927,178,,3914775875,56,Left,3914775883,213,0.7,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425761,20,61,1,2,4,hzqh7z0mdl3v7gwete66syxp,0,67.7,92.1,2022-11-13T16:32:51.437Z,2022-11-13T23:19:36Z,3914775927,56,Left,3915954949,178,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425793,30,1,1,2,6,6eqit8ye8aomdsrrq0hk3v7gh,1,28.7,19.9,2022-11-13T16:32:52.904Z,2022-11-13T23:19:51Z,3914776111,141,24.7,3914776109,140,28.4,3914776115,213,1.7,3915955071,389,,3914776105,56,Back,3914776113,212,3.3,,,,,,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425799,31,49,1,2,7,6eqit8ye8aomdsrrq0hk3v7gh,1,32.1,24.7,2022-11-13T16:32:53.818Z,2022-11-13T23:19:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
