id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value
2499288765,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-01-21T16:30:09.010Z,2023-01-21T16:30:09Z,3987997081,59,"13, 2, 3, 15, 26, 6, 9, 28, 22, 10, 11, 4, 7, 14, 17, 19, 21, 44, 47, 77",3987997091,197,406,3987997077,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 6ebb2xcovp1tx5nv5yyncb7x1, 5nsag404623qznyyizl8yuwkq, 9ipux4xiejibplsbbhqz8d5gp, 9c927a1i8iqblent14xat7aad, 19m0uqmf1otcekssb7tbrl1m2, c9pmcoyzgtgcnlc63cl4283bp, 4wic6z72nwmhkheme209fcmp5, 9ikkppq7uewf36gahgz0kzaol, 3xthf6r5hvlx8oje4rqcs3it, m2c4lckkcr7yilnqxrrsgh2i, djgqihf08sxqh0zt2xe2xzv1l, ezrn62nekq3wpw1qs1yu1ezmd, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, a7uo47nehqo2irfllck81uqxh, 61cuim74cacfehl7ys7e3dbf8, 710poxssyhhnb3q3vr3hsvdhw",3987997083,130,8,3987997087,194,1rz6bw398na1i3t29rop7ikt1,3987997079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3987997095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987997085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499288849,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-01-21T16:30:12.646Z,2023-01-21T16:30:12Z,3987997543,59,"22, 2, 33, 39, 5, 4, 36, 28, 9, 24, 7, 1, 6, 10, 11, 12, 14, 19, 23, 32",3987997547,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987997553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987997545,130,4,3987997539,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, c589fk8pfqvbukvtdqu1yhjv9, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, doctoq9o6be1yap6je75w0vrp, 8lst9t1pyjhibrxh7xxl3wn9x, 96yg5g3b9o4gqbo2p299h4gdl, 7x6mnev1ob4u5ffmdsvusb4rt, 23oysjfutg5xy1f3o9bapnmxh, 37d7oej48pb143o5eilue1hhx, exzca2akgjl00jfd2hzh33h7t",3987997541,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3987997551,197,16700,3987997549,194,65z99j774kjnbf7vm0u2q0jit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339117,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-01-21T17:30:34.232Z,2023-01-22T01:37:23Z,3988268267,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339115,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-01-21T17:30:34.232Z,2023-01-21T17:30:34Z,3988268265,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339157,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,49.9,49.9,2023-01-21T17:30:34.260Z,2023-01-22T01:54:28Z,3988268533,279,S,3988268527,141,50.4,3988268523,56,Back,3988268525,140,24.7,3988268531,213,3.1,3988268529,212,26.5,3989233405,178,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339171,4,1,1,0,2,7vn2i2kd35zuetw6b38gw9jsz,1,26,51.4,2023-01-21T17:30:37.168Z,2023-01-22T01:54:38Z,3989233553,178,,3988268611,140,31.4,3988268609,56,Back,3988268613,141,84.4,3988268617,213,1.3,3988268615,212,23.1,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339189,5,1,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,0,31.4,84.4,2023-01-21T17:30:39.971Z,2023-01-22T01:54:42Z,3989233647,178,,3988268707,212,46.7,3988268711,1,,3988268703,140,75.5,3988268705,141,76.0,3988268699,155,,3988268709,213,6.2,3988268701,56,Center,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339213,3,1,1,0,8,1c8m2ko0wxq1asfkuykurdr0y,1,24.8,22.4,2023-01-21T17:30:42.573Z,2023-01-22T01:54:48Z,3988268823,140,28.9,3988268827,212,6.2,3988268819,3,,3988268825,141,29.0,3989233721,388,,3988268829,213,0.8,3988268821,56,Back,,,,5nsag404623qznyyizl8yuwkq,C. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339227,4,1,1,0,10,1c8m2ko0wxq1asfkuykurdr0y,0,28.9,29,2023-01-21T17:30:44.515Z,2023-01-22T01:54:53Z,3988268877,3,,3988268881,140,21.9,3989233807,178,,3988268879,56,Back,3988268887,213,3.9,3988268883,141,18.5,3988268885,212,10.2,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339241,6,1,1,0,12,7vn2i2kd35zuetw6b38gw9jsz,1,79.4,82.9,2023-01-21T17:30:46.696Z,2023-01-22T01:55:10Z,3988268951,141,74.1,3989234003,178,,3988268949,140,74.4,3988268955,213,4.0,3988268953,212,8.0,3988268947,56,Center,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
