id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/value
2460904971,8,1,1,0,17,a3nyxabgsqlnqfkeg41m6tnpp,1,57.9,83.6,2022-09-17T11:31:17.562Z,2022-09-17T18:08:21Z,3787509873,178,,3785063777,140,57.5,3785063781,212,8.8,3785063779,141,96.5,3785063783,213,1.6,3785063775,56,Left,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460904995,9,1,1,0,18,a3nyxabgsqlnqfkeg41m6tnpp,1,56.6,96.5,2022-09-17T11:31:18.396Z,2022-09-17T18:08:26Z,3785063915,212,18.7,3785063911,140,38.8,3787510439,178,,3785063909,56,Back,3785063917,213,3.1,3785063913,141,97.1,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905007,10,1,1,0,20,a3nyxabgsqlnqfkeg41m6tnpp,1,37.7,95.4,2022-09-17T11:31:20.464Z,2022-09-17T18:08:30Z,3787510721,178,,3785063995,212,21.4,3785063991,140,23.3,3785063989,56,Back,3785063997,213,3.9,3785063993,141,73.2,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905033,11,1,1,0,23,a3nyxabgsqlnqfkeg41m6tnpp,1,23.2,70.8,2022-09-17T11:31:23.467Z,2022-09-17T18:08:33Z,3785064119,140,15.9,3787511029,178,,3785064121,141,42.2,3785064125,213,4.3,3785064123,212,20.9,3785064117,56,Back,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905083,12,1,1,0,26,a3nyxabgsqlnqfkeg41m6tnpp,1,15.9,42.1,2022-09-17T11:31:26.220Z,2022-09-17T18:08:37Z,3785064399,213,5.2,3785064391,56,Back,3785064395,141,22.2,3785064397,212,15.7,3785064393,140,23.5,3787511375,178,,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905161,13,1,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,1,29.1,32.4,2022-09-17T11:31:30.803Z,2022-09-17T18:08:41Z,3785064919,141,66.7,3785064915,140,28.0,3785064925,213,1.6,3787511677,178,,3785064923,212,23.4,3785064913,56,Back,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905187,14,1,1,0,37,a3nyxabgsqlnqfkeg41m6tnpp,1,43.8,72,2022-09-17T11:31:37.544Z,2022-09-17T18:08:47Z,3785065061,56,Back,3785065065,141,95.1,3787512263,178,,3785065071,213,2.0,3785065063,140,37.7,3785065067,212,17.0,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905209,15,1,1,0,38,a3nyxabgsqlnqfkeg41m6tnpp,0,37.7,95.1,2022-09-17T11:31:38.812Z,2022-09-17T18:08:59Z,3787513467,178,,3785065163,140,53.1,3785065167,212,16.2,3785065169,213,6.3,3785065165,141,95.0,3785065161,56,Left,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905237,3,8,1,0,39,b9si1jn1lfxfund69e9ogcu2n,1,47.5,2.8,2022-09-17T11:31:39.723Z,2022-09-17T18:09:07Z,3785065315,56,Back,3787514147,178,,3785758897,383,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905249,4,49,1,0,40,b9si1jn1lfxfund69e9ogcu2n,1,46.6,2.2,2022-09-17T11:31:40.608Z,2022-09-17T18:09:11Z,,,,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905279,5,1,1,0,42,b9si1jn1lfxfund69e9ogcu2n,0,46.1,2.6,2022-09-17T11:31:42.369Z,2022-09-17T18:09:16Z,3785065509,212,16.8,3787514895,178,,3785065505,140,48.1,3785065511,213,1.4,3785065507,141,27.1,3785065503,56,Back,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905275,16,49,1,0,45,a3nyxabgsqlnqfkeg41m6tnpp,1,51.8,71.8,2022-09-17T11:31:45.135Z,2022-09-17T18:09:21Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905301,17,1,1,0,45,a3nyxabgsqlnqfkeg41m6tnpp,1,51.8,71.8,2022-09-17T11:31:45.214Z,2022-09-17T18:09:28Z,3785065631,56,Center,3785065635,141,40.3,3785065639,213,4.9,3787515813,178,,3785065633,140,55.7,3785065637,212,21.8,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905331,18,1,1,0,48,a3nyxabgsqlnqfkeg41m6tnpp,1,60.9,32.4,2022-09-17T11:31:47.914Z,2022-09-17T18:09:33Z,3785065847,56,Right,3785065853,212,18.1,3785065855,213,5.5,3785065851,141,13.5,3785065849,140,73.0,3787516197,178,,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905345,19,1,1,0,52,a3nyxabgsqlnqfkeg41m6tnpp,1,76,16.7,2022-09-17T11:31:52.159Z,2022-09-17T18:09:41Z,3785065955,212,13.1,3785065951,140,88.5,3785065949,56,Right,3785065953,141,16.1,3785065957,213,6.3,3787516927,178,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905397,20,1,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,1,88.6,16.1,2022-09-17T11:31:53.762Z,2022-09-17T18:10:05Z,3785066173,56,Center,3785066177,141,49.9,3785761899,224,,3785066179,212,23.9,3785068475,210,16,3785066181,213,1.3,3785066169,2,,3787517365,178,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,1,3785068477,154,3785761901,20,3785066175,140,94.7,3785066171,155,3785068479,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460905401,21,16,1,0,55,a3nyxabgsqlnqfkeg41m6tnpp,1,94.7,49.9,2022-09-17T11:31:55.324Z,2022-09-17T18:10:06Z,3785068599,80,,3785068613,214,,3785068617,230,99.4,3785271775,273,,3785068601,29,,3785066197,16,,3785068611,103,10.1,3785067611,72,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,3785068603,154,3787519097,178,3785768313,396,50.9,3785068605,55,3785066195,22,20,3785068619,231,49.5,3785067619,375,00:54.969,3785068609,102,45.7,3785067615,374,2022-09-17 12:31:54.825,3785768311,395,99.4,3785068615,328,3785066199,56,Center,3785271773,138,,,,
2460906195,6,1,1,1,53,b9si1jn1lfxfund69e9ogcu2n,0,49.9,50.1,2022-09-17T11:32:53.187Z,2022-09-17T18:10:30Z,3785070367,279,G,3785070363,212,14.3,3785070359,140,37.1,3787521201,178,,3785070357,56,Back,3785071507,189,,3785070361,141,43.1,3785070365,213,3.5,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906199,7,1,1,2,0,b9si1jn1lfxfund69e9ogcu2n,0,28.9,54,2022-09-17T11:33:00.387Z,2022-09-17T18:10:33Z,3786301549,1,,3785071439,189,,3786301541,212,52.1,3786301545,213,5.7,3785070375,56,Right,3786301533,140,70.2,3786301537,141,11.6,3786301529,155,,2nz313c0ot91untg011l3pc6h,M. Kilman,,3787521511,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461145975,976,44,1,2,1,a3nyxabgsqlnqfkeg41m6tnpp,1,25.9,86.7,2022-09-17T11:33:01.378Z,2022-09-17T21:43:47Z,3786980697,233,766,3786312417,285,,3786314047,189,,3786312415,56,Back,,,,,,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461145985,766,44,1,2,1,b9si1jn1lfxfund69e9ogcu2n,0,74.1,13.3,2022-09-17T11:33:01.379Z,2022-09-17T18:10:37Z,3786313909,189,,3786312467,286,,3786312465,56,Right,3786980723,233,976,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461146089,977,1,1,2,1,a3nyxabgsqlnqfkeg41m6tnpp,1,25.9,86.7,2022-09-17T11:33:01.605Z,2022-09-17T21:43:47Z,3786313055,56,Back,3786314171,189,,3786313061,212,9.1,3786313063,213,5.7,3786313059,141,79.8,3786313057,140,33.3,3786313053,3,,3787522135,388,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906285,22,4,1,2,5,a3nyxabgsqlnqfkeg41m6tnpp,1,34,79.2,2022-09-17T11:33:05.607Z,2022-09-17T18:10:50Z,3785070837,265,,3785070833,56,Back,3785070831,13,,3785070835,152,,3785072081,189,,3785153731,233,8,3785153735,286,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906275,8,4,1,2,5,b9si1jn1lfxfund69e9ogcu2n,0,66,20.8,2022-09-17T11:33:05.608Z,2022-09-17T18:10:50Z,3785153741,233,22,3785070785,13,,3785071553,189,,3785070789,152,,3785070793,285,,3785070791,265,,3787522913,178,,3785070787,56,Right,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906321,23,1,1,2,15,a3nyxabgsqlnqfkeg41m6tnpp,1,31,71.4,2022-09-17T11:33:14.977Z,2022-09-17T18:11:03Z,3785074985,189,,3785071009,141,30.9,3785071007,140,33.6,3785071003,152,,3785071011,212,27.7,3785071005,56,Back,3785071001,5,,3785071013,213,4.8,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,3787523595,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461147057,978,1,1,2,19,a3nyxabgsqlnqfkeg41m6tnpp,1,26.9,38.9,2022-09-17T11:33:19.031Z,2022-09-17T18:11:06Z,3787523787,178,,3786318291,189,,3786317929,213,0.1,3786317925,141,40.9,3786317921,56,Back,3786317923,140,37.4,3786317927,212,11.1,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461147107,979,1,1,2,21,a3nyxabgsqlnqfkeg41m6tnpp,1,37.4,40.9,2022-09-17T11:33:21.677Z,2022-09-17T18:11:10Z,3786318267,56,Back,3786318273,212,13.0,3787523995,178,,3786318275,213,3.4,3786318271,141,36.9,3786318269,140,25.3,3786318433,189,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906341,24,1,1,2,22,a3nyxabgsqlnqfkeg41m6tnpp,1,33.3,29.9,2022-09-17T11:33:22.373Z,2022-09-17T18:11:17Z,3787524579,178,,3785071107,56,Right,3785093337,141,5.4,3785093341,213,5.6,3785075059,189,,3785093339,212,28.0,3785093335,140,54.7,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906363,25,1,1,2,25,a3nyxabgsqlnqfkeg41m6tnpp,1,53.2,6.2,2022-09-17T11:33:25.398Z,2022-09-17T18:11:22Z,3785071207,140,36.8,3785071211,212,17.4,3785071205,56,Back,3785071213,213,3.0,3787525009,178,,3785071209,141,9.5,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906377,26,1,1,2,27,a3nyxabgsqlnqfkeg41m6tnpp,1,36.7,9.7,2022-09-17T11:33:27.654Z,2022-09-17T18:11:30Z,3785071297,140,37.8,3787525869,178,,3785071301,212,10.6,3785071303,213,1.5,3785071299,141,25.2,3785071295,56,Back,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906413,27,1,1,2,28,a3nyxabgsqlnqfkeg41m6tnpp,1,37.6,25.3,2022-09-17T11:33:28.316Z,2022-09-17T18:11:34Z,3785071499,213,2.8,3785071495,141,31.0,3787526173,178,,3785071491,56,Back,3785071493,140,27.1,3785071497,212,11.7,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906431,28,1,1,2,32,a3nyxabgsqlnqfkeg41m6tnpp,1,30.9,50.7,2022-09-17T11:33:32.450Z,2022-09-17T18:11:38Z,3785071579,213,2.2,3785071571,56,Back,3785071575,141,68.1,3787526457,178,,3785071577,212,14.5,3785071573,140,23.0,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906473,29,1,1,2,34,a3nyxabgsqlnqfkeg41m6tnpp,1,23.1,68.1,2022-09-17T11:33:34.163Z,2022-09-17T18:11:41Z,3785071821,141,93.3,3785071825,213,1.1,3785071815,56,Back,3785071817,140,32.0,3787526897,178,,3785071823,212,19.5,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461401547,1047,43,1,2,36,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-09-17T11:33:36.730Z,2022-09-17T18:43:30Z,3787692765,144,82,3787691497,178,0,,,,,,,,,,,,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906597,30,1,1,2,38,a3nyxabgsqlnqfkeg41m6tnpp,1,34.4,85.3,2022-09-17T11:33:37.957Z,2022-09-17T18:11:48Z,3785072405,141,96.6,3785072401,56,Left,3785072409,213,0.3,3787527493,178,,3785072407,212,22.5,3785072403,140,54.5,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906607,31,3,1,2,45,a3nyxabgsqlnqfkeg41m6tnpp,0,75.4,80.2,2022-09-17T11:33:45.407Z,2022-09-17T18:12:18Z,3785072445,56,Left,3785777705,465,,3787530055,178,,3785072447,286,,3785072691,233,9,,,,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906645,9,7,1,2,45,b9si1jn1lfxfund69e9ogcu2n,1,24.6,19.8,2022-09-17T11:33:45.514Z,2022-09-17T18:12:35Z,3785072667,233,31,3785072621,285,,3785779603,385,,3787531673,178,,3785072619,56,Back,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906651,10,49,1,2,48,b9si1jn1lfxfund69e9ogcu2n,1,23.1,30.4,2022-09-17T11:33:47.884Z,2022-09-17T18:12:44Z,,,,,,,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906697,11,3,1,2,50,b9si1jn1lfxfund69e9ogcu2n,1,27.7,30.2,2022-09-17T11:33:49.892Z,2022-09-17T18:12:49Z,3785072875,56,Back,3785781223,465,,3785072887,233,32,3787532891,178,,3785072877,285,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906679,32,45,1,2,50,a3nyxabgsqlnqfkeg41m6tnpp,0,72.3,69.8,2022-09-17T11:33:49.892Z,2022-09-17T18:12:50Z,3785072917,233,11,3785072807,286,,3785072805,56,Center,,,,,,,,,,,,,,,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906717,12,1,1,2,52,b9si1jn1lfxfund69e9ogcu2n,1,32.3,29.9,2022-09-17T11:33:52.107Z,2022-09-17T18:12:56Z,3785072991,56,Back,3785073007,213,2.1,3785072995,140,24.9,3785073003,212,14.7,3785072999,141,48.2,3787533501,178,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906759,13,1,1,2,53,b9si1jn1lfxfund69e9ogcu2n,1,24.9,48.4,2022-09-17T11:33:53.581Z,2022-09-17T18:13:06Z,3785073205,140,5.9,3787534313,178,,3785073209,212,20.4,3785073207,141,54.5,3785073203,56,Back,3785073211,213,2.9,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460906807,14,1,1,2,55,b9si1jn1lfxfund69e9ogcu2n,0,5.9,54.5,2022-09-17T11:33:55.670Z,2022-09-17T18:13:11Z,3785073473,213,0.4,3785073463,157,,3785073467,140,40.4,3785073469,141,77.4,3787534669,178,,3785073465,56,Back,3785073475,1,,3785073471,212,39.4,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
