id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2506219673,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-02-11T14:00:05.197Z,2023-02-11T14:00:05Z,4024341805,197,15758,4024341797,59,"1, 4, 35, 5, 12, 6, 8, 34, 14, 7, 11, 3, 15, 16, 18, 19, 20, 21, 30, 85",4024341793,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, 2im16cd31tgg3yac3c8c18jbp, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 8585juruxxi6z8ih6kfqvrj6x, 57gg79gxvcfqtaoi0ruog7wmh, 2922aevmtpw4qvcwohmxmqtbd, 8qwpdf5jof7o6yy47v6iv11hx, 9id859f7xnqwj0jazjzkbjzdh, 4qrvwap878sl5dz5n3o8mr71m, hwcrfg4h2ystqbd11qlmj015, 2yoxu5l99k95yopdj4nufask4",4024341799,130,4,4024341795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024341807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341803,194,b1lcxeihx8z6pfv1jef4j5jh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506219719,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-02-11T14:00:10.931Z,2023-02-11T15:01:32Z,4024342059,197,11858,4024342061,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342047,30,"4iijb6llnz28unsz4rirr3umt, 68n1ydedtlw2s6toghw9qiprd, 2nzefp5pwvldt2ttmxfeakamt, 66939rcic8zhw13nlcniiq4t1, d9a62lhx21b0ym73rxd6mw8h5, 32bvxwhceid2xdcfx6cd8a8d1, 9k8gysrsy1a261nhcszo4aoyx, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, 8ju1opnca42o8i00wq3onzmqd, 9xfrrmf19uv4i69ge0kg1hh7u, 1h3mduwlaf89ebwtqxuegsodm, bs7iyv9ys61m88qh4rvb0tpzp, bxjc2heo4ve54cyvw98qcck45, 45zetxtrvjb3muvcrr9b5it3p, 7j36oy8n0tu8ps0haqb4es48a, ek0k9s7axizns3vtzyy3z5nu, 84xefpsrml48n7czpnruzxkru, 6o4pt3ffe9ogxcbdv694sr5uy",4024342055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342057,194,8ju1opnca42o8i00wq3onzmqd,4024342051,59,"1, 30, 3, 16, 5, 20, 27, 8, 17, 19, 6, 2, 9, 10, 11, 13, 23, 24, 26, 34",4024342053,130,12,4024342049,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275083,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-02-11T15:00:55.446Z,2023-02-11T22:43:50Z,4024620199,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275043,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-02-11T15:00:55.446Z,2023-02-11T15:00:55Z,4024620007,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275093,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,49.9,50,2023-02-11T15:00:55.560Z,2023-02-12T01:08:09Z,4027162053,178,,4024620245,56,Back,4024620251,212,21.1,4024620249,141,46.6,4024620253,213,3.3,4024620255,279,S,4024620247,140,29.9,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275141,4,1,1,0,2,7yx5dqhhphyvfisohikodajhv,0,29.9,46.6,2023-02-11T15:00:57.812Z,2023-02-12T01:08:14Z,4024620463,155,,4024620467,140,72.5,4024620473,213,0.4,4024620471,212,48.5,4024620469,141,74.3,4024620475,1,,4027162209,178,,4024620465,56,Center,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275171,3,1,1,0,6,4dsgumo7d4zupm2ugsvm4zm4d,0,27.8,33.4,2023-02-11T15:01:01.686Z,2023-02-12T01:08:18Z,4024620613,212,19.9,4024620611,141,12.5,4024620607,56,Back,4027162413,388,,4024620609,140,41.1,4024620615,213,5.5,4024620605,3,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275259,5,1,1,0,8,7yx5dqhhphyvfisohikodajhv,0,64.2,89.7,2023-02-11T15:01:03.879Z,2023-02-12T01:08:22Z,4024620999,56,Left,4024621003,141,83.1,4024621007,213,6.2,4024621001,140,100.0,4024620997,3,,4024621005,212,39.0,4027162613,178,,4024621009,1,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275277,4,56,1,0,13,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-02-11T15:01:08.700Z,2023-02-12T01:08:26Z,4024621065,56,Back,,,,,,,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275291,5,5,1,0,14,4dsgumo7d4zupm2ugsvm4zm4d,1,-1.1,17.5,2023-02-11T15:01:10.123Z,2023-02-12T01:08:28Z,4024621119,56,Back,4024621125,233,6,4024621121,346,,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
