id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,keyPass,qualifier/12/value,assist,qualifier/15/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2518263745,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-03-11T14:02:09.720Z,2023-03-11T15:00:40Z,4087949535,130,17,4087949531,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087949541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087949529,30,"8wz5pdydepr5kzcichz17pv4l, 77yaqzy45dxtzicao00jxrlgq, 7qy1hiitksyuaa9l0irxg240l, 3gsprcdyogabeb8lr2y0bmytx, az7wa6km1zhvsb8y4mndlogyd, 2w7i4jfw5wgh3j2wuworoumeh, 9bamtyvun46xn9e64lqn9ogyx, 4zxrdmwphkxvkvo6bt30uanrp, b9g4qurpll4wizajo95c406hh, c5zmr0m17riujelm4up44etih, 12ekwo6gbza410blv4b4r7ydx, 4k0ni039sbjs4sqipk4v7k79x, 2gsq05yyxwe4f8t79j6d49q6t, 4rktv6j9sioe0gmu7jt77fsh5, dlf31m2lrfl0biop1demgvh7t, 5gb7v3m0qisn24c7h49xn250p, 8c1r97aweyfc0woefvlfy2l05, btf0dch35aww78bzillh2jgx6, 8y8d2dd469x9q0lc7qfyxypyh, 7jpzrq4bpes3uc1pkh56sc0oa",4087949533,59,"20, 23, 33, 34, 15, 17, 4, 5, 10, 9, 7, 6, 14, 16, 21, 25, 27, 29, 40, 55",4087949539,194,b9g4qurpll4wizajo95c406hh,4087951013,197,4,4087949537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518263783,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-03-11T14:02:13.099Z,2023-03-11T15:02:24Z,4087949763,59,"12, 24, 32, 6, 4, 38, 5, 23, 20, 10, 11, 7, 8, 19, 22, 25, 28, 34, 39, 43",4087949769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087949767,130,9,4087949775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087951199,197,4782,4087949773,194,1tuivl8zdnsaz8vbed2z582qx,4087949761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087949757,30,"9sme7jykdv8msgfu0nxx6h39x, 8pb6iiphpyxdlpbs4dpunr8wl, 59wmst2hxu6y4zut9a48jxiw9, b7eoho4q34nfispye73m8b00l, 1tuivl8zdnsaz8vbed2z582qx, f30avgacyfz88ppw9mh8v57md, 95uxoznu15m2xywirv43rcmol, 19nlw3sa0khwz0el4wqc7zrp, 1l228p52d8wdf8qhfxqu8rca, 55yy0p6johtu9nxk90zsfctt5, 5f72vvw62zdlyrj3mwux2udat, 3mgjcyaseuexxlssgatjgsand, 25kl6261u9xft9cfvot8aezf9, 9rf5uk6c2wce30b9wkmu3iuad, ece7xph4emgawvh7mr56319ex, 3ztcz2dgfniqv141w7xsky7zd, dsvi49wsvjqdbiddyme3xow7o, a4qjllaut1bo0ng3x4xu5lq6t, cjdycctu96jilvbvnl7ndh9sl, eu5ncrealku696eunhsfyj2p6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321021,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-03-11T15:00:11.754Z,2023-03-11T22:45:29Z,4088247607,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321007,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-03-11T15:00:11.754Z,2023-03-11T15:00:11Z,4088247571,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321055,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,50,50,2023-03-11T15:00:11.799Z,2023-03-11T22:52:12Z,4088247745,213,2.8,4088247741,141,58.2,4088247743,212,18.9,4088247747,279,S,4088247739,140,32.8,4088247737,56,Back,4090658507,178,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321109,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,1,32.7,58,2023-03-11T15:00:14.247Z,2023-03-11T22:52:14Z,4088247951,213,5.6,4088247945,140,61.2,4088247941,155,,4090658527,178,,4088247949,212,39.3,4088247953,1,,4088247943,56,Right,4088247947,141,20.5,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321117,5,44,1,0,5,1qtaiy11gswx327s0vkibf70n,1,64.4,18.8,2023-03-11T15:00:17.072Z,2023-03-12T02:32:05Z,4088248001,286,,4088247999,56,Right,4088248007,233,3,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321103,3,44,1,0,5,22doj4sgsocqpxw45h607udje,0,35.6,81.2,2023-03-11T15:00:17.073Z,2023-03-11T22:52:17Z,4088247935,56,Back,4088248023,233,5,4088247937,285,,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321127,6,1,1,0,5,1qtaiy11gswx327s0vkibf70n,0,61.2,20.5,2023-03-11T15:00:17.074Z,2023-03-12T02:32:05Z,4088248051,212,4.7,4088248045,56,Right,4088248047,140,65.6,4090658743,388,,4088248053,213,6.1,4088248043,3,,4088248049,141,19.5,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321161,4,44,1,0,7,22doj4sgsocqpxw45h607udje,1,29.4,83.9,2023-03-11T15:00:19.071Z,2023-03-12T02:32:06Z,4088248205,56,Back,4088248207,285,,4088248223,233,7,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
