id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/17/value,qualifier/16/value,qualifier/14/value
2504385741,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-05T13:00:13.610Z,2023-02-05T14:00:44Z,4014721503,197,4782,4014692977,130,23,4014692979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014692983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014692973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014692981,194,19nlw3sa0khwz0el4wqc7zrp,4014692975,59,"12, 7, 32, 23, 30, 26, 28, 10, 20, 39, 5, 38, 34, 4, 8, 11, 13, 16, 24, 31",4014692971,30,"9sme7jykdv8msgfu0nxx6h39x, 3mgjcyaseuexxlssgatjgsand, 59wmst2hxu6y4zut9a48jxiw9, 19nlw3sa0khwz0el4wqc7zrp, cfpqqzqrpzv6dq89yw7nfd1p1, 12cgiy0t282ywdbr5j78hrxsl, dsvi49wsvjqdbiddyme3xow7o, 55yy0p6johtu9nxk90zsfctt5, 1l228p52d8wdf8qhfxqu8rca, cjdycctu96jilvbvnl7ndh9sl, 95uxoznu15m2xywirv43rcmol, f30avgacyfz88ppw9mh8v57md, a4qjllaut1bo0ng3x4xu5lq6t, 1tuivl8zdnsaz8vbed2z582qx, 25kl6261u9xft9cfvot8aezf9, 5f72vvw62zdlyrj3mwux2udat, 8bhdwi4p824s82bbzkh2vy6t, 8kfciybd6filv663ebckuerjd, 8pb6iiphpyxdlpbs4dpunr8wl, 6jbeiiziegtchyv2zjt87kslx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504385823,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-05T13:00:20.584Z,2023-02-05T14:00:45Z,4014693243,59,"1, 2, 21, 8, 6, 39, 23, 12, 9, 11, 29, 3, 7, 10, 22, 24, 25, 28, 42, 49",4014693239,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, b275i2lg3anqae5lv9gmrzmqx, 4r6jcuotjs6rz8iwu20996z85, 6clj9dk6hdeaomo6yi7vcsv6d, 9r20sl10trs6903jz83hmt6nd, 7xlnqr43lvc8coshx65qd5omh, 7dbzcwyph2xoljyhaogjo7mcp, 6q6i9x4w4vcdwwmiwq8k6sixh, 6kih58n0fzlod6c792xpey57t, 9z2j13bl5yh4i1vyofautc9yi, 9rfwfsz5cmckyjripqgtbc7op, 8rrcscn29rs1gk8mi1pwpu92i, 7sdbx7mzjxhvofvke9mp26kbu, ax5fuknlz3zc3fcesya61iod1, e8ekkg0yayhhmmhinl0v9une, dn3llv8xjdbbndltfym5ar561, 288nn7pbq5ewriiyb9o7da86h, 7oikovl62nfxs6z54dzd85gx5, 9d4cokmqyy9vabji5g0ascavo",4014693241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014693249,194,6clj9dk6hdeaomo6yi7vcsv6d,4014693247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014693251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014723981,197,16497,4014693245,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435401,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-05T14:00:09.173Z,2023-02-05T14:00:11Z,4014941525,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435387,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-05T14:00:09.173Z,2023-02-05T22:08:35Z,4014941475,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435441,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,50.1,50.6,2023-02-05T14:00:09.242Z,2023-02-05T22:24:21Z,4014941693,213,3.0,4014941679,56,Back,4016563489,178,,4014941691,212,18.9,4014941687,141,54.3,4014941683,140,32.3,4014941695,279,S,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435445,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,0,34.5,53.4,2023-02-05T14:00:11.436Z,2023-02-05T22:24:27Z,4016563701,178,,4014941743,56,Back,4014941747,141,53.2,4014941749,212,4.4,4014941751,213,6.3,4014941745,140,38.7,4016134339,157,,4016134341,1,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435431,3,61,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,1,62.4,47.8,2023-02-05T14:00:11.488Z,2023-02-05T22:24:38Z,4014941659,56,Center,4016563857,388,,,,,,,,,,,,,,,,,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435477,4,1,1,0,4,48gk2hpqtsl6p9sx9kjhaydq4,1,34.6,36.2,2023-02-05T14:00:13.494Z,2023-02-05T22:24:44Z,4014941925,212,15.1,4014941919,56,Back,4014941917,3,,4014941921,140,48.3,4014941923,141,29.3,4016563939,388,,4014941927,213,6.0,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435491,6,61,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,0,48.3,29.3,2023-02-05T14:00:15.140Z,2023-02-05T22:24:48Z,4014941973,56,Back,4016563995,178,,,,,,,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435483,5,43,1,0,6,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-05T14:00:16.052Z,2023-02-05T14:00:32Z,4014942719,144,49,,,,,,,,,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
