id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/18/value
2495068993,7,1,1,0,12,1qtaiy11gswx327s0vkibf70n,0,65,94.4,2023-01-04T19:30:32.996Z,2023-01-05T03:55:50Z,3965802059,56,Left,3965802067,213,5.9,3965802061,140,71.2,3965802065,212,7.0,3966096317,389,,3965802063,141,90.5,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495068995,3,1,1,0,13,d5ydtvt96bv7fq04yqm2w2632,0,25.6,12.4,2023-01-04T19:30:34.160Z,2023-01-05T03:20:52Z,3965802079,213,6.0,3965811553,157,,3965802073,140,58.3,3966083983,178,,3965802077,212,35.6,3965802071,56,Right,3965811555,1,,3965802075,141,0.0,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495068997,4,5,1,0,16,d5ydtvt96bv7fq04yqm2w2632,0,56.7,-1.7,2023-01-04T19:30:37.561Z,2023-01-05T03:20:56Z,3965802081,56,Right,3965802129,233,8,3965802083,347,,,,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069005,8,5,1,0,16,1qtaiy11gswx327s0vkibf70n,1,43.3,101.7,2023-01-04T19:30:37.561Z,2023-01-05T03:20:55Z,3965802113,233,4,3965802109,56,Back,3965802111,347,,,,,,,,,,,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069067,9,1,1,0,27,1qtaiy11gswx327s0vkibf70n,1,43.9,100,2023-01-04T19:30:48.294Z,2023-01-05T03:21:11Z,3965802435,212,8.4,3965802429,56,Left,3965802437,213,5.9,3965802431,140,51.3,3965802545,189,,3965802433,141,96.6,3965802427,107,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495114781,737,1,1,0,28,1qtaiy11gswx327s0vkibf70n,1,52.1,97.5,2023-01-04T19:30:49.240Z,2023-01-05T03:21:57Z,3966084149,21,,3966050059,212,5.4,3966050055,140,47.0,3966050061,213,3.0,3966050057,141,98.7,3966050065,189,,3966050053,56,Back,3966084147,178,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069077,10,1,1,0,28,1qtaiy11gswx327s0vkibf70n,0,47.3,97.5,2023-01-04T19:30:49.930Z,2023-01-05T03:22:00Z,3965802471,212,27.0,3966084373,178,,3965802465,56,Center,3965802467,140,51.9,3965802463,155,,3965802469,141,58.5,3965815631,189,,3965802473,213,4.9,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069051,5,1,1,0,31,d5ydtvt96bv7fq04yqm2w2632,0,48.3,43.1,2023-01-04T19:30:52.137Z,2023-01-05T03:22:11Z,3966084419,178,,3965802359,3,,3965802369,213,5.4,3965802367,212,7.7,3965802361,56,Center,3965802365,141,34.0,3965802363,140,52.7,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495071879,115,1,1,0,32,1qtaiy11gswx327s0vkibf70n,0,44.4,66.4,2023-01-04T19:30:53.737Z,2023-01-05T03:22:19Z,3965817365,212,21.9,3965817367,213,5.9,3965817361,140,63.9,3965817363,141,55.1,3965817359,56,Center,3966084445,178,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123511,935,67,1,0,34,d5ydtvt96bv7fq04yqm2w2632,1,37.4,49.2,2023-01-04T19:30:55.463Z,2023-01-05T06:34:25Z,3966096955,233,747,,,,,,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123507,747,67,1,0,34,1qtaiy11gswx327s0vkibf70n,0,62.6,50.8,2023-01-04T19:30:55.464Z,2023-01-05T03:57:17Z,3966096965,233,935,,,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069071,6,8,1,0,34,d5ydtvt96bv7fq04yqm2w2632,1,38.1,51.8,2023-01-04T19:30:55.490Z,2023-01-05T06:34:26Z,3965802445,56,Back,3966084471,178,,3966002735,385,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069081,7,5,1,0,37,d5ydtvt96bv7fq04yqm2w2632,0,55,-1.7,2023-01-04T19:30:58.382Z,2023-01-05T03:22:29Z,3965802479,56,Right,3965802481,347,,3965802577,233,11,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069093,11,5,1,0,37,1qtaiy11gswx327s0vkibf70n,1,45,101.7,2023-01-04T19:30:58.382Z,2023-01-05T03:22:28Z,3965802539,56,Back,3965802541,347,,3965802557,233,7,,,,,,,,,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069119,12,1,1,0,43,1qtaiy11gswx327s0vkibf70n,1,45.8,100,2023-01-04T19:31:04.524Z,2023-01-05T03:57:39Z,3965802675,141,84.7,3965802677,212,12.0,3965802671,56,Back,3965802673,140,42.2,3965802669,107,,3965802679,213,4.4,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069123,13,1,1,0,44,1qtaiy11gswx327s0vkibf70n,1,45.6,91.3,2023-01-04T19:31:05.299Z,2023-01-05T03:22:40Z,3965802701,141,98.1,3965802705,213,1.4,3965802697,56,Back,3965802703,212,4.7,3965802721,189,,3965802699,140,46.4,3966084533,178,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069139,14,1,1,0,44,1qtaiy11gswx327s0vkibf70n,0,45.9,97.7,2023-01-04T19:31:05.759Z,2023-01-05T03:22:46Z,3965802797,56,Left,3966050407,155,,3965818605,189,,3965802801,141,84.1,3965802805,213,5.5,3966084551,178,,3965802803,212,13.1,3965802799,140,54.7,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495114901,919,49,1,0,46,d5ydtvt96bv7fq04yqm2w2632,1,45.4,20.2,2023-01-04T19:31:07.760Z,2023-01-05T03:23:07Z,3966050767,189,,,,,,,,,,,,,,,,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495114915,920,50,1,0,47,d5ydtvt96bv7fq04yqm2w2632,1,46.2,17,2023-01-04T19:31:08.910Z,2023-01-05T03:23:10Z,3966060257,233,15,3966050753,189,,3966050717,286,,3966050715,56,Back,,,,,,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069143,15,7,1,0,48,1qtaiy11gswx327s0vkibf70n,1,53.8,83,2023-01-04T19:31:09.559Z,2023-01-05T03:23:16Z,3966060253,233,920,3966050851,385,,3966084645,178,,3966050787,285,,3965802827,56,Left,3965802983,189,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069155,8,1,1,0,51,d5ydtvt96bv7fq04yqm2w2632,0,41.6,4.5,2023-01-04T19:31:12.518Z,2023-01-05T03:23:49Z,3965802869,157,,3965802879,213,0.0,3966084655,178,,3965802873,140,43.0,3965802967,286,,3965802871,56,Back,3965802881,1,,3965802963,233,16,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,3965802875,141,4.5,3965802877,212,1.5,3965802961,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069151,16,74,1,0,51,1qtaiy11gswx327s0vkibf70n,1,54.9,96.6,2023-01-04T19:31:12.589Z,2023-01-05T03:23:45Z,3965802971,233,8,3965802947,285,,3965802863,56,Left,3966084689,178,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069175,9,5,1,0,52,d5ydtvt96bv7fq04yqm2w2632,1,45.4,-1.8,2023-01-04T19:31:13.197Z,2023-01-05T03:23:54Z,3965802979,56,Back,3965802981,347,,3965802987,233,17,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069165,17,5,1,0,52,1qtaiy11gswx327s0vkibf70n,0,54.6,101.8,2023-01-04T19:31:13.197Z,2023-01-05T03:23:55Z,3965802911,56,Left,3965802913,347,,3965802991,233,9,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069239,10,1,1,1,10,d5ydtvt96bv7fq04yqm2w2632,0,58.4,0,2023-01-04T19:31:31.095Z,2023-01-05T03:24:00Z,3965803371,213,0.4,3965803365,140,68.7,3965803361,107,,3965803367,141,4.7,3965803369,212,11.7,3965803363,56,Right,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123623,748,67,1,1,11,1qtaiy11gswx327s0vkibf70n,1,27.8,93.7,2023-01-04T19:31:32.591Z,2023-01-05T06:34:26Z,3966098011,233,938,,,,,,,,,,,,,,,,,,,,,,cfpqqzqrpzv6dq89yw7nfd1p1,W. Boly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123621,938,67,1,1,11,d5ydtvt96bv7fq04yqm2w2632,0,72.2,6.3,2023-01-04T19:31:32.592Z,2023-01-05T03:59:46Z,3966098019,233,748,,,,,,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069245,18,8,1,1,11,1qtaiy11gswx327s0vkibf70n,1,29.5,95.2,2023-01-04T19:31:32.610Z,2023-01-05T06:34:27Z,3966084821,178,,3965803393,56,Back,3966003175,385,,,,,,,,,,,,,,,,,cfpqqzqrpzv6dq89yw7nfd1p1,W. Boly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495071677,95,61,1,1,11,d5ydtvt96bv7fq04yqm2w2632,1,71.7,5.4,2023-01-04T19:31:32.883Z,2023-01-05T03:24:27Z,3966084833,178,,3966084889,21,,3965816275,56,Right,,,,,,,,,,,,,,,,1qcj2upaz0xa98zkc835djo8a,S. Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069251,19,1,1,1,12,1qtaiy11gswx327s0vkibf70n,0,26.2,90,2023-01-04T19:31:33.308Z,2023-01-05T03:24:35Z,3966084935,178,,3965803409,56,Back,3965803415,212,13.0,3965803417,213,5.4,3965803411,140,34.0,3965803413,141,75.1,,,,,,,cfpqqzqrpzv6dq89yw7nfd1p1,W. Boly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069243,11,43,1,1,14,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-01-04T19:31:35.764Z,2023-01-04T19:42:51Z,3965803387,56,Right,3965816483,144,61,,,,,,,,,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069275,12,1,1,1,15,d5ydtvt96bv7fq04yqm2w2632,1,62.4,30.7,2023-01-04T19:31:36.292Z,2023-01-05T03:24:41Z,3965803573,1,,3965803563,56,Left,3965803567,141,82.8,3965803565,140,51.7,3965803571,213,1.9,3966084969,178,,3965803569,212,37.2,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069279,13,50,1,1,21,d5ydtvt96bv7fq04yqm2w2632,1,72.1,81.7,2023-01-04T19:31:42.744Z,2023-01-05T03:25:03Z,3965877435,233,20,3965803581,286,,3965803579,56,Left,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069291,20,7,1,1,22,1qtaiy11gswx327s0vkibf70n,0,27.9,18.3,2023-01-04T19:31:43.672Z,2023-01-05T03:25:11Z,3965803649,233,13,3965803637,56,Back,3966003457,383,,3966085135,178,,3965803639,285,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495083257,390,61,1,1,23,d5ydtvt96bv7fq04yqm2w2632,1,69,76.1,2023-01-04T19:31:44.461Z,2023-01-05T03:25:29Z,3965877489,56,Center,3966085225,178,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069301,21,12,1,1,26,1qtaiy11gswx327s0vkibf70n,1,9.4,28.3,2023-01-04T19:31:47.132Z,2023-01-05T03:25:33Z,3965803913,167,,3965803915,56,Back,3966085249,178,,3965803917,140,13.4,3965803921,212,20.5,3965803919,141,0.0,3965803923,213,4.9,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072807,141,43,1,1,26,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-01-04T19:31:47.584Z,2023-01-04T20:21:37Z,3965822601,56,Back,3965877849,144,61,,,,,,,,,,,,,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069327,14,5,1,1,27,d5ydtvt96bv7fq04yqm2w2632,1,81.2,101.8,2023-01-04T19:31:48.875Z,2023-01-05T03:25:42Z,3965803829,347,,3965804119,233,22,3965803827,56,Left,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069305,22,5,1,1,27,1qtaiy11gswx327s0vkibf70n,0,18.8,-1.8,2023-01-04T19:31:48.875Z,2023-01-05T03:25:42Z,3965803721,347,,3965803719,56,Back,3965804123,233,14,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069345,15,1,1,1,45,d5ydtvt96bv7fq04yqm2w2632,1,86.2,100,2023-01-04T19:32:06.388Z,2023-01-05T03:25:44Z,3965803933,212,8.6,3965803935,213,5.1,3965803931,141,89.4,3965803929,140,89.2,3965803927,56,Left,3965803925,107,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123673,942,67,1,1,46,d5ydtvt96bv7fq04yqm2w2632,1,89.7,90.5,2023-01-04T19:32:07.193Z,2023-01-05T06:34:27Z,3966098485,233,749,,,,,,,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495123671,749,67,1,1,46,1qtaiy11gswx327s0vkibf70n,0,10.3,9.5,2023-01-04T19:32:07.194Z,2023-01-05T04:00:55Z,3966098493,233,942,,,,,,,,,,,,,,,,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069347,16,61,1,1,46,d5ydtvt96bv7fq04yqm2w2632,0,88.3,89.5,2023-01-04T19:32:07.302Z,2023-01-05T06:34:28Z,3965803939,56,Left,3966085303,178,,,,,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069353,23,49,1,1,47,1qtaiy11gswx327s0vkibf70n,1,14.5,11.3,2023-01-04T19:32:08.022Z,2023-01-05T03:25:52Z,,,,,,,,,,,,,,,,,,,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069357,24,1,1,1,47,1qtaiy11gswx327s0vkibf70n,1,12,14.1,2023-01-04T19:32:08.097Z,2023-01-05T03:26:00Z,3965803981,140,11.0,3965803987,213,4.4,3965803985,212,3.0,3966085353,178,,3965803979,56,Back,3965803983,141,9.9,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069375,25,1,1,1,48,1qtaiy11gswx327s0vkibf70n,1,13.8,7.4,2023-01-04T19:32:09.254Z,2023-01-05T03:26:14Z,3966085427,178,,3965804069,213,2.6,3965804065,141,10.1,3965804061,56,Back,3965804067,212,3.7,3965804063,140,10.7,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069377,26,1,1,1,50,1qtaiy11gswx327s0vkibf70n,0,3.6,10.2,2023-01-04T19:32:11.073Z,2023-01-05T03:26:22Z,3965804079,56,Back,3965804083,141,0.0,3966085475,178,,3965804087,213,5.8,3965804081,140,18.9,3965804085,212,18.0,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495069381,17,5,1,1,51,d5ydtvt96bv7fq04yqm2w2632,1,77.8,101.4,2023-01-04T19:32:12.472Z,2023-01-05T03:26:31Z,3965804099,347,,3965804111,233,27,3965804097,56,Left,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
